year,autres_ADJ autos_NOUN,autres_ADJ poteaux_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,1.6668277424969347e-08
1802,0.0,0.0
1803,0.0,2.145373123596528e-08
1804,0.0,1.9774807569206132e-08
1805,0.0,1.9900143755080535e-08
1806,0.0,2.305335300434308e-08
1807,0.0,1.7081731584767113e-08
1808,0.0,4.5321479902327155e-09
1809,0.0,1.581321384946932e-08
1810,0.0,7.020380277111826e-09
1811,5.0141535368197765e-09,1.0028307073639553e-08
1812,0.0,3.200649700829672e-08
1813,0.0,1.1502966579257645e-08
1814,0.0,1.2586708564299443e-08
1815,0.0,1.0788894222457657e-08
1816,0.0,0.0
1817,0.0,1.556873407970727e-09
1818,0.0,4.768470951432846e-09
1819,0.0,7.24573512300708e-09
1820,0.0,9.493184904840746e-09
1821,0.0,1.97229765852569e-09
1822,0.0,1.0025615893027862e-08
1823,0.0,2.9648061783404955e-09
1824,0.0,0.0
1825,0.0,4.4027217427355936e-09
1826,0.0,7.0463874735082754e-09
1827,0.0,9.217273055917019e-10
1828,0.0,1.6510142586412258e-08
1829,0.0,8.573175946935407e-09
1830,0.0,8.349468672008697e-09
1831,0.0,4.677361609140007e-09
1832,0.0,1.488296597074168e-08
1833,0.0,2.6642345218874652e-08
1834,0.0,2.240287422239362e-08
1835,0.0,3.025235173481633e-09
1836,0.0,1.2769425516978572e-08
1837,2.0873671680021744e-09,1.3915781860163179e-09
1838,0.0,7.574594285131298e-09
1839,0.0,4.194885327990505e-09
1840,0.0,6.3696887764308485e-09
1841,0.0,7.0626033910059505e-09
1842,0.0,6.037438549100216e-09
1843,0.0,6.497602011990011e-09
1844,0.0,1.3172547497219966e-08
1845,0.0,9.48638767539478e-09
1846,0.0,1.8148954339380907e-08
1847,0.0,2.1572894581822766e-09
1848,0.0,4.82713291560799e-09
1849,8.379414939696517e-10,6.703531951757213e-09
1850,0.0,2.7155984128057753e-09
1851,0.0,1.9348316282474798e-09
1852,6.510545436100301e-10,2.6042181744401205e-09
1853,0.0,8.360704129017904e-09
1854,0.0,5.7152309551611324e-09
1855,0.0,1.0083180512765466e-08
1856,0.0,4.659470143053568e-09
1857,0.0,0.0
1858,0.0,2.4468380654951716e-09
1859,0.0,4.582956236731661e-09
1860,0.0,5.034902272882391e-09
1861,0.0,1.0846716413936974e-08
1862,0.0,7.228778020618165e-09
1863,0.0,9.989241434027463e-09
1864,9.589455896019672e-10,8.151037178549814e-09
1865,0.0,1.2708479601997169e-08
1866,0.0,2.432806400776144e-09
1867,0.0,1.164674756637396e-08
1868,0.0,1.531360993567432e-08
1869,4.395167341186834e-09,1.4650557433881772e-09
1870,5.160643912205387e-09,5.734048791339319e-09
1871,0.0,1.911811864374613e-08
1872,0.0,9.675742873582749e-09
1873,0.0,1.4366410283628284e-08
1874,0.0,5.377148060148329e-09
1875,0.0,2.9179789251543298e-08
1876,0.0,1.3301232115736639e-08
1877,0.0,1.0514186854493346e-08
1878,0.0,1.3285995414946683e-08
1879,0.0,1.4051448005147904e-08
1880,6.417846254436199e-10,1.2835692508872398e-09
1881,0.0,1.045876096839038e-08
1882,0.0,7.320923423037584e-09
1883,0.0,6.319338829996468e-09
1884,0.0,6.601696966868076e-09
1885,0.0,7.090199094506033e-09
1886,0.0,1.097088819790315e-08
1887,0.0,9.793386546164129e-09
1888,1.9021844099853524e-09,1.1413106904001324e-08
1889,0.0,1.566284169030041e-08
1890,0.0,1.9663159989136147e-09
1891,0.0,1.529812720946211e-08
1892,0.0,5.641661360300532e-09
1893,0.0,7.390100087434348e-09
1894,1.2603078580752936e-09,1.449354058991048e-08
1895,0.0,6.018614495673091e-09
1896,0.0,3.5382172747233653e-09
1897,0.0,2.330685422435863e-09
1898,2.26334195829736e-09,1.5277558773618694e-08
1899,0.0,4.9748205555033564e-09
1900,0.0,1.2977633190303095e-08
1901,2.235495566438317e-09,1.1177477832191585e-09
1902,7.856454153909453e-09,9.329538919189417e-09
1903,4.860198465905796e-09,1.1340462791054051e-08
1904,0.0,3.7622376325430196e-09
1905,0.0,3.6125313851442797e-09
1906,5.144184522798412e-10,1.4403716441790948e-08
1907,2.057137349353866e-09,9.771402353919711e-09
1908,7.858222517143076e-09,1.276961114626829e-08
1909,6.0510818578052294e-09,3.300590023513905e-09
1910,1.6032452032632705e-09,1.7635697346918278e-08
1911,3.1922244847493175e-09,9.576673676292558e-09
1912,1.0418842455450772e-09,1.614920641657136e-08
1913,6.363587878865928e-09,1.5378670781274195e-08
1914,6.696743604095445e-09,4.018046340092951e-09
1915,2.591767689352764e-08,1.0602685840410686e-08
1916,3.29623865980011e-08,7.69122365795738e-09
1917,2.1932848426331475e-08,3.289927441585405e-09
1918,2.1824114071478107e-08,3.44591288836682e-09
1919,1.8415696745321952e-09,1.1049418269237776e-08
1920,1.1358347151713133e-08,7.572231730534895e-09
1921,1.5145494858259667e-09,5.300923255902035e-09
1922,5.164555005876537e-09,5.164555005876537e-09
1923,1.1677542488541803e-08,0.0
1924,3.867487219366694e-09,2.3204924204378585e-08
1925,1.2097995494286806e-08,5.499089184013428e-09
1926,7.802296586589819e-09,5.57306911730393e-09
1927,1.2264147031260109e-08,1.1149224876660924e-09
1928,1.1426041446327417e-08,2.0566874425753667e-08
1929,6.684243825105796e-09,5.570202965543558e-09
1930,4.201441416995522e-09,3.1510811737689437e-09
1931,5.7026783295555106e-09,9.124285327288817e-09
1932,7.6716757391182e-09,2.1919073223131136e-09
1933,1.0323596200123575e-08,9.176529758292418e-09
1934,4.7926320689839486e-09,1.7972370258689807e-08
1935,5.98414207075848e-09,1.0771455727365264e-08
1936,3.6374143697059935e-09,1.2124714565686645e-08
1937,2.1404900962807005e-08,5.0364472592434595e-09
1938,5.186085783037697e-09,3.8895642262559704e-09
1939,6.117620188206274e-09,1.070583532936098e-08
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,1.7709016475464523e-08,0.0
1942,1.517105907566929e-08,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,1.742803235060819e-08,2.178504043826024e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,1.0728784083369192e-08,2.3841741914054637e-09
1948,4.348755133776194e-09,6.523132700664291e-09
1949,2.945102384188658e-09,3.9268033269479474e-09
1950,7.444753258312176e-09,7.444753258312176e-09
1951,8.529121409139861e-09,1.4925962688039363e-08
1952,6.326882129314981e-09,1.0544804140977249e-08
1953,2.1547654771580937e-09,7.54167928107563e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,7.508486277174597e-09,1.1262729415761896e-08
1956,5.232684952005684e-09,5.232684952005684e-09
1957,7.951533653738352e-09,7.068030161150318e-09
1958,1.6544486891589827e-09,4.9633461784992505e-09
1959,3.8753737996444215e-09,1.0851047171911432e-08
1960,7.612916519406099e-09,2.7683333403416555e-09
1961,5.55852741612739e-09,2.08444772553662e-09
1962,1.0147130247162295e-08,8.8787386332001e-09
1963,7.759263453976928e-09,4.526237162849611e-09
1964,6.6923653285755336e-09,8.517555549758526e-09
1965,1.0396882466068291e-08,8.755269398363907e-09
1966,5.539074976468328e-09,1.6617224263271169e-09
1967,1.9721342336964653e-09,1.035370456037299e-08
1968,4.042274071025531e-09,9.88111459321317e-09
1969,5.904285060864822e-09,8.175163657142548e-09
1970,6.438214850135182e-09,1.3796175313274261e-09
1971,2.0553589941130213e-09,6.166076982339064e-09
1972,3.0780880067027283e-09,8.208234980600082e-09
1973,6.064523994098181e-09,4.9618833486420044e-09
1974,5.06301445213353e-09,5.06301445213353e-09
1975,8.567219822452898e-09,6.8537762132336866e-09
1976,4.570821499072508e-09,3.9994687561772935e-09
1977,4.7014254711541525e-09,9.990529292736028e-09
1978,3.5643548113029055e-09,1.544553818177974e-08
1979,4.681578680276743e-09,5.851973128301324e-09
1980,3.411090521154847e-09,9.096241093686785e-09
1981,4.427884725544118e-09,1.5181319312773667e-08
1982,3.1037510339615437e-09,6.828252629986764e-09
1983,4.4207211225000265e-09,5.68378455412244e-09
1984,2.8995041922996734e-09,4.639206796497319e-09
1985,3.609334831011779e-09,6.617113967877231e-09
1986,5.994485463567401e-10,4.196139880008332e-09
1987,2.4443267410134695e-09,4.888653482026939e-09
1988,1.798966087207532e-09,3.597932174415064e-09
1989,3.841685636274406e-09,5.488121956886971e-09
1990,2.724325431913144e-09,8.172976073694826e-09
1991,4.10302547493302e-09,3.5168792322792797e-09
1992,1.0468894195980738e-08,1.1019888113139586e-08
1993,4.985286850001103e-09,2.7696036575264316e-09
1994,3.164955852952289e-09,8.967375286772494e-09
1995,2.7112254663563817e-09,8.133675954979935e-09
1996,9.074756945892659e-09,1.2811421257197253e-08
1997,7.192341833217597e-09,2.876936688878118e-09
1998,4.291316191284977e-09,3.814503379828693e-09
1999,5.0272213059088244e-09,6.398281460207045e-09
2000,1.7672125984802278e-09,5.743440834038438e-09
2001,2.190605918883648e-09,3.5049694258049158e-09
2002,2.6287327870022636e-09,7.009954394732176e-09
2003,2.9168460979889232e-09,3.7502307925763034e-09
2004,3.0833537945085254e-09,7.047666006343434e-09
2005,4.053374524914943e-09,4.503749373441224e-09
2006,5.7650457740976435e-09,8.64756888319107e-09
2007,3.994479413904628e-09,7.190063211481856e-09
2008,3.405951742863067e-09,4.257439734089985e-09
2009,3.337734755248789e-09,6.675469510497578e-09
2010,5.668551850135373e-09,5.668551850135373e-09
2011,5.7359579308524644e-09,6.883149605840799e-09
2012,7.148930780687124e-09,6.808505315092361e-09
2013,6.414987652192394e-09,8.08846234434668e-09
2014,6.9294245896855955e-09,5.197068553286499e-09
2015,6.64972610309178e-09,6.871383906315032e-09
2016,4.971216327476213e-09,8.492493819289848e-09
2017,5.7859059765519305e-09,4.024978128569501e-09
2018,8.776987137082415e-09,1.161660012627408e-08
2019,5.3570743396846865e-09,6.887666881283394e-09
