year,ces_DET oies_NOUN,ces_DET pois_NOUN
1875,1.4303817685856757e-08,2.574687307799195e-08
1876,1.8138044621807126e-08,2.3579458385825092e-08
1877,1.1751150386096754e-08,4.9478528385549225e-08
1878,1.932508364443919e-08,2.5364173150688174e-08
1879,2.5659166347224982e-08,7.20900397155333e-08
1880,2.695495404658743e-08,6.161132315440909e-08
1881,1.4642266288333872e-08,2.370652513183913e-08
1882,1.7304001120876933e-08,3.128031034194123e-08
1883,2.4013488364449387e-08,3.096476047792507e-08
1884,3.1027976632458376e-08,2.5086448474098688e-08
1885,1.5469525438405185e-08,1.9336906909028784e-08
1886,2.2587123282846733e-08,2.0651084953193788e-08
1887,3.852065377785152e-08,2.742148363932273e-08
1888,3.360525724360741e-08,2.0924028731883482e-08
1889,2.255449160770695e-08,2.4434033019105073e-08
1890,1.7696843102044113e-08,2.2284914635850583e-08
1891,4.0157585701194876e-08,2.4859458491732767e-08
1892,3.259626435436758e-08,2.8208305691279634e-08
1893,2.0322774685332945e-08,3.017624106149697e-08
1894,1.260307880279754e-08,2.26855421114891e-08
1895,9.629782971032341e-09,1.9259567052287707e-08
1896,2.9485144881213898e-08,3.125425379613134e-08
1897,7.57472740087195e-09,3.7873637670493565e-08
1898,2.602843285348655e-08,2.093591300322828e-08
1899,1.0502398950507086e-08,3.3165470370022376e-08
1900,1.661137050135153e-08,2.75125808801846e-08
1901,2.235495566438317e-09,2.1237208103208616e-08
1902,1.8659078726557254e-08,1.3748794880363846e-08
1903,9.720396265677778e-09,2.7541123381880084e-08
1904,2.2573425795258117e-08,9.674325340824907e-09
1905,9.289366220688322e-09,1.7546580632910036e-08
1906,6.687439879637935e-09,2.4177667201641384e-08
1907,2.571421719999023e-08,2.468564774815718e-08
1908,1.4243027868232616e-08,8.349361646509124e-09
1909,1.8153245739949142e-08,1.5402753794635515e-08
1910,1.0688301244066167e-08,2.1911017888953666e-08
1911,1.4897047262429908e-08,3.2454282372640364e-08
1912,2.865181703004538e-08,2.3963337758559078e-08
1913,2.1742258216050914e-08,3.7120926499323303e-08
1914,1.339348720819089e-08,1.9420556662819166e-08
1915,1.4136914638918086e-08,9.424609648256421e-09
1916,1.4283700444650549e-08,1.4283700222605944e-08
1917,1.754627876326964e-08,2.0836206759966558e-08
1918,1.378365155346728e-08,3.5607766513123806e-08
1919,1.2890988054792274e-08,2.670275972560532e-08
1920,2.8774480576032602e-08,1.2872793941909322e-08
1921,1.5902769490150348e-08,1.287367074054302e-08
1922,2.1396013683006032e-08,2.0658219135327727e-08
1923,1.4862327812892318e-08,2.5478276377555176e-08
1924,1.8048273875415077e-08,2.0626598762341075e-08
1925,1.319781373076978e-08,1.6497267107951075e-08
1926,2.1177663178661987e-08,3.56676436163994e-08
1927,1.6723837870102898e-08,3.4562597228671166e-08
1928,1.3711249469139375e-08,1.8281666291919407e-08
1929,1.559656914729146e-08,8.912324878096456e-09
1930,1.6805765667982087e-08,1.68057662230936e-08
1931,1.4826963656844327e-08,1.2545892325022123e-08
1932,1.4247397928102146e-08,1.643930480632605e-08
1933,2.5235457501437963e-08,1.3764794859483231e-08
1934,3.5944740517379614e-09,2.7557634396657704e-08
1935,1.4361940969820353e-08,2.5133395809007197e-08
1936,1.9399543305098632e-08,1.333718646634452e-08
1937,5.036447148221157e-09,1.3850230073941816e-08
1938,9.075649898271365e-09,1.2965214124527336e-08
1939,1.3764645423464117e-08,1.2235240376412548e-08
1940,1.2678914584896006e-08,1.5214697057785997e-08
1941,2.066051907334554e-08,2.066051774107791e-08
1942,6.068423541449874e-09,4.8547387443420575e-08
1943,2.3225881884414434e-08,4.0645293575281016e-08
1944,0.0,1.927911696952833e-08
1945,1.3071024262956144e-08,1.742803235060819e-08
1946,1.1136883415474585e-08,1.3921104269343232e-08
1947,1.549713202209091e-08,1.1920870957027319e-08
1948,1.087188805648509e-08,1.7395020757149382e-08
1949,8.835307596655184e-09,1.9634016523717435e-08
1950,1.0635361258337639e-08,5.317680740191122e-09
1951,1.4925962243950153e-08,2.1322803966938864e-08
1952,1.2653764258629963e-08,5.272401959466322e-09
1953,1.0773827607835074e-08,1.723812426135396e-08
1954,1.563605800392054e-08,5.86352189024808e-09
1955,1.1262729415761896e-08,1.2201290200408721e-08
1956,1.5698054856017052e-08,3.314033802936933e-08
1957,2.0320586824329467e-08,1.0602045019680872e-08
1958,2.0680608225909225e-08,9.926692356998501e-09
1959,2.712761748568937e-08,1.627657086888945e-08
1960,1.3841666590685975e-08,1.730208309957959e-08
1961,2.779263619245853e-08,5.558527582660844e-09
1962,1.331810878246742e-08,1.3318108615933966e-08
1963,1.422531736849919e-08,1.4871922693338036e-08
1964,9.734349160073208e-09,6.083968440151466e-09
1965,1.1491290807796872e-08,9.849678406226303e-09
1966,8.862519607077957e-09,7.200797069728537e-09
1967,1.3311906243984595e-08,8.874603940611792e-09
1968,1.4372530499073832e-08,5.838840522187638e-09
1969,1.6804503566447693e-08,5.90428494984252e-09
1970,1.5175792178467873e-08,1.7015282960386457e-08
1971,1.798439097644433e-08,1.6956711590410123e-08
1972,1.3851396252206882e-08,1.4364410771960934e-08
1973,1.2129047988196362e-08,9.923766808306311e-09
1974,1.5751600079827455e-08,1.1813700517837589e-08
1975,8.567220266542108e-09,1.028066431985053e-08
1976,7.998937512354587e-09,9.141642776100412e-09
1977,8.815172591880582e-09,5.876781949964993e-09
1978,1.425741957827853e-08,2.1386129422928946e-08
1979,1.1703946700691858e-08,1.6970723049070102e-08
1980,9.66475621755336e-09,1.30758464056413e-08
1981,9.48832451497239e-09,1.4548763582755697e-08
1982,8.069752865935698e-09,8.69050320595477e-09
1983,1.7051352996233504e-08,9.472973849788957e-09
1984,7.538710988796993e-09,1.217791817387237e-08
1985,1.0828004715079942e-08,7.820225356169885e-09
1986,1.4386764946028308e-08,8.392279537972058e-09
1987,1.2832715334809564e-08,1.1610551631235921e-08
1988,1.2592763165564236e-08,9.594486316544248e-09
1989,1.7013179087754793e-08,1.372030544732894e-08
1990,9.262706268664544e-09,1.1442166769626283e-08
1991,7.619904984768056e-09,1.1136784217047335e-08
1992,1.2121877501769518e-08,6.060938473329003e-09
1993,1.2186256670432272e-08,1.1632335317202092e-08
1994,1.3714809232734382e-08,1.1077345929422222e-08
1995,1.6267353131205198e-08,5.422450655157007e-09
1996,1.0676184603042316e-08,8.540947282753564e-09
1997,1.822059936262832e-08,6.233362714880286e-09
1998,1.3350762273489636e-08,6.198567992221626e-09
1999,9.597422329088445e-09,5.027221222642098e-09
2000,1.1928685039741538e-08,3.976228346580513e-09
2001,1.22673927682726e-08,9.200544992538084e-09
2002,1.6210519815373914e-08,5.6955880012310445e-09
2003,1.2084076406182476e-08,9.58392254446494e-09
2004,1.8940602419803554e-08,7.928624201625212e-09
2005,1.4862373554080932e-08,6.755624615273348e-09
2006,6.588624035241963e-09,6.176834821403077e-09
2007,1.3581230362547103e-08,9.586750782109021e-09
2008,1.277231942431456e-08,1.149508682685152e-08
2009,2.1933686200625857e-08,6.198650259747751e-09
2010,1.700565521733921e-08,9.919965515692297e-09
2011,2.2179037717506844e-08,1.0324724075694292e-08
2012,2.5531894598529448e-08,1.3957436539868695e-08
2013,3.1796024591024263e-08,5.0204250756635815e-09
2014,2.3819897165822113e-08,7.14596898321318e-09
2015,3.036708307035951e-08,1.618100076150597e-08
2016,2.4856080527158042e-08,1.3463709924721456e-08
2017,1.9370207215985147e-08,5.534344982294215e-09
2018,2.4007639431999905e-08,1.1100306895883705e-08
2019,2.4744581716973357e-08,7.652963596171958e-09
