year,les_DET îles_NOUN,les_DET iles_NOUN,les_DET piles_NOUN
1869,8.775195908583555e-06,1.1398133601403515e-06,1.1036753448934178e-06
1870,8.246709114700934e-06,1.3733046682062877e-06,1.5057611619795352e-06
1871,6.097617671230182e-06,9.028000729216501e-07,1.2161247866515623e-06
1872,8.044775313464925e-06,1.195558960276344e-06,1.4834123760465445e-06
1873,9.447112518046197e-06,1.5952701986066131e-06,1.81016775968601e-06
1874,8.277223400909861e-06,1.118446856906985e-06,1.6866322170017156e-06
1875,8.224122723277105e-06,1.1174142482417437e-06,2.6582215753023775e-06
1876,9.849563014086016e-06,1.4177904859025148e-06,1.0846550537735311e-06
1877,9.836331400947529e-06,1.3810694170501847e-06,1.2808753808712936e-06
1878,1.0681939954793052e-05,1.5605004684005053e-06,1.3630223207883319e-06
1879,8.900064699446375e-06,1.467459910031721e-06,1.0929582714425123e-06
1880,1.1099023481619952e-05,1.5678798668261607e-06,1.670565382028144e-06
1881,1.2162842153884412e-05,1.9369625974263727e-06,2.4654787011968438e-06
1882,9.88990188943717e-06,1.4442185900520599e-06,1.964669735343705e-06
1883,8.734590096537431e-06,1.4155319227882046e-06,1.8768436973459757e-06
1884,1.1316628558688535e-05,1.6174157337900397e-06,2.0115371057727316e-06
1885,1.031301752618674e-05,1.6713533455003926e-06,2.7084562077561714e-06
1886,8.60246723277669e-06,2.545246125862377e-06,1.8502080934013065e-06
1887,9.043866725733096e-06,1.4833716974749223e-06,1.9155864663389366e-06
1888,7.5668895078706555e-06,1.6339764279393876e-06,2.463328883095528e-06
1889,8.635864276129723e-06,1.6571286636235527e-06,2.317473985158358e-06
1890,8.30571872256769e-06,1.6890654102041935e-06,2.3281179721834633e-06
1891,7.579584973882447e-06,1.7503608304991758e-06,2.055685911273031e-06
1892,8.013666217721038e-06,1.827898174155962e-06,1.6273058633942128e-06
1893,9.755547296208533e-06,1.9509863804501038e-06,1.2107447133757887e-06
1894,7.733249105967843e-06,1.595549704802579e-06,1.518670984523851e-06
1895,7.829615697119152e-06,2.5470776279234997e-06,1.199509810589916e-06
1896,8.195690895718144e-06,1.9660694228207376e-06,1.3238829978945432e-06
1897,7.106842588200379e-06,1.6926602910416477e-06,1.2445860448906387e-06
1898,6.540492393014574e-06,1.8276486102308809e-06,1.4083645112350496e-06
1899,6.95866839350856e-06,2.0247519501026545e-06,1.0999880828421738e-06
1900,8.085065303475858e-06,1.9123840111490154e-06,1.3860111209851311e-06
1901,6.624890914963544e-06,1.8023683487911057e-06,1.1004226934119288e-06
1902,6.494832689440955e-06,1.8280986537888566e-06,2.0181266506824613e-06
1903,6.772416384137614e-06,1.775592423314265e-06,1.7437311612411577e-06
1904,6.416227449790313e-06,1.6521597743235361e-06,1.3114085675169918e-06
1905,6.988183628209299e-06,1.8805805694910305e-06,1.1074988890413806e-06
1906,7.256386652443325e-06,1.5854376762547417e-06,1.1924219336378883e-06
1907,6.721181904367768e-06,1.8596521584868242e-06,1.1458254789431521e-06
1908,6.483524771283555e-06,1.6374570961374957e-06,1.429705321243091e-06
1909,6.183655614222516e-06,1.4671123054199597e-06,1.5919846703127405e-06
1910,6.111036213951593e-06,1.588816019193473e-06,1.3007663284270166e-06
1911,6.904249573835841e-06,1.6732576604283622e-06,1.2705053791250975e-06
1912,5.921548932974474e-06,1.4122741269773087e-06,1.1627428193605738e-06
1913,6.846689814210549e-06,2.133392705161441e-06,1.5564274917778675e-06
1914,7.797688340360764e-06,1.84763162636159e-06,8.424503477044709e-07
1915,7.564427050965605e-06,1.7211692764362851e-06,1.2075280864110027e-06
1916,6.048598038432829e-06,1.7173403286108169e-06,1.2877305834990693e-06
1917,6.311177230600151e-06,1.6932159851990036e-06,8.6634754836723e-07
1918,6.897568823660549e-06,2.0422776820794297e-06,9.510719394256739e-07
1919,7.123191494429193e-06,1.444711411835442e-06,9.327550571924803e-07
1920,6.844540422434875e-06,2.267126134825048e-06,1.0926730453775235e-06
1921,6.313399381951967e-06,2.112039279467126e-06,9.73098067902356e-07
1922,6.376749638548063e-06,1.9153121257886596e-06,1.1878475874027572e-06
1923,6.369568779973633e-06,1.846113434567087e-06,1.2218956442211493e-06
1924,6.501246360812729e-06,1.866707282971447e-06,1.1331738107855927e-06
1925,7.049831879157864e-06,2.4173995498699696e-06,1.1064166756113991e-06
1926,6.200596885719278e-06,2.031941049196462e-06,1.0655708564399902e-06
1927,7.1054009822546504e-06,2.332417825101629e-06,1.1673238020648569e-06
1928,7.457777144281863e-06,2.1846590883001227e-06,1.0694774914554728e-06
1929,7.118719736354251e-06,2.498793172378555e-06,1.0973300277328235e-06
1930,7.584651939396281e-06,2.346505034722668e-06,1.003094155294093e-06
1931,6.884273204832425e-06,2.611826730003486e-06,1.1667680013260906e-06
1932,7.63660528946275e-06,2.3004066846965543e-06,1.1299282505206065e-06
1933,8.541054626221012e-06,2.6141639288823626e-06,1.1963900448108689e-06
1934,7.985723186720861e-06,2.681477646149233e-06,1.2856235684921558e-06
1935,8.864908465966437e-06,2.1554879943153082e-06,9.849897679714559e-07
1936,7.377888891824114e-06,2.5461900463596976e-06,1.1894345419705132e-06
1937,6.547381673271957e-06,2.4439360082340045e-06,9.342609672557955e-07
1938,7.063448833832808e-06,2.0614691251807926e-06,8.673728331132224e-07
1939,6.816558311584231e-06,2.529635974468647e-06,1.1547008114121127e-06
1940,6.6158574441033124e-06,2.2035953612942194e-06,1.0574214570624463e-06
1941,7.665052066840872e-06,2.703576443607858e-06,1.2042130208556046e-06
1942,7.691726864322845e-06,2.2180087917433866e-06,8.920582388327603e-07
1943,7.0258292623748275e-06,2.334201090192778e-06,1.2745202866426553e-06
1944,7.727712699079348e-06,2.45808745980014e-06,9.639558413709892e-07
1945,8.88611799609862e-06,2.3658553374161784e-06,7.210848380623247e-07
1946,7.005099888601762e-06,1.9865415694653166e-06,7.795818319777936e-07
1947,6.340711138363986e-06,1.9216444631098284e-06,1.107448923676202e-06
1948,6.252422537045277e-06,1.8503953622683866e-06,1.0893631525732417e-06
1949,7.409877923691965e-06,2.1518881965221226e-06,8.638967017304822e-07
1950,6.8736342768715986e-06,1.888840227337596e-06,8.923068293142933e-07
1951,6.929911222641749e-06,2.317788766248441e-06,7.974728504223094e-07
1952,7.063964289955038e-06,2.4105421836395635e-06,1.0059743118517872e-06
1953,7.455488628238527e-06,2.4865993122347163e-06,9.728765917316196e-07
1954,6.804616930367047e-06,2.37765803312584e-06,8.228475465443807e-07
1955,8.162662993527192e-06,2.7011778769292505e-06,1.0859148176223243e-06
1956,6.77109426305833e-06,2.7724508413484727e-06,1.453814348906235e-06
1957,6.6033072414484195e-06,2.2962263415138295e-06,1.6477345781140684e-06
1958,7.13398259222231e-06,2.1971078290050627e-06,1.4972760595810541e-06
1959,7.2539247639724636e-06,2.8421992599447776e-06,1.368782037047822e-06
1960,6.041887729679729e-06,1.7807303667183305e-06,1.4333045896819385e-06
1961,6.492360171250766e-06,1.5862647231301708e-06,1.2256552537337484e-06
1962,6.622270802836283e-06,1.8315570571303397e-06,1.288051294068282e-06
1963,6.2875902244741155e-06,1.7988560081505511e-06,1.462621241898887e-06
1964,6.487335440397146e-06,1.6688325654712344e-06,1.3183959310936189e-06
1965,5.23127346241381e-06,1.492226211041725e-06,1.4353169319747394e-06
1966,7.0102530003168795e-06,1.8622368980203419e-06,1.302236455558159e-06
1967,5.768492769675504e-06,1.6122197763479562e-06,1.5717909604973102e-06
1968,5.9717864360209205e-06,1.6142148560049918e-06,8.241748048476438e-07
1969,6.185419891835409e-06,1.5914319710930158e-06,8.570296898824381e-07
1970,6.289216145205501e-06,2.390417272124523e-06,7.80403610178837e-07
1971,5.390179069308942e-06,1.4228222795509282e-06,9.377575196367616e-07
1972,7.155528862767824e-06,1.7734917676648365e-06,8.685338741543092e-07
1973,6.089333652425921e-06,1.7950991342274847e-06,7.464878137852793e-07
1974,7.196231308626011e-06,2.2485410759998103e-06,8.562120399346895e-07
1975,6.230653838201761e-06,2.3588412840780393e-06,7.773324455229158e-07
1976,6.379724254657049e-06,1.9465986120792422e-06,6.656258548787264e-07
1977,5.735151262342697e-06,2.1156414824474723e-06,8.186356836858977e-07
1978,6.358214960755504e-06,2.0904941155919232e-06,9.237619664759222e-07
1979,5.6149684724005056e-06,1.8223044691012547e-06,8.245430649367336e-07
1980,7.190578799054492e-06,1.7322653960150092e-06,8.721021060864587e-07
1981,6.10099237974282e-06,1.5586153896407495e-06,8.197912393370643e-07
1982,8.34536615457182e-06,1.7474118791938054e-06,8.52910815751784e-07
1983,7.239246997414739e-06,1.756289368159969e-06,6.953163023126763e-07
1984,7.372859386123309e-06,1.9560055370959617e-06,7.190770645593147e-07
1985,7.11640501549482e-06,1.7270666656798994e-06,7.05023424529827e-07
1986,7.440355318522052e-06,1.4476682608233205e-06,7.559046224514532e-07
1987,7.680074702420825e-06,2.0740112187667137e-06,7.846288951895986e-07
1988,8.06176677770054e-06,1.6898288262012784e-06,7.111912907475926e-07
1989,7.305788074063457e-06,1.5086848108580853e-06,6.794294975520643e-07
1990,8.242174374117894e-06,1.4101108494202208e-06,7.622662892003973e-07
1991,7.345588358020905e-06,1.4208191743136922e-06,8.194328131594375e-07
1992,8.569616227305232e-06,1.2920819063566569e-06,6.711112163770849e-07
1993,7.40038109370289e-06,1.2601697090275366e-06,6.220529726874702e-07
1994,7.755197032111028e-06,1.0776674841395106e-06,7.859640476226559e-07
1995,8.487762556796952e-06,1.1322077622111237e-06,6.420181861699348e-07
1996,9.453227278299892e-06,1.1823874501715181e-06,6.005353441196348e-07
1997,8.799111185453512e-06,9.719250932960222e-07,6.583390117498311e-07
1998,8.028099330203986e-06,9.016532427352786e-07,5.058985195205423e-07
1999,8.794894995389768e-06,8.496003705005251e-07,7.092952429843535e-07
2000,1.0068251697248343e-05,9.326464471826057e-07,6.260350815523452e-07
2001,9.564623610458511e-06,7.123850407353416e-07,6.396569176558842e-07
2002,9.062995161457366e-06,7.43493268728912e-07,6.624406836408525e-07
2003,8.540108922261425e-06,6.612906808811658e-07,6.912925201163489e-07
2004,8.676557399667217e-06,6.541115062930203e-07,6.717306604286932e-07
2005,8.42921781440964e-06,6.593489283446274e-07,6.255708129287996e-07
2006,8.318961079112341e-06,6.032708732561787e-07,7.576917226970181e-07
2007,8.00094215946956e-06,5.628221622089313e-07,6.235382556951663e-07
2008,8.855048633904516e-06,5.63685008447834e-07,8.118937486756295e-07
2009,8.83832160525344e-06,6.122359277327405e-07,8.611355397647458e-07
2010,7.776780478252476e-06,3.3113789443817154e-07,9.84910826673513e-07
2011,9.286133320074441e-06,3.1165371416896903e-07,1.0263540985988584e-06
2012,9.980247966723255e-06,2.927657314355514e-07,1.24357354991389e-06
2013,7.5646650543603755e-06,2.4432734746504536e-07,1.1602760281448354e-06
2014,7.616736809268332e-06,2.802086127573489e-07,1.1158538626432346e-06
2015,8.475297931909154e-06,2.3828186002106122e-07,1.183872868182334e-06
2016,8.348536255198269e-06,2.839807158316887e-07,1.0186850118998336e-06
2017,7.123959790078516e-06,1.8841928817181497e-07,9.783212746583558e-07
2018,7.720908911323932e-06,1.6056722529356193e-07,9.853458422526273e-07
2019,7.993519943738647e-06,1.6938559088686134e-07,9.770282929366658e-07
