year,des_DET anneaux_NOUN,des_DET panneaux_NOUN
1800,1.3425581997239533e-06,1.28910740304633e-07
1801,1.4501401572886152e-06,1.2382149350287364e-07
1802,1.1457741493359208e-06,2.0140561218795483e-07
1803,1.612930532246537e-06,1.9893460034836608e-07
1804,1.1766010892255707e-06,1.7550141251376772e-07
1805,1.0234359555383321e-06,1.535153975051884e-07
1806,1.3198045154538818e-06,4.380137204051948e-07
1807,8.683213170712634e-07,1.0818429529990681e-07
1808,1.010668958301153e-06,1.3596443793062463e-07
1809,1.2198765304560766e-06,1.9653565885846547e-07
1810,1.0062545463540573e-06,1.0062544930633521e-07
1811,1.469147008492655e-06,1.6045291317823285e-07
1812,1.0162062835661345e-06,1.1202274663446588e-07
1813,1.0669001540009049e-06,9.489947672136623e-08
1814,1.2177640016375335e-06,3.555745138328348e-07
1815,7.660115102225973e-07,1.3216394734172354e-07
1816,3.7035310924693476e-06,2.503012126453541e-07
1817,1.5817834118081464e-06,9.808302792180257e-08
1818,9.012410373543389e-07,8.940882878505363e-08
1819,1.087895352469559e-06,8.798392459041793e-08
1820,1.0988361740515984e-06,1.1985146386450651e-07
1821,8.421710866457488e-07,9.960103142248045e-08
1822,7.830005870346213e-07,1.0927921323400369e-07
1823,8.479345154910334e-07,1.1760397455873317e-07
1824,9.886386305169026e-07,7.57900142644985e-08
1825,1.0839500923509604e-06,2.491940449544927e-07
1826,9.829710592157426e-07,7.751026487312629e-08
1827,9.420053170838827e-07,1.43789463891153e-07
1828,1.0612352845384976e-06,1.6693588134053527e-07
1829,1.040783574879356e-06,2.477647846887976e-07
1830,1.1428334936169904e-06,2.6196458269289735e-07
1831,8.74666685746206e-07,1.075793230054245e-07
1832,1.1189284840895652e-06,3.4907319979016194e-07
1833,1.2857827798029575e-06,1.5637898620468604e-07
1834,9.773253815126282e-07,2.735017634591941e-07
1835,1.2312707369233067e-06,1.5277437626082246e-07
1836,1.008112549882867e-06,1.4315197915948374e-07
1837,1.1605762084698767e-06,1.6768517241416703e-07
1838,1.2131974784779231e-06,1.4012999693946426e-07
1839,8.620488758381839e-07,2.523922604247275e-07
1840,1.170111755044445e-06,2.114736581404486e-07
1841,1.0105943104576909e-06,2.6260044627690604e-07
1842,9.726984551150508e-07,1.703899368266093e-07
1843,7.525404654984413e-07,2.2564400614655256e-07
1844,1.0131883776409722e-06,2.167981727474455e-07
1845,8.86698236612915e-07,2.667348839580086e-07
1846,1.059664727520726e-06,2.3827820982980086e-07
1847,1.0301056878603276e-06,1.6017874671092613e-07
1848,9.364638318132279e-07,1.8182200678396043e-07
1849,9.125183062508313e-07,2.4803068043866006e-07
1850,9.280557726754068e-07,3.041470160169979e-07
1851,9.113056869125558e-07,3.656831868426025e-07
1852,9.661649649217452e-07,2.636771032626939e-07
1853,9.680501698028365e-07,2.251418251830728e-07
1854,1.018869767221986e-06,2.1146354223233743e-07
1855,9.679853079092027e-07,2.786141948263321e-07
1856,8.925474137555511e-07,2.4332789116954245e-07
1857,8.791598151702829e-07,2.553029245788707e-07
1858,1.333037403128401e-06,2.1776858627475804e-07
1859,9.965383203081046e-07,2.1743579603494823e-07
1860,9.795173596671702e-07,2.792082298697096e-07
1861,9.856363973881344e-07,2.1599113342318788e-07
1862,1.024679281869112e-06,3.4969213036362135e-07
1863,7.936452348644707e-07,3.2564928886813505e-07
1864,1.08744428217733e-06,2.6179215506516584e-07
1865,9.681979094011695e-07,2.2686990064357815e-07
1866,1.290847158941233e-06,2.6176997813820435e-07
1867,1.1748657158250353e-06,3.202855705097818e-07
1868,1.459732732911334e-06,4.4705861190763585e-07
1869,1.2228332106900552e-06,2.861742123272393e-07
1870,1.1966959974074598e-06,3.738599807512344e-07
1871,9.83521006858723e-07,2.5490825339424816e-07
1872,1.2632891461805684e-06,3.108332533585667e-07
1873,1.4031194321972862e-06,3.0887784152611175e-07
1874,1.3669905456481501e-06,2.3778944457930606e-07
1875,1.3685893449633113e-06,4.622993969860545e-07
1876,1.2944517351343166e-06,3.790851383911331e-07
1877,1.3142733621407388e-06,3.58719341120306e-07
1878,1.2362014647493424e-06,3.1403261591123055e-07
1879,1.2554663477715167e-06,2.969132086860782e-07
1880,1.1423766572704608e-06,3.497726090984088e-07
1881,1.3331434480789994e-06,3.5838687839628847e-07
1882,1.1427296335853043e-06,3.4940772231095707e-07
1883,1.1975147309328804e-06,3.494594507102988e-07
1884,1.3850360183198518e-06,4.614586046614022e-07
1885,1.3290900966467234e-06,4.82133563295406e-07
1886,1.1216119659707147e-06,4.833644542401316e-07
1887,1.1941403634807557e-06,3.9238837246102776e-07
1888,1.1596984563766455e-06,4.5589020025715854e-07
1889,1.1621828708285875e-06,4.686322405689225e-07
1890,1.0808183539268157e-06,4.0571651815923815e-07
1891,9.650568912888957e-07,4.104997630705043e-07
1892,9.390231561212659e-07,4.118412570974783e-07
1893,1.1386912355249024e-06,3.670416228729323e-07
1894,9.622450445334607e-07,5.072739046596553e-07
1895,8.624674663337828e-07,3.7134851549325276e-07
1896,8.639147619504683e-07,2.901338191918512e-07
1897,1.0744460325895488e-06,4.096179608836792e-07
1898,8.578066257314276e-07,4.651167708757953e-07
1899,9.264221461080524e-07,4.1180457799327996e-07
1900,9.084343250975735e-07,4.5473625132075313e-07
1901,8.483705915551809e-07,4.666597046565357e-07
1902,2.0981643586992504e-06,9.05456328581522e-07
1903,9.38558281760038e-07,5.438021943859894e-07
1904,8.362916599224945e-07,4.2728271054670586e-07
1905,8.86102338171213e-07,4.773702197979901e-07
1906,9.19780191566133e-07,4.305682530514332e-07
1907,9.236546780755361e-07,4.2222744234265974e-07
1908,9.70490468432672e-07,4.6609081039150624e-07
1909,8.036936804955985e-07,4.626327196888269e-07
1910,1.0474534786197864e-06,4.905930310883377e-07
1911,9.47026583375532e-07,4.995831517362603e-07
1912,8.564288265233699e-07,5.06876659756017e-07
1913,9.439321519977284e-07,5.419655497718168e-07
1914,9.629917734343962e-07,4.989074167127683e-07
1915,8.211191184770428e-07,4.523812489054535e-07
1916,6.823213869466827e-07,3.6038874640098584e-07
1917,7.39137005822954e-07,3.7724501211755523e-07
1918,7.098580567799218e-07,4.031717981689553e-07
1919,6.2337131900847e-07,6.298168244711633e-07
1920,6.565124763824315e-07,4.846228307542333e-07
1921,7.360710654324976e-07,4.876849448720577e-07
1922,8.219020308786185e-07,5.230956077184601e-07
1923,9.14033137178194e-07,5.392901769596392e-07
1924,9.514018710632399e-07,5.698097726991591e-07
1925,7.401773807202972e-07,5.532083484638406e-07
1926,8.025219759844049e-07,6.152668170500419e-07
1927,7.670666519743463e-07,5.485418483885951e-07
1928,6.695660177413743e-07,5.164570424653903e-07
1929,8.154777688673676e-07,5.937836355940362e-07
1930,8.339861174988528e-07,6.081586434447672e-07
1931,9.557688969152878e-07,6.603701443452792e-07
1932,7.518242117754426e-07,6.257895428518623e-07
1933,7.777109232165458e-07,5.299445806628e-07
1934,6.757611501484462e-07,5.03226374348742e-07
1935,9.095895912025753e-07,6.25941266818586e-07
1936,8.547923648904998e-07,5.75923913004317e-07
1937,7.856857564547681e-07,6.345923360129291e-07
1938,8.40145890634858e-07,5.925102968262763e-07
1939,8.411727669965785e-07,6.224678728017352e-07
1940,1.016848947266169e-06,4.513693578900302e-07
1941,9.887533956032257e-07,4.279678869067993e-07
1942,9.406056271643592e-07,5.765002093482963e-07
1943,9.116158441457856e-07,7.896799765205742e-07
1944,1.0153667915346887e-06,4.466328782370965e-07
1945,6.644437231528855e-07,6.208736245127966e-07
1946,7.294658708190127e-07,6.208812237673556e-07
1947,8.320768127845213e-07,5.674334708771767e-07
1948,8.827972646230364e-07,6.94713659044055e-07
1949,6.538127319544174e-07,7.078062935761409e-07
1950,7.785084594758018e-07,6.838537558451208e-07
1951,6.844619822032882e-07,6.844619910850724e-07
1952,8.973628160546809e-07,8.551835861680956e-07
1953,7.240012092069037e-07,9.57793247380323e-07
1954,6.85054809324015e-07,1.0466386441976283e-06
1955,7.320773942609549e-07,8.897556114106919e-07
1956,8.162988596183141e-07,9.192083467723933e-07
1957,7.863183313361333e-07,9.939417466853229e-07
1958,7.246485225209653e-07,9.273184744529317e-07
1959,6.975673141340621e-07,9.463663275255385e-07
1960,7.253033338372461e-07,9.737612423066366e-07
1961,6.308928419684889e-07,9.963660616563175e-07
1962,7.293249737472252e-07,9.037288108970642e-07
1963,6.304401978241003e-07,1.0119372788608416e-06
1964,7.185166701617618e-07,9.113784606995523e-07
1965,6.659476898818184e-07,9.340777999966576e-07
1966,6.087443376046053e-07,9.061926320441671e-07
1967,6.059382204881558e-07,9.111260368399599e-07
1968,6.274508219661357e-07,8.785209644202041e-07
1969,6.344835430383e-07,8.129746653651182e-07
1970,5.205756519188753e-07,8.526036374689738e-07
1971,7.121819045607936e-07,1.0230549136736045e-06
1972,5.838106993394376e-07,9.772929701057365e-07
1973,5.320241882600385e-07,1.0657023068461058e-06
1974,5.333041830368757e-07,1.080672326736476e-06
1975,4.946141878292565e-07,1.0063628224088461e-06
1976,5.650678058799485e-07,1.0432900126033928e-06
1977,4.483984668013363e-07,1.0907307554930412e-06
1978,5.45346277469605e-07,1.0176232905223515e-06
1979,5.032697290019428e-07,9.486048568874139e-07
1980,4.809637408342837e-07,1.0528898926054353e-06
1981,5.420995954352748e-07,9.5326029025955e-07
1982,4.885304392132639e-07,1.0192718846724347e-06
1983,4.824901393973846e-07,1.0420270939448528e-06
1984,4.772583892531657e-07,1.0409220507767714e-06
1985,5.125255491122971e-07,9.504581512942423e-07
1986,4.777604978301042e-07,9.830956386736034e-07
1987,4.4731178583390374e-07,9.349549898729492e-07
1988,3.9577255783740384e-07,9.582493092352706e-07
1989,3.929495591137311e-07,9.060889532008787e-07
1990,4.3316776121571365e-07,1.0069106792798266e-06
1991,3.7806451302913047e-07,9.302145045353427e-07
1992,4.160007902598295e-07,9.576283019896437e-07
1993,3.7223473015046693e-07,1.0330621691423403e-06
1994,3.6871736419641366e-07,8.898801056034245e-07
1995,4.0559932834582924e-07,8.529515014288336e-07
1996,3.795383580751377e-07,9.21888506866253e-07
1997,3.3372465946257535e-07,9.062350301292099e-07
1998,3.8955614733993116e-07,9.421823321531519e-07
1999,3.985215535351472e-07,9.122121795712701e-07
2000,3.331195728151215e-07,8.760956404785247e-07
2001,3.8335604202188733e-07,1.046671521010012e-06
2002,4.026342592666765e-07,8.867592597994189e-07
2003,3.8085676035137794e-07,9.6089244294717e-07
2004,3.4004987448099655e-07,8.752320113103451e-07
2005,3.512924635629133e-07,9.912752787499812e-07
2006,3.8008125002875204e-07,9.747045623953454e-07
2007,3.523130862603807e-07,1.0249834545561498e-06
2008,4.334073677725314e-07,1.1729246409686311e-06
2009,4.2103139819005264e-07,1.306961593172673e-06
2010,3.949090938704103e-07,1.4454806915864538e-06
2011,4.309616468134436e-07,1.7877069353744446e-06
2012,5.208506905773902e-07,1.7211901877089986e-06
2013,4.63831495878253e-07,1.3822903639493234e-06
2014,5.114781451709405e-07,1.3025153151602353e-06
2015,5.452775440062396e-07,1.4015406009093567e-06
2016,5.955102775345722e-07,1.3430568515104824e-06
2017,4.860161162412169e-07,1.350631691821036e-06
2018,4.940927240681958e-07,1.4494934958975136e-06
2019,4.729531255520669e-07,1.569877824181276e-06
