year,très_ADV heureux_ADJ,très_ADV peureux_ADJ
1846,3.097031191501287e-07,9.952652035849496e-09
1847,3.165822146655728e-07,1.6179670936367074e-09
1848,2.5664257918833755e-07,2.413566457803995e-09
1849,3.393662950657017e-07,0.0
1850,3.1365163000174334e-07,0.0
1851,3.315011507520893e-07,4.514607354622058e-09
1852,2.7148973447133073e-07,6.510545436100301e-10
1853,4.5267243731217377e-07,2.388772735173461e-09
1854,2.6238104955389474e-07,2.0782657816909023e-09
1855,3.3858258063901303e-07,1.5920811335945473e-09
1856,3.422122176743869e-07,5.177189232874468e-10
1857,2.87520898700766e-07,1.4644527812635033e-09
1858,3.2396136429024835e-07,1.468102750479261e-09
1859,2.973829098529279e-07,0.0
1860,3.565626400803268e-07,9.154367819341758e-10
1861,3.235151047609186e-07,0.0
1862,3.844806428787706e-07,0.0
1863,2.4273856746859224e-07,0.0
1864,2.7665579960256537e-07,6.233146443435089e-09
1865,2.692314831076459e-07,0.0
1866,3.3572730312458887e-07,0.0
1867,2.455522665201215e-07,0.0
1868,2.4748767790683246e-07,0.0
1869,3.999602180559947e-07,0.0
1870,3.360152560638596e-07,3.4404292748035914e-09
1871,3.1120049004407235e-07,0.0
1872,3.2655631576616884e-07,0.0
1873,2.4662338660164096e-07,0.0
1874,2.610904061839392e-07,3.5847653734322193e-09
1875,2.2142309319406195e-07,4.577221712764867e-09
1876,2.6058323943090045e-07,0.0
1877,2.115207036190725e-07,0.0
1878,3.1524043087038933e-07,0.0
1879,9.035692047909549e-07,1.221865053580018e-09
1880,1.3413298542985785e-06,7.059631101924424e-09
1881,1.5590526682984773e-06,9.761510710859511e-09
1882,1.6645117710822888e-06,8.652000893505374e-09
1883,1.8534620931376367e-06,2.5277355764075082e-09
1884,1.8379123982725787e-06,5.941527270181268e-09
1885,1.8943723532061085e-06,1.6758653131887513e-08
1886,1.9392658394679074e-06,3.226731948302586e-08
1887,2.001768395487602e-06,2.0892558794116667e-08
1888,2.0194857643929254e-06,1.268122939990235e-08
1889,2.237280252614937e-06,1.3156786771162388e-08
1890,2.3425376944885556e-06,7.209825181320184e-09
1891,2.1570359578504394e-06,6.3742202627281586e-09
1892,2.3080663673624713e-06,1.3790726782758611e-08
1893,2.226883342615338e-06,4.310891699166319e-09
1894,2.337871162438887e-06,1.2603078580752936e-08
1895,2.542864567800507e-06,9.629782971032341e-09
1896,2.535722448016031e-06,1.1204354777305525e-08
1897,2.638918612518637e-06,1.1653426668090106e-08
1898,2.7397755033575777e-06,1.0750873968845553e-08
1899,2.5896705189154545e-06,2.1004797901014172e-08
1900,2.8369105748993206e-06,1.3496738504592543e-08
1901,2.7586014752500887e-06,8.38310842965484e-09
1902,2.3525169758897846e-06,1.2275709337927765e-08
1903,2.869676993810799e-06,1.4580594509538969e-08
1904,2.795879957773195e-06,1.1824175416563776e-08
1905,2.9086037294234757e-06,1.9094808956232612e-08
1906,2.8370176572423134e-06,1.697580898074591e-08
1907,2.999306218498532e-06,6.1714118260169926e-09
1908,3.0219776476769766e-06,1.6698722404839828e-08
1909,3.0744998227305587e-06,6.0510818578052294e-09
1910,3.0638015928730056e-06,5.878565634276356e-09
1911,2.960256257011906e-06,1.064074850454233e-08
1912,2.8990429044029042e-06,6.251305251225858e-09
1913,2.8678567396411836e-06,6.363587878865928e-09
1914,2.677358207137104e-06,8.705766774141921e-09
1915,2.502233758860939e-06,5.890381071793627e-09
1916,2.6908295325256404e-06,1.3184954461564757e-08
1917,2.5233742242392054e-06,5.483212106582869e-09
1918,2.4913951186533723e-06,3.44591288836682e-09
1919,2.486118948041849e-06,8.287063479883727e-09
1920,2.4518886903024395e-06,1.590168707821249e-08
1921,2.481589440606058e-06,1.2873671018098776e-08
1922,2.6678614339914475e-06,1.1804696775641332e-08
1923,2.6062153750672223e-06,9.554353308516284e-09
1924,2.78201261849631e-06,5.156649773851996e-09
1925,2.6362632503662553e-06,7.698724324711748e-09
1926,2.700709458736128e-06,6.687683296036084e-09
1927,3.059347328360218e-06,1.2264147475349318e-08
1928,2.774242862102483e-06,1.2568645235688791e-08
1929,2.8942776140183923e-06,4.4561625500705304e-09
1930,2.6542605802148955e-06,1.1553964007759987e-08
1931,2.81826371661964e-06,6.843213995466613e-09
1932,2.5798748382044323e-06,5.4797681947604815e-09
1933,2.504045557571999e-06,1.4911861079269784e-08
1934,2.495763197885026e-06,5.990790086229936e-09
1935,2.3146661369821686e-06,5.98414207075848e-09
1936,2.2151853542595745e-06,8.487300195980652e-09
1937,2.4829684228677706e-06,5.0364472592434595e-09
1938,2.228720326513667e-06,7.779128452511941e-09
1939,2.1855198646392182e-06,4.588215141154706e-09
1940,1.7547617687796446e-06,5.0715658339584024e-09
1941,1.874204162533033e-06,0.0
1942,1.6870217081077499e-06,0.0
1943,1.829038218659207e-06,1.4516175816936538e-08
1944,1.854008381485528e-06,0.0
1945,2.2177171956627717e-06,1.742803235060819e-08
1946,2.361019230789907e-06,8.352662561605939e-09
1947,2.350795849537235e-06,8.344609447874518e-09
1948,2.3059275093828546e-06,5.435944139264848e-09
1949,1.999724563717109e-06,3.9268033269479474e-09
1950,2.420608343101094e-06,4.2541445921528975e-09
1951,2.3263177730825646e-06,9.595261474260042e-09
1952,2.150085563812354e-06,8.435843135146115e-09
1953,2.1687714308882278e-06,1.508335856215126e-08
1954,2.3092503127486452e-06,1.4658803948464083e-08
1955,2.040431247962715e-06,5.631364707880948e-09
1956,2.1140047721246447e-06,2.3547082284025578e-08
1957,2.080651306357595e-06,7.068030161150318e-09
1958,2.0217363854158066e-06,1.3235589513271862e-08
1959,2.2810450275301264e-06,1.5501495642666896e-09
1960,2.164144696337189e-06,5.536666736194462e-09
1961,2.0517915402251674e-06,1.04222386276831e-08
1962,2.075088147535098e-06,5.0735651235811474e-09
1963,2.005123093340444e-06,1.2285501505004959e-08
1964,1.9608629990841564e-06,5.475571551727398e-09
1965,1.869797188192024e-06,7.660860390501512e-09
1966,1.9946209093291145e-06,6.646889927353072e-09
1967,1.8365500231709575e-06,4.930335695263466e-09
1968,2.1177024649432497e-06,1.3474247551048535e-09
1969,1.9066298833081419e-06,2.2708788183223305e-09
1970,2.2892452697931276e-06,1.0117195081704722e-08
1971,1.8626691442591436e-06,9.762954999992246e-09
1972,1.663706576948698e-06,5.130146751852749e-09
1973,1.7642251783911433e-06,2.205281512956958e-09
1974,1.7591162908559e-06,7.313243344242437e-09
1975,1.5632321552772055e-06,3.998036124386317e-09
1976,1.7529100979629675e-06,9.141642998145016e-09
1977,1.5749775528206555e-06,8.22749424145286e-09
1978,1.5748507564694592e-06,1.663365545301332e-08
1979,1.565988117846473e-06,4.681578680276743e-09
1980,2.0608670254773642e-06,5.68515062804309e-09
1981,1.7407912338285314e-06,3.1627747087981106e-09
1982,1.6400221554135896e-06,7.449002747961231e-09
1983,1.8124956717713303e-06,1.326216381158929e-08
1984,1.9328095461901285e-06,3.479405208395292e-09
1985,1.7126294213909432e-06,3.0077789148208467e-09
1986,2.114854535051336e-06,4.196139880008332e-09
1987,1.7421938558470629e-06,4.888653482026939e-09
1988,1.6610453705823147e-06,2.3986214681137596e-09
1989,2.169454706546503e-06,3.841685636274406e-09
1990,1.744113152568616e-06,2.724325431913144e-09
1991,1.993484211482155e-06,4.10302547493302e-09
1992,1.5124797165810833e-06,7.713921945651236e-09
1993,1.7376494234611073e-06,1.1078414630105726e-08
1994,2.071463665487272e-06,5.274926662135471e-09
1995,1.8208590297774663e-06,3.253470381991974e-09
1996,1.6932428508198427e-06,3.2028553142993132e-09
1997,1.7693161069587404e-06,7.1923417221952946e-09
1998,1.6774278641662477e-06,8.10582001520288e-09
1999,1.6763497576732789e-06,6.398281821029528e-09
2000,1.5710520067102607e-06,8.394259509714175e-09
2001,1.7432841872278004e-06,7.448059946568719e-09
2002,1.7796521625257355e-06,1.1829298429688606e-08
2003,1.7351066645687752e-06,9.58392298855415e-09
2004,1.7094994433364263e-06,1.1011977996133737e-08
2005,1.663234680648884e-06,1.1709749059285457e-08
2006,1.8559330250411676e-06,1.2353670086895363e-08
2007,2.0224048995487465e-06,1.118454290294224e-08
2008,1.966511440798513e-06,1.7029758270226125e-08
2009,2.153315726616256e-06,8.105927484791664e-09
2010,2.4417285544586775e-06,5.668551850135373e-09
2011,2.2442892060325903e-06,9.942326961720482e-09
2012,2.5824660312423475e-06,1.05531832161887e-08
2013,2.8421183628779545e-06,1.3387800312791853e-08
2014,3.121922247828479e-06,1.2992670939127038e-08
2015,2.991933364171473e-06,1.4851055496478693e-08
2016,2.87999117176696e-06,1.4499380640575765e-08
2017,2.8481751073172745e-06,1.4590545327486382e-08
2018,3.2301892929353926e-06,1.4456213948133012e-08
2019,3.2351626018112256e-06,1.326513626720427e-08
