year,mêmes_ADJ anneaux_NOUN,mêmes_ADJ panneaux_NOUN
1945,4.357008087652048e-09,4.357008087652048e-09
1946,6.960552134671616e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,5.435944139264848e-09
1949,1.9634016634739737e-09,7.853606653895895e-09
1950,3.190608444114673e-09,1.1698897850465073e-08
1951,0.0,7.462981344019681e-09
1952,5.272402070488624e-09,8.435843135146115e-09
1953,7.54167928107563e-09,3.232148326759443e-09
1954,6.840775057526116e-09,4.886268278880834e-09
1955,2.815682353940474e-09,7.508486277174597e-09
1956,4.360570571293465e-09,4.360570571293465e-09
1957,5.301022731885041e-09,2.1204090927540165e-08
1958,1.6544486891589827e-09,1.0753916868111446e-08
1959,7.750747821333448e-10,7.750747599288843e-09
1960,6.920833350854139e-10,7.612916519406099e-09
1961,0.0,7.64297514166401e-09
1962,6.341956404476434e-10,5.7077609305622445e-09
1963,0.0,9.69907976156037e-09
1964,6.083968329129164e-10,4.258777774879263e-09
1965,1.6963333848707407e-08,9.302473458205895e-09
1966,1.1078149508847446e-09,6.6468897053084675e-09
1967,1.9721342336964653e-09,6.409436092980059e-09
1968,2.6948494546985557e-09,7.186265360559219e-09
1969,3.6334062425424918e-09,8.175163657142548e-09
1970,4.598724956395017e-09,8.277704743875347e-09
1971,0.0,1.1818314327172175e-08
1972,1.0260293725750103e-09,2.565073486948677e-09
1973,3.859242703185828e-09,4.410563025913916e-09
1974,1.1251143350321513e-09,5.06301445213353e-09
1975,5.711480177694739e-10,5.140332159925265e-09
1976,5.713526984862938e-09,1.085570122683066e-08
1977,2.3507127355770763e-09,9.990529292736028e-09
1978,2.3762365408686037e-09,1.3069301196821925e-08
1979,5.851973350345929e-10,4.096381456264453e-09
1980,0.0,5.6851505725319385e-09
1981,1.8976649140967083e-09,8.223214109648325e-09
1982,3.1037510339615437e-09,8.069752865935698e-09
1983,1.2630632095778083e-09,7.57837881337764e-09
1984,4.059305780401701e-09,6.378909400694965e-09
1985,0.0,6.617113967877231e-09
1986,2.3977941854269602e-09,1.019062523255343e-08
1987,2.4443267410134695e-09,1.0388388815840699e-08
1988,5.996553809062277e-10,2.398621523624911e-09
1989,1.6464366536794728e-09,6.585746614717891e-09
1990,1.6345953479657283e-09,7.628111475810329e-09
1991,4.10302547493302e-09,3.5168792322792797e-09
1992,1.65298330578878e-09,5.509944056569793e-09
1993,3.323524566667402e-09,6.647049133334804e-09
1994,0.0,9.494868002946077e-09
1995,6.506940763983948e-09,5.4224509327127635e-09
1996,2.6690460952494277e-09,5.871901187504136e-09
1997,9.58978896292706e-10,8.630809844589749e-09
1998,9.536258449571733e-10,7.629006759657386e-09
1999,9.140402323914998e-10,9.140402212892695e-09
2000,3.092622158362701e-09,3.5344251969604557e-09
2001,0.0,7.886181485616817e-09
2002,1.3143663935011318e-09,9.200564754507923e-09
2003,4.1669229178253886e-10,7.500461585152607e-09
2004,4.404791253964646e-10,7.928623979580607e-09
2005,9.007499190971657e-10,8.106749049829887e-09
2006,1.6471559671771274e-09,1.1941880373456115e-08
2007,1.1983438685803094e-09,8.787854888225866e-09
2008,2.1287198670449925e-09,6.811903485726134e-09
2009,9.53638501499654e-10,8.105927484791664e-09
2010,1.4171379625338432e-09,5.196172381261022e-09
2011,1.529588788962144e-09,9.942326961720482e-09
2012,4.425528388196653e-09,9.531907707582832e-09
2013,2.2313000336282585e-09,1.1156499724052082e-08
2014,1.7323561474213989e-09,8.87832563023494e-09
2015,3.546520632724537e-09,5.319781060109108e-09
2016,2.278474076078396e-09,8.285359953674742e-09
2017,1.0062445321423752e-09,7.798394818792076e-09
2018,1.8070267504555204e-09,8.002547069452248e-09
2019,1.53059265262101e-09,8.16316081397872e-09
