year,mêmes_ADJ anneaux_NOUN,mêmes_ADJ panneaux_NOUN
1800,2.829747991484055e-08,0.0
1801,1.6668277424969347e-08,0.0
1802,2.0140561218795483e-08,2.4616241489638924e-08
1803,9.55666195068261e-08,0.0
1804,2.2246657849223084e-08,0.0
1805,6.822906328807221e-08,2.842877711017877e-09
1806,8.645007376628655e-09,0.0
1807,1.1387820464392462e-08,0.0
1808,2.2660739062985158e-08,2.2660739951163578e-09
1809,3.840352036377226e-08,0.0
1810,4.680253518074551e-09,7.020380277111826e-09
1811,2.5070767684098882e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,3.776012391654149e-08,0.0
1815,1.8880564667256294e-08,0.0
1816,2.0394914201915526e-07,0.0
1817,2.9580593974287694e-08,0.0
1818,4.768470951432846e-09,1.1921177378582115e-09
1819,1.7596784473994376e-08,0.0
1820,0.0,0.0
1821,1.3806083387635226e-08,1.97229765852569e-09
1822,4.511527151862538e-08,1.0025615893027862e-09
1823,1.680056804787e-08,9.882686891060644e-10
1824,3.3684450784221553e-08,0.0
1825,6.163809906922779e-09,5.283265824829186e-09
1826,1.3211976401805714e-08,0.0
1827,1.2904182611350734e-08,0.0
1828,2.2013523448549677e-08,9.172301251858528e-10
1829,9.430493719264632e-09,1.714635211591542e-09
1830,3.861629238599562e-08,0.0
1831,3.1182412207897414e-09,0.0
1832,3.788391467196561e-08,0.0
1833,1.9692167896323554e-08,0.0
1834,9.334531370086552e-09,1.8669061851994684e-09
1835,1.8151411040889798e-08,7.563087933704082e-10
1836,1.8146025126952736e-08,2.016224964762614e-09
1837,4.174734336004349e-09,6.957890930081589e-10
1838,2.209256599883247e-08,6.312161904276081e-10
1839,2.7965899818127582e-08,0.0
1840,1.8472096741106725e-08,6.369688665408546e-10
1841,4.494383976094696e-09,5.778493683550323e-09
1842,1.6770663080478698e-08,6.708265054555795e-10
1843,2.953455480181333e-09,1.7720733769266417e-09
1844,1.5367971784030487e-08,0.0
1845,8.37034175305007e-09,1.1160455892778032e-09
1846,1.2294452567118697e-08,1.1709002656346001e-09
1847,1.3483059113639229e-08,0.0
1848,0.0,0.0
1849,1.1731181359664333e-08,0.0
1850,3.2587180953669304e-08,1.3577992064028876e-09
1851,1.483370937194195e-08,1.9348316282474798e-09
1852,1.3672145193766028e-08,0.0
1853,1.3138249599364826e-08,2.9859659189668264e-09
1854,8.313063126763609e-09,5.195664454227256e-10
1855,2.1227748447927297e-09,0.0
1856,9.836659486950339e-09,7.765783571755946e-09
1857,1.4156376515472857e-08,1.4644527812635033e-09
1858,1.468102794888182e-08,4.893676130990343e-09
1859,2.49516496353408e-08,0.0
1860,2.746310290291376e-09,4.577183909670879e-10
1861,2.8295783494058924e-09,0.0
1862,1.626475132354699e-08,3.6143890103090826e-09
1863,1.1987090431375691e-08,1.4983863039219614e-09
1864,1.4384183844029508e-09,9.589455896019672e-10
1865,1.4120533631256649e-09,4.706844247692743e-09
1866,3.941146431429843e-08,2.432806400776144e-09
1867,1.067618526917613e-08,0.0
1868,1.4819621974027086e-08,3.951899252285784e-09
1869,1.5627261262807224e-08,2.441759683335931e-09
1870,1.3188312664169644e-08,5.160643912205387e-09
1871,6.37270636261178e-09,3.18635318130589e-09
1872,1.8746751706544273e-08,6.047339518033823e-09
1873,4.4895035244962855e-08,7.183205141814142e-09
1874,2.8678122987457755e-08,1.1949218281515073e-09
1875,1.2587359599081083e-08,2.2886108563824337e-09
1876,9.673623679873344e-09,1.209202959984168e-09
1877,9.27722432209066e-09,6.184815992682502e-10
1878,1.6305540029293297e-08,2.4156354694326865e-09
1879,1.8938909107646396e-08,4.27652757650776e-09
1880,1.9253538763308597e-09,2.5671385017744797e-09
1881,1.9523021421719022e-08,6.972507571312292e-10
1882,8.652000893505374e-09,7.986462158271479e-09
1883,6.319338829996468e-09,0.0
1884,9.902545450302114e-09,3.300848483434038e-09
1885,1.8692343672910283e-08,1.933690763067375e-09
1886,1.355227396970804e-08,3.2267319927115068e-09
1887,2.6768590899450828e-08,7.1818169189441505e-09
1888,4.4384300679212174e-09,0.0
1889,6.891650361495749e-09,1.2530273485467092e-09
1890,1.1797895993481688e-08,6.554386478008212e-10
1891,8.92390783491237e-09,6.374220040683554e-10
1892,5.014809900671935e-09,1.2537024751679837e-09
1893,5.542574843531156e-09,0.0
1894,8.192000855444803e-09,1.8904617871129403e-09
1895,6.018614495673091e-09,3.611168697403855e-09
1896,6.486732040400511e-09,5.89702897624278e-10
1897,4.078699600285063e-09,4.661370844871726e-09
1898,7.921697076085366e-09,6.224190496340043e-09
1899,3.8693048765026106e-09,4.9748205555033564e-09
1900,2.595526460424935e-09,5.710158568206225e-09
1901,6.706486921359556e-09,3.353243460679778e-09
1902,1.0802624572647801e-08,6.874397495693074e-09
1903,4.320176216765503e-09,3.2401321625741275e-09
1904,2.1498500757388683e-09,1.0749250378694342e-09
1905,2.0643036169332163e-09,7.741138396966107e-09
1906,1.0802787109298606e-08,3.0865106026567446e-09
1907,5.142843373384665e-10,4.114274698707732e-09
1908,1.4734167219643268e-09,5.893666887857307e-09
1909,3.300590023513905e-09,1.6502950117569526e-09
1910,8.550641084070776e-09,6.412980813053082e-09
1911,3.1922244847493175e-09,8.51259862599818e-09
1912,1.4586379215586476e-08,4.688478938419394e-09
1913,6.893886794756554e-09,3.71209285532359e-09
1914,7.366418142140674e-09,0.0
1915,0.0,5.890381071793627e-09
1916,6.592477230782379e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,1.1486376294556067e-08,0.0
1919,0.0,4.603924352863942e-09
1920,3.028892692213958e-09,3.786115865267448e-09
1921,3.7863738810983705e-09,9.087297137000405e-09
1922,5.164555005876537e-09,5.902348387820666e-09
1923,1.0615948120573648e-09,4.246379248229459e-09
1924,0.0,0.0
1925,4.399271169575059e-09,5.499089184013428e-09
1926,1.0031524944054127e-08,5.57306911730393e-09
1927,4.4596899506643695e-09,3.3447675740205796e-09
1928,6.8556245125250825e-09,3.4278122562625413e-09
1929,6.684243825105796e-09,1.6710609784809094e-08
1930,5.2518016602221e-09,4.201441416995522e-09
1931,7.983749661377715e-09,5.7026783295555106e-09
1932,1.2055489939655217e-08,2.1919073223131136e-09
1933,0.0,5.735331320977366e-09
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,1.795242710045386e-08,3.590485242455088e-09
1936,1.33371855781661e-08,6.0623572828433225e-09
1937,1.3850230295986421e-08,8.813782592653752e-09
1938,7.779128452511941e-09,0.0
1939,6.117620188206274e-09,7.647025235257843e-09
1940,1.0143131667916805e-08,0.0
1941,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,0.0
