year,énormes_ADJ îles_NOUN,énormes_ADJ piles_NOUN
1867,9.7056229719783e-10,4.367530337390235e-09
1868,4.93987406535723e-10,5.433861360870651e-09
1869,9.767038289254515e-10,1.0743741896135361e-08
1870,2.2936195165357276e-09,1.1468097582678638e-08
1871,0.0,2.973929724703339e-08
1872,0.0,2.4189357183956872e-09
1873,0.0,1.2570609442263958e-08
1874,2.9873046258899194e-09,4.779687312606029e-09
1875,1.1443054281912168e-09,1.3731664694205392e-08
1876,6.04601479992084e-10,8.464420275799966e-09
1877,0.0,9.27722432209066e-09
1878,0.0,1.69094480639842e-08
1879,6.10932526790009e-10,1.7717043832021773e-08
1880,5.776061406947974e-09,1.0268554007097919e-08
1881,0.0,8.367009307619355e-09
1882,0.0,4.6587693702804245e-09
1883,0.0,1.1374810426900694e-08
1884,1.3203393933736152e-09,6.601696966868076e-09
1885,0.0,2.5782542767416317e-09
1886,1.2906927748801422e-09,7.744156427236248e-09
1887,2.6115698492645834e-09,1.6322312390570914e-08
1888,0.0,5.706553452000662e-09
1889,2.5060546970934183e-09,1.628935564212952e-08
1890,0.0,1.4419650362640368e-08
1891,0.0,7.649063604731055e-09
1892,0.0,1.191017329205124e-08
1893,1.2316833108982905e-09,4.926733243593162e-09
1894,0.0,8.192000855444803e-09
1895,0.0,1.8657704714541978e-08
1896,0.0,1.533227589334274e-08
1897,0.0,6.409385022720926e-09
1898,0.0,1.1316709347397591e-08
1899,0.0,1.1607914629507832e-08
1900,0.0,6.22926377147337e-09
1901,0.0,5.029864968975062e-09
1902,0.0,4.910283735171106e-09
1903,0.0,1.4040573148577096e-08
1904,1.0749250378694342e-09,1.827372564378038e-08
1905,5.160759042333041e-10,1.651442893546573e-08
1906,0.0,5.658602919567102e-09
1907,0.0,1.131425531042396e-08
1908,0.0,5.893666887857307e-09
1909,0.0,9.351672325408344e-09
1910,0.0,6.947395991829808e-09
1911,0.0,1.0108711201439746e-08
1912,0.0,1.4586379215586476e-08
1913,0.0,6.363587878865928e-09
1914,0.0,8.705766774141921e-09
1915,0.0,2.3561523843085297e-09
1916,0.0,8.789969641043172e-09
1917,0.0,7.676496771580332e-09
1918,0.0,1.4932290071101306e-08
1919,0.0,4.603924352863942e-09
1920,0.0,3.786115865267448e-09
1921,0.0,4.543648568500203e-09
1922,0.0,4.426761179843197e-09
1923,0.0,6.369568872344189e-09
1924,0.0,5.156649773851996e-09
1925,1.0998177923937646e-09,1.0998178368026856e-08
1926,0.0,7.802296586589819e-09
1927,0.0,7.804457524684949e-09
1928,0.0,3.4278122562625413e-09
1929,1.1140406375176326e-09,6.684243825105796e-09
1930,0.0,1.470504518152893e-08
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,0.0,2.1919073223131136e-09
1933,0.0,2.2941324395731044e-09
1934,0.0,5.990790086229936e-09
1935,0.0,4.787313656606784e-09
1936,0.0,1.2124714565686645e-08
1937,0.0,7.554670666820584e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,0.0,4.588215141154706e-09
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,0.0,2.322588166236983e-08
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,4.1763312808029696e-09,8.352662561605939e-09
1947,0.0,1.0728784083369192e-08
1948,0.0,1.0871888278529696e-08
1949,0.0,5.890204768377316e-09
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,0.0,4.264560704569931e-09
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,0.0,5.386913581872932e-09
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,3.754243138587299e-09,7.508486277174597e-09
1956,4.360570571293465e-09,8.72114114258693e-09
1957,0.0,8.835037701437898e-10
1958,8.272243445794913e-10,1.0753916868111446e-08
1959,1.5501495642666896e-09,8.525822714489095e-09
1960,0.0,8.997083078554624e-09
1961,6.948159270159238e-10,1.389631876236308e-08
1962,1.2683912808952869e-09,3.170978146727066e-09
1963,0.0,1.0345685197421517e-08
1964,1.8251904432275978e-09,7.909158661334459e-09
1965,0.0,7.1136563306595235e-09
1966,0.0,8.862519607077957e-09
1967,0.0,8.381570104631919e-09
1968,0.0,7.635406973349745e-09
1969,0.0,7.72098829315837e-09
1970,9.197450023812337e-10,3.6789800095249348e-09
1971,0.0,1.0790635052160269e-08
1972,0.0,1.0773308467548759e-08
1973,0.0,9.923766697284009e-09
1974,0.0,9.00091468025721e-09
1975,1.1422960355389478e-09,4.569184142155791e-09
1976,5.713526873840635e-10,1.7140580066410394e-09
1977,0.0,5.289103821581875e-09
1978,0.0,1.3663360221016774e-08
1979,5.851973350345929e-10,5.266775904289034e-09
1980,0.0,6.253665585376211e-09
1981,0.0,3.795329828193417e-09
1982,6.207502289967692e-10,1.1794254461960918e-08
1983,0.0,1.0104505676622466e-08
1984,0.0,8.118611560803402e-09
1985,0.0,1.0828004270990732e-08
1986,5.994485463567401e-10,1.3187867686781374e-08
1987,6.110816852533674e-10,1.0388388815840699e-08
1988,0.0,1.199310784016916e-08
1989,0.0,3.2928733073589456e-09
1990,5.44865097484859e-10,9.80757164370516e-09
1991,0.0,7.6199047072123e-09
1992,0.0,6.61193322315512e-09
1993,5.539207426075166e-10,1.1078414630105726e-08
1994,5.274926606624319e-10,8.967375286772494e-09
1995,0.0,5.964695848348356e-09
1996,5.338092190498855e-10,9.074756945892659e-09
1997,4.79489448146353e-10,4.794894259418925e-09
1998,0.0,1.144351013948608e-08
1999,0.0,8.226361813967742e-09
2000,0.0,6.185244316725402e-09
2001,0.0,4.8193329327261836e-09
2002,8.76244299341522e-10,4.381221607729913e-09
2003,8.333845835650777e-10,8.333845613606172e-09
2004,4.404791253964646e-10,6.166707589017051e-09
2005,0.0,8.106749049829887e-09
2006,4.1178899179428186e-10,6.1768350434476815e-09
2007,0.0,7.190063211481856e-09
2008,0.0,9.79211112195344e-09
2009,9.53638501499654e-10,8.582746957586096e-09
2010,0.0,9.447585824773341e-09
2011,3.82397197240536e-10,1.2236710311697152e-08
2012,1.0212758416727752e-09,1.4978711604385353e-08
2013,5.578250084070646e-10,1.5061274893923837e-08
2014,4.330890368553497e-10,9.311413862178597e-09
2015,2.2165753954528356e-10,1.3521109565317602e-08
2016,8.285360175719347e-10,1.5535050579273957e-08
2017,5.031222660711876e-10,1.2326495379966218e-08
2018,7.744400121190154e-10,1.1874746519424662e-08
2019,7.65296326310505e-10,1.2754938438774843e-08
