year,six_DET anneaux_NOUN,six_DET panneaux_NOUN
1841,3.0818634311202686e-08,1.2841096630467064e-08
1842,4.62870293205242e-08,1.2745703159566801e-08
1843,3.1306628400784575e-08,4.134837805480629e-09
1844,5.762989485624814e-08,2.030767731753258e-08
1845,2.5669048664411775e-08,1.3392547071333638e-08
1846,3.33706573485415e-08,8.196301637397596e-09
1847,3.88312111354594e-08,2.0494249852731627e-08
1848,1.1263310673026439e-08,1.5285920862417868e-08
1849,3.5193542968769975e-08,1.5920887719289567e-08
1850,5.091746846375145e-08,3.190828135046786e-08
1851,2.5152811389261842e-08,1.0319102017319892e-08
1852,2.864639925270751e-08,5.208436348880241e-09
1853,4.419229693297666e-08,2.448492075757258e-08
1854,1.454786069388092e-08,8.832629738719788e-09
1855,1.326734277995456e-08,2.2289135870323662e-08
1856,2.4332790005132665e-08,5.6949079896284616e-09
1857,1.2691924067276261e-08,1.073931987782828e-08
1858,6.410715513993637e-08,1.468102750479261e-08
1859,1.171199848215565e-08,1.1202781813324236e-08
1860,2.9751694774482473e-08,2.1055045706930287e-08
1861,1.5091083938045813e-08,1.8863855366646476e-08
1862,2.0330938266255316e-08,1.1746764561060274e-08
1863,1.6482248454963155e-08,2.0477945561481192e-08
1864,3.5960461275408306e-08,2.2055749449023665e-08
1865,4.5185707620021276e-08,2.0239431075541603e-08
1866,7.930948964229856e-08,1.0217786894362035e-08
1867,7.910082544526631e-08,2.4749338578544666e-08
1868,4.841076650663467e-08,1.6301584082611953e-08
1869,4.0533209677562354e-08,1.5138909237322196e-08
1870,3.4404292303946704e-08,1.548193218070537e-08
1871,2.230447138096281e-08,6.37270636261178e-09
1872,5.382131884612562e-08,2.3584624031514068e-08
1873,3.831042683088981e-08,2.4542617493850116e-08
1874,6.512324146612514e-08,1.971621016449987e-08
1875,2.6319025181464895e-08,2.1169650921137873e-08
1876,5.078652520751348e-08,2.1765652835625815e-08
1877,5.7518788176835756e-08,4.143826703995046e-08
1878,6.703388732987037e-08,5.676743297655662e-08
1879,2.7491963261461194e-08,4.032154743427441e-08
1880,2.823852285338546e-08,3.850707597230496e-08
1881,4.60185487494158e-08,3.207353416190273e-08
1882,2.3293848183669752e-08,9.983077475794744e-09
1883,1.8326082540376376e-08,3.286056338147603e-08
1884,6.733731083841121e-08,2.970763635090634e-08
1885,3.609556076256126e-08,2.4493415518023198e-08
1886,2.4523162944767307e-08,6.711602384967819e-08
1887,4.113222606960676e-08,5.157850369030825e-08
1888,1.5851536971922542e-08,3.36052567995182e-08
1889,4.573549761133222e-08,2.7566601890072207e-08
1890,3.211649257650606e-08,1.5075088732885433e-08
1891,2.7409146396983886e-08,1.5298127875595924e-08
1892,2.3193495124473884e-08,2.6327752422616868e-08
1893,2.894455697344256e-08,2.8328715373504565e-08
1894,1.7014156306061068e-08,2.7726773321745668e-08
1895,4.1528439798099726e-08,3.731540809681633e-08
1896,2.4767522144308884e-08,1.1204354777305525e-08
1897,1.8062811357744124e-08,2.38895258020122e-08
1898,3.8476814734345055e-08,4.639850947896207e-08
1899,3.814029270188257e-08,5.9145087050183065e-08
1900,1.972600260913282e-08,3.8413794589686745e-08
1901,3.5209055337936945e-08,3.4091307998807e-08
1902,1.4239823542538943e-08,4.370152506538716e-08
1903,5.940242298052567e-09,5.994244656193359e-08
1904,3.2247750247904605e-08,3.7622375437251776e-08
1905,2.167518786677647e-08,2.0126961097766127e-08
1906,1.4918134283448126e-08,3.8581385197744567e-08
1907,1.5942815068115124e-08,4.217131654993267e-08
1908,3.830883343880487e-08,4.322022473246534e-08
1909,8.251475669407426e-09,6.821219389330224e-08
1910,1.9238942883248455e-08,4.702852640647848e-08
1911,2.1813533868098034e-08,4.8947440767221906e-08
1912,8.335073964360618e-09,3.6986889995205274e-08
1913,1.537867055922959e-08,4.9848101646432497e-08
1914,2.343860305842327e-08,2.678697441638178e-08
1915,2.591767644943843e-08,2.0027294933555595e-08
1916,1.2086208478478966e-08,1.7579939504130948e-08
1917,6.57985488317081e-09,3.289927263949721e-08
1918,9.189101035644853e-09,1.8378201183111287e-08
1919,2.025726569820918e-08,2.578197527691728e-08
1920,1.2115570768855832e-08,2.0445025672444217e-08
1921,9.844571380313027e-09,2.877644078580488e-08
1922,1.623145884366295e-08,2.656056830030451e-08
1923,1.1677542932631013e-08,4.140219767023723e-08
1924,1.1602462102189293e-08,4.1253199078994385e-08
1925,6.598906754362588e-09,2.5295810113235007e-08
1926,2.3406890647947876e-08,2.89799594321849e-08
1927,2.2298450641500267e-08,3.5677520937582585e-08
1928,3.6563331695660395e-08,3.5420727573232114e-08
1929,2.785101571589621e-08,2.3394852943781075e-08
1930,6.512234307365361e-08,4.411513465640837e-08
1931,1.8248570654577634e-08,4.105928219644284e-08
1932,1.0959536500543265e-08,2.411098010135504e-08
1933,5.735331320977366e-09,2.0647192178202545e-08
1934,1.4377896206951846e-08,3.5944740517379614e-08
1935,1.196828414151696e-08,3.351119381989065e-08
1936,1.9399543305098632e-08,4.001155939903356e-08
1937,2.2664012444550963e-08,3.399602022113868e-08
1938,1.9447821131279852e-08,4.537825049055755e-08
1939,1.5294050470515685e-08,1.2235240376412548e-08
1940,2.5357829613881222e-08,2.02862628917444e-08
1941,1.1806010835613279e-08,1.7709016475464523e-08
1942,3.034211815133858e-08,2.730790527039062e-08
1943,0.0,7.548411695701418e-08
1944,1.6065930807940276e-08,3.213186161588055e-08
1945,6.535512131478072e-09,2.3963544037997053e-08
1946,8.352662561605939e-09,2.227376771912759e-08
1947,1.1920870957027319e-08,7.152522574216391e-09
1948,1.4133454184772631e-08,1.5220642746172075e-08
1949,1.276211036849162e-08,2.3560819850665382e-08
1950,1.2762433998503298e-08,3.93508372553697e-08
1951,3.1984206394497505e-09,1.2793681780642885e-08
1952,1.687168627029223e-08,3.1634412422931746e-08
1953,1.2928593307037772e-08,4.632745831401053e-08
1954,5.863521668203475e-09,4.886268212267453e-08
1955,1.0324169075204281e-08,2.9095383879962355e-08
1956,6.976913269340912e-09,2.965188206083269e-08
1957,1.0602045463770082e-08,4.1524676142046246e-08
1958,9.099467845885556e-09,4.549733922942778e-08
1959,1.3176271629333769e-08,2.015194411342236e-08
1960,1.1765417085030094e-08,2.283875055741902e-08
1961,1.111705483225478e-08,3.126671721531693e-08
1962,5.7077609305622445e-09,2.5367826061994947e-08
1963,9.052474325699222e-09,2.133797627479339e-08
1964,9.125952327160292e-09,1.8251904820854037e-08
1965,1.2038495533772675e-08,2.681301225493371e-08
1966,9.416426749453422e-09,2.326411330244582e-08
1967,5.4233690871541285e-09,2.3172577634511526e-08
1968,7.186265332803643e-09,2.8295920162513255e-08
1969,1.0446042586487181e-08,2.0892085728085874e-08
1970,6.898087434592526e-09,2.2533753363251918e-08
1971,1.1304474689666222e-08,2.6205826841874114e-08
1972,1.128632298730281e-08,2.616374983333003e-08
1973,1.3231689299786353e-08,3.363054390526088e-08
1974,1.012602890426706e-08,1.9126943806568875e-08
1975,1.028066431985053e-08,2.7415104852934746e-08
1976,5.1421741309454205e-09,3.770927903268273e-08
1977,8.22749424145286e-09,3.58483685514166e-08
1978,1.6039596317796168e-08,2.613860150546543e-08
1979,1.1703946700691858e-08,3.218585442610333e-08
1980,1.0233271174886482e-08,3.013129790119251e-08
1981,8.223214109648325e-09,3.795329650557733e-08
1982,1.4898005495922462e-08,2.8554509756695268e-08
1983,4.420721011477724e-09,3.0945049189767815e-08
1984,8.118612115914914e-09,2.609553817478627e-08
1985,4.812446552371341e-09,3.368712597762169e-08
1986,6.593933843390687e-09,3.536746451260342e-08
1987,7.94406213033838e-09,2.5665431113708337e-08
1988,4.197587610832443e-09,2.9383114386050124e-08
1989,4.390497743145261e-09,2.0306051728979924e-08
1990,5.993515961311147e-09,1.5801087660527458e-08
1991,5.275318515352012e-09,2.2859714399192654e-08
1992,6.060938417817852e-09,3.4712649199519774e-08
1993,6.093128224193833e-09,2.6588196533339215e-08
1994,3.692448513614721e-09,4.43093841617781e-08
1995,7.591431261388948e-09,3.5788176866446975e-08
1996,1.6014276571496566e-09,3.042712570788808e-08
1997,4.794894259418925e-09,2.493345108156575e-08
1998,8.58263260461456e-09,2.9085588604260693e-08
1999,6.855301576402795e-09,2.330802639782803e-08
2000,9.277865808954289e-09,1.988114162188026e-08
2001,3.94309060403053e-09,2.8039754518260906e-08
2002,9.200564754507923e-09,1.5772397388147397e-08
2003,1.0000615224825538e-08,2.5834922423584317e-08
2004,5.285749615779878e-09,3.1274016265570026e-08
2005,3.1526246058177776e-09,3.73811226417331e-08
2006,5.353256948836815e-09,3.294311934354255e-08
2007,5.991719037590215e-09,2.756190875530251e-08
2008,3.83169571072095e-09,2.4267406528721835e-08
2009,4.291373478793048e-09,2.479460037285719e-08
2010,4.723792912386671e-09,1.795041404406561e-08
2011,9.177532456217108e-09,2.141424271240311e-08
2012,2.723402198201441e-09,2.7574446503919603e-08
2013,5.020425131174733e-09,1.004085042888292e-08
2014,6.279790826235754e-09,1.2126492615616158e-08
2015,7.536356344539641e-09,1.4407740112076795e-08
2016,9.735298456270414e-09,1.1806638472444675e-08
2017,2.5156112748447867e-09,1.2578056513001812e-08
2018,8.776986804015507e-09,1.1100307006906007e-08
2019,3.06118530524202e-09,1.913240738060651e-08
