year,nos_DET anneaux_NOUN,nos_DET panneaux_NOUN
1907,1.028568674676933e-09,0.0
1908,2.4556945366072114e-09,1.964555629285769e-09
1909,4.400786846048277e-09,1.265226234892225e-08
1910,5.878565745298658e-09,2.67207544979442e-09
1911,1.0640748282497725e-09,4.2562994240213925e-09
1912,5.730363294986773e-09,7.293189607793238e-09
1913,6.893886572711949e-09,8.484783542428431e-09
1914,1.674185973188358e-08,8.036092680185902e-09
1915,2.3561523843085297e-09,5.890381071793627e-09
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,3.289927441585405e-09,0.0
1918,0.0,9.189101035644853e-09
1919,4.603924352863942e-09,1.8415696745321952e-09
1920,8.329454903588385e-09,8.329454459499175e-09
1921,2.2718242842501013e-09,9.087297137000405e-09
1922,2.2133805899215986e-09,2.951174138399182e-09
1923,9.554353308516284e-09,1.9108706617032567e-08
1924,9.024136882196387e-09,9.02413699321869e-09
1925,2.3096174084358267e-08,3.299453377181294e-09
1926,3.343841648018042e-09,8.916910765321973e-09
1927,2.2298449753321847e-09,1.449399278374841e-08
1928,6.85562484559199e-09,7.998228634953364e-09
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,5.7026783295555106e-09
1932,0.0,5.4797681947604815e-09
1933,8.02946331646126e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,1.3165112555668657e-08,1.0771455727365264e-08
1936,7.274828739411987e-09,1.9399543305098632e-08
1937,2.5182236296217297e-09,3.777335333410292e-09
1938,1.2965214457594243e-08,3.889564337278273e-09
1939,4.588215141154706e-09,3.058810094103137e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.4757512545315876e-08
1942,6.068423541449874e-09,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,1.2852744646352221e-08
1945,4.357008087652048e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,2.945102384188658e-09,0.0
1950,8.508289184305795e-09,0.0
1951,0.0,2.1322803522849654e-09
1952,3.163441175679793e-09,1.1599284199803606e-08
1953,7.54167928107563e-09,4.30953106533849e-09
1954,6.840775057526116e-09,3.9090144454689835e-09
1955,9.385607846468247e-10,2.0648337706319353e-08
1956,4.360570571293465e-09,2.441919733087161e-08
1957,5.301022731885041e-09,2.03205861026845e-08
1958,1.6544486891589827e-09,9.099467845885556e-09
1959,3.8753737996444215e-09,1.162612162097787e-08
1960,1.7994166157109248e-08,1.7302083321624195e-08
1961,5.55852741612739e-09,4.863711378089164e-09
1962,1.2683912586908264e-08,1.52206956482992e-08
1963,4.526237162849611e-09,4.526237162849611e-09
1964,6.083968218106861e-09,8.517555494247375e-09
1965,7.1136563306595235e-09,4.924838981068547e-09
1966,2.769537488234164e-09,4.431259803538978e-09
1967,3.451234853457663e-09,1.0846738618397467e-08
1968,2.6948494546985557e-09,7.186265360559219e-09
1969,1.3625273131978588e-09,3.6334062425424918e-09
1970,4.5987250119061684e-10,6.438214850135182e-09
1971,6.166076760294459e-09,5.652237122788506e-09
1972,3.0780881177250308e-09,7.182205497002769e-09
1973,4.9618833486420044e-09,1.268036875501366e-08
1974,3.3753431161187564e-09,1.2376257407797908e-08
1975,5.711480177694739e-09,8.567220266542108e-09
1976,1.7140580066410394e-09,6.856232415142216e-09
1977,7.639816446136649e-09,6.464460078348111e-09
1978,1.1881182704343018e-09,1.0099005187669263e-08
1979,4.0963813452421505e-09,6.437170796402825e-09
1980,4.548120546843393e-09,6.822181042309694e-09
1981,7.590659656386833e-09,5.69299452024552e-09
1982,1.2415004579935385e-09,3.2279012573965815e-08
1983,3.789189628733425e-09,6.946847541655643e-09
1984,2.8995041922996734e-09,4.639206796497319e-09
1985,3.6093347199894765e-09,9.62489254963117e-09
1986,4.7955883708539204e-09,1.3187867686781374e-08
1987,4.277571907795874e-09,5.499735167280306e-09
1988,1.798966087207532e-09,1.3192418713003917e-08
1989,3.2928733073589456e-09,6.036934507847036e-09
1990,5.448650863826288e-09,4.90378582185258e-09
1991,7.6199047072123e-09,8.792197470075536e-09
1992,4.958949695321735e-09,1.3774860863069449e-08
1993,6.093128224193833e-09,8.308811416668505e-09
1994,2.637463358823311e-09,5.274926717646622e-09
1995,3.253470381991974e-09,5.964695848348356e-09
1996,8.007138063703678e-09,1.014237538399243e-08
1997,1.438468344439059e-09,1.0548767526152858e-08
1998,3.814503379828693e-09,1.1920323284009271e-08
1999,3.656160929565999e-09,8.683382013430219e-09
2000,1.3254094488601709e-09,7.068850615965516e-09
2001,3.066848330846028e-09,9.20054477049348e-09
2002,4.819343757400674e-09,9.638686904178684e-09
2003,2.9168460979889232e-09,1.6667691671301554e-09
2004,4.404791198453495e-09,5.726228824443069e-09
2005,2.702249757291497e-09,9.908248888024218e-09
2006,4.529679020759403e-09,8.23577994690794e-09
2007,5.592271090648637e-09,1.118454290294224e-08
2008,6.386159323579221e-09,8.089135306033057e-09
2009,5.245011536203492e-09,1.7642312499788204e-08
2010,6.140930874920514e-09,6.140930874920514e-09
2011,5.735957875341313e-09,1.3766299156170447e-08
2012,7.489355857703828e-09,6.127654939014349e-09
2013,8.367375237128272e-09,1.1156499724052082e-08
2014,8.228691908418462e-09,6.71287994635783e-09
2015,9.974589335048911e-09,1.5737685113426103e-08
2016,7.663958495607304e-09,5.799751928714514e-09
2017,7.043711836018929e-09,1.4842107098900215e-08
2018,1.0325866384164328e-08,1.2649186864610584e-08
2019,6.887667047816848e-09,7.652963207593899e-09
