year,longues_ADJ ailes_NOUN,longues_ADJ pelles_NOUN
1800,2.924072930454713e-07,3.144164484325529e-09
1801,1.0715321963061797e-07,0.0
1802,1.3427040812530322e-07,6.713520406265161e-09
1803,1.6967950955404376e-07,2.3404069793286908e-08
1804,7.415552971679062e-08,7.4155526164076946e-09
1805,2.2743021688143017e-08,0.0
1806,5.4751712497136396e-08,0.0
1807,3.701041606518629e-08,0.0
1808,9.290903335568146e-08,0.0
1809,7.454800510231507e-08,0.0
1810,8.658469141664682e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,1.8670457180292033e-08,0.0
1813,6.326631307729258e-08,1.1502966579257645e-08
1814,0.0,0.0
1815,3.776112933451259e-08,0.0
1816,9.502176112619054e-08,3.0128852301913867e-08
1817,1.5101672090622742e-07,0.0
1818,1.454383635746126e-07,0.0
1819,1.2421260464634543e-08,2.070210003424222e-09
1820,3.559944161679596e-08,1.0679833017945839e-08
1821,3.550135829755163e-08,0.0
1822,8.221005032282847e-08,4.010246357211145e-09
1823,6.028439258898288e-08,1.4824030003524058e-08
1824,2.189489300974401e-08,0.0
1825,6.251864448358901e-08,0.0
1826,7.310627125889368e-08,6.1655889282974385e-09
1827,2.488663675137559e-08,9.217273055917019e-10
1828,9.906085551847355e-08,0.0
1829,4.8009784592295546e-08,0.0
1830,6.679574937606958e-08,9.39315203396518e-09
1831,7.171954763407484e-08,0.0
1832,4.6001897402447867e-08,1.3529969367098715e-09
1833,6.950177322551099e-08,1.6217079235048004e-08
1834,1.2508272106970253e-07,5.600718555598405e-09
1835,1.2025310525132227e-07,2.2689263801112247e-09
1836,9.409050250042128e-08,6.720750067579218e-10
1837,9.253994903701823e-08,1.3915781860163179e-09
1838,5.3653376852480505e-08,1.2624323808552163e-09
1839,8.389770300709642e-08,9.088918062616358e-09
1840,4.58617570586739e-08,6.369688665408546e-10
1841,9.309795245826535e-08,4.494383976094696e-09
1842,6.238686722781495e-08,5.366612043644636e-09
1843,8.151537400635789e-08,0.0
1844,1.0702694197561868e-07,0.0
1845,7.589110140315825e-08,4.464182357111213e-09
1846,5.913046408068112e-08,6.439951683034906e-09
1847,4.853901458545806e-08,0.0
1848,6.516629724728773e-08,0.0
1849,6.033178578945808e-08,0.0
1850,9.911934029105396e-08,1.0862393651223101e-08
1851,4.9660677348128957e-08,6.449438760824933e-10
1852,6.836072685700856e-08,1.3021090872200602e-09
1853,1.5586742563300504e-07,1.7915795513800958e-09
1854,7.897409659562982e-08,1.558699391779328e-09
1855,8.119613426060823e-08,6.368324534378189e-09
1856,5.4360487666826884e-08,1.0354378465748937e-09
1857,6.150701636897793e-08,9.763018171682347e-10
1858,6.508589223130912e-08,6.8511463169329545e-09
1859,6.008764330545091e-08,3.5645213447565993e-09
1860,9.062824091188304e-08,3.204028820036342e-09
1861,3.678451676591976e-08,1.4147891747029462e-09
1862,1.0346188616949803e-07,3.6143890103090826e-09
1863,6.642845562510047e-08,0.0
1864,7.815406632971644e-08,9.589455896019672e-10
1865,8.613525181999648e-08,4.706844247692743e-09
1866,8.514822269489741e-08,3.8924903300596725e-09
1867,5.871901720411188e-08,3.396968040192405e-09
1868,7.755602382530924e-08,4.44588676984381e-09
1869,6.690421372468336e-08,3.4184632902167778e-09
1870,9.977244985748257e-08,1.6055336615750093e-08
1871,7.647247457498452e-08,1.4869648623516696e-08
1872,6.349706183073067e-08,2.4189357183956872e-09
1873,8.55998649740286e-08,4.788803575905831e-09
1874,1.1351757223110326e-07,7.766991494406739e-09
1875,9.497735220520553e-08,1.3731664694205392e-08
1876,1.1971108904162975e-07,2.418405919968336e-09
1877,6.80329748092845e-08,4.9478527941460015e-09
1878,9.179414917070972e-08,0.0
1879,1.0630225943941696e-07,6.109325489944695e-09
1880,7.829772386003242e-08,5.134277003548959e-09
1881,7.181682804002776e-08,4.8807553554297556e-09
1882,7.587139094766826e-08,3.9932310791357395e-09
1883,9.47900815617686e-08,6.319338829996468e-09
1884,9.308392634466145e-08,7.922036360241691e-09
1885,9.732909944659696e-08,3.86738152613475e-09
1886,5.485444276587259e-08,1.936039106809062e-09
1887,8.161156017649773e-08,1.9586774424595887e-09
1888,9.891358843105991e-08,1.268122939990235e-09
1889,7.14225620868092e-08,5.012109394186837e-09
1890,5.046877760150892e-08,1.9663159989136147e-09
1891,6.182993672609882e-08,6.3742202627281586e-09
1892,5.578975859066304e-08,5.014809900671935e-09
1893,8.252278149711856e-08,5.542574843531156e-09
1894,7.246769939683873e-08,3.150769645188234e-09
1895,7.463081885816791e-08,7.22233739480771e-09
1896,7.960989023558795e-08,1.179405795248556e-09
1897,4.7196380137393135e-08,1.1653427112179315e-09
1898,4.6964345301603316e-08,0.0
1899,7.462230655619351e-08,1.1055156790007459e-09
1900,4.360484595622438e-08,2.595526460424935e-09
1901,4.8622027293276915e-08,3.912117296778206e-09
1902,6.432471622019875e-08,5.4013122863239005e-09
1903,5.6702312178913417e-08,1.0800440541913758e-09
1904,5.105894018697654e-08,2.6873125946735854e-09
1905,5.986480289266183e-08,5.160759042333041e-10
1906,8.385021033063822e-08,0.0
1907,4.217131532868734e-08,5.142843373384665e-10
1908,8.447589294746649e-08,1.964555629285769e-09
1909,4.1807474815414025e-08,3.850688656825696e-09
1910,1.1062392246685704e-07,5.344150677544235e-10
1911,8.459394962301303e-08,0.0
1912,6.928529927563432e-08,5.209421227725386e-10
1913,7.68933503536573e-08,3.71209285532359e-09
1914,6.696743781731129e-08,6.696743715117748e-10
1915,5.654765544704787e-08,0.0
1916,1.2305957852731808e-07,0.0
1917,4.276905585243185e-08,0.0
1918,6.317507228459363e-08,1.1486376294556067e-09
1919,6.537572261322566e-08,9.207848372660976e-10
1920,5.906340660999376e-08,7.572231730534895e-10
1921,9.163024117242458e-08,7.572747429129834e-10
1922,1.2763828749484674e-07,3.6889677978990676e-09
1923,4.140219900250486e-08,0.0
1924,8.379555538340355e-08,0.0
1925,1.055825080698014e-07,4.399271169575059e-09
1926,6.13037585139864e-08,1.1146138456652466e-09
1927,6.466550672712401e-08,2.2298449753321847e-09
1928,7.541186874959749e-08,4.570416489713125e-09
1929,7.129860080112849e-08,1.1140406375176326e-09
1930,1.008345975606062e-07,1.0503603542488804e-09
1931,8.782124893969012e-08,2.2810713318222042e-09
1932,6.575722011348262e-08,0.0
1933,7.341223806633934e-08,0.0
1934,5.751158482780738e-08,3.5944740517379614e-09
1935,5.0266791618014395e-08,1.196828414151696e-09
1936,7.1535815493462e-08,6.0623572828433225e-09
1937,8.184226629737168e-08,8.813782592653752e-09
1938,6.871563584809337e-08,1.2965214457594243e-09
1939,9.329370698196726e-08,0.0
1940,1.0396709626547818e-07,2.5357829169792012e-09
1941,8.559357667081713e-08,2.9515025978810172e-09
1942,1.0316320242509391e-07,0.0
1943,8.419382169222445e-08,8.709705845433291e-09
1944,6.105053529381621e-08,0.0
1945,8.496165548876888e-08,4.357008087652048e-09
1946,9.605562212300356e-08,5.568441707737293e-09
1947,8.225401160188994e-08,2.3841741914054637e-09
1948,8.153915587172378e-08,0.0
1949,6.282885323116716e-08,4.908504269707237e-09
1950,8.082874813908347e-08,5.317680518146517e-09
1951,6.929911222641749e-08,2.1322803522849654e-09
1952,5.799642011083961e-08,1.0544803918932644e-09
1953,1.0342874645630218e-07,1.0773827385790469e-09
1954,7.329401796596358e-08,0.0
1955,3.566530892840092e-08,2.815682353940474e-09
1956,6.192010459926678e-08,7.849027205963921e-09
1957,1.0690395413348597e-07,0.0
1958,5.542403158642628e-08,3.3088973783179654e-09
1959,4.960478605653407e-08,0.0
1960,4.221708493901133e-08,6.920833350854139e-10
1961,5.697490479406042e-08,0.0
1962,5.644341172228451e-08,3.170978146727066e-09
1963,7.177319361062473e-08,4.526237162849611e-09
1964,4.745495374436359e-08,1.2167936658258327e-09
1965,5.581484074923537e-08,2.188817349590977e-09
1966,5.206730335771681e-08,4.431259803538978e-09
1967,4.092178684800274e-08,3.451234853457663e-09
1968,7.50066462273935e-08,3.5931326802796093e-09
1969,5.631779842474316e-08,1.3625273131978588e-09
1970,5.334521091526767e-08,1.8394900047624674e-09
1971,8.015899766178336e-08,5.138397263237948e-09
1972,4.565830735714371e-08,5.130146862875051e-10
1973,7.167164994825725e-08,0.0
1974,3.54411007208455e-08,1.1251143350321513e-09
1975,3.369773438066659e-08,1.1422960355389478e-09
1976,3.428116102099921e-08,5.142174241967723e-09
1977,3.584836960612847e-08,2.3507127355770763e-09
1978,5.940591307762588e-08,2.3762365408686037e-09
1979,4.330460257051527e-08,5.266775904289034e-09
1980,4.77552646316326e-08,3.97960553399912e-09
1981,4.364629191400127e-08,6.325549528618524e-10
1982,5.0280767993626796e-08,1.2415004579935385e-09
1983,6.378468953016636e-08,1.2630632095778083e-09
1984,4.407246478876914e-08,5.799008495621649e-10
1985,4.692135391337615e-08,1.8046674155058895e-09
1986,7.433161641756669e-08,5.994485463567401e-10
1987,5.255302326645506e-08,1.8332451112712533e-09
1988,3.957725525083333e-08,1.1993107618124554e-09
1989,3.6221607047082216e-08,5.488122178931576e-10
1990,4.413407239667322e-08,5.44865097484859e-10
1991,4.278869525364826e-08,5.861465202094962e-10
1992,4.848750734254281e-08,1.1019888335184191e-09
1993,3.545092752688106e-08,5.539207426075166e-10
1994,4.958431176760314e-08,3.164955852952289e-09
1995,4.9886548225686056e-08,1.0844901643380922e-09
1996,3.5231408901381656e-08,0.0
1997,5.03463937207016e-08,1.438468344439059e-09
1998,3.909865853302108e-08,9.536258449571733e-10
1999,3.838968964942069e-08,1.8280804647829996e-09
2000,4.329670844072098e-08,1.7672125984802278e-09
2001,4.030714961800186e-08,0.0
2002,4.644094886430139e-08,3.066854992184176e-09
2003,4.7086228249781925e-08,1.6667691671301554e-09
2004,4.801222530659288e-08,8.809582507929292e-10
2005,3.783149793434859e-08,4.5037495954858286e-10
2006,5.0650047711542356e-08,3.294311934354255e-09
2007,3.9545348329284025e-08,7.988958938831558e-10
2008,4.853481172517604e-08,2.554463751636149e-09
2009,5.197329855377575e-08,1.430457752249481e-09
2010,4.393127639445993e-08,3.7790344187271785e-09
2011,5.850677098351298e-08,2.6767803529281764e-09
2012,8.612759216930499e-08,3.063827413996023e-09
2013,8.227918613101792e-08,1.9523875849358774e-09
2014,9.333069073136357e-08,2.5985342766432495e-09
2015,1.0018920448828794e-07,2.21657536769726e-09
2016,1.0563834251797743e-07,2.4856081637381067e-09
2017,8.729170986043755e-08,3.018733707449428e-09
2018,1.053238420922753e-07,2.581466596041082e-09
2019,9.540693923781873e-08,1.7856913725466939e-09
