year,leurs_DET arts_NOUN,leurs_DET parts_NOUN
1800,6.697070524808169e-07,1.6664071722516383e-07
1801,5.810085745849847e-07,8.810375362600098e-08
1802,5.885519556159124e-07,1.7231369042747247e-07
1803,4.797834440850579e-07,1.8723255834629526e-07
1804,6.451530942808148e-07,5.43807232133986e-07
1805,7.078765733581349e-07,2.6154475563089363e-07
1806,5.648071566000112e-07,1.2391177506287931e-07
1807,7.430552741993779e-07,3.1601200589648215e-07
1808,7.387401268488247e-07,4.486826412630762e-07
1809,4.721373887406344e-07,3.4563166195766826e-07
1810,3.9314130306777884e-07,3.1591710580869403e-07
1811,6.117267474792243e-07,2.557218294896302e-07
1812,6.107906767027771e-07,1.9470620316042186e-07
1813,5.780240712738305e-07,4.083553051259514e-07
1814,4.310947678831667e-07,3.209610781595984e-07
1815,4.234641099998271e-07,9.170560133497929e-08
1816,4.403447402268057e-07,4.8669683394564345e-08
1817,6.04066890730337e-07,1.0275364559220179e-07
1818,3.3379297725844026e-07,1.871624846216946e-07
1819,5.247982581835231e-07,1.563008567018187e-07
1820,6.111237560446625e-07,1.3409123766905395e-07
1821,4.4080853101036155e-07,1.9525747063653398e-07
1822,4.661911532366503e-07,1.7945852448519872e-07
1823,3.251403942750031e-07,1.0376821535373892e-07
1824,4.244240940920463e-07,1.625274705929769e-07
1825,5.820398083500322e-07,1.6025906290906278e-07
1826,5.443334156751689e-07,1.268349762995058e-07
1827,5.281497443831995e-07,4.027948250495683e-07
1828,4.356843135155941e-07,2.40314278698861e-07
1829,6.575626281812852e-07,2.486221148956247e-07
1830,4.769634003309875e-07,2.327414421188223e-07
1831,3.788663036630169e-07,2.899964215430373e-07
1832,5.114328511801602e-07,1.894195662544007e-07
1833,5.479056355284229e-07,3.845764524612605e-07
1834,4.6579308410343856e-07,3.920503104382078e-07
1835,3.5697774336540533e-07,2.0722860938349186e-07
1836,3.884593628988853e-07,1.8011610336543527e-07
1837,4.606123740202861e-07,1.6907675615129847e-07
1838,3.017213447975564e-07,1.5275432474481931e-07
1839,2.740658295863341e-07,2.272229409072679e-07
1840,3.293129053894006e-07,1.872688528692379e-07
1841,4.0706278525703965e-07,2.2279303379946214e-07
1842,2.8174712429773763e-07,1.8581894778435526e-07
1843,4.1112101367701825e-07,1.83114238438975e-07
1844,3.8255273260290323e-07,3.6553817039930436e-07
1845,2.6952499787569195e-07,1.8414752389617206e-07
1846,3.653208899834226e-07,1.844167911713157e-07
1847,2.9932391143461246e-07,1.9685266750002484e-07
1848,3.210043532653195e-07,2.0273958512007084e-07
1849,2.279200925769942e-07,2.161889085527946e-07
1850,2.769910292244049e-07,2.3286256123355997e-07
1851,2.702314800817618e-07,2.521730664284405e-07
1852,2.8776610538905345e-07,1.9271215023763943e-07
1853,2.974021926505088e-07,1.4571513418104587e-07
1854,2.317266301066212e-07,1.4288077920809883e-07
1855,2.589785346174267e-07,2.0431707525858656e-07
1856,2.0656985633138447e-07,2.909580416599056e-07
1857,2.1332195121459563e-07,2.445636084758007e-07
1858,2.437050765080606e-07,1.888958962581455e-07
1859,2.9789212807607157e-07,2.69885191528374e-07
1860,2.0002293132925786e-07,1.9178401089448016e-07
1861,2.48531297430965e-07,1.6600192509486078e-07
1862,2.8553672315467793e-07,1.7800866203288024e-07
1863,2.3075148247730937e-07,1.9029505438084016e-07
1864,2.2535221533281913e-07,1.5630813265943289e-07
1865,2.20280310436749e-07,1.402639639991321e-07
1866,1.5034743816588758e-07,2.374419096895508e-07
1867,2.3778775926075468e-07,1.5626052629613696e-07
1868,1.9067913648029844e-07,2.771269294044032e-07
1869,1.7531834206607755e-07,2.2513023623105255e-07
1870,1.8578318261575077e-07,2.557385698764847e-07
1871,1.1577083469660465e-07,3.29256494069341e-07
1872,2.582214007063044e-07,2.588261338587472e-07
1873,1.7898153714668297e-07,2.4662338660164096e-07
1874,1.6967889671093417e-07,2.491412089966616e-07
1875,1.9167115306029103e-07,1.951040786707381e-07
1876,1.831942544328058e-07,2.0375070164391218e-07
1877,2.0409892576012112e-07,2.455371941323392e-07
1878,2.602847164467903e-07,2.0955637580755138e-07
1879,2.034405275352924e-07,1.563987268582423e-07
1880,1.7264006357819994e-07,1.9510252968757413e-07
1881,1.9523021876910462e-07,1.4921165814030246e-07
1882,1.5972924272134037e-07,1.5174278189533652e-07
1883,1.6051121171090088e-07,2.3002394300419837e-07
1884,1.6438224825776615e-07,2.0135175304858421e-07
1885,1.7467672686066749e-07,2.0045926873990538e-07
1886,1.251972037152882e-07,2.1167360841900518e-07
1887,1.9586774158142362e-07,2.1871898070457974e-07
1888,1.084245115912097e-07,2.0099749065138894e-07
1889,1.7918290384777436e-07,2.574971063040721e-07
1890,1.2125615267422063e-07,2.4120143393702165e-07
1891,1.389580031041504e-07,3.0723739996574295e-07
1892,1.209822917402903e-07,2.269201502258511e-07
1893,1.2994259190879376e-07,2.1061784138964867e-07
1894,1.3359262940326744e-07,1.8400494639081444e-07
1895,1.2338159649516456e-07,2.624115893468115e-07
1896,1.2501701873723903e-07,2.777500753836648e-07
1897,8.332200496230513e-08,2.371472476170311e-07
1898,1.1939128796711884e-07,2.0087159668946697e-07
1899,1.5145565512852954e-07,2.3436932394815813e-07
1900,8.720969102427034e-08,2.512469734483602e-07
1901,1.190401378581285e-07,2.3640365043320344e-07
1902,1.016428754496701e-07,2.5042447759915376e-07
1903,9.50438781011087e-08,2.219490511379263e-07
1904,1.3221578143429724e-07,2.6281918508175295e-07
1905,1.2385822306670846e-07,2.3687883299317036e-07
1906,1.301478673165768e-07,2.8498783422037377e-07
1907,1.1622825968338191e-07,2.3451366359950043e-07
1908,1.1050625170483386e-07,2.1315428000434622e-07
1909,8.69155369898067e-08,2.1398825822416256e-07
1910,9.405705458931379e-08,2.688107656467764e-07
1911,7.448523731135026e-08,1.745082727211411e-07
1912,1.0002088524085906e-07,2.099396709809298e-07
1913,1.0659009408442444e-07,2.396951401806291e-07
1914,1.1585366826993848e-07,2.1898351576510322e-07
1915,1.1545146694214026e-07,1.4961567273985565e-07
1916,9.668966782783173e-08,2.2963796197927877e-07
1917,8.77313937053259e-08,2.0397548894379725e-07
1918,9.303964532136888e-08,2.595920989278966e-07
1919,8.1949848795837e-08,3.195123383648024e-07
1920,1.1055458060127421e-07,3.134904034141073e-07
1921,9.693117064557555e-08,2.430851964163594e-07
1922,1.2468711396707022e-07,2.0953336843376746e-07
1923,1.1252905096625909e-07,2.1656533988334559e-07
1924,9.668718092825657e-08,2.2302509705696139e-07
1925,1.2427940410120186e-07,2.672557286587107e-07
1926,7.80229711949687e-08,2.162350796197643e-07
1927,1.4939960779614125e-07,1.9399651307594468e-07
1928,1.0854739307397665e-07,2.7651020673147286e-07
1929,8.466708578680482e-08,3.798878651650739e-07
1930,1.4179864449292978e-07,2.1532387961542554e-07
1931,1.0606981426519724e-07,2.2240445218812965e-07
1932,1.0411560014134125e-07,1.8521616595990054e-07
1933,6.767690918785263e-08,1.4911860546362732e-07
1934,1.114286956038768e-07,1.9290344255296077e-07
1935,9.335261808018913e-08,2.2021643530933943e-07
1936,9.093535879856063e-08,2.7765597110374074e-07
1937,8.561960340713881e-08,2.1782634007649904e-07
1938,6.482606929036905e-08,1.9447821841822588e-07
1939,1.0399954142314982e-07,1.6211693321110943e-07
1940,1.343965010391912e-07,1.2932493120842992e-07
1941,7.083606590185809e-08,2.9219876296338043e-07
1942,9.406056733496371e-08,2.3666851234338537e-07
1943,6.387117701400769e-08,2.177426381422265e-07
1944,1.2210107591670294e-07,2.4741532911320974e-07
1945,1.1328221205531008e-07,2.1131489802428405e-07
1946,1.1415305412043608e-07,3.104406118836778e-07
1947,6.914105465938292e-08,2.956375908524933e-07
1948,7.610321572926182e-08,2.1200180810865277e-07
1949,8.4426268642801e-08,2.856749290458538e-07
1950,1.0422653962116613e-07,2.8183708877804747e-07
1951,7.889437370067753e-08,2.590720669104485e-07
1952,7.27591498161928e-08,2.815462778471556e-07
1953,7.43394120705787e-08,2.499527909094468e-07
1954,7.818028846529046e-08,2.5799494096645503e-07
1955,8.25933454962069e-08,2.609199043490662e-07
1956,9.069987516596711e-08,2.2151699852202e-07
1957,7.156380599226964e-08,2.411965169812902e-07
1958,7.279574276708445e-08,2.920101849213097e-07
1959,7.130687862400009e-08,2.29422141728719e-07
1960,7.958958292419993e-08,2.2146666367461876e-07
1961,7.78193811612482e-08,2.508285490421258e-07
1962,8.815319607613503e-08,2.473362883392838e-07
1963,7.112658551022832e-08,2.5864213171189476e-07
1964,8.821754166055129e-08,2.7499535804054176e-07
1965,8.153344310812827e-08,2.7962141757598147e-07
1966,7.920876576861247e-08,2.1547000983446196e-07
1967,1.1536984922955185e-07,2.1792082804950041e-07
1968,1.167768121090873e-07,1.8908860965893837e-07
1969,8.538504903121691e-08,2.525217439597327e-07
1970,7.771845106363529e-08,3.136330519737385e-07
1971,1.1150322665187673e-07,2.677105044313066e-07
1972,9.798580569153614e-08,2.7241080147177854e-07
1973,7.112032562872628e-08,2.508507748189004e-07
1974,5.62557183059198e-08,3.150320253553218e-07
1975,6.682431896720686e-08,2.621569308303151e-07
1976,6.056338519577764e-08,2.593941133000044e-07
1977,5.5829427136888654e-08,2.3977270302566467e-07
1978,6.891085702065425e-08,2.8871272661490366e-07
1979,6.378650851956991e-08,3.329772937377129e-07
1980,5.5145962907232615e-08,2.5014662696776213e-07
1981,6.009272213169936e-08,2.7832416549244954e-07
1982,8.007677954058323e-08,2.656811091128475e-07
1983,5.999550367619122e-08,2.999775006173877e-07
1984,6.26292886996005e-08,3.2300476959790103e-07
1985,6.316336120804067e-08,3.68753717339132e-07
1986,6.773768662649005e-08,4.160172863976186e-07
1987,5.988600415562928e-08,4.302015099710843e-07
1988,5.75669182323324e-08,4.2755428353302705e-07
1989,6.421102871634332e-08,4.7417375981240184e-07
1990,7.628111675650473e-08,4.053796374137164e-07
1991,4.747786724879077e-08,3.792368090671516e-07
1992,6.777231020826946e-08,4.0498090925211727e-07
1993,5.982344042365639e-08,3.72234751466749e-07
1994,7.80689148327518e-08,3.470901788205083e-07
1995,6.886512282644475e-08,3.904164600498916e-07
1996,5.65837787736001e-08,3.8701168136867636e-07
1997,6.185414025416947e-08,4.161968547577999e-07
1998,6.72306215143692e-08,4.348533764186868e-07
1999,7.358023684789217e-08,3.889241213528294e-07
2000,7.289751802197486e-08,3.6713842632707383e-07
2001,9.419605467853032e-08,3.719648873357073e-07
2002,6.30895898856565e-08,3.5137395570927765e-07
2003,6.25038470980499e-08,3.3585399705771124e-07
2004,7.796480350208412e-08,3.6515720580609923e-07
2005,7.656374578779435e-08,3.022015846454451e-07
2006,8.688748032170679e-08,3.133714301384316e-07
2007,8.668020123892006e-08,2.959909295441321e-07
2008,7.961412284984704e-08,3.205852010523813e-07
2009,7.343016772409783e-08,3.3520393571961904e-07
2010,5.5268379206552254e-08,3.5995302027913567e-07
2011,4.8564443078102926e-08,3.0630016567556595e-07
2012,6.70637801958307e-08,2.434040595744591e-07
2013,5.0204252033392294e-08,2.950894213427091e-07
2014,6.734534219177135e-08,2.841064201675181e-07
2015,6.9600469054798e-08,2.6066925329359947e-07
2016,8.88604909654589e-08,2.5581050522305304e-07
2017,6.263872442957563e-08,3.023764918452798e-07
2018,6.995774493034901e-08,2.3465531739930157e-07
2019,5.637682898296248e-08,2.2703791557887598e-07
