year,six_DET yeux_NOUN,six_DET pieux_NOUN
1906,1.080278771992127e-08,1.5432553013283723e-09
1907,5.142843484406967e-09,2.5714217422034835e-09
1908,9.822778146428846e-09,2.9468334439286537e-09
1909,5.500983391026892e-09,4.950885035270858e-09
1910,1.6566867433454036e-08,1.336037680488289e-08
1911,2.1281496231928543e-08,4.788336838146279e-09
1912,2.4484279492753558e-08,1.0418842455450772e-09
1913,2.598464954317592e-08,1.1666577037772186e-08
1914,1.6072184472193385e-08,0.0
1915,2.709575319670421e-08,2.3561523843085297e-09
1916,3.5159878564172686e-08,1.0987462051303964e-09
1917,2.960934575302332e-08,1.0966424435210342e-09
1918,1.1486376294556067e-08,5.743188147278033e-09
1919,7.366278753639932e-09,3.6831393490643904e-09
1920,1.9687802055301518e-08,2.2716695191604686e-09
1921,1.060184651180407e-08,1.5145494858259667e-09
1922,1.4755870914040514e-08,2.2133805899215986e-09
1923,1.5923922180860473e-08,3.1847844361720945e-09
1924,1.0313299547703991e-08,0.0
1925,2.0896537389347714e-08,1.0998177923937646e-09
1926,1.0031524944054127e-08,0.0
1927,2.2298450641500267e-08,0.0
1928,2.2852082448565625e-08,2.2852082448565625e-09
1929,8.912325322185666e-09,0.0
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,1.3686427990933225e-08,5.7026783295555106e-09
1932,4.7126008873021874e-08,2.1919073223131136e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,1.1981580172459871e-08,2.3963160344919743e-09
1935,5.98414207075848e-09,0.0
1936,8.487299751891442e-09,2.424942913137329e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,2.593042824905467e-08,1.2965214457594243e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,1.2678914584896006e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,0.0
1942,1.8205270180260413e-08,1.2136847082899749e-08
1943,2.6129117092210663e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.3071024262956144e-08,0.0
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,1.1920871401116528e-08,2.3841741914054637e-09
1948,4.022598543151901e-08,2.174377566888097e-09
1949,9.817008428392171e-09,2.945102384188658e-09
1950,5.317680740191122e-08,4.2541445921528975e-09
1951,1.0661401650402524e-08,7.462981344019681e-09
1952,1.7926167217297007e-08,1.0544803918932644e-09
1953,8.619061908632375e-09,1.0773827385790469e-09
1954,6.840775279570721e-09,1.9545072227344917e-09
1955,1.1262729415761896e-08,3.754243138587299e-09
1956,1.1337484284723587e-08,8.72114158667614e-10
1957,1.0602045463770082e-08,0.0
1958,1.4890038368964298e-08,1.6544486891589827e-09
1959,1.7051644762844376e-08,7.750747821333448e-10
1960,5.536666736194462e-09,4.844583401109048e-09
1961,1.1811870370692645e-08,6.948159270159238e-10
1962,9.512934884270408e-09,6.341956404476434e-10
1963,6.466053248388448e-09,0.0
1964,7.30076216148845e-09,1.2167936658258327e-09
1965,1.2585700037703873e-08,2.188817349590977e-09
1966,1.0524241922382771e-08,5.539074976468328e-09
1967,7.3955032653394426e-09,5.423369309198733e-09
1968,1.5719955559490018e-08,2.245707841908029e-09
1969,1.0900218838649778e-08,3.1792304344691047e-09
1970,1.3336302562283464e-08,1.8394900047624674e-09
1971,3.5968783507200897e-09,5.138397263237948e-09
1972,8.721249666887587e-09,2.565073486948677e-09
1973,8.269805840122046e-09,1.6539611902288698e-09
1974,6.750685843659454e-09,3.937900228123681e-09
1975,8.567220266542108e-09,6.282628195464213e-09
1976,1.542652272590317e-08,2.856763492431469e-09
1977,1.704266816560107e-08,0.0
1978,1.6633655786080226e-08,5.940591352171509e-10
1979,9.94835469558808e-09,5.851973350345929e-10
1980,1.0801786187730755e-08,2.2740602734216964e-09
1981,4.427884725544118e-09,1.8976649140967083e-09
1982,9.932003885992913e-09,3.7245013739806154e-09
1983,1.3893695527400496e-08,2.5261264191556165e-09
1984,1.5077422532705498e-08,2.8995041922996734e-09
1985,1.0226448687866707e-08,1.4437339324047116e-08
1986,7.79283104712647e-09,2.3977941854269602e-09
1987,7.3329800009958035e-09,4.277571630240118e-09
1988,3.5979323409485175e-09,2.99827696004229e-09
1989,5.4881220679092735e-09,4.390497743145261e-09
1990,5.44865097484859e-09,4.358920779878872e-09
1991,7.033758464558559e-09,1.7584396161396398e-09
1992,1.1019888557228796e-08,5.509944056569793e-09
1993,1.1078414630105726e-08,1.1078414852150331e-09
1994,7.384897027229442e-09,3.6924485691258724e-09
1995,7.049186012686448e-09,1.626735190995987e-09
1996,8.007137841659073e-09,1.6014276571496566e-09
1997,7.67183128136395e-09,1.438468344439059e-09
1998,7.629006759657386e-09,1.43043876743576e-09
1999,3.656160929565999e-09,4.570201161957499e-10
2000,5.743440834038438e-09,4.4180314962005696e-10
2001,4.3812117267449935e-09,3.066848330846028e-09
2002,7.886198805096e-09,2.6287327870022636e-09
2003,7.917153876935146e-09,1.6667691671301554e-09
2004,1.0571498898492848e-08,1.7619165015858584e-09
2005,8.106749493919096e-09,0.0
2006,6.1768350434476815e-09,1.6471559671771274e-09
2007,5.991719120856942e-09,1.1983438685803094e-09
2008,1.1069343108793817e-08,4.257439678578834e-10
2009,7.629108011997232e-09,1.430457752249481e-09
2010,1.1337103256181535e-08,4.723793023408973e-10
2011,1.1471915639660324e-08,0.0
2012,1.6340413022675193e-08,1.3617010852229328e-09
2013,2.2591913229064176e-08,1.3945624655065103e-09
2014,1.6240838451864192e-08,1.2992671383216248e-09
2015,2.2609069727508313e-08,1.329945265027277e-09
2016,1.7606390345648038e-08,2.278474076078396e-09
2017,1.7106156935398076e-08,2.515611330355938e-10
2018,2.1942467398616827e-08,1.0325866828253538e-09
2019,2.423438338894357e-08,2.55098775436835e-10
