year,trois_DET heureux_ADJ
2001,0.0
2002,0.0
2003,5.416999737661854e-09
2004,1.3214374039449694e-09
2005,2.702249757291497e-09
2006,8.235779835885637e-10
2007,7.988958938831558e-10
2008,1.2772318758180745e-09
2009,2.860915504498962e-09
2010,2.8342759250676863e-09
2011,7.64794394481072e-10
2012,2.7234021704458655e-09
2013,2.7891249310130206e-09
2014,3.681256854903836e-09
2015,3.32486305154589e-09
2016,5.3854840587064245e-09
2017,1.2578056374223934e-09
2018,3.3559066636712487e-09
2019,3.3162841361900064e-09
