year,trois_DET iles_NOUN,trois_DET piles_NOUN
1800,9.432493897065797e-09,3.772997558826319e-08
1801,1.6668277424969347e-08,2.6193008650921e-08
1802,1.1189200677108602e-08,2.2378401354217203e-08
1803,1.950339223455444e-09,2.145373123596528e-08
1804,4.202146608456303e-08,8.157108055684148e-08
1805,2.842877711017877e-09,2.2743021688143017e-08
1806,0.0,6.916005634849398e-08
1807,5.693910232196231e-09,8.54086508184082e-08
1808,0.0,0.0
1809,9.036122294858728e-09,6.7770917766551975e-09
1810,2.3401267590372754e-08,4.680253518074551e-09
1811,2.5070767684098882e-09,5.515568801683912e-08
1812,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,2.5881675469463516e-08
1814,6.293354282149721e-09,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,4.8669683394564345e-08
1817,6.227493631882908e-09,1.0898113522728181e-08
1818,5.9605886892910576e-09,4.768470951432846e-09
1819,0.0,1.1386155129855524e-08
1820,1.1866481131050932e-09,0.0
1821,5.9168927535324656e-09,6.903041693817613e-09
1822,2.0051231786055723e-09,2.4061478143266868e-08
1823,1.9765373782121287e-09,1.087095569118901e-08
1824,5.894778887238772e-09,1.0947446504872005e-08
1825,1.3208164340028361e-08,3.522177216552791e-09
1826,1.4973572604048968e-08,1.4973572604048968e-08
1827,7.373818444733615e-09,1.1060727445055818e-08
1828,1.4675681669906737e-08,1.1006761724274838e-08
1829,1.8860987549551567e-08,2.057562281665426e-08
1830,1.1480519646056564e-08,4.279102583382155e-08
1831,1.5591206103948707e-09,3.1182412207897414e-09
1832,6.764984572527055e-09,1.7588959622116818e-08
1833,5.3284690437749305e-08,1.2741991461950875e-08
1834,1.5868702352150876e-08,1.6802156110884425e-08
1835,1.0588323107185715e-08,1.0588323107185715e-08
1836,8.064900303139666e-09,3.763620171071125e-08
1837,1.8090515530033713e-08,1.6003149028165353e-08
1838,1.641162095111781e-08,1.9567702125300457e-08
1839,1.1885508133246958e-08,1.0487212875887053e-08
1840,1.910906610724794e-08,2.293087852933695e-08
1841,8.988767952189392e-09,5.1364388298225094e-09
1842,7.379091560011375e-09,5.366612043644636e-09
1843,1.6539350833344457e-08,4.252975926988256e-08
1844,1.4819115490283252e-08,2.9089374464774664e-08
1845,2.1204865530144446e-08,2.7901139176833567e-09
1846,8.196301859442201e-09,2.6930706553685013e-08
1847,1.4561703842730367e-08,1.88762818709165e-08
1848,8.849743549088629e-09,2.574470947536156e-08
1849,1.005529792763582e-08,3.016589289472904e-08
1850,1.0862393651223101e-08,1.425689166723032e-08
1851,1.096404567135778e-08,1.676854055610022e-08
1852,1.3672145415810633e-08,1.3021090872200602e-08
1853,1.3735443005202796e-08,1.134667093616315e-08
1854,1.0391328797432209e-08,1.506742641765868e-08
1855,1.539011762474729e-08,1.963566731433275e-08
1856,9.31894050815174e-09,2.8474541557965694e-08
1857,9.763017949637742e-09,3.4658715009072694e-08
1858,6.8511465389775594e-09,2.495774786837046e-08
1859,1.1711999148289465e-08,1.62949542747981e-08
1860,7.781212424395889e-09,1.876645461251769e-08
1861,9.903523834342565e-09,2.3579819541375002e-08
1862,6.776979477596257e-09,4.3824467832465075e-08
1863,5.993545049154392e-09,1.148762801550518e-08
1864,4.315255153208852e-09,5.370095335077707e-08
1865,7.530951029455224e-09,2.0710114512212385e-08
1866,1.897589108068587e-08,2.7733993990253225e-08
1867,1.261730986357179e-08,4.124889763090778e-08
1868,3.4579119567723637e-09,3.6061081232219294e-08
1869,7.813630742425914e-09,2.6371004047121005e-08
1870,6.880858549607183e-09,1.777555080906268e-08
1871,1.0621177271019633e-09,2.442870794538976e-08
1872,1.2094678591978436e-09,1.3304146229131675e-08
1873,2.9930022904522957e-09,3.052862207475471e-08
1874,1.792382742227261e-09,3.525019520722594e-08
1875,5.7215269744226305e-09,4.806082642971887e-08
1876,4.836811839936672e-09,2.781166785759126e-08
1877,5.566334282391949e-09,1.855444864418132e-08
1878,4.227361960484899e-09,3.321498676100987e-08
1879,8.553055264037823e-09,1.710611030603104e-08
1880,8.984984534166074e-09,3.0163878284028556e-08
1881,6.972507682334594e-09,4.113779411563101e-08
1882,1.3310770263785798e-09,4.7253235768707214e-08
1883,7.583206729222525e-09,3.981183382961717e-08
1884,9.242375753615306e-09,4.093052030640365e-08
1885,6.445635580831777e-09,2.5782542323327107e-08
1886,1.548831352060631e-08,1.871504551331782e-08
1887,7.834709492282599e-09,1.6322312390570914e-08
1888,3.1703073499755874e-09,2.8532765483646472e-08
1889,6.265136576200092e-09,3.069916942877171e-08
1890,1.1797895382859025e-08,3.3427369872107704e-08
1891,9.561329838980726e-09,3.633305567518619e-08
1892,5.01480967862733e-09,2.820830502514582e-08
1893,9.237624942759481e-09,1.7859408230069818e-08
1894,4.411077725308132e-09,2.3315694708259116e-08
1895,3.611168697403855e-09,9.629782748987736e-09
1896,1.1794058063507862e-08,1.592197840238896e-08
1897,6.409384800676321e-09,2.3889525024856084e-08
1898,5.092519295146758e-09,1.867257115595322e-08
1899,5.527578395003729e-09,2.266307141951529e-08
1900,1.0901211378033793e-08,1.6092265298084385e-08
1901,7.2653604799022276e-09,3.297355993803208e-08
1902,7.856454264931756e-09,3.5845073576012965e-08
1903,6.480264325148255e-09,2.1600881083827517e-08
1904,5.374625189347171e-09,3.708491291831706e-08
1905,6.708986810544104e-09,1.7546581076999246e-08
1906,5.658603086100555e-09,3.0865107358835076e-08
1907,3.08570607954195e-09,3.2914197145572643e-08
1908,4.4202499438483756e-09,1.964555629285769e-08
1909,1.2652262071366494e-08,3.4106096613584214e-08
1910,6.412980924075384e-09,2.7255168677520203e-08
1911,6.384448858476333e-09,1.3300935464144459e-08
1912,2.083768435579003e-09,2.2400510557574194e-08
1913,1.5908969142053309e-09,2.9166442705452766e-08
1914,2.678697486047099e-09,2.209925398233281e-08
1915,4.712304768617059e-09,3.062998032987707e-08
1916,0.0,2.8567400889301098e-08
1917,3.289927441585405e-09,2.52227767560953e-08
1918,1.1486376294556067e-09,1.722956355365568e-08
1919,1.8415696745321952e-09,2.4861190439651182e-08
1920,3.786115865267448e-09,3.558949046578164e-08
1921,2.2718242842501013e-09,7.572747762196741e-09
1922,1.4755870969551665e-09,1.6231458288551437e-08
1923,3.1847844361720945e-09,1.5923921736771263e-08
1924,3.867487330388997e-09,2.0626599095407983e-08
1925,5.499088961968823e-09,2.6395627239494956e-08
1926,7.802296808634424e-09,2.229227735739414e-08
1927,4.459690061686672e-09,6.689535148041159e-09
1928,3.4278122562625413e-09,6.8556245125250825e-09
1929,6.684243825105796e-09,1.0026365515614089e-08
1930,0.0,1.575540586884472e-08
1931,1.1405356659111021e-09,2.2810713318222042e-08
1932,7.6716757391182e-09,1.753525857850491e-08
1933,2.2941324395731044e-09,1.491186085722518e-08
1934,2.3963160344919743e-09,2.036868629318178e-08
1935,5.98414207075848e-09,2.6330225999515733e-08
1936,1.2124714565686645e-09,2.7886843056990074e-08
1937,3.777335444432595e-09,1.0072894518486919e-08
1938,3.889564337278273e-09,1.2965214124527336e-08
1939,3.058810094103137e-09,2.4470480752825097e-08
1940,7.607348750937604e-09,2.028626333583361e-08
1941,5.9030051957620344e-09,2.3612020783048138e-08
1942,0.0,2.730790527039062e-08
1943,2.9032352077962287e-09,2.3225881884414434e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,0.0,1.9606536838523425e-08
1946,5.568441707737293e-09,2.5057987684817817e-08
1947,7.152522574216391e-09,1.1920871179071924e-08
1948,5.435943917220243e-09,1.8482209318548826e-08
1949,3.9268033269479474e-09,2.846932467548413e-08
1950,1.0635361480382244e-09,1.701657836861159e-08
1951,5.3307008807124134e-09,2.0256663124662566e-08
1952,3.163441175679793e-09,1.8980646387944944e-08
1953,4.3095309543161875e-09,2.0470272810158008e-08
1954,8.795282502305213e-09,3.3226621232174125e-08
1955,9.385607846468247e-10,3.941955162289901e-08
1956,8.72114158667614e-10,2.52913103793162e-08
1957,2.6505113104313693e-09,3.003912896204497e-08
1958,2.4816730892496253e-09,3.557064731651849e-08
1959,3.8753737996444215e-09,2.4802393472356243e-08
1960,6.920833350854139e-10,3.3220000528189075e-08
1961,6.948159270159238e-10,2.153929301584867e-08
1962,1.2683912808952869e-09,2.4099435003144265e-08
1963,2.5864212993553792e-09,2.3277791916243018e-08
1964,3.650380941966347e-09,1.216793682479178e-08
1965,3.283225968875314e-09,2.5171399187229326e-08
1966,1.1078149508847446e-09,2.6587559154300777e-08
1967,1.4791006197611978e-09,2.169347701475033e-08
1968,2.6948494546985557e-09,1.5719955115400808e-08
1969,9.083515606356229e-10,1.9075382107214267e-08
1970,6.438214850135182e-09,2.2533753363251918e-08
1971,2.5691987426412766e-09,1.6442872285971077e-08
1972,4.104117490300041e-09,1.898154344814884e-08
1973,1.6539611902288698e-09,1.598829119098255e-08
1974,3.937900228123681e-09,1.8564387360697765e-08
1975,5.711480177694739e-09,1.3707552426467373e-08
1976,7.427584713948221e-09,7.427584713948221e-09
1977,3.526069214387917e-09,2.174409347022177e-08
1978,3.5643548113029055e-09,1.1881182260253809e-08
1979,2.3407893401383717e-09,1.8141117053005473e-08
1980,2.2740603289328476e-09,2.0466541794661453e-08
1981,3.795329661659963e-09,1.2651099334792804e-08
1982,3.7245013739806154e-09,1.6760255960868164e-08
1983,8.841442245000053e-09,8.841442245000053e-09
1984,5.219107646059484e-09,1.2757819078945687e-08
1985,4.210890747202711e-09,1.6242006850575308e-08
1986,4.196139768986029e-09,1.558566253834215e-08
1987,2.4443267410134695e-09,2.810975807676641e-08
1988,2.3986214681137596e-09,1.7390005768724848e-08
1989,3.2928733073589456e-09,1.8659615741434266e-08
1990,2.179460389939436e-09,2.7243254763220648e-08
1991,2.9307325455363298e-09,2.403200716205589e-08
1992,8.264916306899295e-09,8.815910279569295e-09
1993,2.2156829704300662e-09,1.661762283333701e-08
1994,1.0549853213248639e-09,2.37371702294098e-08
1995,1.626735190995987e-09,1.626735190995987e-08
1996,1.6014276571496566e-09,9.608566164942545e-09
1997,5.753873377756236e-09,1.5343662451705598e-08
1998,1.43043876743576e-09,1.8118890277030175e-08
1999,1.8280804925385752e-09,1.919484465817689e-08
2000,0.0,1.3254094932690919e-08
2001,1.3143635346768434e-09,1.3143635069212678e-08
2002,1.7524885431718928e-09,1.3581786362237835e-08
2003,1.2500769308587678e-09,9.58392298855415e-09
2004,8.809582507929292e-10,2.290491477041634e-08
2005,1.3511248786457486e-09,1.9816498664226856e-08
2006,1.2353669198716943e-09,2.3060184151102447e-08
2007,7.988958938831558e-10,1.477957436990529e-08
2008,4.257439678578834e-10,1.8306990035021897e-08
