year,deux_DET artisans_NOUN,deux_DET partisans_NOUN
1935,2.8723881051462286e-08,3.949533677882755e-08
1936,2.9099315401737158e-08,2.424942868728408e-08
1937,2.0145789036973838e-08,2.1404900518717795e-08
1938,2.5930428804166183e-08,2.722695080503712e-08
1939,1.5294050470515685e-08,2.7529290846928234e-08
1940,1.7750480196809804e-08,3.296517903095264e-08
1941,1.4757512545315876e-08,4.7224041566096275e-08
1942,5.158159943619012e-08,3.034211815133858e-08
1943,3.1935586841669306e-08,2.0322646676618206e-08
1944,3.213186161588055e-08,2.2492303131116387e-08
1945,3.921307367704685e-08,2.6142048081823077e-08
1946,2.7842208538686464e-08,2.5057987684817817e-08
1947,2.3841741692010032e-08,3.218635202806297e-08
1948,3.152847383169899e-08,4.240036144409487e-08
1949,2.4542521348536184e-08,2.5524220959027843e-08
1950,3.828730044119766e-08,2.9779012811204097e-08
1951,2.7719644801749155e-08,2.2388944032059044e-08
1952,3.6906814271375765e-08,2.1089608281954497e-08
1953,3.1244100195948477e-08,2.9089334940834988e-08
1954,2.9317608785106586e-08,3.420387795216584e-08
1955,1.2201290200408721e-08,3.660387015713695e-08
1956,2.4419195998603982e-08,1.22095984433912e-08
1957,2.1204090927540165e-08,2.3854601849393475e-08
1958,2.233505791426893e-08,2.0680608336931527e-08
1959,2.8677766494844548e-08,2.6352543258667538e-08
1960,3.9448751598669674e-08,2.560708367571607e-08
1961,2.501337403870707e-08,1.7370398786020758e-08
1962,2.1562651220108364e-08,3.614915256022755e-08
1963,3.9442925814370255e-08,2.9097239950814924e-08
1964,2.8594651535485127e-08,2.190228598486499e-08
1965,2.0793764043958163e-08,1.0615764356458612e-07
1966,2.4371928697419776e-08,3.323444808245313e-08
1967,2.859594605553184e-08,2.662381115570156e-08
1968,2.874506210837069e-08,3.458390196442451e-08
1969,3.179230456673565e-08,3.0429776476381676e-08
1970,2.4373242313302512e-08,2.161400769473687e-08
1971,2.8261185502920227e-08,2.8261186280076345e-08
1972,3.437198470290781e-08,3.4884998001416534e-08
1973,2.701469870025619e-08,3.748978461004526e-08
1974,2.8690415820875614e-08,2.0814615142583648e-08
1975,4.2264955091297907e-08,4.0551508817543436e-08
1976,3.999468645154991e-08,2.6853576695629044e-08
1977,3.6436048844734614e-08,2.4094804818020066e-08
1978,5.0495025938346316e-08,3.3267311683182754e-08
1979,3.160065564777881e-08,2.0481906837233055e-08
1980,3.752199573270332e-08,2.274060251217236e-08
1981,4.807417819385762e-08,2.5302199002652515e-08
1982,5.4005269145562806e-08,3.0416761775953205e-08
1983,3.5365771422490866e-08,2.084054351314535e-08
1984,5.6250383240197266e-08,3.247444735343663e-08
1985,4.6319795554694565e-08,3.2484012812972196e-08
1986,3.7165809541050976e-08,2.2179595993154777e-08
1987,4.522004326545925e-08,2.0165694891716157e-08
1988,5.996553986697961e-08,2.1587593712624198e-08
1989,3.841685658478866e-08,2.579417435200071e-08
1990,3.705082707305962e-08,2.9967580861267606e-08
1991,3.5754939453624957e-08,3.22380568906766e-08
1992,3.636563150610783e-08,4.077358695120381e-08
1993,4.763718219891189e-08,5.760775856344935e-08
1994,3.692448635739254e-08,3.006708082509135e-08
1995,3.795715630694474e-08,2.4943273557731516e-08
1996,3.843426332750255e-08,2.7758080278772468e-08
1997,2.972834556302928e-08,4.123609320672017e-08
1998,4.577404055794432e-08,2.1456580512335677e-08
1999,3.701862927307786e-08,2.376504681933511e-08
2000,4.5063921483290414e-08,2.8275402019772855e-08
2001,4.0307149840046463e-08,2.234418089441803e-08
2002,4.4688458933350717e-08,1.8401130397194265e-08
2003,5.08364577100906e-08,2.4168153367476464e-08
2004,2.7309706163158864e-08,3.920264224355208e-08
2005,3.467887044195095e-08,2.386987363323101e-08
2006,4.941467857122461e-08,2.4707340173790726e-08
2007,3.634976275534996e-08,2.6763011806707482e-08
2008,3.320803010353757e-08,3.1079310236492574e-08
2009,3.7191902446664926e-08,2.6225059679418905e-08
2010,2.3146586536348934e-08,2.1257068327784623e-08
2011,2.4855818292479626e-08,2.5238214851341922e-08
2012,2.4851044777562947e-08,1.838296492806535e-08
2013,2.4544299703777028e-08,1.840822561050004e-08
2014,2.2953718592511052e-08,3.0965865871479537e-08
2015,2.327404191593274e-08,1.5294370436791382e-08
2016,1.9263463268970327e-08,2.1334802147165988e-08
2017,2.389830733307008e-08,1.509366764906872e-08
2018,1.8844706461962346e-08,1.7295826770791223e-08
2019,2.2958889900337454e-08,1.2754938882864053e-08
