year,mêmes_ADJ artisans_NOUN,mêmes_ADJ partisans_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,1.3427040812530322e-08,0.0
1803,9.751696339321825e-09,3.900678446910888e-09
1804,2.4718509461507665e-09,1.2359254952798437e-08
1805,0.0,5.685755422035754e-09
1806,0.0,1.729001475325731e-08
1807,0.0,0.0
1808,4.5321479902327155e-09,1.1330369531492579e-08
1809,0.0,1.129515236897305e-08
1810,0.0,0.0
1811,5.0141535368197765e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,3.236668177919455e-08
1816,0.0,2.3176038865813098e-09
1817,9.341240669868967e-09,1.5568733857662664e-08
1818,0.0,9.536941902865692e-09
1819,5.175524897538253e-09,1.2421260464634543e-08
1820,0.0,2.1359666035891678e-08
1821,1.0847637454958203e-08,6.903041693817613e-09
1822,2.0051231786055723e-09,6.015369535816717e-09
1823,9.882686891060644e-10,3.9530747564242574e-09
1824,8.421112696055388e-10,4.210556348027694e-09
1825,0.0,1.7610886970942374e-08
1826,8.807984341885344e-10,1.145037931138404e-08
1827,1.8434546111834038e-09,6.452091305675367e-09
1828,9.172301251858528e-10,1.9261833017480967e-08
1829,8.573175946935407e-09,1.800366966620004e-08
1830,4.174734336004349e-09,6.262101504006523e-09
1831,0.0,0.0
1832,1.3529969367098715e-09,0.0
1833,0.0,0.0
1834,0.0,8.401078055442213e-09
1835,1.5126175867408165e-09,2.8739734148075513e-08
1836,3.36037508930076e-09,1.008112526790228e-08
1837,6.957890930081589e-10,4.87052354003481e-09
1838,0.0,8.837027110075724e-09
1839,0.0,2.0974426639952526e-09
1840,0.0,1.0828470564661075e-08
1841,4.494383976094696e-09,1.926164561183441e-09
1842,1.2074877098200432e-08,1.0733224087289273e-08
1843,4.7255288571079745e-09,1.063243981747064e-08
1844,9.879410178825765e-09,4.390849017710252e-09
1845,1.674068439427856e-09,3.348136878855712e-09
1846,0.0,6.439951683034906e-09
1847,5.393223645455691e-10,1.941560512364049e-08
1848,8.045221711050488e-10,1.6090443422100975e-09
1849,0.0,3.3517659758786067e-09
1850,1.6972489191857676e-08,7.467895635215882e-09
1851,0.0,3.2247193804124663e-09
1852,2.6042181744401205e-09,4.557382027314816e-09
1853,1.1943863675867306e-09,2.9859659189668264e-09
1854,4.1565315633818045e-09,7.79349651480743e-09
1855,1.0613874223963649e-09,1.0613874223963649e-08
1856,0.0,1.0354378687793542e-08
1857,3.905207268672939e-09,2.9289055625270066e-09
1858,0.0,7.829881631948865e-09
1859,9.675129142294736e-09,2.953460587207246e-08
1860,9.612086238064421e-09,7.781213007262977e-09
1861,0.0,5.187560159214399e-09
1862,1.8071945051545413e-09,1.0843167252971853e-08
1863,4.994620828036034e-10,0.0
1864,1.9178911792039344e-09,9.589455896019672e-10
1865,1.2237795665726026e-08,6.118897832863013e-09
1866,2.919367858567057e-09,2.919367858567057e-09
1867,3.88224918879132e-09,2.91168689159349e-09
1868,0.0,1.4819622196071691e-09
1869,4.883519144627257e-10,9.278686263769487e-09
1870,1.1468097582678638e-09,8.601073631098188e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,4.23313739617015e-09,1.269941218851045e-08
1873,4.788803575905831e-09,5.387403856360606e-09
1874,0.0,7.766991494406739e-09
1875,1.1443054281912168e-09,7.437985338754061e-09
1876,6.04601479992084e-10,4.836811839936672e-09
1877,3.710889595609501e-09,0.0
1878,6.039088673581716e-10,8.4547240319921e-09
1879,3.665595160740054e-09,1.2829582729523281e-08
1880,6.417846254436199e-10,2.5671385017744797e-09
1881,0.0,3.4862537301449947e-09
1882,6.655385131892899e-10,2.6621540527571597e-09
1883,0.0,7.58320695126713e-09
1884,6.601696966868076e-10,6.601696966868076e-09
1885,1.2246707647989297e-08,6.445635691854079e-10
1886,1.355227396970804e-08,4.5174246565693466e-09
1887,8.48760173255414e-09,1.9586774424595887e-09
1888,3.804368819970705e-09,5.07249175996094e-09
1889,4.385595886446936e-09,8.14467782106476e-09
1890,1.3764211992395303e-08,7.209825181320184e-09
1891,3.824531802365527e-09,2.5496880162734215e-09
1892,6.268512375839919e-10,6.268512375839919e-09
1893,1.0469308087124318e-08,8.005941687372342e-09
1894,1.8904617871129403e-09,2.520615716150587e-09
1895,6.6204757231957956e-09,1.6852119699706236e-08
1896,0.0,5.897029087265082e-09
1897,1.7480140668268973e-09,2.9133566670225264e-09
1898,3.960848538042683e-09,4.52668391659472e-09
1899,7.738609753005221e-09,2.2110313580014918e-09
1900,1.142031713641245e-08,2.07642125715779e-09
1901,7.824234593556412e-09,6.147612641171918e-09
1902,4.910283846193408e-10,6.38336894454028e-09
1903,8.640352433531007e-09,1.0800440541913758e-08
1904,3.7622376325430196e-09,1.3436562973367927e-08
1905,3.6125313851442797e-09,5.160758931310738e-09
1906,3.600929110447737e-09,0.0
1907,3.0857059130084963e-09,6.1714118260169926e-09
1908,2.4556945366072114e-09,0.0
1909,7.151278680339601e-09,6.60118004702781e-09
1910,9.085056262847502e-09,1.7101282168141552e-08
1911,6.384448969498635e-09,2.128149656499545e-09
1912,5.209421227725386e-10,8.856016364688912e-09
1913,4.772690687104841e-09,2.121195885607108e-09
1914,6.696743604095445e-09,1.3393487430235496e-09
1915,4.712304768617059e-09,1.1780762143587253e-08
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,1.2063066989753679e-08,3.289927441585405e-09
1918,1.722956355365568e-08,3.44591288836682e-09
1919,1.5653341733923298e-08,6.4454939163738345e-09
1920,1.4387239843927091e-08,9.843901693784574e-09
1921,6.058197943303867e-09,5.300923255902035e-09
1922,1.1804696775641332e-08,3.6889677978990676e-09
1923,1.4862327368803108e-08,5.307974060286824e-09
1924,6.445812328337297e-09,5.156649773851996e-09
1925,8.798542339150117e-09,4.399271169575059e-09
1926,6.687683296036084e-09,4.458455382660986e-09
1927,5.574612327308159e-09,1.1149224654616319e-08
1928,1.5996457491951332e-08,4.570416489713125e-09
1929,2.2280812750352652e-09,8.912325100141061e-09
1930,4.201441416995522e-09,2.10072066408884e-08
1931,2.2810713318222042e-09,7.983749661377715e-09
1932,7.6716757391182e-09,3.287861094491973e-09
1933,5.735331320977366e-09,2.2941324395731044e-09
1934,1.0783422155213884e-08,1.0783422155213884e-08
1935,8.377798899061872e-09,1.0771455727365264e-08
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,1.0072894518486919e-08,3.777335333410292e-09
1938,7.779128452511941e-09,6.482607339819424e-09
1939,1.2235240376412548e-08,6.117620188206274e-09
1940,1.5214697057785997e-08,1.0143131667916805e-08
1941,1.4757512545315876e-08,1.7709016475464523e-08
1942,2.4273694165799498e-08,1.2136847082899749e-08
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,0.0
1946,6.960552134671616e-09,5.568441707737293e-09
1947,4.7683483828109274e-09,4.7683483828109274e-09
1948,1.9569398546082084e-08,1.195907639583993e-08
1949,1.3743811422273211e-08,6.8719057111366055e-09
1950,4.2541445921528975e-09,6.381216888229346e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,5.272402070488624e-09,2.1089607837865287e-09
1953,1.723812381726475e-08,1.8315507332999914e-08
1954,8.795282724349818e-09,7.818028890937967e-09
1955,7.508486277174597e-09,7.508486277174597e-09
1956,6.976913269340912e-09,2.616342476002842e-09
1957,1.1485549400447326e-08,6.184526224473075e-09
1958,5.790570245522986e-09,4.1361216673863055e-09
1959,2.4802393028267034e-08,7.750747599288843e-09
1960,1.1765417085030094e-08,4.844583401109048e-09
1961,7.64297514166401e-09,6.25334317660986e-09
1962,1.6489087428794846e-08,7.610347907416326e-09
1963,1.0992290633282664e-08,7.1126584622049904e-09
1964,1.6426714211092985e-08,1.0951143103454797e-08
1965,5.47204326295514e-09,4.924839203113152e-09
