year,mêmes_ADJ artisans_NOUN,mêmes_ADJ partisans_NOUN
1966,7.754704434148607e-09,4.431259803538978e-09
1967,1.0846738618397467e-08,5.423369309198733e-09
1968,8.982831367632116e-09,7.186265360559219e-09
1969,1.3625273354023193e-08,5.904285060864822e-09
1970,9.657322941336588e-09,4.598724956395017e-09
1971,6.679916619845017e-09,3.5968783507200897e-09
1972,6.156176013405457e-09,5.130146973897354e-09
1973,1.268036875501366e-08,7.718485406371656e-09
1974,1.0688586016271984e-08,3.937900228123681e-09
1975,1.3707552426467373e-08,7.4249242310031605e-09
1976,1.542652228181396e-08,2.856763492431469e-09
1977,1.645498848290572e-08,5.876781727920388e-09
1978,2.7920778578049976e-08,4.158414057542359e-09
1979,9.363157360553487e-09,7.607565244427406e-09
1980,9.664756106531058e-09,4.548120546843393e-09
1981,1.0753434587229549e-08,9.488323904349727e-09
1982,2.296775925003658e-08,5.586751949948621e-09
1983,1.9577479193344516e-08,7.57837881337764e-09
1984,9.278413592994639e-09,5.219107812592938e-09
1985,2.5866899733273385e-08,4.210890747202711e-09
1986,1.978180286243969e-08,8.392279760016663e-09
1987,2.810975807676641e-08,7.944062296871834e-09
1988,1.8589316752581908e-08,9.594486094499644e-09
1989,1.0976243913773942e-08,6.036934507847036e-09
1990,1.8525414091641323e-08,7.083246433836621e-09
1991,1.875668864670388e-08,9.37834432335194e-09
1992,1.652983172562017e-08,1.4876849085965205e-08
1993,2.2156829260211452e-08,4.4313659408601325e-09
1994,7.912389854425328e-09,4.747434001473039e-09
1995,1.0302656505700725e-08,5.4224509327127635e-09
1996,1.6014276127407356e-08,3.736664311304594e-09
1997,1.2946214766884623e-08,4.794894259418925e-09
1998,1.5258013519314773e-08,4.291316191284977e-09
1999,1.416762351880152e-08,5.484241505371301e-09
2000,1.8113929911578452e-08,5.743440834038438e-09
2001,1.7086726700199506e-08,3.5049694258049158e-09
2002,1.927737436346888e-08,9.200564754507923e-09
2003,1.4584229823810801e-08,3.7502307925763034e-09
2004,9.250062049659391e-09,1.0571499231559756e-08
2005,2.1167622321627277e-08,8.557123898356167e-09
2006,1.729513776638214e-08,4.529678854225949e-09
2007,1.3980677948666198e-08,7.190063211481856e-09
2008,9.79211112195344e-09,9.366367237362283e-09
2009,1.3827758493789588e-08,8.105927484791664e-09
2010,9.919965293647692e-09,2.3618964561933353e-09
2011,6.883149605840799e-09,2.2943831279320648e-09
2012,1.191488419038933e-08,2.7234021704458655e-09
2013,6.414987652192394e-09,3.0680376017500066e-09
2014,4.547434873103384e-09,3.4647122948427977e-09
2015,6.64972610309178e-09,1.994917786518613e-09
2016,1.0770968117412849e-08,2.6927420293532123e-09
2017,5.0312225496895735e-09,1.509366853724714e-09
2018,5.421080029321956e-09,3.872199894061623e-09
2019,6.377469219387422e-09,2.2958890344426663e-09
