year,seuls_ADJ airs_NOUN,seuls_ADJ pères_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,7.143547753329926e-09
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,5.685755510853596e-08
1806,0.0,1.4408345627714425e-08
1807,0.0,1.9928686256776018e-08
1808,0.0,1.3596443970698147e-08
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,1.0668832928217853e-08
1813,2.8757416448144113e-09,1.1502966579257645e-08
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.0729059418679299e-08,2.384235475716423e-09
1819,3.1053151161586356e-09,1.449147024601416e-08
1820,0.0,0.0
1821,0.0,0.0
1822,9.023054303725075e-09,6.015369535816717e-09
1823,0.0,2.9648061783404955e-09
1824,4.210556348027694e-09,4.210556348027694e-09
1825,2.641632912414593e-09,1.7610886970942374e-08
1826,0.0,6.1655889282974385e-09
1827,0.0,7.373818444733615e-09
1828,0.0,9.172301251858528e-09
1829,0.0,1.0287811325060403e-08
1830,7.305785310052215e-09,4.174734336004349e-09
1831,0.0,0.0
1832,0.0,1.0823975493678972e-08
1833,0.0,2.3167257001688313e-09
1834,0.0,1.120143755528602e-08
1835,0.0,4.5378527602224494e-09
1836,0.0,2.016225053580456e-08
1837,8.349468672008697e-09,3.478945576063097e-09
1838,6.312161904276081e-10,8.2058102535143e-09
1839,0.0,2.0974426639952526e-09
1840,0.0,7.0066574764382494e-09
1841,0.0,5.778493683550323e-09
1842,0.0,6.708265054555795e-10
1843,5.906911071384968e-10,5.31621990873532e-09
1844,4.9397050894128824e-09,2.030767687344337e-08
1845,5.580227946389016e-10,2.790113973194508e-09
1846,4.0981511517657054e-09,2.3418005312692003e-09
1847,5.393223645455691e-10,6.47186837454683e-09
1848,4.82713291560799e-09,0.0
1849,0.0,0.0
1850,0.0,2.7155984128057753e-09
1851,0.0,6.449438760824933e-10
1852,7.812654523320361e-09,2.6042181744401205e-09
1853,0.0,6.569124799682413e-09
1854,0.0,6.754363734984281e-09
1855,0.0,8.491099379170919e-09
1856,5.177189232874468e-10,2.588594560926083e-09
1857,5.369659827891837e-09,3.905207379695241e-09
1858,0.0,5.3830435664536935e-09
1859,0.0,1.5276520048956854e-09
1860,0.0,3.661747127736703e-09
1861,0.0,4.715963730639317e-10
1862,0.0,1.355395928825942e-08
1863,0.0,7.4919311865429e-09
1864,0.0,2.397363974004918e-09
1865,0.0,5.177528850097701e-09
1866,4.865612912574591e-10,7.298419646417642e-09
1867,2.426405742994575e-09,7.279217228983725e-09
1868,0.0,2.469937032678615e-09
1869,0.0,3.906815315701806e-09
1870,0.0,2.8670243956696595e-09
1871,0.0,2.1242354542039266e-09
1872,0.0,4.233137618214755e-09
1873,0.0,5.986004469882289e-10
1874,0.0,2.3898436563030145e-09
1875,0.0,1.1443054281912168e-09
1876,0.0,3.02300739996042e-09
1877,0.0,3.7108897066318036e-09
1878,0.0,9.662541766708443e-09
1879,0.0,3.054662633950045e-09
1880,0.0,5.776061628992579e-09
1881,2.7890030285249168e-09,6.2752569807145164e-09
1882,0.0,1.9966155395678697e-09
1883,0.0,3.159669414998234e-09
1884,0.0,6.601696966868076e-10
1885,0.0,3.8673814151124475e-09
1886,0.0,7.744156649280853e-09
1887,0.0,1.3057849246322917e-09
1888,0.0,6.34061492199578e-09
1889,6.265136742733546e-10,5.6386229019267375e-09
1890,0.0,2.6217545912032847e-09
1891,0.0,9.561330394092238e-09
1892,0.0,6.268512375839919e-09
1893,0.0,2.4633666773077323e-09
1894,0.0,8.82215478448245e-09
1895,6.018614495673091e-10,1.2037228991346183e-09
1896,0.0,0.0
1897,0.0,1.7480140668268973e-09
1898,1.6975064687230201e-09,3.960848315998078e-09
1899,0.0,1.1055156790007459e-09
1900,0.0,6.22926377147337e-09
1901,0.0,3.353243294146324e-09
1902,9.820567692386817e-10,9.820567692386817e-10
1903,5.400220270956879e-10,6.480264325148255e-09
1904,0.0,1.0749250378694342e-09
1905,5.160759042333041e-10,5.160759153355343e-09
1906,1.5432553013283723e-09,4.115347562727578e-09
1907,0.0,2.057137349353866e-09
1908,3.929111258571538e-09,2.9468334439286537e-09
1909,2.7504918342913243e-09,4.400786846048277e-09
1910,8.01622590529405e-09,6.947395991829808e-09
1911,4.25629931299909e-09,4.25629931299909e-09
1912,7.293189607793238e-09,4.167536982180309e-09
1913,2.6514948014977335e-09,5.833288740930698e-09
1914,2.678697486047099e-09,8.036092680185902e-09
1915,0.0,8.246533456102156e-09
1916,0.0,2.197492410260793e-09
1917,0.0,3.289927441585405e-09
1918,2.2972752589112133e-09,1.378365155346728e-08
1919,0.0,5.524709134618888e-09
1920,2.2716695191604686e-09,3.786115865267448e-09
1921,0.0,0.0
1922,1.4755870969551665e-09,0.0
