year,débuts_NOUN heureux_ADJ
1957,3.534015080575159e-09
1958,2.4816730892496253e-09
1959,3.100299128533379e-09
1960,7.61291657491725e-09
1961,1.320150300188061e-08
1962,8.8787386332001e-09
1963,9.69907976156037e-09
1964,5.475571551727398e-09
1965,6.5664522708175355e-09
1966,7.200797291773142e-09
1967,1.035370456037299e-08
1968,6.737123720013116e-09
1969,7.720988265402795e-09
1970,6.438214850135182e-09
1971,7.707596449968435e-09
1972,1.3851396474251487e-08
1973,1.2129048487796723e-08
1974,5.063014507644681e-09
1975,6.282628195464213e-09
1976,3.4281160132820787e-09
1977,4.11374712072643e-09
1978,7.72276909088987e-09
1979,4.096381456264453e-09
1980,4.548120546843393e-09
1981,3.1627747087981106e-09
1982,6.207502289967692e-10
1983,2.5261264191556165e-09
1984,4.639206629963866e-09
1985,7.2186697730458604e-09
1986,2.997242676272549e-09
1987,6.721898593298192e-09
1988,4.197587610832443e-09
1989,6.585746614717891e-09
1990,8.172976073694826e-09
1991,3.5168792322792797e-09
1992,3.856960972825618e-09
1993,3.323524566667402e-09
1994,4.2199412852994556e-09
1995,4.880205572987961e-09
1996,9.074756723848054e-09
1997,4.315404922294874e-09
1998,5.2449422582867555e-09
1999,5.484241505371301e-09
2000,7.510653543540968e-09
2001,1.3143635069212678e-09
2002,5.6955880012310445e-09
2003,4.166922806803086e-09
2004,2.2023955992267474e-09
2005,5.854874474131577e-09
2006,4.529678854225949e-09
2007,3.994479413904628e-09
2008,5.108927586539025e-09
2009,4.76819250749827e-09
2010,4.2514138876015295e-09
2011,4.206369030868018e-09
2012,3.063827413996023e-09
2013,3.3469500504423877e-09
2014,3.2481677347817595e-09
2015,3.768178213903184e-09
2016,6.8354220061905835e-09
2017,2.5156112748447867e-09
2018,7.744399788123246e-09
2019,1.7856913725466939e-09
