year,longs_ADJ anneaux_NOUN,longs_ADJ panneaux_NOUN
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,1.407841132561316e-08,1.8771215692936494e-09
1956,8.72114114258693e-09,8.72114114258693e-09
1957,7.068030161150318e-09,6.184526224473075e-09
1958,1.8198935691771112e-08,2.4816730892496253e-09
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,7.612916519406099e-09,6.2287499602575735e-09
1961,1.250668635321972e-08,6.948159270159238e-10
1962,6.976152100435229e-09,2.5367825617905737e-09
1963,1.0345685197421517e-08,2.5864212993553792e-09
1964,7.300761772910391e-09,3.6503808864551957e-09
1965,1.0396882466068291e-08,4.924839203113152e-09
1966,9.970334780007306e-09,6.092982118843793e-09
1967,8.874604162656397e-09,1.9721342336964653e-09
1968,1.4372530721118437e-08,8.982831367632116e-09
1969,1.2716921737876419e-08,4.5417578031781147e-10
1970,9.657322941336588e-09,2.7592350626548523e-09
1971,1.1304474689666222e-08,6.166076982339064e-09
1972,1.0260293947794707e-08,2.0520587451500205e-09
1973,1.1026407342740185e-08,4.9618833486420044e-09
1974,4.500457340128605e-09,9.00091468025721e-09
1975,6.282628195464213e-09,2.8557400888473694e-09
1976,3.9994687561772935e-09,1.7140580066410394e-09
1977,4.11374712072643e-09,2.938390863960194e-09
1978,7.72276909088987e-09,8.910887139279566e-09
1979,4.681578680276743e-09,8.192762912528906e-09
1980,5.6851505725319385e-09,6.822181042309694e-09
1981,6.325549417596221e-09,7.590659656386833e-09
1982,6.2075020679230875e-09,6.2075020679230875e-09
1983,6.315316047889041e-10,4.4207211225000265e-09
1984,5.219107812592938e-09,7.538710988796993e-09
1985,4.210890747202711e-09,5.414002135495366e-09
1986,2.997242676272549e-09,3.5966913891627428e-09
1987,4.888653482026939e-09,2.4443267410134695e-09
1988,4.797243047249822e-09,2.398621523624911e-09
1989,7.683371272548811e-09,1.0976244357863152e-09
1990,3.814055737905164e-09,1.6345953479657283e-09
1991,1.7584396161396398e-09,4.68917216167597e-09
1992,7.162927584403178e-09,5.509944167592096e-10
1993,5.539207315052863e-09,3.877445031719162e-09
1994,4.2199412852994556e-09,5.802419433820205e-09
1995,1.626735190995987e-09,4.337960657352369e-09
1996,3.2028553142993132e-09,3.736664311304594e-09
1997,7.192341833217597e-09,3.3564262480467733e-09
1998,7.629006759657386e-09,6.198567881199324e-09
1999,2.7421207526856506e-09,5.484241505371301e-09
2000,2.6508188977203417e-09,2.6508188977203417e-09
2001,2.190605918883648e-09,5.695575122643959e-09
2002,4.81934359086722e-09,5.257465574004527e-09
2003,2.083461403401543e-09,4.583615265119079e-09
2004,2.642874807889939e-09,2.642874807889939e-09
2005,3.602999676388663e-09,5.404499514582994e-09
2006,1.4824403926638752e-08,4.529678854225949e-09
2007,7.190063211481856e-09,3.1955835755326234e-09
2008,5.960415716543821e-09,3.8316958494988285e-09
2009,4.291373478793048e-09,1.907277002999308e-09
2010,6.613310343794865e-09,3.7790344187271785e-09
2011,4.206369030868018e-09,7.647943611743813e-09
2012,1.0893608681783462e-08,9.19148224198807e-09
2013,9.483025031897796e-09,5.578249862026041e-09
2014,8.012147389990787e-09,7.362513709807672e-09
2015,1.219116452233493e-08,5.098123256885856e-09
2016,1.677785377296459e-08,3.314144070287739e-09
2017,6.037467414898856e-09,5.0312225496895735e-09
2018,1.4972506789945328e-08,4.130346731301415e-09
2019,9.94885240857002e-09,4.591778068885333e-09
