year,longs_ADJ anneaux_NOUN,longs_ADJ panneaux_NOUN
1800,1.2576657582030748e-07,0.0
1801,2.3811825844433088e-09,0.0
1802,6.265952379180817e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,5.9324420931261557e-08,0.0
1805,1.194008660831969e-07,0.0
1806,7.492339904047185e-08,0.0
1807,3.4163463169534225e-08,0.0
1808,6.571614363792833e-08,0.0
1809,2.25903047379461e-08,0.0
1810,3.978215445954447e-08,0.0
1811,5.515568801683912e-08,0.0
1812,5.601137331723294e-08,0.0
1813,4.026038169513413e-08,0.0
1814,0.0,0.0
1815,1.8880564667256294e-08,0.0
1816,2.7811246638975717e-08,0.0
1817,6.85024303948012e-08,0.0
1818,1.9073883805731384e-08,0.0
1819,2.6912729822470283e-08,0.0
1820,3.322614716694261e-08,0.0
1821,2.5639868894700157e-08,0.0
1822,4.3110148340019805e-08,0.0
1823,1.680056804787e-08,0.0
1824,9.347434826167955e-08,0.0
1825,4.3146670236637874e-08,0.0
1826,4.668231667892542e-08,0.0
1827,4.3321183085254233e-08,9.217273055917019e-10
1828,3.5771975603893225e-08,2.7516904310687096e-09
1829,4.9724420136953995e-08,8.57317605795771e-10
1830,5.322786122974321e-08,1.0436835840010872e-09
1831,8.886987501455224e-08,0.0
1832,7.441482807735156e-08,0.0
1833,4.9809603552830595e-08,2.3167257001688313e-09
1834,5.694063887062839e-08,9.334530925997342e-10
1835,5.596685070941021e-08,1.5126175867408165e-09
1836,5.5782226837663984e-08,3.36037508930076e-09
1837,6.401259611266141e-08,1.3915781860163179e-09
1838,3.5348108440302894e-08,0.0
1839,3.0063343814390464e-08,3.635567225046543e-08
1840,2.7389662093924017e-08,0.0
1841,4.6227949468402585e-08,4.494383976094696e-09
1842,4.762868144325694e-08,1.341653010911159e-09
1843,3.2488010504039266e-08,6.497602011990011e-09
1844,4.226192018563779e-08,0.0
1845,6.194053270291988e-08,1.1160455892778032e-09
1846,4.625055893825447e-08,1.1709002656346001e-09
1847,2.2112217834546755e-08,1.0786447290911383e-09
1848,2.413566591030758e-08,5.63165514222419e-09
1849,1.3407063903514427e-08,2.513824481908955e-09
1850,4.6844071732721204e-08,6.1100964288129944e-09
1851,3.676180071465751e-08,6.449438760824933e-10
1852,2.929745512858517e-08,3.2552727180501506e-09
1853,5.6136158832487126e-08,8.360704129017904e-09
1854,2.961528799971802e-08,1.558699391779328e-09
1855,4.4578271740647324e-08,7.429711956774554e-09
1856,4.0899795550330964e-08,1.5531567143511893e-09
1857,3.3194261561675376e-08,0.0
1858,1.8106600663259087e-08,1.468102750479261e-09
1859,2.7497735644033128e-08,2.036869339860914e-09
1860,2.0597328287408345e-08,9.612086238064421e-09
1861,4.715963797252698e-08,1.8863854922557266e-09
1862,2.801151488540654e-08,0.0
1863,1.8480097452311384e-08,1.4983863039219614e-09
1864,3.9796240969280916e-08,4.315255264231155e-09
1865,3.718406915709238e-08,4.706844358715045e-10
1866,1.702964524952222e-08,2.432806400776144e-09
1867,2.8631587767335986e-08,9.7056229719783e-10
1868,2.5687345583946808e-08,1.4819622196071691e-09
1869,2.0999133099053324e-08,1.4650557433881772e-09
1870,4.472558146062511e-08,1.1468097582678638e-09
1871,4.248470730772169e-08,0.0
1872,1.5118347462816928e-08,6.047339295989218e-10
1873,3.5317427204972773e-08,2.9930022904522957e-09
1874,1.9716210886144836e-08,1.1351757756017378e-08
1875,2.4030413214859436e-08,1.1443054281912168e-09
1876,1.6324239737741664e-08,1.209202959984168e-09
1877,2.2265338017746217e-08,6.184815992682502e-10
1878,7.2469061862534545e-09,9.058632954861423e-09
1879,1.4051448005147904e-08,1.0996785704264767e-08
1880,1.3477476912271413e-08,6.417846254436199e-10
1881,1.4642266066289267e-08,4.183504653809678e-09
1882,2.728707926280549e-08,2.6621540527571597e-09
1883,2.0853818227806187e-08,4.423537092179686e-09
1884,2.9047466654219534e-08,0.0
1885,1.8047780159236027e-08,1.933690763067375e-09
1886,1.097088819790315e-08,2.5813855497602844e-09
1887,1.3057849024278312e-08,1.9586774424595887e-09
1888,1.521747527988282e-08,3.1703073499755874e-09
1889,2.255449160770695e-08,6.265136742733546e-10
1890,1.8352281472289178e-08,0.0
1891,8.92390783491237e-09,1.9122659011827636e-09
1892,1.2537024751679837e-08,5.014809900671935e-09
1893,8.621783287310336e-09,2.463366621796581e-09
1894,1.0082462864602348e-08,3.780923574225881e-09
1895,7.22233739480771e-09,1.0833506536300774e-08
1896,1.4152869098893461e-08,1.7691086373616827e-09
1897,1.2236098356765979e-08,1.7480140668268973e-09
1898,3.3950129374460403e-09,0.0
1899,1.5477219506010442e-08,3.3165470370022376e-09
1900,1.038210584169974e-08,0.0
1901,1.3412973842719111e-08,4.470991132876634e-09
1902,1.4730851205513318e-08,9.820567692386817e-10
1903,5.940242076007962e-09,2.1600881083827517e-09
1904,4.299700151477737e-09,1.5048950530172078e-08
1905,1.5482276793932215e-08,1.3934049469810361e-08
1906,1.7490227932626112e-08,7.716276506641861e-09
1907,2.4171363577352167e-08,9.257117739025489e-09
1908,9.331639461152008e-09,4.4202499438483756e-09
1909,8.251475058784763e-09,4.950885035270858e-09
1910,1.60324518105881e-08,5.344150677544235e-10
1911,4.25629931299909e-09,3.1922244847493175e-09
1912,4.167536982180309e-09,1.1981668990301841e-08
1913,9.545381374209683e-09,3.71209285532359e-09
1914,1.0714789944188396e-08,2.678697486047099e-09
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,1.9777431248257926e-08,3.2962386153911893e-09
1917,1.2063066989753679e-08,3.289927441585405e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,1.5653341733923298e-08,7.366278698128781e-09
1920,1.2115570768855832e-08,3.786115865267448e-09
1921,1.2873671018098776e-08,8.330022005509363e-09
1922,6.640141769764796e-09,1.4018077365562931e-08
1923,2.1231896241147297e-08,1.1677542488541803e-08
1924,2.4494086758863887e-08,1.2891624656674594e-08
1925,5.499089184013428e-09,4.399271169575059e-09
1926,2.229227691330493e-09,5.57306911730393e-09
1927,2.1183527820767267e-08,1.2264147031260109e-08
1928,5.713020723163709e-09,1.2568645679778001e-08
1929,1.3368487650211591e-08,5.570202965543558e-09
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,7.983749661377715e-09,7.983749661377715e-09
1932,2.520693342944469e-08,9.863582839386709e-09
1933,4.588264879146209e-09,8.02946331646126e-09
1934,0.0,3.5944740517379614e-09
1935,5.98414207075848e-09,2.393656828303392e-09
1936,7.274828739411987e-09,6.0623572828433225e-09
1937,6.295559185076627e-09,1.0072894518486919e-08
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,1.7709016475464523e-08,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,2.5705489292704442e-08,9.639558484764166e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,5.960435700558264e-09,9.536696765621855e-09
1948,1.3046265401328583e-08,7.610321262063735e-09
1949,8.835307596655184e-09,3.9268033269479474e-09
1950,7.444753258312176e-09,7.444753258312176e-09
1951,7.462981344019681e-09,4.264560704569931e-09
1952,1.4762725264461096e-08,6.326882129314981e-09
1953,5.386913581872932e-09,2.1547654771580937e-09
