year,les_DET autos_NOUN,les_DET poteaux_NOUN
1800,5.659496160603794e-08,5.628054253747905e-07
1801,1.1905913144261149e-08,3.1907845965406523e-07
1802,2.2378401354217203e-09,3.401517005841015e-07
1803,1.1702035562777269e-08,2.281896911426884e-07
1804,0.0,5.017857489519884e-07
1805,5.685755422035754e-09,5.88475707274938e-07
1806,2.881669125542885e-09,4.322503706077896e-07
1807,5.693910232196231e-09,2.7615464048835747e-07
1808,4.305540546312159e-08,2.470020703526643e-07
1809,2.25903047379461e-08,3.004510509274638e-07
1810,2.106114038724627e-08,3.8378079647571894e-07
1811,5.0141535368197765e-09,1.679741430393733e-07
1812,3.467370746079723e-08,4.3475495203892933e-07
1813,2.818226718659389e-07,6.988052234646602e-07
1814,0.0,3.9333463774937627e-07
1815,1.3486118000116676e-08,5.960864228882201e-07
1816,9.270415546325239e-09,5.284136861405386e-07
1817,2.0239354192597148e-08,2.2886039374725442e-07
1818,2.1458119281447807e-08,3.2664025084727655e-07
1819,7.349245834120666e-08,3.809186335246295e-07
1820,1.3053129244156025e-08,2.325830319449551e-07
1821,7.88919063410276e-09,1.7947908936832846e-07
1822,5.714601059025881e-08,1.5740216952053743e-07
1823,2.4706717560718516e-08,4.1704939590658796e-07
1824,9.263223965660927e-09,7.915846111927749e-08
1825,1.937197469104035e-08,3.671869848176357e-07
1826,3.4351139488464355e-08,1.6823249548991726e-07
1827,2.0278000445461686e-08,3.004831015118725e-07
1828,2.293075357373553e-08,4.145880190264961e-07
1829,5.401100988677854e-08,3.026331185651543e-07
1830,2.40047222099804e-08,4.498276311437621e-07
1831,2.02685670469549e-08,3.7574805489271057e-07
1832,2.5706941575442954e-08,4.992558721994556e-07
1833,4.285942678539101e-08,3.3245014563476616e-07
1834,3.827157613045529e-08,4.312553301133448e-07
1835,4.689114518896531e-08,3.713476104394431e-07
1836,1.276942496186706e-08,3.5956012212068345e-07
1837,4.940102549255698e-08,4.153860935218745e-07
1838,1.641162095111781e-08,2.6511080264413067e-07
1839,1.5381245610512906e-08,4.502509867165827e-07
1840,2.1656941795455964e-08,3.879140315632412e-07
1841,1.9903700465562224e-08,5.130018365662181e-07
1842,3.7566283417334034e-08,2.6095150751359597e-07
1843,1.6244005429655317e-07,3.378753241634058e-07
1844,3.0735942291304497e-08,3.112014219652792e-07
1845,5.8034370642445765e-08,2.7064105623253454e-07
1846,1.7563503540429792e-08,3.8054257700537164e-07
1847,3.937053350000497e-08,2.8907677318557035e-07
1848,2.8962798159781755e-08,3.676666260332695e-07
1849,1.92726548053912e-08,3.1003835943010927e-07
1850,2.987158342904195e-08,4.317801405306909e-07
1851,1.7413485098316528e-08,3.8632138554817175e-07
1852,4.948014709071913e-08,5.019630435754152e-07
1853,1.6124215740376258e-08,4.5804717174746656e-07
1854,6.858277235011201e-08,4.6501198269766064e-07
1855,2.812676669350367e-08,4.420678507699449e-07
1856,2.0708756209852908e-08,4.271181168746807e-07
1857,4.246913049010814e-08,5.438001053903463e-07
1858,2.153217404377017e-08,5.471129824741183e-07
1859,3.97189512391094e-08,6.14625335515484e-07
1860,3.020941438669489e-08,5.45600325807527e-07
1861,1.8863854756023812e-08,7.988842440909139e-07
1862,2.1686334505943705e-08,5.728806691251975e-07
1863,5.5939753496048183e-08,6.093437221466047e-07
1864,3.3083623174334775e-08,9.234645972355793e-07
1865,1.03550575891731e-08,5.394043469664211e-07
1866,9.244664811447478e-09,4.948328466980456e-07
1867,2.0867089389753346e-08,6.192187242959335e-07
1868,3.1615193130107855e-08,8.402725839573577e-07
1869,7.667125245802708e-08,5.860223240006235e-07
1870,1.0894692525909022e-07,5.154909885618508e-07
1871,4.248470730772169e-08,7.445445220355396e-07
1872,3.6284036109002216e-08,5.829635263410182e-07
1873,2.5141218884527916e-08,6.596576938022736e-07
1874,4.002988018836362e-08,6.589994114847286e-07
1875,5.1493743713493245e-09,1.0601990112490967e-06
1876,3.264848014161714e-08,5.737668189453871e-07
1877,9.895705699314306e-09,6.784743007415273e-07
1878,4.1065803646489485e-08,7.258984453528683e-07
1879,2.2604503158163425e-08,5.309003725528783e-07
1880,2.6954953824542827e-08,5.185619826875154e-07
1881,2.440377683265993e-08,6.847002538279412e-07
1882,7.986462158271479e-09,5.909981979357326e-07
1883,1.0742876033198456e-08,7.121895180262072e-07
1884,3.1688145440966764e-08,7.162841413332899e-07
1885,2.707166985027598e-08,7.27067693162553e-07
1886,2.968593326713176e-08,5.466083834448909e-07
1887,2.21983433301709e-08,6.672560957099449e-07
1888,1.4583414031932307e-08,6.315252321087428e-07
1889,9.39770516961147e-09,6.271401957747003e-07
1890,7.865263995654459e-09,6.633039077996727e-07
1891,6.374220040683554e-09,7.279359124368057e-07
1892,2.0059239824732344e-08,7.754149748961936e-07
1893,1.2932674930965504e-08,7.180713765819746e-07
1894,1.8904617427040193e-08,8.362142551732177e-07
1895,2.888934869105242e-08,7.776050097163534e-07
1896,5.307326078618502e-09,7.642549491038153e-07
1897,3.0298909825532405e-08,8.763377223885982e-07
1898,5.488604359893401e-08,1.0020946348276993e-06
1899,1.9899282222013426e-08,8.191871359031211e-07
1900,3.789468849824118e-08,8.025368032349434e-07
1901,4.023892041793431e-08,6.69530919594763e-07
1902,2.5042448226209046e-08,1.1553898104921245e-06
1903,7.776317212382367e-08,1.0606032816440347e-06
1904,6.610788805261336e-08,7.336363552212788e-07
1905,8.412037288962892e-08,6.899934561488408e-07
1906,9.156648239638798e-08,9.269820395729766e-07
1907,1.9645661497591504e-07,8.480548530087617e-07
1908,2.4016692945494356e-07,1.1080093997861695e-06
1909,1.8098235637920013e-07,1.083143644109441e-06
1910,1.533771181172483e-07,9.571374022243617e-07
1911,2.2717997083532282e-07,1.0917407564647874e-06
1912,2.401543219843205e-07,8.006880563016239e-07
1913,3.3727013587503407e-07,1.176203099362283e-06
1914,4.520301906119073e-07,1.1571973317359152e-06
1915,7.669275772226314e-07,1.2652538714519324e-06
1916,1.0745737881734385e-06,9.899703172777663e-07
1917,1.0845793859681763e-06,1.1777940045476498e-06
1918,9.361396422491453e-07,8.764105032810221e-07
1919,7.421525913819949e-07,6.776976348987773e-07
1920,5.89119635296953e-07,1.0654130306875231e-06
1921,5.194904701966152e-07,7.284982785904504e-07
1922,6.654897818370031e-07,9.620828080869614e-07
1923,6.518191901783155e-07,8.418447094982184e-07
1924,5.208216146135314e-07,7.631841825173069e-07
1925,7.533752151012152e-07,7.720720702764083e-07
1926,6.821436686621496e-07,9.351610330554649e-07
1927,7.391935893386048e-07,6.66723629194621e-07
1928,8.101063320165025e-07,6.878476739302641e-07
1929,8.344164184048708e-07,9.692153355445043e-07
1930,9.022595648389142e-07,6.249643860201104e-07
1931,9.443635500261394e-07,7.584562382589866e-07
1932,8.077178486054493e-07,7.430565958088664e-07
1933,7.501813119592526e-07,6.916809098811427e-07
1934,8.003695697311741e-07,7.212911015130885e-07
1935,7.456241011283282e-07,8.952276431273276e-07
1936,8.244805722590343e-07,6.995960575295612e-07
1937,7.844266328715932e-07,7.693173316170032e-07
1938,7.104937592705696e-07,6.819702633720226e-07
1939,6.591735512984087e-07,5.995267784442149e-07
1940,5.249070653690069e-07,7.810211428704861e-07
1941,7.614876786909974e-07,5.460279837166127e-07
1942,7.49450322246048e-07,5.249186330047451e-07
1943,7.925832083977014e-07,5.98066456802826e-07
1944,6.876218563434122e-07,1.2756349292430968e-06
1945,9.650772936353746e-07,6.905857858896525e-07
1946,7.656607019512762e-07,5.526678279466068e-07
1947,7.259810579363091e-07,7.295573283272461e-07
1948,6.534004424185724e-07,6.17523213009008e-07
1949,4.996857380090702e-07,6.498859264070234e-07
1950,5.689918509688141e-07,6.072791478572981e-07
1951,5.597236152343754e-07,8.667719555432996e-07
1952,5.093140339473834e-07,7.38136272104839e-07
1953,5.871735827556179e-07,7.62786989128017e-07
1954,5.482392797517832e-07,7.016681138338754e-07
1955,4.955600987344155e-07,6.710709712365315e-07
1956,5.503040327869968e-07,5.136752463386074e-07
1957,6.060836064691877e-07,7.16521547872162e-07
1958,4.2519330945012257e-07,7.205124035181143e-07
1959,6.665642926506621e-07,7.502724059804677e-07
1960,4.720008286440702e-07,6.671683507875059e-07
1961,4.815074273190056e-07,7.656871616745775e-07
1962,4.5281570076882716e-07,7.331301645763233e-07
1963,5.18577484287519e-07,6.757025374781733e-07
1964,4.934098349895777e-07,5.603334756187905e-07
1965,4.399522803844036e-07,6.577395978979439e-07
1966,3.9715166988418815e-07,6.325623189695762e-07
1967,4.412650449481248e-07,6.044591316367587e-07
1968,4.046765700316257e-07,5.187585401245087e-07
1969,3.488069930390747e-07,5.813450130176534e-07
1970,3.3432731449956066e-07,5.316126134857768e-07
1971,2.980270543684327e-07,5.508362121986465e-07
1972,2.9498346010292664e-07,5.909929043923512e-07
1973,3.8427029142029667e-07,5.761297643402941e-07
1974,4.162922957462456e-07,6.700056118802422e-07
1975,3.278389701932838e-07,5.939939669019623e-07
1976,3.736646507768171e-07,5.416423576320994e-07
1977,3.4555478656272953e-07,5.253843013974802e-07
1978,2.9762363318308616e-07,5.697027205542327e-07
1979,2.551460328570343e-07,4.4240918128934936e-07
1980,3.1609437178836686e-07,6.191128960608694e-07
1981,2.78324167490851e-07,5.844807873245372e-07
1982,3.10995868613162e-07,6.629612272490704e-07
1983,3.4671083737336517e-07,5.500640227751319e-07
1984,3.717164324124056e-07,5.509058027541869e-07
1985,2.4483321325874385e-07,5.450095414971656e-07
1986,2.397794173214507e-07,4.597770448810934e-07
1987,2.639872889176331e-07,4.729772271616639e-07
1988,2.8123838191618233e-07,4.2875360151128916e-07
1989,2.9965147607668996e-07,4.653927589970408e-07
1990,3.231050136331959e-07,7.279397848947156e-07
1991,2.7783345518672675e-07,4.325761189249988e-07
1992,3.135158179734532e-07,4.953439685095873e-07
1993,3.024407241314364e-07,4.819110372977775e-07
1994,2.727137016211856e-07,5.860443579308594e-07
1995,2.1472904876418397e-07,4.6741526205096307e-07
1996,2.9519649480391763e-07,5.215316036810691e-07
1997,2.651576694878699e-07,6.04156682015855e-07
1998,2.431745962372389e-07,5.144811510149339e-07
1999,2.0703011444078712e-07,4.6113329688068916e-07
2000,1.8688273195621719e-07,5.721350646581413e-07
2001,2.2826113069140952e-07,4.4469299353977476e-07
2002,2.0854613980159087e-07,4.928874055565302e-07
2003,2.8501753013276954e-07,5.316993494375311e-07
2004,2.2420387679744636e-07,6.056588048863887e-07
2005,2.2563785517792923e-07,5.264883213840221e-07
2006,2.569563282150966e-07,5.456204164033807e-07
2007,2.069140414839854e-07,5.120922637047443e-07
2008,2.2010963202090394e-07,4.4107074970156646e-07
2009,2.2553550893533725e-07,4.7014379589427335e-07
2010,2.6217051218857534e-07,5.059182299760323e-07
2011,2.1528962435013455e-07,6.955804963126866e-07
2012,3.1863804816900654e-07,6.253612099271777e-07
2013,3.296745742509266e-07,6.085871078198579e-07
2014,3.438726922794233e-07,6.00911043591168e-07
2015,2.531329139632277e-07,5.625668180186949e-07
2016,1.9636304054992948e-07,6.011029043406779e-07
2017,2.2464409166200738e-07,7.516646505223434e-07
2018,2.2613649014457948e-07,5.911558815796525e-07
2019,2.2397673321572498e-07,5.933597293505954e-07
