year,pas_ADV eu_VERB,pas_ADV pu_VERB
1800,2.0210689399391413e-05,8.155962859746069e-06
1801,2.2166428607306443e-05,8.062684173637535e-06
1802,2.083876825054176e-05,7.411726528516738e-06
1803,1.9162082026014104e-05,8.571741091145668e-06
1804,2.4147511794581078e-05,8.09284028946422e-06
1805,2.196407331211958e-05,6.8769213612540625e-06
1806,2.296978527738247e-05,7.930353604024276e-06
1807,2.6012628950411454e-05,1.0587826182018034e-05
1808,2.215087260992732e-05,1.032196723826928e-05
1809,2.2766509573557414e-05,1.0095607649418525e-05
1810,2.537633372412529e-05,1.2440114005585201e-05
1811,2.044521170319058e-05,6.804206350352615e-06
1812,2.512510218366515e-05,1.0079379535454791e-05
1813,2.4501317966496572e-05,9.06721379578812e-06
1814,2.291724922542926e-05,8.499175237375312e-06
1815,2.3665439584874548e-05,1.0767316780402325e-05
1816,2.2508569600176997e-05,8.837023415253498e-06
1817,2.2201014871825464e-05,7.829516107449308e-06
1818,2.2368896679836325e-05,7.343445304286433e-06
1819,2.2470059775514528e-05,7.211576757981675e-06
1820,2.3604803573107347e-05,8.979366612038575e-06
1821,2.441605829517357e-05,8.305345545522869e-06
1822,2.275012775498908e-05,8.974931006378029e-06
1823,2.273709833389148e-05,8.609797077951953e-06
1824,2.192099782405421e-05,7.4434215093788225e-06
1825,2.2650241589872167e-05,8.11421614343999e-06
1826,2.1821781047037803e-05,9.907220373861492e-06
1827,2.4740082153584808e-05,1.0948277122224681e-05
1828,2.553660306148231e-05,1.3173259503673762e-05
1829,2.551805846451316e-05,1.0800486961670686e-05
1830,2.533228871470783e-05,1.0324118193238974e-05
1831,2.6118388632312417e-05,9.26897246245062e-06
1832,2.672980735951569e-05,1.0719794772739988e-05
1833,2.3818256522645243e-05,9.01901330507826e-06
1834,2.4819584723445587e-05,7.967955752974376e-06
1835,2.3432714442606084e-05,8.078890459728427e-06
1836,2.2404292394639924e-05,7.644181096111424e-06
1837,2.3403561499435455e-05,7.246643235703232e-06
1838,2.2798265490564518e-05,7.077826921886299e-06
1839,2.3339642211794853e-05,7.35503181203967e-06
1840,2.4296539777424186e-05,7.821340659575071e-06
1841,2.450209649396129e-05,8.679939128342085e-06
1842,2.4369785023736767e-05,8.54700010677334e-06
1843,2.3371874704025686e-05,8.555570275348146e-06
1844,2.384340768912807e-05,7.80363643571036e-06
1845,2.402567224635277e-05,7.982515853655059e-06
1846,2.443903031235095e-05,8.434580195171293e-06
1847,2.4589324311818928e-05,8.433923539996613e-06
1848,2.550013414293062e-05,9.440263056603726e-06
1849,2.829728509823326e-05,1.0615880455588922e-05
1850,2.563253292464651e-05,1.02574940683553e-05
1851,2.5477862436673604e-05,8.996322321763728e-06
1852,2.4818849851726554e-05,9.22934941627318e-06
1853,2.3702597900410183e-05,7.944460776343476e-06
1854,2.4187896997318603e-05,8.186289051081985e-06
1855,2.4087656129267998e-05,8.475709364574868e-06
1856,2.4798737285891548e-05,8.187206731236074e-06
1857,2.434701491438318e-05,8.708611858310178e-06
1858,2.5688374080345966e-05,8.503251592628658e-06
1859,2.5129875211860053e-05,8.932181117415894e-06
1860,2.4018314434215426e-05,7.858567187213339e-06
1861,2.4906890757847577e-05,8.570320460421499e-06
1862,2.463386772433296e-05,7.821538019925356e-06
1863,2.477481757523492e-05,8.184684702428058e-06
1864,2.532575308578089e-05,8.677498954057228e-06
1865,2.5237157387891784e-05,8.163080565282144e-06
1866,2.4979570298455656e-05,8.742533282202203e-06
1867,2.5342351364088245e-05,8.082843123702332e-06
1868,2.45813080255175e-05,8.677876394358464e-06
1869,2.582746856205631e-05,8.818170499580447e-06
1870,2.4851367925293744e-05,8.723208338778932e-06
1871,2.818754182953853e-05,9.88725423667347e-06
1872,2.734183544816915e-05,9.840835446084384e-06
1873,2.6412048100610264e-05,9.59077624429483e-06
1874,2.6748923119157553e-05,1.0021211892308202e-05
1875,2.5674780772533268e-05,8.999962119560223e-06
1876,2.497850618965458e-05,8.928755050874315e-06
1877,2.4468368792440742e-05,8.44660280563403e-06
1878,2.4206479793065228e-05,8.405203516304027e-06
1879,2.5364695829921402e-05,8.834695108816959e-06
1880,2.4315293558174744e-05,8.281588634417858e-06
1881,2.434241832816042e-05,9.575344847689848e-06
1882,2.5305771487182938e-05,8.653331860841718e-06
1883,2.4984770789160393e-05,8.83696338860318e-06
1884,2.4729957658564672e-05,8.920213076635264e-06
1885,2.518438850529492e-05,8.84018936631037e-06
1886,2.3946868168422952e-05,7.960992661537603e-06
1887,2.5392946554347873e-05,9.10458493308397e-06
1888,2.525276613596361e-05,8.625772352388594e-06
1889,2.504175245121587e-05,8.556296961614862e-06
1890,2.6125129807041958e-05,9.112563930102624e-06
1891,2.4647833924973384e-05,8.591810910729691e-06
1892,2.4835846488713287e-05,8.94892855285434e-06
1893,2.5230416213162243e-05,8.980819075077306e-06
1894,2.5523755539325066e-05,8.991036338557024e-06
1895,2.457400296407286e-05,8.627684110251721e-06
1896,2.4874258087947965e-05,9.080835297936574e-06
1897,2.4384213247685693e-05,8.957406862464268e-06
1898,2.5205141355399974e-05,9.804797628021333e-06
1899,2.5254952561226673e-05,9.658338058216032e-06
1900,2.3609429263160564e-05,8.990904461825266e-06
1901,2.4198121536755934e-05,9.265011613024399e-06
1902,2.1113239199621603e-05,8.150089342962019e-06
1903,2.3992639398784377e-05,8.862841241352726e-06
1904,2.376928023295477e-05,9.321212019131053e-06
1905,2.4114162442856468e-05,9.500441592535935e-06
1906,2.3862328816903755e-05,8.950881237979047e-06
1907,2.3410737412632443e-05,9.626373866922222e-06
1908,2.4200870029744692e-05,9.502555258222856e-06
1909,2.4386410586885177e-05,9.372025488119107e-06
1910,2.4151286197593436e-05,9.377381502417848e-06
1911,2.340858191018924e-05,8.954722034104634e-06
1912,2.350334580114577e-05,8.660662388138007e-06
1913,2.2921642084838822e-05,8.878795597411226e-06
1914,2.4128366931108758e-05,9.69018856267212e-06
1915,2.7030957426177338e-05,1.2255526598892175e-05
1916,2.694015893212054e-05,1.1891730537172407e-05
1917,2.6286519641871564e-05,1.1697885383910034e-05
1918,2.4879491320461966e-05,1.071449150913395e-05
1919,2.4569302695454098e-05,9.972100087907165e-06
1920,2.3614004021510482e-05,9.687913006928284e-06
1921,2.3516409783042036e-05,9.618904186936561e-06
1922,2.3708995286142454e-05,9.742563634063117e-06
1923,2.3796708774170838e-05,9.449255230720155e-06
1924,2.4705508621991612e-05,1.0181805009779055e-05
1925,2.3816553948563524e-05,9.360549483972136e-06
1926,2.268685057060793e-05,9.698254871182144e-06
1927,2.4869461412890814e-05,1.027847065415699e-05
1928,2.3196005713543855e-05,9.427626537217293e-06
1929,2.3902855900814757e-05,1.0578929504845291e-05
1930,2.3310647520702332e-05,1.0272524377796799e-05
1931,2.3117518139770254e-05,1.0616106010274962e-05
1932,2.271363882755395e-05,1.0154010851692874e-05
1933,2.2199172235559672e-05,1.0612656296871137e-05
1934,2.14949541259557e-05,1.058572615875164e-05
1935,2.1290381482685916e-05,9.986336408474017e-06
1936,2.128736196027603e-05,1.0207797458861023e-05
1937,2.184936784033198e-05,1.0524915524001699e-05
1938,2.0969937395420857e-05,9.805591616895981e-06
1939,2.1348965674405918e-05,9.514428711554501e-06
1940,1.9761357179959305e-05,1.0140595804841723e-05
1941,2.0935007341904566e-05,1.0002642738982104e-05
1942,2.124251659552101e-05,9.621485332900193e-06
1943,2.1359101083362475e-05,9.130674698099028e-06
1944,2.2498728867503814e-05,1.1024441846529953e-05
1945,2.395918818365317e-05,1.1395754881959874e-05
1946,2.3086759028956294e-05,1.035730201692786e-05
1947,2.409446460660547e-05,1.0259101145493332e-05
1948,2.156873779313173e-05,9.747735020937398e-06
1949,2.0943605704815127e-05,9.27707242226461e-06
1950,2.17429333133623e-05,9.797295206226408e-06
1951,2.2511549104820006e-05,1.0419387763249688e-05
1952,2.1100153389852494e-05,1.0061851753562223e-05
1953,2.1344028937164694e-05,9.50790308706928e-06
1954,2.290878001076635e-05,1.0208391358901281e-05
1955,2.1391677364590578e-05,9.91777142189676e-06
1956,2.145139114873018e-05,1.0059837222797796e-05
1957,2.04221887543099e-05,9.624006452213507e-06
1958,2.082537321257405e-05,9.609037988411728e-06
1959,2.0315485016908497e-05,9.597751159162726e-06
1960,2.063515603367705e-05,9.82135497906711e-06
1961,2.09084009838989e-05,9.67392224993091e-06
1962,2.077942008327227e-05,1.0049464435724076e-05
1963,1.978482941922266e-05,9.795424375624862e-06
1964,2.1115629351697862e-05,1.022106698655989e-05
1965,1.994997546717059e-05,9.388932085130364e-06
1966,2.039708851953037e-05,9.67454798228573e-06
1967,2.0927302102791145e-05,9.591967682354152e-06
1968,2.0972665879526176e-05,9.44679504755186e-06
1969,2.053419484582264e-05,9.569484063831624e-06
1970,2.0312569176894613e-05,9.353347195428796e-06
1971,1.9351718947291374e-05,9.183343536278699e-06
1972,1.9020531908608973e-05,9.255298209609464e-06
1973,1.8959908629767597e-05,9.07252797333058e-06
1974,1.8663959053810686e-05,9.41101916396292e-06
1975,1.7639906218391843e-05,8.377028279937804e-06
1976,1.8913488020189106e-05,9.179923836200032e-06
1977,1.866348429757636e-05,9.22772323974641e-06
1978,1.9030683688470162e-05,8.828907084534876e-06
1979,1.9392855392652564e-05,9.677408343122806e-06
1980,1.9475621229503304e-05,9.451562618778553e-06
1981,1.9886261725332588e-05,9.47504031501012e-06
1982,1.980503657250665e-05,9.780540494830348e-06
1983,1.9389282897464e-05,1.0047036084870342e-05
1984,1.980419438041281e-05,9.53994913288625e-06
1985,1.9112028894596733e-05,9.659783245297149e-06
1986,2.1014267986174673e-05,1.010790128930239e-05
1987,1.988154326681979e-05,9.703977411845699e-06
1988,2.0351704733911902e-05,9.535120625514537e-06
1989,2.106780266331043e-05,1.000923748506466e-05
1990,1.981619789148681e-05,9.61305522650946e-06
1991,2.0682180547737516e-05,9.706000128062442e-06
1992,1.9746537873288617e-05,9.654524546931498e-06
1993,2.0493405827437527e-05,9.65428444033023e-06
1994,2.0406581825227477e-05,1.004082241706783e-05
1995,2.0239298464730382e-05,1.0205052603851072e-05
1996,2.0586352547979914e-05,9.682231393526308e-06
1997,2.0445429981919006e-05,9.805079571378883e-06
1998,2.0963556380593218e-05,9.921523087541573e-06
1999,2.029854840657208e-05,1.016641272144625e-05
2000,1.9715465896297246e-05,1.0091667718370445e-05
2001,1.9777666238951497e-05,1.0337469575461e-05
2002,2.0048908481840044e-05,1.0347131137677934e-05
2003,2.080669582937844e-05,1.1307778549962677e-05
2004,2.0349694750620984e-05,1.0575463420536835e-05
2005,1.985883318411652e-05,1.0864845535252243e-05
2006,2.0740164472954348e-05,1.1109243132523261e-05
2007,2.228320408903528e-05,1.206332763104001e-05
2008,2.2800717488280497e-05,1.2216723007441033e-05
2009,2.369410140090622e-05,1.3100132491672412e-05
2010,2.7026710085920058e-05,1.5020717000879813e-05
2011,2.6375082597951405e-05,1.489857731939992e-05
2012,3.016780647158157e-05,1.722211527521722e-05
2013,3.1728530302643776e-05,1.8284945326740853e-05
2014,3.4291340853087604e-05,1.8358643501414917e-05
2015,3.265813575126231e-05,1.7940517864190042e-05
2016,3.281499812146649e-05,1.811469701351598e-05
2017,3.3377633371856064e-05,1.971761230379343e-05
2018,3.522798579069786e-05,2.0950667021679692e-05
2019,3.4485528885852545e-05,1.969668664969504e-05
