year,tes_DET artisans_NOUN,tes_DET partisans_NOUN
1800,0.0,1.2576657937302116e-08
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,4.475680270843441e-09,1.7902721083373763e-08
1803,0.0,3.900678446910888e-09
1804,0.0,9.887403784603066e-09
1805,0.0,5.685755422035754e-09
1806,2.881669125542885e-09,4.3225035994964855e-08
1807,2.8469551160981155e-09,0.0
1808,0.0,6.798221985349073e-09
1809,0.0,2.259030518203531e-09
1810,2.3401267590372754e-09,1.4040760554223652e-08
1811,2.5070767684098882e-09,7.521230305229665e-09
1812,0.0,1.600324850414836e-08
1813,0.0,5.751483289628823e-09
1814,0.0,2.2026739543434815e-08
1815,0.0,1.0788894000413052e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,2.9580594862466114e-08
1818,0.0,2.384235475716423e-09
1819,3.1053151161586356e-09,5.175524897538253e-09
1820,1.1866481131050932e-09,9.493184904840746e-09
1821,0.0,1.1833786173198746e-08
1822,9.023054303725075e-09,5.012807946513931e-09
1823,0.0,2.9648061783404955e-09
1824,0.0,1.0947446504872005e-08
1825,9.68598712347557e-09,2.641632912414593e-09
1826,2.642395191543301e-09,1.056958154332932e-08
1827,9.217273055917019e-10,1.8434546111834038e-09
1828,3.668920500743411e-09,3.5771975603893225e-08
1829,0.0,1.5431716349212365e-08
1830,1.0436835840010872e-09,8.349468672008697e-09
1831,3.1182412207897414e-09,7.795603274018958e-09
1832,0.0,9.470978667991403e-09
1833,1.1583628500844156e-09,1.5058717495186613e-08
1834,4.667265685043276e-09,4.667265685043276e-09
1835,1.5126175867408165e-09,9.832014313815307e-09
1836,2.016224964762614e-09,1.5457725044409898e-08
1837,6.957890930081589e-10,8.349468672008697e-09
1838,9.468243078458727e-09,1.7674054220151447e-08
1839,1.2584655095793096e-08,8.389769878824893e-09
1840,1.2739377330817092e-09,8.917564464638872e-09
1841,1.926164561183441e-09,1.5409316489467528e-08
1842,1.341653010911159e-09,1.0733224087289273e-08
1843,5.906911071384968e-10,7.678984559333912e-09
1844,3.841992946007622e-09,1.2074834465636286e-08
1845,5.580227946389016e-10,1.3950569588416784e-08
1846,5.854501328173001e-10,2.3418005312692003e-09
1847,5.393223645455691e-10,8.089835468183537e-09
1848,8.045221711050488e-10,8.849743549088629e-09
1849,8.379414939696517e-10,7.54147322368226e-09
1850,1.3577992064028876e-09,3.394498016007219e-09
1851,2.579775504329973e-09,1.6123596680017727e-08
1852,6.510545436100301e-10,6.510545436100301e-10
1853,7.763511389313749e-09,1.8512988253505114e-08
1854,5.195664454227256e-10,1.0391328519876453e-08
1855,5.837630823180007e-09,3.714855978387277e-09
1856,3.106313539724681e-09,2.5368226352906476e-08
1857,4.881508974818871e-09,9.763018005148894e-09
1858,0.0,1.2723557318849998e-08
1859,3.055304009791371e-09,5.092173349652285e-09
1860,4.577183909670879e-10,6.408057640072684e-09
1861,0.0,8.017138175553384e-09
1862,0.0,1.3553958871925786e-08
1863,1.4983863039219614e-09,7.991393324857654e-09
1864,4.794727948009836e-10,5.753673537611803e-09
1865,4.706844358715045e-10,3.294791106611683e-09
1866,0.0,5.838735384067206e-09
1867,4.85281148598915e-10,3.396968040192405e-09
1868,9.87974813071446e-10,1.4819622196071691e-09
1869,0.0,8.790334682373668e-09
1870,1.1468097582678638e-09,6.880858549607183e-09
1871,0.0,5.3105884134652115e-09
1872,0.0,5.442605477412599e-09
1873,5.986004469882289e-10,1.496501056408306e-08
1874,0.0,1.2546679251101978e-08
1875,5.721527140956084e-10,5.7215269744226305e-09
1876,0.0,8.464420275799966e-09
1877,0.0,8.658742500777805e-09
1878,0.0,4.831270938865373e-09
1879,0.0,1.832797580370027e-09
1880,1.2835692508872398e-09,1.9253538763308597e-09
1881,0.0,6.972507571312292e-10
1882,0.0,1.4641847512208983e-08
1883,0.0,3.159669414998234e-09
1884,1.3203393933736152e-09,6.601696966868076e-10
1885,0.0,5.156508553483263e-09
1886,0.0,2.5813855497602844e-09
1887,0.0,9.140494583448344e-09
1888,0.0,3.1703073499755874e-09
1889,0.0,1.002421912144058e-08
1890,0.0,2.621754646714436e-09
1891,0.0,7.011642266796514e-09
1892,0.0,6.8953633913793055e-09
1893,0.0,1.7859408174558666e-08
1894,0.0,1.2603078580752936e-09
1895,1.2037228991346183e-09,1.2037228991346183e-09
1896,5.89702897624278e-10,2.948514543632541e-09
1897,5.826713556089658e-10,7.574727511894253e-09
1898,5.6583548957434e-10,7.921697076085366e-09
1899,5.527578395003729e-10,3.3165470370022376e-09
1900,0.0,3.633737311048435e-09
1901,5.588738916095792e-10,9.500856101851696e-09
1902,4.910283846193408e-10,7.365425713778961e-09
1903,0.0,2.1600881083827517e-09
1904,0.0,1.1824175416563776e-08
1905,1.5482277126999122e-09,5.676835002077496e-09
1906,5.144184522798412e-10,2.572092316910357e-09
1907,0.0,1.028568674676933e-09
1908,9.822778146428846e-10,3.929111258571538e-09
1909,0.0,3.300590023513905e-09
1910,1.6032452032632705e-09,6.947395880807505e-09
1911,1.5961122423746588e-09,5.320374141248863e-10
1912,5.209421227725386e-10,3.125652625612929e-09
1913,1.060597942803554e-09,1.2727175369153798e-08
1914,2.0090231700464756e-09,1.3393487430235496e-09
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,8.789969641043172e-09,3.2962386153911893e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,3.6831393490643904e-09,1.8415696745321952e-09
1920,1.2872794385998532e-08,8.329454903588385e-09
1921,5.300923311413186e-09,4.543648568500203e-09
1922,1.4755870969551665e-09,5.164555005876537e-09
1923,5.307974060286824e-09,4.246379248229459e-09
1924,1.289162443462999e-09,9.024136882196387e-09
1925,0.0,1.0998177923937646e-09
1926,5.57306911730393e-09,1.4489980437737415e-08
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,2.2852082448565625e-09,1.0283437212876834e-08
1929,0.0,5.570202965543558e-09
1930,0.0,5.2518016602221e-09
1931,1.1405356659111021e-09,7.983749661377715e-09
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,0.0,6.882397318719313e-09
1934,0.0,2.2765002327673756e-08
1935,3.590485242455088e-09,5.98414207075848e-09
1936,3.6374143697059935e-09,0.0
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.0372171566075394e-08
1939,4.588215141154706e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,1.5214697057785997e-08
1941,0.0,1.7709016475464523e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,3.5762612871081956e-09,7.152522574216391e-09
1948,4.348755133776194e-09,5.435943917220243e-09
1949,9.817008317369869e-10,5.890205101444224e-09
1950,3.190608444114673e-09,9.571825110299415e-09
1951,2.1322803522849654e-09,7.462981455041984e-09
1952,2.1089607837865287e-09,1.0544803585865736e-08
1953,0.0,5.386913581872932e-09
1954,9.772536113672459e-10,1.9545072227344917e-09
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,2.616342476002842e-09,1.744228317335228e-09
1957,8.835037701437898e-10,7.951533653738352e-09
1958,0.0,6.617794756635931e-09
1959,3.100299128533379e-09,2.325224457422337e-09
1960,6.920833350854139e-10,3.460416619915918e-09
1961,6.948159270159238e-10,6.948159103625784e-09
1962,6.341956404476434e-10,4.4393695941558065e-09
1963,0.0,1.939815863494232e-09
1964,0.0,9.734349104562057e-09
1965,1.0944086747954884e-09,6.566451937750628e-09
1966,5.539074754423723e-10,4.985167390003653e-09
1967,9.860671168482327e-10,9.86067089092657e-09
1968,8.982831700699023e-10,6.287982134978165e-09
1969,9.083515606356229e-10,8.62933943746036e-09
1970,1.8394900047624674e-09,3.219107563845469e-09
1971,1.541519245584766e-09,8.221435976452085e-09
1972,2.0520587451500205e-09,5.130146973897354e-09
1973,5.513203782392395e-10,7.167165139154719e-09
1974,1.6876715580593782e-09,9.563471792262135e-09
1975,5.711480177694739e-10,5.140332159925265e-09
1976,1.7140580066410394e-09,4.570821499072508e-09
1977,0.0,4.7014254711541525e-09
1978,1.1881182704343018e-09,8.316827893040113e-09
1979,0.0,1.287434159280565e-08
1980,3.411090521154847e-09,4.548120546843393e-09
1981,2.5302198669585607e-09,2.5302198114474095e-09
1982,6.207502289967692e-10,4.966001942996456e-09
1983,1.2630632095778083e-09,6.315316158911344e-09
1984,5.799008495621649e-10,4.639206796497319e-09
1985,6.015558051686298e-10,6.015558051686298e-09
1986,5.994485463567401e-10,3.596691222629289e-09
1987,6.110816852533674e-10,6.721898593298192e-09
1988,1.1993107618124554e-09,4.197587610832443e-09
1989,1.0976244357863152e-09,5.488122178931576e-09
1990,1.089730194969718e-09,8.172976073694826e-09
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,1.6529832502776287e-09,4.958949695321735e-09
1993,2.7696037130375828e-09,8.308810806045841e-09
1994,5.274926606624319e-10,1.0549853213248639e-09
1995,1.0844901643380922e-09,5.422450655157007e-09
1996,2.6690460952494277e-09,3.736664311304594e-09
1997,2.876936688878118e-09,2.1577025610675094e-08
1998,1.43043876743576e-09,6.675381136744818e-09
1999,2.2851005809787495e-09,8.226361730701015e-09
2000,2.6508188977203417e-09,7.068850393920911e-09
2001,1.3143635069212678e-09,9.20054432640427e-09
2002,1.752488598683044e-09,6.133709984368352e-09
2003,8.333845835650777e-10,5.8336921959778465e-09
2004,3.0833537945085254e-09,1.3214373595360485e-08
2005,2.251874686720612e-09,1.1259374099736874e-08
2006,4.529678854225949e-09,1.0294725072412803e-08
2007,2.396687653893892e-09,1.0785094428644726e-08
2008,1.2772318758180745e-09,1.6178270362265934e-08
2009,4.76819250749827e-10,7.629108011997232e-09
2010,9.447586046817946e-10,6.613310343794865e-09
2011,3.823971805871906e-09,6.500752380844688e-09
2012,1.3617010852229328e-09,1.1574459418683958e-08
2013,1.1156500168141292e-09,6.9728125495771565e-09
2014,6.496335691608124e-10,1.234303721731056e-08
2015,1.7732603163622684e-09,8.422986419454048e-09
2016,6.21402013178951e-10,9.11389658186934e-09
2017,2.515611330355938e-10,6.289028409156572e-09
2018,1.0325866828253538e-09,4.904786632398128e-09
2019,2.55098775436835e-10,4.3366790158927415e-09
