year,mes_DET airs_NOUN,mes_DET paires_NOUN
1879,2.077170613290491e-08,8.55305515301552e-09
1880,2.6954953824542827e-08,0.0
1881,2.9284532132578533e-08,1.324776466304911e-08
1882,2.6621540527571597e-08,0.0
1883,1.895801765572358e-08,2.5277355764075082e-09
1884,2.3105939384038265e-08,0.0
1885,2.6427105892512515e-08,1.933690763067375e-09
1886,1.677900662855336e-08,6.453463874400711e-10
1887,2.154545164501087e-08,1.3057849246322917e-09
1888,1.9021844543942734e-08,1.268122939990235e-09
1889,1.3156787381785051e-08,6.265136742733546e-10
1890,1.2453334363726754e-08,1.3108772956016423e-09
1891,2.6771723837804018e-08,0.0
1892,1.6298132621272998e-08,0.0
1893,1.23168328869383e-08,0.0
1894,1.827446460822557e-08,6.301539290376468e-10
1895,2.7083764564395096e-08,1.8055843487019274e-09
1896,9.435246361988447e-09,0.0
1897,9.322741689743452e-09,1.7480140668268973e-09
1898,1.5277558773618694e-08,1.13167097914868e-09
1899,1.9346524382513053e-08,0.0
1900,1.9206896184620348e-08,0.0
1901,6.147612641171918e-09,1.1177477832191585e-09
1902,7.365425880312415e-09,2.455141867585553e-09
1903,1.0800440541913758e-08,0.0
1904,1.2361637935498493e-08,0.0
1905,9.28936660926638e-09,1.0321518084666081e-09
1906,9.259531807970234e-09,1.5432553013283723e-09
1907,1.7485666858885196e-08,2.057137349353866e-09
1908,1.7680999775393502e-08,1.4734167219643268e-09
1909,1.9803540807217246e-08,0.0
1910,1.6566866878342523e-08,1.068830135508847e-09
1911,2.2877608141236294e-08,0.0
1912,1.2502610502451716e-08,5.209421227725386e-10
1913,3.712092677687906e-08,0.0
1914,1.1384464038144415e-08,1.3393487430235496e-09
1915,2.1205371680821372e-08,0.0
1916,1.2086208478478966e-08,0.0
1917,1.864292187292449e-08,0.0
1918,1.8378202071289707e-08,1.1486376294556067e-09
1919,1.2890987832747669e-08,0.0
1920,1.2872794385998532e-08,0.0
1921,3.634918854800162e-08,0.0
1922,2.87739485571592e-08,7.377935484775833e-10
1923,2.7601466001669905e-08,2.1231896241147297e-09
1924,1.675911143195208e-08,0.0
1925,2.859526304632709e-08,0.0
1926,3.343841470382358e-08,0.0
1927,3.4562596340492746e-08,0.0
1928,2.5137291359556002e-08,4.570416489713125e-09
1929,2.4508894691521732e-08,1.1140406375176326e-09
1930,2.6259009189288918e-08,2.100720708497761e-09
1931,1.8248570654577634e-08,0.0
1932,2.082311922890767e-08,0.0
1933,1.261772819560747e-08,0.0
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,1.196828414151696e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,0.0
1937,1.510934133364117e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,6.117620188206274e-09,0.0
1940,2.028626333583361e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,6.37184480734021e-08,1.2136847082899749e-08
1943,1.1612940831184915e-08,0.0
1944,1.927911696952833e-08,0.0
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,9.744772988540262e-09,0.0
1947,2.3841741692010032e-08,0.0
1948,2.2830963786191205e-08,0.0
1949,1.2762110479513922e-08,9.817008317369869e-10
1950,2.3397795700930146e-08,2.1270722960764488e-09
1951,1.2793681780642885e-08,5.330700769690111e-09
1952,1.7926166329118587e-08,0.0
1953,2.693456835345387e-08,1.0773827385790469e-09
1954,2.14995790059902e-08,1.9545072227344917e-09
1955,1.595553333899602e-08,1.8771215692936494e-09
1956,2.0058624983221307e-08,2.616342476002842e-09
1957,1.9437083054185678e-08,3.534015080575159e-09
1958,2.7298403371123214e-08,1.6544486891589827e-09
1959,2.1702094343822864e-08,3.100299128533379e-09
1960,3.114374991231017e-08,2.076250060767393e-09
1961,1.9454845512356655e-08,0.0
1962,3.044139235131027e-08,1.9025869768540815e-09
1963,2.0044765847160306e-08,2.5864212993553792e-09
1964,2.068549243006146e-08,1.8251904432275978e-09
1965,2.2435377389218303e-08,0.0
1966,1.2185964348709888e-08,1.6617224263271169e-09
1967,1.5284040699725665e-08,4.930335584241163e-10
1968,2.290622133638287e-08,0.0
1969,1.7712854627482955e-08,2.7250546263957176e-09
1970,2.299362514279757e-08,0.0
1971,2.9288864888954436e-08,1.541519245584766e-09
1972,2.3598675014113724e-08,5.130146862875051e-10
1973,1.5436970424165253e-08,1.102640756478479e-09
1974,1.1813700295792984e-08,1.1251143350321513e-09
1975,1.4278700888326057e-08,1.1422960355389478e-09
1976,1.8854638628162945e-08,0.0
1977,1.410427652448476e-08,0.0
1978,2.1386128423728223e-08,0.0
1979,2.6919078188747392e-08,1.1703946700691858e-09
1980,1.762396628635088e-08,1.1370301367108482e-09
1981,1.771153890217647e-08,6.325549528618524e-10
1982,1.7381006189864934e-08,0.0
1983,1.3893695083311286e-08,0.0
1984,9.278413259927731e-09,1.1598016991243298e-09
1985,2.045289804186723e-08,1.8046674155058895e-09
1986,1.8582905048081244e-08,2.997242676272549e-09
1987,1.8332450224534114e-08,1.8332451112712533e-09
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,1.481792966107065e-08,2.7440609784434855e-09
1990,1.7435683119515488e-08,5.44865097484859e-10
1991,1.4653663449326615e-08,2.344586080837985e-09
1992,2.4794748032519465e-08,0.0
1993,1.2186256725943423e-08,5.539207426075166e-10
1994,1.4242301560329906e-08,2.637463358823311e-09
1995,1.3013881861034804e-08,1.0844901643380922e-09
1996,1.4946657245218375e-08,0.0
1997,1.2466725429760572e-08,9.58978896292706e-10
1998,1.5734826774860267e-08,9.536258449571733e-10
1999,1.919484465817689e-08,1.8280804647829996e-09
2000,2.2973763780242962e-08,3.092622158362701e-09
2001,1.3581756164171566e-08,2.190605918883648e-09
2002,1.6648641576466616e-08,3.066854992184176e-09
2003,2.333476845084448e-08,8.333845835650777e-10
2004,1.805964444656638e-08,1.7619165015858584e-09
2005,1.7114248795913056e-08,9.007499190971657e-10
2006,1.4824404093172205e-08,2.4707338397433887e-09
2007,2.5964116190380082e-08,3.994479413904628e-09
2008,2.256442965808958e-08,2.1287198670449925e-09
2009,2.8132335794239793e-08,4.76819250749827e-09
2010,3.5900827866086615e-08,5.668551850135373e-09
2011,3.862211614413802e-08,6.118355155848576e-09
2012,3.7106354211502435e-08,9.531907707582832e-09
2013,3.988448804559397e-08,8.08846234434668e-09
2014,5.954974247046607e-08,8.228691505962615e-09
2015,4.832134492538387e-08,1.0861219479352258e-08
2016,5.054069562859809e-08,1.0149566520567532e-08
2017,4.578412787781261e-08,1.1823373391450787e-08
2018,4.904786887749424e-08,1.2391040193904246e-08
2019,4.336679171323965e-08,1.5561024468979667e-08
