year,dix_DET anneaux_NOUN,dix_DET panneaux_NOUN
1800,7.231578535993322e-08,9.432493897065797e-09
1801,5.9529565277216534e-08,0.0
1802,1.1412984690650774e-07,4.475680270843441e-09
1803,1.3652375230321923e-07,3.900678446910888e-09
1804,1.4831105232815389e-08,0.0
1805,3.980028751016107e-08,0.0
1806,1.152667650217154e-08,0.0
1807,2.562259560079383e-08,2.8469551160981155e-09
1808,2.2660739062985158e-08,0.0
1809,0.0,0.0
1810,1.1700633351097167e-08,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,3.244645441213834e-08,0.0
1817,7.472992535895173e-08,0.0
1818,1.3113295338484932e-08,0.0
1819,2.3807414706311647e-08,0.0
1820,1.779972080839798e-08,0.0
1821,1.577838126820552e-08,0.0
1822,1.7043547018147365e-08,0.0
1823,3.261286707356703e-08,9.882686891060644e-10
1824,4.210556348027694e-09,8.421112696055388e-10
1825,2.993850500843109e-08,0.0
1826,2.025836387531399e-08,0.0
1827,3.963427586128887e-08,9.217273055917019e-10
1828,1.3758452155343548e-08,0.0
1829,2.4004892296147773e-08,9.430493719264632e-09
1830,1.7742621594152297e-08,4.174734336004349e-09
1831,6.236482441579483e-09,0.0
1832,2.3000948701223933e-08,0.0
1833,1.1583628500844156e-09,0.0
1834,1.7735608537350345e-08,1.8669061851994684e-09
1835,2.2689263801112247e-09,8.31939672707449e-09
1836,5.376600054063374e-09,0.0
1837,1.461157062010443e-08,1.3915781860163179e-09
1838,2.5248648061193535e-08,1.2624323808552163e-09
1839,2.0974425751774106e-08,2.0974426639952526e-09
1840,5.477932346620307e-08,2.5478754661634184e-09
1841,2.8250413564023802e-08,6.420548537278137e-09
1842,9.391571076378114e-09,5.366612043644636e-09
1843,1.0041748765843295e-08,0.0
1844,1.701453911095996e-08,7.1351298203126134e-09
1845,1.4508592549589139e-08,3.9061593959388574e-09
1846,3.0443406018321184e-08,1.7563503984519002e-09
1847,2.1572894581822766e-08,1.1325769655456952e-08
1848,2.413566457803995e-09,1.206783295515379e-08
1849,9.217356655710773e-09,2.513824481908955e-09
1850,1.2899092460827433e-08,9.504594444820214e-09
1851,9.029214709244116e-09,6.449438760824933e-09
1852,9.114764054629632e-09,3.2552727180501506e-09
1853,4.180352064508952e-09,1.1943863675867306e-09
1854,9.871762074453727e-09,5.195664454227256e-10
1855,5.837630823180007e-09,4.2455496895854594e-09
1856,9.836659486950339e-09,9.318940286107136e-09
1857,1.5620829074691756e-08,3.4170563045776703e-09
1858,2.104280660830682e-08,9.787352039936081e-10
1859,1.5785736939832873e-08,5.092173349652285e-09
1860,1.5104706818647173e-08,1.0069804629031509e-08
1861,8.960331143725853e-09,9.431927461278633e-10
1862,1.9427341513278407e-08,5.421583626485926e-09
1863,6.992469103739296e-09,4.495158911765884e-09
1864,7.671564716815737e-09,1.678154715190061e-08
1865,3.294791106611683e-09,6.118897610818408e-09
1866,2.1408697037372804e-08,2.919367692033603e-09
1867,2.8631587767335986e-08,5.82337378318698e-09
1868,1.679557115608077e-08,1.975949626142892e-09
1869,2.0999133099053324e-08,1.953407657850903e-09
1870,4.013834153937523e-09,5.734048791339319e-09
1871,5.3105884134652115e-09,4.248470908407853e-09
1872,2.6003558417642125e-08,4.23313739617015e-09
1873,4.788803575905831e-09,9.577607151811662e-09
1874,1.3144139998644278e-08,1.7923826867161097e-09
1875,1.7164581478379404e-08,1.7736733859408105e-08
1876,4.836811839936672e-09,1.209202959984168e-09
1877,2.6594708657512456e-08,1.1751150275074451e-08
1878,2.0532901601200138e-08,1.3285995414946683e-08
1879,1.5273313280772527e-08,7.331190321480108e-09
1880,2.759673911612026e-08,5.134277225593564e-09
1881,2.091752193678076e-08,1.3247764218959901e-08
1882,5.92329274518022e-08,1.3310770263785798e-09
1883,1.3902545781263598e-08,1.0742876366265364e-08
1884,1.3203393933736152e-08,1.0562715146988921e-08
1885,1.353583467533781e-08,1.0957580620640783e-08
1886,1.5488312854472497e-08,8.389503203254378e-09
1887,1.5016527132871715e-08,5.223139698529167e-09
1888,2.4728397107764977e-08,1.268122939990235e-09
1889,1.566284169030041e-08,9.397704836544563e-09
1890,2.097403728473779e-08,1.9663159989136147e-09
1891,1.211101796627645e-08,5.736798147637501e-09
1892,1.6298132621272998e-08,1.3790727448892426e-08
1893,9.853466487186324e-09,6.774258043407144e-09
1894,1.0082463086646953e-08,1.0712616793639995e-08
1895,3.069493414997737e-08,1.7453981149273545e-08
1896,4.7176231254830725e-09,6.486732040400511e-09
1897,2.2724183423861177e-08,2.4472196713531957e-08
1898,6.7900258748920805e-09,2.4330925163518202e-08
1899,7.185851913504848e-09,1.1607914629507832e-08
1900,3.114631885736685e-09,2.024510670217694e-08
1901,7.824234649067563e-09,1.956058603980182e-08
1902,7.856454153909453e-09,1.423982337600549e-08
1903,4.320176216765503e-09,5.940242076007962e-09
1904,1.0211787859759625e-08,1.0749250378694342e-09
1905,3.6125313851442797e-09,6.708986699521802e-09
1906,8.745113966313056e-09,5.658602919567102e-09
1907,1.07999713061524e-08,1.6971383187680544e-08
1908,2.9468334439286537e-09,3.437972351250096e-09
1909,1.6502950117569526e-09,1.1001967337165297e-08
1910,5.3441505665219324e-09,4.809735720812114e-09
1911,7.448523575703803e-09,1.702519725199636e-08
1912,6.772247651554153e-09,8.856016142644307e-09
1913,9.545381374209683e-09,5.833288740930698e-09
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,0.0,2.197492410260793e-09
1917,1.5352994431339084e-08,6.57985488317081e-09
1918,6.89182577673364e-09,3.44591288836682e-09
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,2.2716695191604686e-09,1.3630017114962811e-08
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,2.951174193910333e-09,8.115729144275718e-09
1923,1.0615948120573648e-08,7.431163684401554e-09
1924,1.289162443462999e-09,7.734974438733389e-09
1925,2.1996355847875293e-09,3.299453377181294e-09
1926,7.802296586589819e-09,5.57306911730393e-09
1927,2.4528294950698637e-08,5.574612549352764e-09
1928,9.140832868403947e-09,7.998228968020271e-09
1929,1.2254447234738564e-08,1.1140405931087116e-08
1930,4.201441416995522e-09,8.402882833991043e-09
1931,7.983749661377715e-09,5.7026783295555106e-09
1932,7.6716757391182e-09,3.287861094491973e-09
1933,9.176529536247813e-09,1.3764794637438627e-08
1934,1.1981580172459871e-08,7.188948103475923e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,9.699771652549316e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,1.7627565185307503e-08
1938,9.075650453382877e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,0.0,7.607348528892999e-09
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,1.8205270180260413e-08,1.2136847082899749e-08
1943,5.806470415592457e-09,5.806470415592457e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,0.0,1.089252021913012e-08
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,1.3112957830685446e-08,3.5762612871081956e-09
1948,4.348755133776194e-09,5.435943917220243e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,2.1270722960764488e-09,1.0635361036293034e-08
1951,1.0661401761424827e-09,2.1322803522849654e-09
1952,7.381362854275153e-09,9.490323193972472e-09
1953,3.232148326759443e-09,8.61906213067698e-09
1954,3.9090144454689835e-09,4.886268278880834e-09
1955,0.0,7.508486277174597e-09
1956,0.0,8.721141808720745e-09
1957,4.417518795207798e-09,5.301022731885041e-09
1958,6.617794756635931e-09,7.445019101215422e-09
1959,5.425523363911111e-09,5.425523585955716e-09
1960,6.2287499602575735e-09,9.689166413640038e-09
1961,5.558527305105088e-09,9.72742331128984e-09
1962,5.7077609305622445e-09,5.707760764028791e-09
1963,3.879631726988464e-09,2.5864212993553792e-09
1964,4.258777774879263e-09,4.867174663303331e-09
1965,3.2832261354087677e-09,1.0396882466068291e-08
1966,5.539074754423723e-10,6.6468897053084675e-09
1967,1.1832804958089582e-08,9.367637221480152e-09
