year,dix_DET anneaux_NOUN,dix_DET panneaux_NOUN
1968,3.1439910674890825e-09,1.7965663401398047e-09
1969,2.725054598640142e-09,2.2708788738334817e-09
1970,4.1388523719376735e-09,9.657322941336588e-09
1971,3.596878239697787e-09,6.679916619845017e-09
1972,2.5650734314375256e-09,5.130146973897354e-09
1973,4.410563025913916e-09,7.71848518432705e-09
1974,1.6876715580593782e-09,9.563471792262135e-09
1975,1.7134440533084216e-09,7.996072248772634e-09
1976,2.285410749536254e-09,7.427584769459372e-09
1977,5.876781838942691e-10,1.2928919823629315e-08
1978,4.158414057542359e-09,1.0099005187669263e-08
1979,7.02236779837051e-09,7.607565244427406e-09
1980,1.137030125608618e-08,1.6486936371684635e-08
1981,4.427884725544118e-09,6.958104370458074e-09
1982,1.2415004579935385e-09,9.9320033308814e-09
1983,2.5261264191556165e-09,9.472974182855864e-09
1984,2.3196033982486597e-09,5.219107479526031e-09
1985,2.4062232206745193e-09,7.218669662023558e-09
1986,1.7983456390702202e-09,2.0381249798973045e-08
1987,2.4443267410134695e-09,9.777306964053878e-09
1988,5.996553809062277e-10,1.0194141475405871e-08
1989,3.841685525252103e-09,7.134558721588746e-09
1990,1.6345953479657283e-09,9.80757208779437e-09
1991,1.7584396161396398e-09,1.1136784217047335e-08
1992,2.7549720282848966e-09,1.2672872085062181e-08
1993,1.661762283333701e-09,1.3294097656046944e-08
1994,2.1099706426497278e-09,7.912389743403025e-09
1995,1.0844901643380922e-09,7.049185846152994e-09
1996,2.6690460952494277e-09,1.3879039917341629e-08
1997,1.917957792585412e-09,1.006927874414032e-08
1998,2.3840645013706308e-09,1.0013071261028017e-08
1999,3.656160929565999e-09,1.5538683784122043e-08
2000,3.0926220473403987e-09,8.394259842781082e-09
2001,1.3143635069212678e-09,1.1829272117402923e-08
2002,3.066854992184176e-09,6.133709984368352e-09
2003,0.0,1.0833999697368313e-08
2004,4.404791115186768e-09,1.1452456982752324e-08
2005,4.053374524914943e-09,1.3060874270998113e-08
2006,0.0,4.529678965248252e-09
2007,3.994479413904628e-09,7.988959105365012e-09
2008,1.7029758714315335e-09,1.149508682685152e-08
2009,1.430457752249481e-09,6.675469510497578e-09
2010,9.447586046817946e-09,2.8342759250676863e-09
2011,4.5887662558641296e-09,2.6767803529281764e-09
2012,4.425528443707805e-09,3.744677901096338e-09
2013,4.183687618564136e-09,5.578250028559495e-09
2014,2.815078753437561e-09,3.248167693148396e-09
2015,3.989835711815104e-09,4.87646573121836e-09
2016,3.5212781579474495e-09,4.142680115615249e-09
2017,5.031222660711876e-09,2.7671724078803805e-09
2018,2.8396132667474205e-09,4.3884935685412074e-09
2019,1.7856913725466939e-09,3.5713829116268414e-09
