year,cents_ADJ parts_NOUN
1917,3.180263163926611e-08
1918,1.8378202071289707e-08
1919,5.7088659133341935e-08
1920,5.982062845077962e-08
1921,7.724202077952214e-08
1922,1.4755870969551665e-09
1923,6.369568872344189e-09
1924,0.0
1925,4.6192347724627325e-08
1926,6.241837269271855e-08
1927,1.237563935774233e-07
1928,1.0626218482912009e-07
1929,1.6710609784809094e-08
1930,1.2604324695075775e-08
1931,5.7026783295555106e-09
1932,1.3151444377967891e-08
1933,8.02946331646126e-09
1934,1.1981580172459871e-08
1935,2.154291145473053e-08
1936,1.091224355320719e-08
1937,1.510934133364117e-08
1938,9.075650453382877e-09
1939,1.5294050470515685e-09
1940,0.0
1941,5.9030051957620344e-09
1942,1.517105907566929e-08
1943,1.1612940831184915e-08
1944,9.639558484764166e-09
1945,8.714016175304096e-09
1946,7.79581839083221e-08
1947,4.7683485604466114e-08
1948,4.1313175103141475e-08
1949,4.810334175431308e-08
1950,8.295582176742755e-08
1951,4.157946520422229e-08
1952,5.5887461769543734e-08
1953,5.4946518446286063e-08
1954,7.818029246209335e-08
1955,4.786659957289885e-08
1956,3.8373023869553435e-08
1957,1.4577811668914364e-07
1958,1.9026160202884057e-08
1959,3.642851353902188e-08
1960,2.145458388724819e-08
1961,5.211119358250471e-08
1962,2.7904608401740916e-08
1963,2.8450633848819962e-08
1964,2.7377858202726202e-08
1965,3.0643441562006046e-08
1966,3.0464910594218964e-08
1967,1.429797347185513e-08
1968,2.0660513300185812e-08
1969,1.6350327314285096e-08
1970,3.678979965116014e-08
1971,1.849823050292798e-08
1972,4.924940810724365e-08
1973,1.7642252103655665e-08
1974,3.3753430273009144e-08
1975,1.770558810676448e-08
1976,7.998937512354587e-09
1977,8.22749424145286e-09
1978,1.0693064211864112e-08
1979,1.7555920051037788e-09
1980,6.822181042309694e-09
1981,3.795329828193417e-09
1982,6.828252629986764e-09
1983,1.2630632095778083e-09
1984,2.3196033982486597e-09
1985,4.210890747202711e-09
1986,1.1988970927134801e-09
1987,1.8332451112712533e-09
1988,0.0
1989,1.0976244357863152e-09
1990,3.814055737905164e-09
1991,2.344586080837985e-09
1992,1.1019888335184191e-09
1993,5.539207426075166e-10
1994,2.1099706426497278e-09
1995,4.337960657352369e-09
1996,2.6690460952494277e-09
1997,3.3564262480467733e-09
1998,5.2449422582867555e-09
1999,3.656160929565999e-09
2000,3.092622158362701e-09
2001,1.7524847129024579e-09
2002,2.1906108038649563e-09
2003,2.083461403401543e-09
2004,3.0833537945085254e-09
2005,9.007499190971657e-10
2006,4.1178899179428186e-10
2007,3.994479469415779e-10
2008,2.9802078582719105e-09
2009,3.814554005998616e-09
2010,5.196172381261022e-09
2011,3.4415748029203996e-09
2012,4.085103366691101e-09
2013,2.2313000336282585e-09
2014,1.7323561474213989e-09
2015,3.103205470367243e-09
2016,2.899876117012923e-09
2017,7.54683426862357e-10
2018,3.0977600484760615e-09
2019,4.3366790158927415e-09
