year,aux_ADP ailes_NOUN,aux_ADP pelles_NOUN
1800,1.0155650898013846e-06,6.288328968651058e-09
1801,5.738650088460417e-07,7.143547975374531e-09
1802,6.646384917985415e-07,2.2378401354217203e-09
1803,1.7045964568751515e-06,0.0
1804,8.280700711793543e-07,0.0
1805,7.192480744322438e-07,2.842877711017877e-09
1806,7.146539608982039e-07,2.881669125542885e-09
1807,3.843389322355506e-07,0.0
1808,5.121327149026911e-07,0.0
1809,1.549694939484425e-06,1.581321384946932e-08
1810,4.844062466702326e-07,2.3401267590372754e-09
1811,8.950263961082783e-07,0.0
1812,8.001624749454095e-07,0.0
1813,5.521424046861512e-07,0.0
1814,4.940283133691992e-07,0.0
1815,3.803085348863533e-07,0.0
1816,1.3627510337954618e-06,0.0
1817,1.782620030699178e-06,0.0
1818,9.715759921036238e-07,0.0
1819,6.29343835711893e-07,0.0
1820,7.440283944504245e-07,7.119888678630559e-09
1821,5.828139575392299e-07,0.0
1822,6.456496350892849e-07,2.0051231786055723e-09
1823,8.726412743520484e-07,1.9765373782121287e-09
1824,5.81056774251465e-07,0.0
1825,9.210493430167332e-07,1.7610886082763955e-09
1826,7.980033958077115e-07,0.0
1827,5.428974076404636e-07,9.217273055917019e-10
1828,7.007637954359325e-07,0.0
1829,7.398650723189348e-07,2.571952872898464e-09
1830,6.71088552950394e-07,0.0
1831,8.107427404979717e-07,0.0
1832,1.148694348973578e-06,6.764984572527055e-09
1833,8.988895814354692e-07,0.0
1834,1.3255034332360083e-06,2.8003592777992026e-09
1835,9.332850510190838e-07,0.0
1836,1.0786803619211582e-06,0.0
1837,8.913058202608681e-07,0.0
1838,9.878533031582037e-07,6.943378316748294e-09
1839,9.669210536689121e-07,4.194885327990505e-09
1840,9.242418399502128e-07,0.0
1841,1.0221512800612231e-06,5.1364388298225094e-09
1842,8.821368764344584e-07,0.0
1843,8.358279046660755e-07,5.906911071384968e-10
1844,8.123070762700024e-07,0.0
1845,8.102491011463542e-07,3.9061593959388574e-09
1846,8.969095937061411e-07,3.5127007969038004e-09
1847,6.768495559583698e-07,5.393223645455691e-10
1848,7.667096042496269e-07,4.82713291560799e-09
1849,7.524714522588738e-07,1.005529792763582e-08
1850,1.1079642057154615e-06,1.3577992064028876e-09
1851,8.132742395083881e-07,0.0
1852,1.2532799686937324e-06,0.0
1853,1.0701701667059638e-06,5.971931837933653e-10
1854,1.049524215090969e-06,6.754363734984281e-09
1855,1.1240093016340325e-06,6.8990182455763716e-09
1856,9.173979309551328e-07,2.5885946719483854e-09
1857,1.3243533629747617e-06,2.4407544874094356e-09
1858,9.694372007373886e-07,7.34051397444091e-09
1859,1.0606997644657667e-06,2.5460866748261424e-09
1860,1.265133627192938e-06,4.57718396518203e-09
1861,1.0422279688171443e-06,4.715963730639317e-10
1862,1.0788951039231165e-06,4.9697850279528666e-09
1863,9.864376591117718e-07,1.9978483312144135e-09
1864,1.0543606840940356e-06,4.315255264231155e-09
1865,1.0053820034272576e-06,5.6482132304580546e-09
1866,1.016426519839797e-06,9.731225825149181e-10
1867,1.2685249561883438e-06,4.367530337390235e-09
1868,9.701912162540793e-07,1.975949626142892e-09
1869,1.2760635605957305e-06,2.441759683335931e-09
1870,1.0040319584625479e-06,5.734048791339319e-10
1871,1.4572255366829268e-06,7.434824311758348e-09
1872,8.94401498641173e-07,6.652073447632745e-09
1873,1.0738892459727367e-06,8.380406146812902e-09
1874,1.160269141209369e-06,8.364453130127458e-09
1875,1.1088319098462307e-06,8.01013810836082e-09
1876,1.2382237954966513e-06,4.232210137899983e-09
1877,1.3829248892704982e-06,1.8554447978047506e-09
1878,1.1794340579740492e-06,2.4156354139215352e-09
1879,1.169935790912291e-06,2.443730107160036e-09
1880,1.0127361917966482e-06,2.5671385017744797e-09
1881,1.2187943490005182e-06,2.7890030285249168e-09
1882,9.630341977207024e-07,1.9966155395678697e-09
1883,1.2689232455898036e-06,1.2638677659992936e-08
1884,1.24508009236024e-06,7.2618666635548834e-09
1885,1.1569915621123528e-06,4.511945039809007e-09
1886,1.3558727545159854e-06,1.936039106809062e-09
1887,1.1458263173835803e-06,5.876032105334161e-09
1888,1.2243727454119835e-06,3.1703073499755874e-09
1889,1.1114352993502052e-06,3.132568426877924e-09
1890,1.2505769717563453e-06,3.2771931834929546e-09
1891,1.4431234234280055e-06,1.9122659011827636e-09
1892,1.1095266465588338e-06,1.8805537127519756e-09
1893,9.896575656753726e-07,1.2316833108982905e-09
1894,1.2577871864039025e-06,2.520615716150587e-09
1895,1.135712562216895e-06,0.0
1896,1.078566633339051e-06,7.076434549446731e-09
1897,1.3092624939758934e-06,4.078699600285063e-09
1898,1.1328026392476431e-06,2.8291773368493978e-09
1899,1.0513454231642072e-06,4.4220627160029835e-09
1900,1.0740289475563713e-06,2.07642125715779e-09
1901,1.0657724880402952e-06,1.676621730339889e-09
1902,1.5948601408410923e-06,1.6203935970793282e-08
1903,1.1178455689986322e-06,4.860198465905796e-09
1904,1.1157722035193274e-06,2.6873125946735854e-09
1905,9.738352204635703e-07,4.64468330463319e-09
1906,1.1898498719631334e-06,2.0576738091193647e-09
1907,1.202396827437724e-06,2.057137349353866e-09
1908,1.1600700560165933e-06,1.964555629285769e-09
1909,1.246522870701483e-06,5.5009836685826485e-09
1910,1.3563454785980866e-06,1.1222716089775986e-08
1911,1.4545903219698175e-06,4.25629931299909e-09
1912,1.423734850902747e-06,7.293189607793238e-09
1913,1.3596865429121863e-06,6.893886794756554e-09
1914,1.275729729854902e-06,2.0090231700464756e-09
1915,1.212240440473522e-06,3.534228465440492e-09
1916,1.7909563680973406e-06,1.0987462051303964e-09
1917,1.5342027346321174e-06,1.0966424435210342e-09
1918,1.4886343535636115e-06,0.0
1919,1.5634926704422014e-06,1.012863304339362e-08
1920,1.2107998497157269e-06,4.543339038320937e-09
1921,1.2956970891764286e-06,6.058197943303867e-09
1922,1.623883548518279e-06,3.6889677978990676e-09
1923,1.5722218762448392e-06,4.246379248229459e-09
1924,1.2105235374093581e-06,5.156649773851996e-09
1925,1.5760388905050604e-06,9.898360353588487e-09
1926,1.3408804484527082e-06,1.8948435376309192e-08
1927,1.4248709305775265e-06,3.3447675740205796e-09
1928,1.5105226225387014e-06,3.4278123672848437e-09
1929,1.350217242901408e-06,2.2280812750352652e-09
1930,1.308748981188046e-06,1.6805765667982087e-08
1931,1.6013121211244652e-06,3.4216069977333063e-09
1932,1.2603467496319354e-06,3.2878609834696704e-09
1933,1.1883606134688307e-06,9.176529758292418e-09
1934,1.3515222434534735e-06,4.7926320689839486e-09
1935,1.4278162723257992e-06,1.196828414151696e-08
1936,1.2706701113529562e-06,2.182448710641438e-08
1937,1.4832337598136291e-06,8.813782592653752e-09
1938,1.2718874913275613e-06,5.186085783037697e-09
1939,1.2525827060017036e-06,7.647025235257843e-09
1940,1.3769301290267322e-06,5.0715658339584024e-09
1941,1.1038620080228156e-06,1.1806010391524069e-08
1942,1.8539033845854647e-06,0.0
1943,1.5387146206080615e-06,2.9032352077962287e-09
1944,2.1046368630095458e-06,0.0
1945,1.941047102604898e-06,2.178504043826024e-09
1946,1.2877021973167757e-06,1.3921104269343232e-09
1947,1.2481151756560394e-06,2.3841741914054637e-09
1948,1.2426567508327935e-06,4.348755133776194e-09
1949,1.0808525985339656e-06,8.835307596655184e-09
1950,1.6676246161750896e-06,1.0635361036293034e-08
1951,1.2239289759463645e-06,4.264560704569931e-09
1952,1.3065012467450288e-06,5.272402070488624e-09
1953,1.2670021334315607e-06,7.54167928107563e-09
1954,1.908576280129637e-06,5.863521668203475e-09
1955,1.4801103844774843e-06,7.508486277174597e-09
1956,1.3369510298844034e-06,5.232684952005684e-09
1957,1.2907990054600305e-06,8.835037701437898e-10
1958,1.1672135755702584e-06,8.272243334772611e-09
1959,1.103706445348962e-06,3.8753737996444215e-09
1960,9.253154331645419e-07,2.7683333403416555e-09
1961,1.1256018410676916e-06,6.25334317660986e-09
1962,1.4110852504245486e-06,7.610347907416326e-09
1963,9.084804943881863e-07,1.0345685197421517e-08
1964,1.2192272436095664e-06,3.6503808864551957e-09
1965,1.0665012872834723e-06,4.377634699181954e-09
1966,1.0319295746796797e-06,3.877352328096606e-09
1967,1.0107188224139918e-06,4.930335639752315e-09
1968,1.2122331440878042e-06,4.042274071025531e-09
1969,8.411335450375645e-07,4.995933444718048e-09
1970,8.061565175410124e-07,9.657322941336588e-09
1971,9.500896887004728e-07,3.5968783507200897e-09
1972,1.0583492837668018e-06,5.643161493651405e-09
1973,9.736317636566127e-07,8.821125663249774e-09
1974,7.842046780837109e-07,6.750686232237513e-09
1975,7.310694556394992e-07,3.998036124386317e-09
1976,8.8388258490113e-07,1.2569759455516305e-08
1977,9.044367459409841e-07,4.11374712072643e-09
1978,8.334649663765958e-07,4.752473081737207e-09
1979,8.380026041976407e-07,1.1703946700691858e-09
1980,8.180932109524974e-07,3.411090521154847e-09
1981,7.97019252374298e-07,2.5302198114474095e-09
1982,9.354705952091535e-07,4.345251602977385e-09
1983,8.721451472126773e-07,4.4207211225000265e-09
1984,7.347343782271309e-07,5.799008606643952e-09
1985,8.848885979517718e-07,6.015558051686298e-09
1986,9.045678659447276e-07,4.7955883708539204e-09
1987,7.77907006366263e-07,6.110816852533674e-10
1988,9.20470981213839e-07,5.99655392008458e-09
1989,1.1673235746911814e-06,7.134558721588746e-09
1990,9.022965947735884e-07,4.90378582185258e-09
1991,7.713688248145445e-07,7.6199047072123e-09
1992,8.094107926126526e-07,8.264915862810085e-09
1993,8.186948576849318e-07,3.323524566667402e-09
1994,7.701392643610916e-07,4.219941229788304e-09
1995,7.352843152119704e-07,1.626735190995987e-09
1996,7.051619750342297e-07,8.540947504798169e-09
1997,7.532779147112478e-07,9.58978896292706e-10
1998,7.457354254114534e-07,3.814503490850996e-09
1999,7.449428078842857e-07,9.140402323914998e-10
2000,6.887711307967948e-07,1.7672125984802278e-09
2001,7.018701193572952e-07,5.695575122643959e-09
2002,7.553225662704222e-07,4.81934359086722e-09
2003,7.104603305663204e-07,3.7502307925763034e-09
2004,6.157898071457168e-07,2.642874724623212e-09
2005,6.354790480500583e-07,1.3511248786457486e-09
2006,7.523385043839426e-07,4.117890028965121e-09
2007,7.381798337036116e-07,4.7933754743212376e-09
2008,7.420717382800035e-07,5.5346713878634546e-09
2009,6.975865449732055e-07,3.814554005998616e-09
2010,7.435250175547026e-07,5.196172381261022e-09
2011,8.756895653050378e-07,2.2943831279320648e-09
2012,1.0280843065757495e-06,6.127654827992046e-09
2013,1.0445272975445619e-06,3.0680376017500066e-09
2014,1.129063106120043e-06,5.197068470019772e-09
2015,1.0431203394389854e-06,4.876465897751814e-09
2016,1.1696857313836517e-06,3.935546111222266e-09
2017,8.809670801745995e-07,4.2765392616050946e-09
2018,1.0651131527872337e-06,3.614053334377587e-09
2019,9.77283363567949e-07,3.826481798085979e-09
