year,regards_NOUN heureux_ADJ,regards_NOUN peureux_ADJ
1905,3.6125313851442797e-09,1.5482277682110634e-09
1906,2.0576738091193647e-09,5.144184522798412e-10
1907,5.142843484406967e-09,0.0
1908,9.822778146428846e-10,0.0
1909,7.151278680339601e-09,5.500983557560346e-10
1910,1.068830135508847e-09,2.137660271017694e-09
1911,4.25629931299909e-09,5.320374141248863e-10
1912,4.167536982180309e-09,0.0
1913,4.772690687104841e-09,0.0
1914,8.705766774141921e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,0.0,1.0966424213165737e-08
1918,2.2972752589112133e-09,0.0
1919,3.6831393490643904e-09,2.762354567309444e-09
1920,3.028892692213958e-09,7.572231730534895e-10
1921,4.543648568500203e-09,6.058197943303867e-09
1922,5.902348387820666e-09,7.377935484775833e-10
1923,3.1847844361720945e-09,4.246379248229459e-09
1924,3.867487219366694e-09,1.289162443462999e-09
1925,3.299453377181294e-09,4.399271169575059e-09
1926,3.343841648018042e-09,0.0
1927,7.804457524684949e-09,5.574612327308159e-09
1928,9.14083297942625e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,0.0
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,0.0,4.383814644626227e-09
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,7.188948103475923e-09,0.0
1935,3.590485242455088e-09,0.0
1936,4.849885826274658e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-09,0.0
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,9.784699273041042e-09,3.2615663503321457e-09
1949,4.908504269707237e-09,0.0
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,4.264560704569931e-09,8.529121409139861e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,0.0,9.772536113672459e-10
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,8.72114158667614e-10,0.0
1957,2.6505113659425206e-09,1.7670075402875796e-09
1958,1.2408365002158916e-08,1.6544486891589827e-09
1959,3.100299128533379e-09,0.0
1960,1.3841666701708277e-09,0.0
1961,4.16889545107324e-09,4.86371165564492e-09
1962,6.976152100435229e-09,2.5367825617905737e-09
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,6.083968329129164e-10,4.258777774879263e-09
1965,3.830430195250756e-09,5.472043373977442e-10
1966,4.985167390003653e-09,3.3234448526542337e-09
1967,1.4791006197611978e-09,9.860671168482327e-10
1968,6.737123747768692e-09,8.982831700699023e-10
1969,3.1792304344691047e-09,1.3625273131978588e-09
1970,2.2993624781975086e-09,2.2993624781975086e-09
1971,4.624557625731995e-09,2.0553589941130213e-09
1972,3.5911027485013847e-09,1.5390440033513642e-09
1973,4.9618833486420044e-09,1.102640756478479e-09
1974,2.2502286700643026e-09,5.625571675160757e-10
1975,1.1422960355389478e-09,0.0
1976,5.713526873840635e-10,1.142705374768127e-09
1977,2.3507127355770763e-09,1.1753563677885381e-09
1978,1.7821774056514528e-09,0.0
1979,2.3407893401383717e-09,0.0
1980,0.0,1.1370301367108482e-09
1981,0.0,4.427884725544118e-09
1982,1.8622506869903077e-09,0.0
1983,6.315316047889041e-10,6.315316047889041e-10
1984,1.1598016991243298e-09,5.799008495621649e-10
1985,3.0077789148208467e-09,2.4062232206745193e-09
1986,3.5966913891627428e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,1.798966087207532e-09
1989,0.0,2.1952488715726304e-09
1990,2.724325431913144e-09,5.44865097484859e-10
1991,2.344586080837985e-09,2.9307325455363298e-09
1992,2.2039776670368383e-09,1.1019888335184191e-09
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,3.164955852952289e-09,5.274926606624319e-10
1995,2.7112254663563817e-09,1.0844901643380922e-09
1996,4.804283193493575e-09,5.338092190498855e-10
1997,1.917957792585412e-09,1.438468344439059e-09
1998,3.337690568372409e-09,4.768129224785866e-10
1999,2.7421207526856506e-09,1.3710603763428253e-09
2000,2.2090156370779823e-09,2.2090156370779823e-09
2001,2.190605918883648e-09,8.762423564512289e-10
2002,2.6287327870022636e-09,1.3143663935011318e-09
2003,2.083461403401543e-09,4.1669229178253886e-10
2004,3.0833537945085254e-09,1.3214374039449694e-09
2005,1.3511248786457486e-09,2.251874686720612e-09
2006,2.0589450144825605e-09,1.6471559671771274e-09
2007,3.994479469415779e-10,7.988958938831558e-10
2008,8.514879357157668e-10,0.0
2009,1.907277002999308e-09,1.430457752249481e-09
2010,9.447586046817946e-10,4.723793023408973e-10
2011,8.030340836739924e-09,7.64794394481072e-10
2012,5.446804340891731e-09,1.7021263287730903e-09
2013,3.6258624991347688e-09,1.1156500168141292e-09
2014,3.2481677347817595e-09,2.815078836704288e-09
2015,9.087958829923082e-09,2.21657536769726e-09
2016,5.178350193091319e-09,1.4499380585064614e-09
2017,4.2765391228272165e-09,3.5218559180094644e-09
2018,9.551427204712581e-09,2.323319980845895e-09
2019,8.928457084778074e-09,2.04079020349468e-09
