year,nos_DET ailes_NOUN,nos_DET pelles_NOUN
1921,4.3921935533042245e-08,7.572747429129834e-10
1922,2.7298361571226337e-08,3.6889677978990676e-09
1923,3.927900893430092e-08,5.307974060286824e-09
1924,7.47714201665417e-08,3.867487219366694e-09
1925,5.719052609265418e-08,3.299453377181294e-09
1926,7.579374194932598e-08,7.802296586589819e-09
1927,6.689534881587633e-08,0.0
1928,6.398582774735928e-08,0.0
1929,3.119313873867213e-08,6.684243825105796e-09
1930,6.09209021007473e-08,5.2518016602221e-09
1931,6.158892862373477e-08,1.1405356659111021e-09
1932,8.110056848309455e-08,0.0
1933,5.850037609889114e-08,4.588264879146209e-09
1934,6.829500698302127e-08,0.0
1935,4.308582379763948e-08,2.393656828303392e-09
1936,5.941110048368614e-08,1.2124714565686645e-09
1937,3.9032466037092206e-08,2.5182236296217297e-09
1938,7.519824529733654e-08,0.0
1939,4.894096328200703e-08,1.5294050470515685e-09
1940,4.564409095131339e-08,2.5357829169792012e-09
1941,1.0920559478933001e-07,5.9030051957620344e-09
1942,8.192371825366251e-08,3.034211770724937e-09
1943,7.548411695701418e-08,8.709705845433291e-09
1944,6.747690939334916e-08,0.0
1945,1.808158316407571e-07,1.3071024262956144e-08
1946,1.1554516632372724e-07,5.568441707737293e-09
1947,6.556479004160565e-08,7.152522796260996e-09
1948,9.132385603294324e-08,1.0871887834440486e-09
1949,7.85360690924719e-08,9.817008317369869e-10
1950,9.784532872814111e-08,4.2541445921528975e-09
1951,6.610068936652169e-08,4.264560704569931e-09
1952,6.432330112993156e-08,1.2653764258629963e-08
1953,6.572034783047798e-08,9.69644453618912e-09
1954,6.547599529227455e-08,6.840775057526116e-09
1955,5.819076909219234e-08,2.815682353940474e-09
1956,5.319896456690287e-08,3.488456634670456e-09
1957,3.710715867910608e-08,0.0
1958,3.226174849491059e-08,1.6544486891589827e-09
1959,5.193000929271108e-08,3.875373910666724e-09
1960,3.9448748490045205e-08,6.920833239831836e-09
1961,4.5857850128339095e-08,1.3896318207251568e-08
1962,4.6296281031033004e-08,6.976152100435229e-09
1963,5.496145361050253e-08,3.879631726988464e-09
1964,4.380457041541774e-08,5.475571551727398e-09
1965,4.815398080282307e-08,4.924839203113152e-09
1966,3.434226236720406e-08,1.1078149508847446e-09
1967,5.127548918792968e-08,6.409436092980059e-09
1968,5.524441637483335e-08,4.491415683816058e-09
1969,5.0867685619238046e-08,8.175163657142548e-09
1970,3.449043850523026e-08,3.219107563845469e-09
1971,3.9565660525653357e-08,4.1107179882260425e-09
1972,4.873639625202486e-08,6.669190977248718e-09
1973,3.418186511616739e-08,6.064523994098181e-09
1974,2.250228636757612e-08,4.500457340128605e-09
1975,2.79862519825258e-08,6.282628195464213e-09
1976,3.5423866506789636e-08,9.712995741040231e-09
1977,4.7601932007257375e-08,7.052138428775834e-09
1978,2.4950483012986524e-08,2.3762365408686037e-09
1979,3.394144487689488e-08,4.681578680276743e-09
1980,3.354238775621354e-08,3.979605589510271e-09
1981,3.0362637848391216e-08,6.325549417596221e-09
1982,4.7177016626598345e-08,3.1037510339615437e-09
1983,4.16810870262907e-08,9.47297440490047e-09
1984,4.349256332858431e-08,4.059305780401701e-09
1985,3.7296461030678074e-08,6.617113967877231e-09
1986,4.375974449466469e-08,8.392279760016663e-09
1987,1.8943531632231725e-08,3.6664902225425067e-09
1988,2.938311416400552e-08,4.197587610832443e-09
1989,2.4696549916214394e-08,6.585746725740194e-09
1990,3.1602174876965705e-08,2.724325431913144e-09
1991,2.1101274727541863e-08,5.2753188484189195e-09
1992,3.5263643172189774e-08,6.611932834577061e-09
1993,2.658819592271655e-08,4.985286850001103e-09
1994,3.9034457000042266e-08,4.747434001473039e-09
1995,2.7112254441519212e-08,3.795715741716776e-09
1996,4.964425848186238e-08,6.4057106285986265e-09
1997,4.5551499017193464e-08,5.753873377756236e-09
1998,5.0065358081496925e-08,4.7681290027412615e-09
1999,3.016332716931913e-08,4.570201023179621e-09
2000,4.064588932095603e-08,5.7434409450607404e-09
2001,2.628727080455917e-08,7.448060113102173e-09
2002,4.0745358531601994e-08,5.257465574004527e-09
2003,3.1251922827379985e-08,5.416999737661854e-09
2004,3.8762162729577554e-08,5.726228824443069e-09
2005,3.783149571390254e-08,8.106749049829887e-09
2006,4.776752149382446e-08,1.0294724628323593e-08
2007,3.515142021903728e-08,7.589511158423434e-09
2008,5.875266761989906e-08,5.5346716099080595e-09
2009,4.958920207798201e-08,4.291373256748443e-09
2010,5.99921712307605e-08,6.14093115247627e-09
2011,7.41850549879075e-08,1.4148696408922135e-08
2012,9.157439806450896e-08,1.3617010630184723e-08
2013,8.534722617525858e-08,1.4503450607161739e-08
2014,7.903874665871058e-08,1.5807749775831326e-08
2015,7.137372914911566e-08,1.6624315479774054e-08
2016,1.0750254730851339e-07,1.3670844151159045e-08
2017,1.0087601332031682e-07,1.2074934829797712e-08
2018,9.835388325996064e-08,9.809573264796256e-09
2019,9.285595581332018e-08,1.5050827584239812e-08
