year,ses_DET yeux_NOUN,ses_DET pieux_NOUN
1857,2.9637593456754985e-05,1.2203773280816677e-07
1858,3.2142153486347524e-05,9.689478353003267e-08
1859,3.377689392891625e-05,1.2017529216201694e-07
1860,3.403914411137521e-05,1.1305643998760218e-07
1861,3.206100916486321e-05,8.724532563064713e-08
1862,3.181746592417767e-05,8.719713662230788e-08
1863,3.1499575811722025e-05,9.439833148494614e-08
1864,3.088284211116843e-05,9.109983090116458e-08
1865,3.0833125492790714e-05,7.766293130817559e-08
1866,3.026362662694737e-05,8.028261255788038e-08
1867,2.9755984428447846e-05,8.007138951882098e-08
1868,2.7807538685920008e-05,8.743576918046614e-08
1869,3.133558868739783e-05,8.155477093652053e-08
1870,2.7837659672513837e-05,7.97032768673489e-08
1871,2.523166926948761e-05,5.6292238648225634e-08
1872,2.850897101325245e-05,9.433848990880733e-08
1873,2.59906325936754e-05,6.225444709739847e-08
1874,2.674354573173332e-05,6.094101134834773e-08
1875,2.760522409062105e-05,4.8632981641816286e-08
1876,2.577174291218398e-05,6.106474881306667e-08
1877,2.7753742756431166e-05,4.391219476929109e-08
1878,2.380186060690903e-05,8.575506171837333e-08
1879,2.6109422719855502e-05,9.286174673661662e-08
1880,2.544547635352501e-05,5.070098385573374e-08
1881,2.6306573772671982e-05,5.2293805730130316e-08
1882,2.7382916186979855e-05,7.454031125675442e-08
1883,2.506439420812967e-05,5.308244599433465e-08
1884,2.6408109079056885e-05,4.819238874631537e-08
1885,2.534423981614964e-05,4.254119545521462e-08
1886,2.5025241370713047e-05,6.776137290165352e-08
1887,2.5954434477171162e-05,3.4603299781110763e-08
1888,2.543030336710217e-05,4.818867194167353e-08
1889,2.489201551725273e-05,5.826577154088852e-08
1890,2.4050009869824862e-05,4.194807401436407e-08
1891,2.3258890792021703e-05,4.2707275937914346e-08
1892,2.3844168026698753e-05,4.199903314017206e-08
1893,2.403075677648303e-05,3.079208354961338e-08
1894,2.451361785915651e-05,3.591877373310126e-08
1895,2.5231236463696405e-05,4.7547053627639e-08
1896,2.5228078925465525e-05,3.1843957581934035e-08
1897,2.4360906650144898e-05,4.6613709558940286e-08
1898,2.444579104121658e-05,3.451596342074481e-08
1899,2.457008554301865e-05,4.2009594025671504e-08
1900,2.5483398189862783e-05,3.633737033492679e-08
1901,2.4263509772026737e-05,3.017918936976116e-08
1902,2.0536279976113292e-05,2.3078333910575566e-08
1903,2.296767604548222e-05,3.94216073118514e-08
1904,2.162480484457774e-05,2.956043942958786e-08
1905,2.1227749357422e-05,3.044847735056422e-08
1906,2.3070638349054207e-05,2.1091157265118454e-08
1907,2.2676854200653906e-05,1.1314255088379355e-08
1908,2.4040759058152616e-05,3.73265565123404e-08
1909,2.5009121486618824e-05,2.1453836041018803e-08
1910,2.574544578237692e-05,3.6874638453809894e-08
1911,2.3100532303033106e-05,2.7133907565257687e-08
1912,2.394510534031724e-05,2.917275843117295e-08
1913,2.3600955387337308e-05,4.401481490390324e-08
1914,2.313256209163228e-05,3.0135346218429504e-08
1915,2.030414259479585e-05,2.1205371680821372e-08
1916,2.251770524708263e-05,3.186363883855847e-08
1917,2.385964899076498e-05,1.2063066989753679e-08
1918,2.3923824073790456e-05,3.5607767401302226e-08
1919,2.4282016966026276e-05,1.56533418449456e-08
1920,2.517615621400182e-05,1.817335615328375e-08
1921,2.6653041459212545e-05,2.574734203619755e-08
1922,3.0297491548481048e-05,2.7298360905092522e-08
1923,2.939556088676909e-05,2.0170301429089932e-08
1924,2.855623733921675e-05,2.3204924204378585e-08
1925,2.9337639489313005e-05,3.739380360912037e-08
1926,2.8118362706663902e-05,2.8979960653430226e-08
1927,3.374758989593829e-05,1.8953683067479687e-08
1928,2.7269389647699427e-05,3.5420729460611255e-08
1929,2.776300607365556e-05,1.893869061575515e-08
1930,2.4234965167124756e-05,1.1553964007759987e-08
1931,2.3296581730392063e-05,2.6232321204133768e-08
1932,2.393891554675065e-05,2.301502632917618e-08
1933,2.244120264549565e-05,1.9500125958415992e-08
1934,2.2078457845964294e-05,2.036868629318178e-08
1935,2.3255572386915446e-05,2.992070946561398e-08
1936,2.2744752413927927e-05,1.4549657478823974e-08
1937,2.2588465981243644e-05,1.7627565185307503e-08
1938,2.350593445044069e-05,3.3709557811789637e-08
1939,2.29762515573384e-05,2.7529290846928234e-08
1940,1.739293509217532e-05,2.028626333583361e-08
1941,2.465980355736974e-05,2.9515025090631752e-08
1942,2.3460526108465274e-05,2.4273694165799498e-08
1943,2.7197506824450102e-05,2.9032352077962287e-08
1944,2.7729797238862375e-05,2.8918675454292497e-08
1945,2.97910421522829e-05,1.9606536838523425e-08
1946,2.959905191346479e-05,1.8097434661967782e-08
1947,3.0138346346575418e-05,3.099426493236024e-08
1948,2.7695046355802333e-05,3.044128504825494e-08
1949,2.4242120616690954e-05,1.3743811422273211e-08
1950,2.7718941964849364e-05,7.444753258312176e-09
1951,2.5707837721711257e-05,1.8124383771578323e-08
1952,2.4764471390881226e-05,2.4253049346611988e-08
1953,2.3633466980754747e-05,1.4005975934594517e-08
1954,2.6442529133419157e-05,9.772536557761669e-09
1955,2.31815120059764e-05,1.407841132561316e-08
1956,2.5506723432044964e-05,1.3953826538681824e-08
1957,2.3631075919183786e-05,1.0602045463770082e-08
1958,2.4361757141377893e-05,1.0753916868111446e-08
1959,2.289880944772449e-05,1.9376869886400527e-08
1960,2.5553100158504094e-05,1.52258331498345e-08
1961,2.5488627443337464e-05,1.80652133252579e-08
1962,2.5705852294777287e-05,1.2683912586908264e-08
1963,2.5544142999933683e-05,1.0992290522260362e-08
1964,2.467475110279338e-05,1.0342745992986124e-08
1965,2.3595450784341665e-05,1.1491290807796872e-08
1966,2.5762790528460755e-05,1.0524241922382771e-08
1967,2.5816222660068888e-05,1.4791007030279246e-08
1968,2.613464971545909e-05,2.1109654690931734e-08
1969,2.1883551198698115e-05,1.2716921737876419e-08
1970,2.1228174318821402e-05,1.1496812751810026e-08
1971,2.3115081603464205e-05,1.644287195290417e-08
1972,2.1097216290399956e-05,1.4364411160538992e-08
1973,1.9676624333442305e-05,1.9847533394568018e-08
1974,1.6812583908176748e-05,2.2502286256553816e-08
1975,1.6530736729691853e-05,8.567219822452898e-09
1976,1.7641657564126945e-05,4.570821499072508e-09
1977,1.7709094777274004e-05,1.704266772151186e-08
1978,1.9831475924547703e-05,1.2475242172627077e-08
1979,2.041987602297013e-05,1.8141117053005473e-08
1980,1.982355286145321e-05,1.4212877097463661e-08
1981,2.0960341089448775e-05,1.138598904049104e-08
1982,2.1080677015561378e-05,1.0552754226011984e-08
1983,2.0978848624508828e-05,1.4525227243211702e-08
1984,2.1018505776737584e-05,8.69851302098823e-09
1985,2.078615830214403e-05,9.023337299574052e-09
1986,2.2094474616096704e-05,1.558566253834215e-08
1987,2.1305974087226787e-05,1.3443796742507175e-08
1988,2.1288365132932086e-05,5.99655392008458e-09
1989,2.1377883058448788e-05,1.3720305780395847e-08
1990,2.0478209876273468e-05,1.1442167213715493e-08
1991,2.0018662212351046e-05,1.3481369798284959e-08
1992,2.095762340559304e-05,7.713921945651236e-09
1993,2.2123041162558366e-05,1.1632335983335906e-08
1994,2.1615593823298695e-05,1.4769794220992338e-08
1995,2.2442982299253345e-05,8.133676288046843e-09
1996,2.0995250793021114e-05,6.4057106285986265e-09
1997,2.1406326141004683e-05,1.1028256974299211e-08
1998,2.237682974737254e-05,8.582632382569955e-09
1999,2.15448421840847e-05,1.1425503210205079e-08
2000,2.149902434211981e-05,8.394259620736477e-09
2001,2.216279722233594e-05,1.4896119893137438e-08
2002,2.341149456697167e-05,7.448076377869484e-09
2003,2.3864384502303437e-05,9.167230530238157e-09
2004,2.387969561823411e-05,1.1452457121530202e-08
2005,2.418468466203194e-05,5.854874363109275e-09
2006,2.7035594030166976e-05,1.523619275189958e-08
2007,3.5550069696910214e-05,1.2382886188655462e-08
2008,3.8624769786110846e-05,1.404955107808803e-08
2009,4.330901447247015e-05,1.0013204265746367e-08
2010,5.668835001415573e-05,1.5116137674908714e-08
2011,6.225770448509138e-05,2.8679789210173112e-08
2012,7.59090453357203e-05,2.0765941854961056e-08
2013,8.730100580578437e-05,1.7571486987666418e-08
2014,9.296148164139595e-05,2.0138640491329518e-08
2015,9.480293101660209e-05,1.9284206786984726e-08
2016,9.763862180989236e-05,2.8998761170129228e-08
2017,9.928338113240898e-05,5.4085643796941696e-08
2018,0.00010974718134093564,1.4456213337510349e-08
2019,0.00010427391862322111,2.0918098975197807e-08
