year,seules_ADJ îles_NOUN,seules_ADJ iles_NOUN,seules_ADJ piles_NOUN
1853,4.180352064508952e-09,0.0,5.971931837933653e-10
1854,8.313063126763609e-09,1.0391328908454511e-09,0.0
1855,3.714855978387277e-09,5.306937111981824e-10,0.0
1856,3.6240324075009767e-09,2.070875637638636e-09,5.177189232874468e-10
1857,8.298565390418844e-09,4.881509085841174e-10,0.0
1858,6.8511463169329545e-09,0.0,0.0
1859,5.092173349652285e-09,0.0,0.0
1860,4.577183909670879e-10,0.0,2.288591982591015e-09
1861,7.545541969022906e-09,1.886385547766878e-09,0.0
1862,5.421583626485926e-09,4.517986262886353e-10,1.8071945051545413e-09
1863,2.4973103585068657e-09,1.4983863039219614e-09,0.0
1864,8.63051052846231e-09,1.4384183844029508e-09,0.0
1865,8.47231973466478e-09,1.882737743486018e-09,0.0
1866,1.4596839292835284e-09,4.865612912574591e-10,0.0
1867,1.0190904120577216e-08,4.85281148598915e-10,0.0
1868,3.457911734727759e-09,0.0,0.0
1869,1.0255390314739543e-08,9.767038289254515e-10,4.883519366671862e-09
1870,8.601073631098188e-09,5.160643912205387e-09,0.0
1871,0.0,0.0,0.0
1872,2.4189357183956872e-09,6.047339295989218e-10,0.0
1873,0.0,0.0,0.0
1874,5.974609140757536e-10,0.0,1.1949218281515073e-09
1875,4.577221712764867e-09,1.716458086775674e-09,0.0
1876,4.232210137899983e-09,6.04601479992084e-10,0.0
1877,3.710889595609501e-09,0.0,0.0
1878,3.0195443923020093e-09,6.039088673581716e-10,0.0
1879,1.221865053580018e-09,0.0,0.0
1880,3.8507077526617195e-09,0.0,2.5671385017744797e-09
1881,4.8807553554297556e-09,1.3945015142624584e-09,0.0
1882,5.989846840748214e-09,0.0,0.0
1883,5.0554711528150165e-09,0.0,0.0
1884,1.3203393933736152e-08,1.3203393933736152e-09,1.2543224237049344e-08
1885,2.2559724754955823e-08,0.0,2.5782542767416317e-09
1886,4.5174246565693466e-09,1.9360391623202133e-09,0.0
1887,5.876032105334161e-09,6.528924623161458e-10,0.0
1888,6.340614699951175e-09,6.340614699951175e-10,1.268122939990235e-09
1889,7.51816386923565e-09,6.265136742733546e-10,1.2530273485467092e-09
1890,6.554386478008212e-10,0.0,0.0
1891,8.92390783491237e-09,0.0,2.5496880162734215e-09
1892,1.2537024751679837e-08,3.1342561879199593e-09,6.268512375839919e-10
1893,1.847525021858587e-09,6.158416554491453e-10,0.0
1894,1.2603078580752936e-09,0.0,2.520615716150587e-09
1895,1.2037228991346183e-09,6.018614495673091e-10,0.0
1896,4.1279202278587945e-09,0.0,0.0
1897,4.661370844871726e-09,1.1653427112179315e-09,0.0
1898,1.0750873968845553e-08,5.6583548957434e-10,0.0
1899,2.2110313580014918e-09,0.0,0.0
1900,2.595526460424935e-09,5.191053142894475e-10,0.0
1901,2.794369402536745e-09,0.0,0.0
1902,6.38336894454028e-09,1.9641135384773634e-09,0.0
1903,1.0260418292773466e-08,2.1600881083827517e-09,0.0
1904,8.061937784020756e-09,0.0,0.0
1905,3.096455536422127e-09,5.160759042333041e-10,0.0
1906,2.572092316910357e-09,0.0,1.5432553013283723e-09
1907,3.0857059130084963e-09,2.057137349353866e-09,0.0
1908,2.4556945366072114e-09,0.0,0.0
1909,2.7504918342913243e-09,0.0,0.0
1910,3.740905363258662e-09,3.206490406526541e-09,0.0
1911,4.788336838146279e-09,5.320374141248863e-10,0.0
1912,2.6047106693738442e-09,5.209421227725386e-10,0.0
1913,3.71209285532359e-09,0.0,5.30298971401777e-10
1914,6.027069510139427e-09,0.0,0.0
1915,1.1780761921542648e-09,0.0,0.0
1916,1.0987462051303964e-09,0.0,0.0
1917,1.0966424213165737e-08,2.1932848870420685e-09,0.0
1918,4.594550517822427e-09,1.1486376294556067e-09,0.0
1919,3.6831393490643904e-09,0.0,0.0
1920,0.0,0.0,0.0
1921,1.5145494858259667e-09,0.0,0.0
1922,3.6889677978990676e-09,0.0,0.0
1923,2.1231896241147297e-09,0.0,0.0
1924,6.445812328337297e-09,1.289162443462999e-09,0.0
1925,3.299453377181294e-09,1.0998177923937646e-09,0.0
1926,6.687683296036084e-09,0.0,1.1146138456652466e-09
1927,0.0,0.0,0.0
1928,7.998228745975666e-09,0.0,0.0
1929,6.684243825105796e-09,2.2280812750352652e-09,0.0
1930,4.201441416995522e-09,1.0503603542488804e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,0.0,0.0
1932,1.0959536611565568e-09,2.1919073223131136e-09,0.0
1933,1.261772819560747e-08,0.0,0.0
1934,1.9170528275935794e-08,0.0,0.0
1935,1.196828414151696e-08,0.0,0.0
1936,6.0623572828433225e-09,1.2124714565686645e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09,0.0
1938,9.075650453382877e-09,0.0,0.0
1939,4.588215141154706e-09,0.0,0.0
1940,5.0715658339584024e-09,0.0,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0,0.0
1944,6.4263723231761105e-09,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,2.178504043826024e-09,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09,0.0
1947,5.960435700558264e-09,0.0,0.0
1948,1.3046265401328583e-08,1.0871887834440486e-09,1.0871887834440486e-09
1949,0.0,1.9634016634739737e-09,1.9634016634739737e-09
1950,4.2541445921528975e-09,0.0,0.0
1951,3.1984206394497505e-09,0.0,2.1322803522849654e-09
1952,5.272402070488624e-09,1.0544803918932644e-09,3.1634410646574906e-09
1953,1.0773827163745864e-08,0.0,0.0
1954,6.840775057526116e-09,0.0,0.0
1955,8.447047505910632e-09,0.0,2.815682353940474e-09
1956,9.593255967388359e-09,1.744228317335228e-09,8.72114158667614e-10
1957,4.417518795207798e-09,1.7670075402875796e-09,1.7670075402875796e-09
1958,1.3235589513271862e-08,0.0,2.4816730892496253e-09
1959,6.975672928177801e-09,0.0,2.325224457422337e-09
1960,4.152500121534786e-09,3.460416619915918e-09,6.920833350854139e-10
1961,5.55852741612739e-09,0.0,0.0
1962,3.805173953708163e-09,3.170978202238217e-09,1.2683912808952869e-09
1963,4.526237162849611e-09,1.9398159745165344e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,0.0,6.083968329129164e-10
1965,7.1136563306595235e-09,2.73602163147757e-09,1.0944086747954884e-09
1966,1.163205709531212e-08,1.1078149508847446e-09,5.539074754423723e-10
1967,3.944268467392931e-09,4.930335584241163e-10,4.930335584241163e-10
1968,4.491415683816058e-09,8.982831700699023e-10,8.982831700699023e-10
1969,4.995933444718048e-09,4.5417578031781147e-10,4.5417578031781147e-10
1970,4.1388523719376735e-09,9.197450023812337e-10,3.6789800095249348e-09
1971,3.083038491169532e-09,2.0553589941130213e-09,1.541519245584766e-09
1972,7.182205497002769e-09,2.0520587451500205e-09,0.0
1973,1.2129047988196362e-08,1.102640756478479e-09,1.102640756478479e-09
1974,1.0688586016271984e-08,1.687671502548227e-09,0.0
1975,6.8537762132336866e-09,5.711480177694739e-10,1.7134440533084216e-09
1976,6.2848797277581525e-09,0.0,0.0
1977,9.990529292736028e-09,0.0,0.0
1978,7.72276909088987e-09,1.7821774056514528e-09,1.7821774056514528e-09
1979,5.851973128301324e-09,0.0,0.0
1980,9.664756106531058e-09,5.685150683554241e-10,0.0
1981,2.5302198114474095e-09,2.5302198669585607e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,1.8622506869903077e-09,1.2415004579935385e-09
1983,8.209910973278056e-09,1.2630632095778083e-09,0.0
1984,9.858314165001048e-09,5.799008495621649e-10,5.799008495621649e-10
1985,2.4062232206745193e-09,1.2031116103372597e-09,0.0
1986,8.392279760016663e-09,0.0,0.0
1987,7.332980445085013e-09,4.277571630240118e-09,0.0
1988,5.99655392008458e-09,5.996553809062277e-10,0.0
1989,1.0976243913773942e-08,0.0,0.0
1990,1.0352437129768077e-08,5.44865097484859e-10,1.6345953479657283e-09
1991,5.8614650910726596e-09,5.861465202094962e-10,1.1722930404189924e-09
1992,1.1019888113139586e-08,1.6529832502776287e-09,0.0
1993,1.1632335983335906e-08,5.539207426075166e-10,0.0
1994,1.0549853435293244e-08,0.0,0.0
1995,1.4640617607142303e-08,0.0,0.0
1996,9.074756945892659e-09,0.0,5.338092190498855e-10
1997,8.151320507465698e-09,0.0,0.0
1998,5.72175506974304e-09,0.0,1.9072516899143466e-09
1999,5.484241505371301e-09,4.570201161957499e-10,4.570201161957499e-10
2000,1.678851901942835e-08,3.534425307982758e-09,4.4180314962005696e-10
2001,1.4019877703219663e-08,0.0,0.0
2002,1.3581786362237835e-08,0.0,4.38122149670761e-10
2003,1.2084076850271686e-08,4.1669229178253886e-10,0.0
2004,7.488145215006625e-09,0.0,0.0
2005,1.306087415997581e-08,0.0,9.007499190971657e-10
2006,1.1941880373456115e-08,8.235779835885637e-10,8.235779835885637e-10
2007,9.586750948642475e-09,7.988958938831558e-10,0.0
2008,1.4049550856043425e-08,4.257439678578834e-10,8.514879357157668e-10
2009,6.198650481792356e-09,0.0,4.76819250749827e-10
2010,9.447585824773341e-09,0.0,0.0
2011,1.4531093661673822e-08,3.82397197240536e-10,0.0
2012,7.489355802192676e-09,0.0,3.404252713057332e-10
2013,1.2272150407000026e-08,2.789125042035323e-10,0.0
2014,6.9294245896855955e-09,4.330890368553497e-10,0.0
2015,1.1526192444932803e-08,0.0,0.0
2016,6.8354220061905835e-09,2.0713400439298368e-10,4.1426800878596737e-10
2017,7.2952728302766445e-09,2.515611330355938e-10,2.515611330355938e-10
2018,5.937373259712331e-09,0.0,0.0
2019,7.397864543179367e-09,0.0,0.0
