year,premiers_ADJ anneaux_NOUN,premiers_ADJ panneaux_NOUN
1887,1.416776598262004e-07,1.9586774424595887e-09
1888,1.4393195613138232e-07,5.706553452000662e-09
1889,1.923396979464087e-07,4.385595886446936e-09
1890,1.402638645231491e-07,3.2771931834929546e-09
1891,2.498694300356874e-07,2.2947192590550003e-08
1892,1.1910173469686924e-07,2.5074049503359674e-09
1893,1.8228912779250095e-07,9.23762488724833e-09
1894,2.331569532998401e-07,4.411077725308132e-09
1895,1.7393796269971062e-07,7.22233739480771e-09
1896,1.4506690604321193e-07,1.2973464080801023e-08
1897,1.3401441378846357e-07,2.0393496669157685e-08
1898,1.4372221812664066e-07,2.2067583316243145e-08
1899,1.636163204921104e-07,1.4371703827009696e-08
1900,9.966822034357392e-08,1.245852754294674e-08
1901,1.8889937791755074e-07,1.117747761014698e-08
1902,1.1097241525703794e-07,1.276673788908056e-08
1903,9.558389990615979e-08,9.720396931811592e-09
1904,1.5640159745089477e-07,4.299700151477737e-09
1905,9.650619148260375e-08,1.4966200723165457e-08
1906,1.3014786759413255e-07,1.2346042410626978e-08
1907,8.897119130324427e-08,1.2342823652033985e-08
1908,1.4635939749041427e-07,9.822778146428846e-09
1909,1.1992143811312417e-07,1.1552065082298668e-08
1910,1.5230828864787327e-07,1.60324518105881e-08
1911,8.033764942183552e-08,2.074945903984826e-08
1912,9.949994250746386e-08,1.3023552902780011e-08
1913,9.598411310207666e-08,1.113627856597077e-08
1914,9.107571230515532e-08,1.2723813114234872e-08
1915,6.597226587246041e-08,1.4136913861761968e-08
1916,8.130722051191697e-08,1.4283700444650549e-08
1917,5.812205117194935e-08,1.0966424435210342e-09
1918,4.2499593178035866e-08,3.44591288836682e-09
1919,6.353415216153735e-08,2.762354567309444e-09
1920,7.572231908170579e-08,9.843901693784574e-09
1921,1.1964941393216577e-07,2.2718242842501013e-09
1922,8.484625624305409e-08,8.115729421831475e-09
1923,8.174279741979262e-08,1.0615948120573648e-08
1924,4.898817351772777e-08,2.578324886925998e-09
1925,6.818870446068104e-08,1.0998178368026856e-08
1926,4.56991671171636e-08,6.687683296036084e-09
1927,1.0034302277972529e-07,5.574612327308159e-09
1928,1.0169176789531775e-07,1.3711249025050165e-08
1929,1.2811467797746445e-07,1.2254447234738564e-08
1930,3.676261073337628e-08,3.1510811737689437e-09
1931,6.615106684648708e-08,5.7026783295555106e-09
1932,5.698959171240858e-08,7.6716757391182e-09
1933,7.455930273181366e-08,8.02946331646126e-09
1934,5.2718952758823434e-08,8.38710612072191e-09
1935,9.813992818408224e-08,3.590485242455088e-09
1936,1.394342206140209e-07,1.4549657478823974e-08
1937,3.021868266728234e-08,8.813782592653752e-09
1938,5.4453899167583586e-08,1.6854778905894818e-08
1939,2.9058696782158222e-08,2.2941076593951948e-08
1940,4.057252667166722e-08,2.5357829169792012e-09
1941,9.444808313219255e-08,2.9515025978810172e-09
1942,9.102635090130207e-08,3.034211770724937e-09
1943,1.4225852851268428e-07,1.4516175816936538e-08
1944,1.381670102773569e-07,6.4263723231761105e-09
1945,1.0021118868053236e-07,2.178504043826024e-09
1946,5.8468636154884734e-08,1.3921104269343232e-09
1947,5.006765846360395e-08,1.549713246618012e-08
1948,7.392883816237372e-08,8.697510267552389e-09
1949,6.47922533403289e-08,2.1597418964347526e-08
1950,7.657460088239532e-08,4.2541445921528975e-09
1951,5.437314953837813e-08,3.1984206394497505e-09
1952,9.173979265142407e-08,8.435843135146115e-09
1953,3.98631598841348e-08,5.386913581872932e-09
1954,4.0067398288101685e-08,6.840775057526116e-09
1955,3.660387193349379e-08,6.569925492527773e-09
1956,7.412970148834575e-08,6.104799332717903e-09
1957,4.94762097957846e-08,1.1485549400447326e-08
1958,3.4743422361316334e-08,1.0753916868111446e-08
1959,2.0927018340444192e-08,6.200598257066758e-09
1960,4.982999968206059e-08,1.1765417085030094e-08
1961,3.682524507553353e-08,9.72742331128984e-09
1962,3.297817485758969e-08,5.0735651235811474e-09
1963,3.9442923593924206e-08,1.2285501505004959e-08
1964,2.6769461314302134e-08,9.125952438182594e-09
1965,3.55682807651192e-08,1.1491291473930687e-08
1966,4.0989153404780154e-08,1.495550172592175e-08
1967,3.106111279294055e-08,8.874604162656397e-09
1968,3.323647845832056e-08,9.431973424511852e-09
1969,4.3146698658347304e-08,1.0446043141598693e-08
1970,2.851209579546321e-08,7.817832603507213e-09
1971,3.494110245583215e-08,9.762954888969944e-09
1972,2.1546616935097518e-08,1.4364410994005539e-08
1973,2.4809416743210022e-08,1.4885650045926013e-08
1974,2.700274492895005e-08,9.00091468025721e-09
1975,1.6563292959403952e-08,3.4268881066168433e-09
1976,2.285410793945175e-08,1.4855169538918744e-08
1977,1.4104276857551667e-08,7.052138428775834e-09
1978,1.7227714366185864e-08,1.3663360221016774e-08
1979,3.6282234106010947e-08,1.1118749476679568e-08
1980,2.5014662341504845e-08,1.0233271119375331e-08
1981,2.5934753011824796e-08,1.3283654176632353e-08
1982,3.1037512115972277e-08,1.0552754226011984e-08
1983,1.326216381158929e-08,8.841442245000053e-09
1984,1.9716628330002095e-08,1.0438215625185876e-08
1985,1.2632671797518924e-08,7.820225356169885e-09
1986,2.3977941410180392e-08,1.3787316177626963e-08
1987,1.1610551631235921e-08,1.2832715334809564e-08
1988,2.278690480750356e-08,1.3792074149421296e-08
1989,2.250130037850795e-08,6.585746614717891e-09
1990,1.471135746555774e-08,4.90378582185258e-09
1991,3.282420379946416e-08,1.1136783939491579e-08
1992,5.509944056569793e-09,1.3774860363469088e-08
1993,5.539207315052863e-09,1.2186256448387667e-08
1994,6.329911705904578e-09,8.967375286772494e-09
1995,1.6809597269684673e-08,9.760411145975922e-09
1996,1.92171327739743e-08,5.3380921904988554e-09
1997,7.192341833217597e-09,1.2946214766884623e-08
1998,6.675381136744818e-09,2.4794271524797296e-08
1999,1.0511462811280126e-08,1.1425503210205079e-08
2000,6.627047355323157e-09,4.418031274155965e-09
2001,7.448059946568719e-09,1.270551397425379e-08
2002,9.200564754507923e-09,7.448076377869484e-09
2003,7.91715315529018e-09,9.167230530238157e-09
2004,7.047666006343434e-09,1.3654853248112886e-08
2005,4.954124666056714e-09,1.3961623857028371e-08
2006,7.000412693969338e-09,1.0294725072412803e-08
2007,1.078509459517818e-08,1.3181781888249589e-08
2008,7.2376473703172906e-09,1.4475294740634581e-08
2009,6.198650481792356e-09,2.145686650578682e-08
2010,1.0392344762522043e-08,1.369900015646408e-08
2011,9.177532511728259e-09,1.606068167347985e-08
2012,1.327658516458996e-08,1.1234034147378225e-08
2013,5.578249862026041e-09,1.310888730898796e-08
2014,8.445236510112863e-09,1.1043770342666903e-08
2015,1.219116452233493e-08,1.1969507163200888e-08
2016,1.8849194205472486e-08,1.304944241553585e-08
2017,7.54683426862357e-09,1.4590545660553289e-08
2018,5.421080029321956e-09,1.2132893800753664e-08
2019,7.652963596171958e-09,8.673358031785483e-09
