year,nos_DET arts_NOUN,nos_DET parts_NOUN
1965,1.3023463463213147e-07,1.2038495533772675e-08
1966,1.3681514277052997e-07,1.1078149397825143e-08
1967,1.355842309536115e-07,7.888536934785861e-09
1968,1.679789585207203e-07,1.167768146070891e-08
1969,1.6168658145687687e-07,2.2254612375149918e-08
1970,1.3336302517874543e-07,1.2876429700270364e-08
1971,1.7624702985941099e-07,2.106742891250235e-08
1972,2.021277903940799e-07,3.078088184338412e-08
1973,1.0750747536647509e-07,1.6539610570021068e-08
1974,9.507215814608116e-08,2.3064844367759463e-08
1975,9.766630881813398e-08,2.8557401332562904e-08
1976,1.005580738677736e-07,1.085570117131951e-08
1977,1.1165885638320105e-07,2.056873604772136e-08
1978,9.148510538015131e-08,4.217819693508318e-08
1979,1.4454374586136964e-07,4.915657647597271e-08
1980,7.333844465051698e-08,2.3877632537860904e-08
1981,8.602747048058745e-08,2.4037087986705785e-08
1982,1.173217938355009e-07,3.662426362183169e-08
1983,9.788739774307942e-08,4.9890996223211914e-08
1984,9.974294812309381e-08,4.233276129639307e-08
1985,9.444426463112165e-08,5.293691074381712e-08
1986,9.351397256551763e-08,5.5149265820730875e-08
1987,8.494035141914935e-08,4.399788056108633e-08
1988,1.0254107141172142e-07,4.7372775702214653e-08
1989,7.90289598207039e-08,5.5978847557369704e-08
1990,7.519138423006666e-08,5.2851915843810104e-08
1991,8.147436680872033e-08,5.216703924393329e-08
1992,9.642402520881888e-08,3.6365632505308554e-08
1993,1.0524494076236124e-07,4.4313660296779744e-08
1994,1.1446590475472362e-07,5.116678947203468e-08
1995,8.838594756088725e-08,2.2774294172744902e-08
1996,6.138805996869223e-08,4.8042830824712723e-08
1997,6.137465113909002e-08,5.5620774652709315e-08
1998,7.056831252683082e-08,4.243635098877263e-08
1999,8.54627615343162e-08,2.970630674781205e-08
2000,1.0205652900552309e-07,2.2973764002287567e-08
2001,9.813914303435922e-08,2.9354119357449804e-08
2002,8.543381779801962e-08,2.8477939117976803e-08
2003,7.542130342486075e-08,3.041853668950267e-08
2004,7.135761481702474e-08,2.378587327100945e-08
2005,8.422011443798283e-08,2.2068373239925165e-08
2006,9.306430981403935e-08,2.3471972088184856e-08
2007,8.66802076782136e-08,3.8347003128436086e-08
2008,7.493094011934431e-08,3.320802810513612e-08
2009,7.581426020308868e-08,3.051643249207814e-08
2010,7.274641583565611e-08,3.590082853222043e-08
2011,4.818204557555106e-08,4.856444557610473e-08
2012,7.693611062120631e-08,4.051060853438315e-08
2013,6.080292508370277e-08,3.514297630680119e-08
2014,7.795602341431618e-08,4.374199158441172e-08
2015,8.134831741557491e-08,4.255824648247142e-08
2016,1.2303759522325208e-07,4.204820358566508e-08
2017,4.125602554028163e-08,5.53434476024961e-08
2018,5.550153436839622e-08,5.705041283832202e-08
2019,6.224410059596508e-08,4.846876811015477e-08
