year,dieux_NOUN heureux_ADJ
1913,5.30298971401777e-10
1914,9.375441145653696e-09
1915,1.4136914527895783e-08
1916,1.2086208256434361e-08
1917,1.6449636319748606e-08
1918,1.8378202071289707e-08
1919,0.0
1920,3.028892692213958e-09
1921,2.27182422873895e-09
1922,1.0329109456641561e-08
1923,4.671016995416721e-08
1924,6.445812328337297e-09
1925,2.1996355847875293e-09
1926,1.1146138456652466e-09
1927,1.1149224876660924e-09
1928,1.7139061725401916e-08
1929,1.0026365515614089e-08
1930,6.30216201447098e-09
1931,0.0
1932,0.0
1933,1.1470662197865522e-09
1934,7.188948103475923e-09
1935,0.0
1936,3.6374143697059935e-09
1937,1.2591118148108649e-09
1938,2.7226950249925608e-08
1939,6.117620188206274e-09
1940,2.5357829169792012e-09
1941,5.9030051957620344e-09
1942,6.068423541449874e-09
1943,2.322588166236983e-08
1944,6.4263723231761105e-09
1945,1.089252066321933e-08
1946,4.1763312808029696e-09
1947,1.1920870957027319e-09
1948,1.0871887834440486e-08
1949,3.9268033269479474e-09
1950,0.0
1951,1.0661401761424827e-09
1952,6.326882351359586e-09
1953,5.386913692895234e-09
1954,2.9317608341017376e-09
1955,0.0
1956,0.0
1957,4.417518795207798e-09
1958,1.6544486891589827e-09
1959,2.325224457422337e-09
1960,3.460416619915918e-09
1961,6.948159270159238e-10
1962,1.9025869768540815e-09
1963,6.466053248388448e-10
1964,6.083968329129164e-10
1965,1.0944086747954884e-09
1966,3.8773522170743036e-09
1967,0.0
1968,4.4914158503495116e-10
1969,4.9959335557403506e-09
1970,2.2993625059530842e-09
1971,3.5968783507200897e-09
1972,2.565073486948677e-09
1973,3.307922213924286e-09
1974,2.250228725575454e-09
1975,3.4268881066168433e-09
1976,1.142705374768127e-09
1977,2.3507127355770763e-09
1978,2.970295565063452e-09
1979,2.9259866751729646e-09
1980,0.0
1981,1.8976649140967083e-09
1982,0.0
1983,2.526126308133314e-09
1984,1.739702604197646e-09
1985,1.2031116103372597e-09
1986,5.994485463567401e-10
1987,1.2221633705067347e-09
1988,1.7989661427186832e-09
1989,0.0
1990,5.9935161278446e-09
1991,1.7584396161396398e-09
1992,1.1019888335184191e-09
1993,0.0
1994,3.692448680148175e-09
1995,5.422450821690461e-10
1996,0.0
1997,9.58978896292706e-10
1998,9.536258449571733e-10
1999,0.0
2000,3.0926219363180962e-09
2001,2.1906058911280724e-09
2002,3.0668549366730247e-09
2003,3.7502307925763034e-09
2004,8.809582507929292e-10
2005,2.2518747977429143e-09
2006,8.235779835885637e-10
2007,1.5977918155218873e-09
2008,1.4475294962679186e-08
2009,2.860915504498962e-09
2010,9.447586046817946e-10
2011,7.64794394481072e-10
2012,1.7361688586792212e-08
2013,3.876883702957912e-08
2014,2.295371936966717e-08
2015,2.327404180491044e-08
2016,1.1599504468051691e-08
2017,8.301517084863264e-09
2018,5.62759749911379e-08
2019,6.53052882881866e-08
