year,mes_DET yeux_NOUN,mes_DET pieux_ADJ
1800,1.3975810929878207e-05,0.0
1801,1.8685139707486087e-05,0.0
1802,1.2914575222566782e-05,4.475680270843441e-09
1803,1.3829855674885039e-05,5.851017448321727e-09
1804,1.7260935237572994e-05,0.0
1805,1.553064100789925e-05,0.0
1806,1.152955860561633e-05,5.76333825108577e-09
1807,1.1683903608172841e-05,2.8469551160981155e-09
1808,1.2961943184564007e-05,0.0
1809,1.1480393197871308e-05,2.259030518203531e-09
1810,1.8075139678330743e-05,0.0
1811,1.3091954542687745e-05,0.0
1812,1.0132724298728135e-05,0.0
1813,1.6345716119303688e-05,0.0
1814,1.07679288134932e-05,0.0
1815,9.715398959997401e-06,2.697223555614414e-09
1816,1.0607673061713285e-05,9.270415546325239e-09
1817,1.6314476170009584e-05,0.0
1818,1.4174280011047813e-05,0.0
1819,1.4032918215889367e-05,1.035105001712111e-09
1820,1.7069932596314175e-05,0.0
1821,1.7330580476482282e-05,9.86148829262845e-10
1822,1.5445463645846758e-05,3.208197085768916e-08
1823,1.5090863030309265e-05,2.9648061783404955e-09
1824,1.5228740267048124e-05,8.421112696055388e-10
1825,1.3639631163187005e-05,0.0
1826,1.167586361816575e-05,3.5231937367541377e-09
1827,1.020444301502721e-05,1.8434546111834038e-09
1828,1.2153298996508966e-05,1.2841221419535032e-08
1829,1.1007958050868183e-05,2.571952872898464e-09
1830,1.5031131056275626e-05,9.39315203396518e-09
1831,1.3179246650452114e-05,4.677361609140007e-09
1832,1.5766473325129482e-05,4.058990921151917e-09
1833,1.5020490991446422e-05,1.1583628500844156e-09
1834,1.2445730021681811e-05,7.467624740797874e-09
1835,1.3130276784067973e-05,1.5126175867408165e-09
1836,1.222773312292702e-05,5.376600054063374e-09
1837,1.1207075317543058e-05,8.349468672008697e-09
1838,1.1086681013239286e-05,1.8936485712828244e-09
1839,1.094934947332149e-05,4.194885327990505e-09
1840,1.0147551307682079e-05,6.369688665408546e-10
1841,1.1194868307029537e-05,9.630822805917205e-09
1842,1.1515407436490932e-05,4.024959032733477e-09
1843,1.0542654848677557e-05,5.906910960362666e-09
1844,9.952957299219634e-06,2.7442805805577564e-09
1845,9.688950143527109e-06,3.9061593959388574e-09
1846,9.883568736768211e-06,1.7563503984519002e-09
1847,8.564438758185133e-06,7.011190739092399e-09
1848,9.915735404320003e-06,1.6090443422100975e-09
1849,1.1230091985225954e-05,0.0
1850,1.0440797353794551e-05,4.752297222410107e-09
1851,8.94666169415359e-06,2.579775504329973e-09
1852,1.0207884599822137e-05,3.906327261660181e-09
1853,1.029561013865532e-05,5.971931837933653e-09
1854,1.1241339905154746e-05,6.234797400583858e-09
1855,1.182014119649466e-05,3.1841622671890946e-09
1856,1.0959592202652857e-05,3.6240324075009767e-09
1857,1.2516188860445254e-05,5.857811125054013e-09
1858,1.1976783127920498e-05,4.404308473482388e-09
1859,1.1636634098977083e-05,9.675129808428551e-09
1860,1.3280698681228387e-05,8.238931314963338e-09
1861,1.2286028606922628e-05,8.960331143725853e-09
1862,1.3328059765171929e-05,2.710791813242963e-09
1863,1.2253802651684964e-05,5.494082966350788e-09
1864,1.2301833464789524e-05,2.8768367688059016e-09
1865,1.1884782395554794e-05,8.47231973466478e-09
1866,1.0639635320330854e-05,5.352174259343201e-09
1867,1.0304460005272631e-05,2.91168689159349e-09
1868,1.0180586286878679e-05,9.87974813071446e-10
1869,1.174681653992593e-05,1.953407657850903e-09
1870,1.0306379408575594e-05,1.7202146374017957e-09
1871,9.907434389333503e-06,1.0621177271019633e-09
1872,9.98597096213416e-06,2.4189357183956872e-09
1873,9.599156811646026e-06,1.1972008939764578e-09
1874,9.525319285330625e-06,5.974609140757536e-10
1875,1.1034537067189376e-05,1.716458086775674e-09
1876,9.89914045135265e-06,4.232210137899983e-09
1877,1.1383154060240486e-05,4.9478527941460015e-09
1878,8.4619708786704e-06,3.0195443923020093e-09
1879,8.705788218321686e-06,1.221865053580018e-09
1880,8.999745915616586e-06,3.8507077526617195e-09
1881,9.18348968070859e-06,5.5780060570498335e-09
1882,8.80307820239068e-06,6.655385131892899e-10
1883,8.362381578308486e-06,8.21514056781325e-09
1884,8.215812073331108e-06,0.0
1885,6.788543686297999e-06,2.5782542767416317e-09
1886,7.86677233577393e-06,1.2906927748801422e-09
1887,7.745916036583367e-06,6.528924623161458e-10
1888,7.3145330929946795e-06,0.0
1889,7.63908127510149e-06,1.8795410228200637e-09
1890,6.899147194872057e-06,6.554386478008212e-10
1891,7.355849987789043e-06,1.2748440081367107e-09
1892,7.3680095908912335e-06,6.268512375839919e-10
1893,6.9466939578433085e-06,1.2316833108982905e-09
1894,7.271345964454667e-06,0.0
1895,7.390256712369592e-06,1.2037228991346183e-09
1896,7.37600393563298e-06,4.717623069971921e-09
1897,6.913395793617383e-06,1.7480140668268973e-09
1898,6.723257200746957e-06,2.8291774478717002e-09
1899,7.186404843650962e-06,2.7637891975018647e-09
1900,7.016227300482569e-06,0.0
1901,6.199587915034499e-06,5.588738916095792e-10
1902,5.683653427013269e-06,4.910283846193408e-10
1903,6.321498034367323e-06,0.0
1904,6.116860816973713e-06,2.6873125946735854e-09
1905,6.651186254202912e-06,0.0
1906,6.6406280154751585e-06,0.0
1907,6.609582442251849e-06,5.142843373384665e-10
1908,6.807676470543811e-06,0.0
1909,7.284402528284772e-06,5.500983557560346e-10
1910,7.614345918227627e-06,1.6032452032632705e-09
1911,7.649101917195367e-06,2.6601871816467337e-09
1912,7.912068895166158e-06,0.0
1913,7.967742135406297e-06,2.121195885607108e-09
1914,7.080467327114093e-06,0.0
1915,6.2167081011921255e-06,0.0
1916,7.178108944572159e-06,1.0987462051303964e-09
1917,7.728039179255575e-06,5.483212106582869e-09
1918,7.680939859255886e-06,0.0
1919,8.688526008882036e-06,0.0
1920,7.679757288769906e-06,0.0
1921,8.151305507908546e-06,7.572747429129834e-10
1922,8.751707127885311e-06,0.0
1923,9.295324218783207e-06,0.0
1924,9.403151011611044e-06,2.578324886925998e-09
1925,9.479329776240775e-06,0.0
1926,9.270243765513442e-06,1.1146138456652466e-09
1927,1.0570580514013272e-05,5.574612327308159e-09
1928,8.211895647036727e-06,1.1426041224282812e-09
1929,9.332318256838334e-06,0.0
1930,8.036307178826974e-06,0.0
1931,7.026840364687814e-06,0.0
1932,6.98670461929396e-06,1.0959536611565568e-09
1933,6.354746659553712e-06,0.0
1934,6.7012977638114535e-06,0.0
1935,6.5490451959249185e-06,0.0
1936,6.480660090346646e-06,0.0
1937,6.078991987124027e-06,0.0
1938,7.375910286100407e-06,0.0
1939,6.738558681718132e-06,0.0
1940,5.170461548686944e-06,1.0143131667916805e-08
1941,7.142636320622842e-06,0.0
1942,8.113482351745915e-06,3.034211770724937e-09
1943,8.808415884686838e-06,0.0
1944,8.919805054574681e-06,3.2131861615880553e-09
1945,8.981972371202573e-06,0.0
1946,9.934099580277689e-06,5.568441707737293e-09
1947,9.82160543117061e-06,0.0
1948,8.54530401284137e-06,0.0
1949,7.46681632790569e-06,0.0
1950,8.71674211566642e-06,0.0
1951,9.372438569243968e-06,0.0
1952,7.297004344763991e-06,1.0544803918932644e-09
1953,7.302500108608001e-06,0.0
1954,9.135366894952313e-06,0.0
1955,7.562922803572292e-06,0.0
1956,8.049613882121776e-06,1.744228317335228e-09
1957,7.095418652625085e-06,0.0
1958,8.25900821155301e-06,0.0
1959,7.508924454668886e-06,0.0
1960,8.869048258475232e-06,2.0762500052562416e-09
1961,8.532339165867597e-06,0.0
1962,8.988455135749973e-06,6.341956404476434e-10
1963,8.216414073558553e-06,0.0
1964,8.293057305763796e-06,6.083968329129164e-10
1965,8.62120441524894e-06,0.0
1966,7.675495936609877e-06,0.0
1967,8.859813078743173e-06,0.0
1968,1.0162277703784639e-05,3.1439910119779313e-09
1969,7.66512454219992e-06,4.5417578031781147e-10
1970,7.704703875788255e-06,0.0
1971,8.745552520394995e-06,0.0
1972,7.724975262135558e-06,0.0
1973,7.306648797111848e-06,5.513203782392395e-10
1974,5.882660474298973e-06,5.625571675160757e-10
1975,6.461968837356835e-06,5.711480177694739e-10
1976,6.380866921062989e-06,0.0
1977,6.3674929151602555e-06,1.1753563677885381e-09
1978,6.730690046197196e-06,1.1881182704343018e-09
1979,7.92357178625025e-06,1.1703946700691858e-09
1980,6.8886970439052675e-06,0.0
1981,6.988466935808901e-06,0.0
1982,6.565675278125127e-06,0.0
1983,7.117992709027021e-06,0.0
1984,7.313129742669844e-06,5.799008495621649e-10
1985,6.841494354148381e-06,1.2031116103372597e-09
1986,7.83958790862016e-06,0.0
1987,7.424642575415419e-06,6.110816852533674e-10
1988,6.861856377327058e-06,0.0
1989,7.395244693952918e-06,0.0
1990,6.852768422049849e-06,0.0
1991,6.823331858640813e-06,1.1722930404189924e-09
1992,6.9744873485433345e-06,2.7549720282848966e-09
1993,7.823576481769123e-06,1.1078414852150331e-09
1994,7.392282213913859e-06,0.0
1995,7.869602939081233e-06,5.422450821690461e-10
1996,7.072438165778294e-06,5.338092190498855e-10
1997,7.119459155546792e-06,4.79489448146353e-10
1998,7.801136462148861e-06,4.768129224785866e-10
1999,7.878112853632047e-06,4.570201161957499e-10
2000,7.710348711498227e-06,4.4180314962005696e-10
2001,7.4432406336200074e-06,4.3812117822561447e-10
2002,8.305043820655555e-06,4.38122149670761e-10
2003,7.929654202598613e-06,0.0
2004,8.126399279717589e-06,0.0
2005,8.000460979928903e-06,1.8014998381943315e-09
2006,8.485735691010632e-06,4.1178899179428186e-10
2007,9.349479000775318e-06,7.988958938831558e-10
2008,9.556674797295273e-06,8.514879357157668e-10
2009,9.672755481915374e-06,9.53638501499654e-10
2010,1.2447667018022912e-05,0.0
2011,1.3432466630547424e-05,0.0
2012,1.624815797640622e-05,3.404252713057332e-10
2013,1.89769286862429e-05,2.5102124823206395e-09
2014,2.0392647911648965e-05,8.661780737106994e-10
2015,2.1444258891278878e-05,2.659890530054554e-09
2016,2.3243335817824118e-05,1.0356699942093428e-09
2017,2.527233527871431e-05,1.0062445321423752e-09
2018,2.85523128695786e-05,5.162933414126769e-10
2019,2.778484804366599e-05,1.2754939326953263e-09
