year,nos_DET yeux_NOUN,nos_DET pieux_ADJ
1887,8.772916409327536e-06,2.4809913734546996e-08
1888,8.855302311872038e-06,2.219215189391832e-08
1889,9.90267488276686e-06,1.7542383101698533e-08
1890,8.333246704239627e-06,2.4906668727453507e-08
1891,8.677225402209388e-06,1.0836173736095134e-08
1892,8.850512870139937e-06,1.3163875767219224e-08
1893,9.15879742535708e-06,1.9706933196417253e-08
1894,9.001118513651818e-06,1.3863386882917439e-08
1895,9.148293955263398e-06,2.1667012850556944e-08
1896,9.203493092968529e-06,2.830573858636498e-08
1897,8.67655924707833e-06,1.9810826423771744e-08
1898,8.696891427462106e-06,3.1686786639006925e-08
1899,8.640158057460212e-06,2.819064981451902e-08
1900,8.815446747689748e-06,9.34389543516545e-09
1901,8.385344294481456e-06,2.235495522029396e-08
1902,7.416492834977362e-06,1.1293653123800595e-08
1903,8.470785459735453e-06,1.8900771614482892e-08
1904,8.585963442442335e-06,1.3974025492302644e-08
1905,8.184963483870433e-06,1.7546581076999246e-08
1906,8.367530661246292e-06,1.388929771195535e-08
1907,8.19460632328628e-06,1.3371392659777825e-08
1908,8.695614482689962e-06,1.6698723515062852e-08
1909,8.584834574776323e-06,1.1552065082298668e-08
1910,8.559192082202571e-06,1.9238942772226153e-08
1911,8.907902184773775e-06,1.8089272080246133e-08
1912,8.978958121019787e-06,9.897900055122477e-09
1913,9.10152148492216e-06,1.2727175091598042e-08
1914,8.823629272569633e-06,2.1429580443488305e-08
1915,8.644723536122001e-06,3.06299816621447e-08
1916,9.62062222242821e-06,3.8456116735474666e-08
1917,9.812756900373643e-06,9.869781991689308e-09
1918,9.832338051296574e-06,1.378365155346728e-08
1919,9.184828712704984e-06,1.6574126959767455e-08
1920,9.478919949401643e-06,1.2115570768855832e-08
1921,8.81543545006025e-06,9.087297137000405e-09
1922,9.007720976228484e-06,3.6889677978990676e-09
1923,8.983215664670752e-06,1.1677542488541803e-08
1924,9.0202692888397e-06,5.156649773851996e-09
1925,8.975613127404358e-06,2.639562701745035e-08
1926,8.610392384866827e-06,6.687682962969177e-09
1927,8.767750401261765e-06,7.804457635707251e-09
1928,8.118201989759655e-06,6.8556245125250825e-09
1929,8.275094188547882e-06,2.2280812750352652e-09
1930,7.80207643202857e-06,1.0503603542488804e-08
1931,7.849166237861027e-06,5.7026783295555106e-09
1932,7.5302974948954216e-06,1.0959536611565568e-09
1933,7.602754919844301e-06,5.735331320977366e-09
1934,7.63106849177575e-06,4.7926320689839486e-09
1935,7.551987522447234e-06,2.393656828303392e-09
1936,7.590071305685342e-06,4.849885826274658e-09
1937,7.3041076760205215e-06,7.554670666820584e-09
1938,7.464074172958135e-06,3.889564337278273e-09
1939,7.460437970507883e-06,1.5294050470515685e-09
1940,6.704609909036208e-06,1.2678914806940611e-08
1941,7.124927186907826e-06,2.9515025978810172e-09
1942,8.149893261588659e-06,3.034211770724937e-09
1943,8.280026918328076e-06,5.806470415592457e-09
1944,8.505304180062012e-06,1.2852744646352221e-08
1945,9.670379526482975e-06,2.178504043826024e-09
1946,8.466815728525035e-06,1.3921104269343232e-09
1947,8.95734285677463e-06,1.549713246618012e-08
1948,8.227845071928641e-06,1.0871887834440486e-08
1949,7.115367480992063e-06,5.890204768377316e-09
1950,8.054159067683031e-06,3.190608444114673e-09
1951,7.762566767155477e-06,3.198420528427448e-09
1952,6.6811879122496975e-06,4.2179215675730575e-09
1953,7.559994841699336e-06,0.0
1954,7.83268775705892e-06,9.772536113672459e-10
1955,7.783484548440356e-06,1.220129064449793e-08
1956,7.3868069705440575e-06,7.849027205963921e-09
1957,6.826833754303152e-06,7.068030161150318e-09
1958,6.7939937267169626e-06,5.790570245522986e-09
1959,6.37188993835025e-06,2.325224457422337e-09
1960,7.019801145702331e-06,5.536666680683311e-09
1961,7.676326291061741e-06,6.94815938118154e-09
1962,7.448627741268865e-06,5.7077609305622445e-09
1963,7.558816079722419e-06,6.466053248388448e-10
1964,7.12311029360535e-06,3.6503808864551957e-09
1965,8.326261109914412e-06,1.0944086747954884e-09
1966,6.952646430136156e-06,6.646889594286165e-09
1967,7.381205449519257e-06,2.4651677366094304e-09
1968,8.217494340101439e-06,2.245707841908029e-09
1969,6.979773317539184e-06,2.725054598640142e-09
1970,7.182748532841288e-06,5.978342487722443e-09
1971,7.380280479196699e-06,5.138397263237948e-09
1972,7.078063688936709e-06,3.5911027485013847e-09
1973,6.50613158370561e-06,3.859242703185828e-09
1974,5.945666565310148e-06,4.500457340128605e-09
1975,5.897674405730413e-06,3.4268881066168433e-09
1976,5.9557802742915555e-06,4.570821499072508e-09
1977,6.507948135947572e-06,2.938390863960194e-09
1978,6.297620792850012e-06,4.1584139465200565e-09
1979,6.562403136456396e-06,5.851973128301324e-09
1980,6.261056391565489e-06,2.8425753417771205e-09
1981,6.0712625185033176e-06,2.5302198114474095e-09
1982,6.534017046533336e-06,2.483000915987077e-09
1983,6.366470188368112e-06,6.315316047889041e-10
1984,6.316280085627568e-06,5.799008384599347e-09
1985,6.177376668858869e-06,3.6093347199894765e-09
1986,6.270831391930187e-06,8.392279760016663e-09
1987,6.392525470744204e-06,3.0554083707556856e-09
1988,5.99415536584047e-06,5.3968984281560495e-09
1989,6.133525445761734e-06,3.292873196336643e-09
1990,6.249602449770464e-06,4.903785877363731e-09
1991,6.2184283819988195e-06,3.5168792322792797e-09
1992,6.165076456454699e-06,1.65298330578878e-09
1993,6.722382060786458e-06,6.647049133334804e-09
1994,6.2650305352462965e-06,5.802419378309054e-09
1995,6.414759170070283e-06,2.1689803286761844e-09
1996,6.02136786653773e-06,3.2028553142993132e-09
1997,6.261652920613869e-06,3.835915585170824e-09
1998,6.09891426250897e-06,3.814503379828693e-09
1999,6.080652624973482e-06,3.199140841125825e-09
2000,6.217937311703281e-06,4.859834756842929e-09
2001,5.895358569318887e-06,1.7524847129024579e-09
2002,6.1713887546943624e-06,4.81934359086722e-09
2003,6.476231561691748e-06,5.0003075569016175e-09
2004,5.8213720137700875e-06,5.285749615779878e-09
2005,5.889553527538283e-06,1.3511248786457486e-09
2006,6.120419556054912e-06,1.6471559116659762e-09
2007,5.8782760135045464e-06,3.994479413904628e-09
2008,5.627058158097498e-06,3.83169571072095e-09
2009,5.982174187124656e-06,9.53638501499654e-10
2010,5.559904394658588e-06,3.77903447423833e-09
2011,5.349736866833155e-06,2.2943831279320648e-09
2012,5.767144472201835e-06,1.0212758416727752e-09
2013,5.7467133558475325e-06,8.367375126105969e-10
2014,6.203134205406968e-06,3.897801192920269e-09
2015,6.518504733321606e-06,3.3248630099125265e-09
2016,7.344971635347974e-06,7.871092000399926e-09
2017,6.1911709963169415e-06,2.012489092040326e-09
2018,6.474060427308359e-06,2.323319980845895e-09
2019,6.46802922688039e-06,1.2754939326953263e-09
