year,petites_ADJ ailes_NOUN,petites_ADJ pelles_NOUN
1885,1.4631593014957645e-07,7.090199094506033e-09
1886,1.1680769673727553e-07,1.4197620856748472e-08
1887,9.597518868531552e-08,5.876032105334161e-09
1888,1.1603325189568636e-07,4.4384300679212174e-09
1889,1.165315453022231e-07,9.397704836544563e-09
1890,9.962667490981403e-08,3.9326319978272295e-09
1891,9.816298651710298e-08,9.561330394092238e-09
1892,1.0531100591570919e-07,9.402768341715273e-09
1893,1.2316833425396467e-07,8.005941687372342e-09
1894,1.0838647712674288e-07,9.452309157609307e-09
1895,1.1375181685480129e-07,9.629783193076946e-09
1896,1.161714728303842e-07,2.358811590497112e-09
1897,1.0662885829848534e-07,1.5732126712464378e-08
1898,1.1316709891406873e-07,1.1882545614128048e-08
1899,1.359784356225191e-07,6.080336234504102e-09
1900,8.046132649042192e-08,1.038210584169974e-08
1901,1.2686436795528166e-07,1.676621730339889e-09
1902,1.2472121185824747e-07,3.928227076954727e-09
1903,1.1340462680031749e-07,2.7001101354784396e-09
1904,1.1931668097986403e-07,6.449550227216605e-09
1905,1.0837594288659602e-07,2.580379465655369e-09
1906,8.333579160080262e-08,5.658602919567102e-09
1907,8.948547502996007e-08,1.2857108266928208e-08
1908,1.0068347444658343e-07,3.929111258571538e-09
1909,1.0891947255231571e-07,2.2003934230241384e-09
1910,1.2986285469196446e-07,9.619471441624228e-09
1911,1.1917637765535005e-07,1.0640748282497725e-09
1912,8.074602919627694e-08,7.814131564032323e-09
1913,1.1613547379329958e-07,6.363587878865928e-09
1914,9.643311216223083e-08,6.696743604095445e-09
1915,8.010918151057922e-08,9.424609537234119e-09
1916,7.910972343871947e-08,2.197492410260793e-09
1917,1.1734073979141613e-07,0.0
1918,9.878283702136059e-08,0.0
1919,8.471220525052559e-08,4.603924352863942e-09
1920,1.2872794519225295e-07,1.0601124422748853e-08
1921,1.8477503793690175e-07,2.2718242842501013e-09
1922,1.069800633635154e-07,2.951174193910333e-09
1923,1.242065934548009e-07,0.0
1924,1.418078702242198e-07,7.734974438733389e-09
1925,1.1328123572518223e-07,8.798542339150117e-09
1926,1.2372213087363804e-07,1.1146138456652466e-09
1927,7.91594941818019e-08,6.689535148041159e-09
1928,1.2225863510462176e-07,1.1426041224282812e-09
1929,9.469345063628509e-08,8.912325100141061e-09
1930,1.0188495735974357e-07,6.302162347537887e-09
1931,1.5283177479119558e-07,3.4216069977333063e-09
1932,1.0630750324480687e-07,5.4797681947604815e-09
1933,1.2273608795965174e-07,1.8353059516584835e-08
1934,9.345632712154384e-08,3.5944740517379614e-09
1935,8.736847156853855e-08,5.98414207075848e-09
1936,1.1639725983059179e-07,6.0623572828433225e-09
1937,9.69516101845258e-08,2.5182236296217297e-09
1938,1.1020432566510863e-07,9.075650453382877e-09
1939,7.035263571708583e-08,1.5294050470515685e-09
1940,6.085878978545622e-08,0.0
1941,7.378756272657938e-08,5.9030051957620344e-09
1942,1.0316320042669247e-07,1.8205270180260413e-08
1943,1.9741999501832197e-07,0.0
1944,1.0603514333240582e-07,0.0
1945,1.3071024440591827e-07,3.0499055725385915e-08
1946,8.770295600868394e-08,6.960552134671616e-09
1947,1.0967201102829449e-07,1.0728784083369192e-08
1948,1.4350892030279283e-07,1.195907639583993e-08
1949,1.0798709215720237e-07,4.908504269707237e-09
1950,1.3506909368743436e-07,4.2541445921528975e-09
1951,1.300691025996059e-07,0.0
1952,9.91211592804575e-08,1.2653764258629963e-08
1953,9.265491784926638e-08,6.464296653518886e-09
1954,1.4463353359417397e-07,7.818028890937967e-09
1955,9.197895733947803e-08,5.631364707880948e-09
1956,6.802490393198468e-08,1.0465369904011368e-08
1957,1.272245420125273e-07,1.0602045463770082e-08
1958,7.85863161212319e-08,1.3235589513271862e-08
1959,7.905762600124433e-08,7.750747599288843e-09
1960,9.343125256799922e-08,1.1073333361366622e-08
1961,1.4382690061154335e-07,7.64297514166401e-09
1962,1.2683913164224236e-07,5.0735651235811474e-09
1963,8.793832106945842e-08,9.69907976156037e-09
1964,1.0646944281766935e-07,1.8251904432275978e-09
1965,1.0615764445276454e-07,4.924839203113152e-09
1966,9.194864203365682e-08,6.092982118843793e-09
1967,1.0994648436124521e-07,2.465167847631733e-09
1968,9.881114948484537e-08,8.982831367632116e-09
1969,1.1626899665273527e-07,5.904285060864822e-09
1970,7.863819773135106e-08,6.898087434592526e-09
1971,8.529739570217743e-08,5.652237344833111e-09
1972,6.566587851253303e-08,5.643161493651405e-09
1973,1.0861011667806508e-07,4.9618833486420044e-09
1974,7.87580041183844e-08,6.750686232237513e-09
1975,7.482039299233634e-08,5.140332159925265e-09
1976,7.256179201942103e-08,2.285410749536254e-09
1977,6.934602581054605e-08,2.3507127355770763e-09
1978,8.198016221427906e-08,5.346532105932056e-09
1979,8.836479892249116e-08,2.925986564150662e-09
1980,8.1297655274426e-08,3.411090521154847e-09
1981,8.223214226221742e-08,1.138598904049104e-08
1982,7.200702545340221e-08,3.7245013739806154e-09
1983,8.715136168291338e-08,5.052252838311233e-09
1984,8.176602089848828e-08,6.378909400694965e-09
1985,9.263959022121071e-08,1.142956040922627e-08
1986,1.1209687589275319e-07,4.7955883708539204e-09
1987,6.294141519092022e-08,4.888653482026939e-09
1988,5.936588398647302e-08,8.994830658082265e-09
1989,1.3336137216768407e-07,6.585746614717891e-09
1990,9.099247355592865e-08,7.628111475810329e-09
1991,7.092372850125983e-08,4.10302547493302e-09
1992,1.0744391154560162e-07,7.162927584403178e-09
1993,1.645144636630569e-07,4.4313659408601325e-09
1994,1.0708101028100714e-07,8.967375286772494e-09
1995,1.306810668566527e-07,5.964695848348356e-09
1996,1.1797184029660457e-07,2.6690460952494277e-09
1997,1.0117227533523732e-07,1.054876808126437e-08
1998,9.011764223743057e-08,9.536258005482523e-09
1999,1.0237250647193719e-07,9.140402212892695e-09
2000,7.245571875813539e-08,3.092622158362701e-09
2001,6.703253915829599e-08,4.8193329327261836e-09
2002,8.017635444446114e-08,3.066854992184176e-09
2003,1.2917460567862804e-07,6.250384210204629e-09
2004,1.0791738747073509e-07,7.928623979580607e-09
2005,9.818174229181409e-08,2.702249757291497e-09
2006,1.0541798223240306e-07,7.412201963319376e-09
2007,8.787854466341116e-08,3.994479413904628e-09
2008,1.3283212074721717e-07,5.108927503272298e-09
2009,9.488702890081413e-08,8.105927484791664e-09
2010,1.407690279897622e-07,7.558068837454357e-09
2011,1.3498621020957557e-07,1.185431308670104e-08
2012,1.4944669324279403e-07,1.0212757750593937e-08
2013,1.4587124053111467e-07,1.3666713094551142e-08
2014,1.4183665708600302e-07,1.3425760059249114e-08
2015,1.6646480582860335e-07,7.75801378694041e-09
2016,1.5721470847385177e-07,1.4292246497404903e-08
2017,1.3886174343724633e-07,1.2074934829797712e-08
2018,1.4972507222932308e-07,1.290733386838383e-08
2019,1.484674863605484e-07,6.632568272380013e-09
