year,aux_ADP autos_NOUN,aux_ADP poteaux_NOUN
1894,1.8904617871129403e-09,1.0271508843473498e-07
1895,4.213029924926559e-09,8.907549475800636e-08
1896,0.0,9.494216335337313e-08
1897,1.7480140668268973e-09,9.847146031916054e-08
1898,2.8291774478717002e-09,8.544115814856923e-08
1899,1.6582735185011188e-09,6.688370035590196e-08
1900,1.038210628578895e-09,7.527027179321522e-08
1901,5.029864968975062e-09,7.600684881481357e-08
1902,5.892340837476695e-09,1.6744067687923803e-07
1903,5.400220270956879e-09,9.504387832315331e-08
1904,8.061937784020756e-09,9.943056600292266e-08
1905,3.6125313851442797e-09,6.141303610096571e-08
1906,1.131720617220111e-08,6.738881752621495e-08
1907,1.697138252154673e-08,7.817122005260302e-08
1908,3.4379725066813194e-08,1.0903283964580623e-07
1909,2.2003934119219082e-08,8.966603431970199e-08
1910,9.085055929780594e-09,7.855901174025348e-08
1911,1.4365010514438836e-08,1.2343268096515203e-07
1912,2.4484279492753558e-08,8.49135665670353e-08
1913,2.7045247430468322e-08,1.256808610516913e-07
1914,6.227971943717492e-08,1.4866771130828127e-07
1915,6.597226587246041e-08,1.4136914217033336e-07
1916,9.119593791240277e-08,1.0877587097724017e-07
1917,6.250861872558744e-08,9.211796769825753e-08
1918,7.121553124989077e-08,8.959373687389416e-08
1919,4.1435317399418636e-08,7.642513821792818e-08
1920,5.2248399384779987e-08,8.40517748734726e-08
1921,6.209653197197795e-08,4.8465583546430935e-08
1922,2.951174149501412e-08,9.665095745958752e-08
1923,6.688047449188161e-08,1.0191310195750702e-07
1924,4.383152329978657e-08,8.121723737986031e-08
1925,7.148815939217457e-08,6.268961527666761e-08
1926,5.461607965884241e-08,1.0588831789171138e-07
1927,6.020581366783517e-08,8.361918446553318e-08
1928,7.312666550074454e-08,1.0283436813196545e-07
1929,6.238627237031835e-08,7.909688237717205e-08
1930,6.407198438473927e-08,6.092089732678829e-08
1931,1.1975625113791466e-07,7.641588695150858e-08
1932,7.342889318806556e-08,8.000461804158476e-08
1933,8.02946331646126e-08,8.144169938439916e-08
1934,1.0783422332849568e-07,8.74655370353139e-08
1935,5.2660451110853046e-08,6.941604624444153e-08
1936,4.364897110420429e-08,8.972288867425959e-08
1937,6.1696475484041e-08,8.184226629737168e-08
1938,6.223302762009553e-08,8.5570415420122e-08
1939,5.199977071157491e-08,9.941133072288721e-08
1940,5.832300842278926e-08,1.0903866609623947e-07
1941,9.149658319884679e-08,7.378756272657938e-08
1942,2.730790660265825e-08,4.5513175450651033e-08
1943,2.322588166236983e-08,7.83873517207212e-08
1944,7.390327994016843e-08,1.7029887189323745e-07
1945,4.574858536443571e-08,8.278315277721049e-08
1946,3.480276067335808e-08,7.9350293447078e-08
1947,4.649139739854036e-08,8.821444197337769e-08
1948,4.1313175103141475e-08,8.806229345736938e-08
1949,2.9451024730065e-08,6.47922533403289e-08
1950,3.6160228367165814e-08,6.487570236579643e-08
1951,4.264560615752089e-08,8.315893040844458e-08
1952,2.5307528517259925e-08,7.90860283927941e-08
1953,6.356558146514146e-08,8.726799904934524e-08
1954,5.5703454071576175e-08,9.38163466912556e-08
1955,4.786659957289885e-08,9.010183532609517e-08
1956,5.6687419203171885e-08,6.192010459926678e-08
1957,4.5058691722221766e-08,6.096176008441034e-08
1958,3.060729980575161e-08,6.86596237642334e-08
1959,4.7279560932977915e-08,7.285702763315527e-08
1960,2.9759583242139342e-08,7.474500357540492e-08
1961,4.863711566827078e-08,9.032607051207009e-08
1962,3.6149150173248046e-08,6.468795277214667e-08
1963,5.237503175603564e-08,6.983337508259524e-08
1964,2.8594651924063186e-08,6.08396815149348e-08
1965,2.8454625322638094e-08,9.521355315289526e-08
1966,2.271020627109266e-08,6.702280197501409e-08
1967,2.415864347460328e-08,6.853166212295037e-08
1968,3.0541628309732616e-08,5.614269665832339e-08
1969,3.133812975786299e-08,7.630152906723531e-08
1970,2.5292986927105687e-08,8.507641027777346e-08
1971,2.8775025251448483e-08,7.19375671254241e-08
1972,3.1293897251316594e-08,6.463984758564578e-08
1973,2.921998071281351e-08,5.7337319114836305e-08
1974,3.937900233674796e-08,7.763289033846377e-08
1975,1.4278700444236847e-08,9.366827535828293e-08
1976,2.171140245366132e-08,7.37044948406762e-08
1977,2.4682483612537e-08,7.052138362162452e-08
1978,3.029701645118621e-08,6.891086301585858e-08
1979,2.867466974976196e-08,6.320131551440511e-08
1980,3.126832953670444e-08,7.276992808336047e-08
1981,2.1506869174459098e-08,6.515316208766109e-08
1982,1.8001756529884005e-08,6.766177529371475e-08
1983,2.0209011353244932e-08,7.199460583251494e-08
1984,2.6095538008252817e-08,5.741018382909857e-08
1985,2.7671566815712367e-08,6.857736034593387e-08
1986,1.6185110141009318e-08,5.514926471050785e-08
1987,2.3221103262471843e-08,6.355249348999337e-08
1988,1.2592763276586538e-08,8.335209844556601e-08
1989,1.756199174973716e-08,5.1039535264862934e-08
1990,1.9070278800548124e-08,8.00951680535178e-08
1991,2.1687420692639847e-08,5.744235870297487e-08
1992,2.8651709560456595e-08,5.620142978779441e-08
1993,2.6588196533339215e-08,5.483815357365529e-08
1994,2.162719953124892e-08,7.595894402356862e-08
1995,2.4943274112843028e-08,4.3379606906590595e-08
1996,2.829188927577775e-08,6.352329506853494e-08
1997,1.3425704326053278e-08,7.14439281068735e-08
1998,1.7642077687618496e-08,5.149579607177657e-08
1999,1.7823783782233704e-08,4.661605146338843e-08
2000,1.7230322058026104e-08,6.052703060976938e-08
2001,2.803975557297278e-08,4.994581259687436e-08
2002,2.059174164514843e-08,6.00227341163162e-08
2003,2.791838388249701e-08,6.41706137116671e-08
2004,1.1011977996133737e-08,5.329797403419434e-08
2005,2.4770622109038243e-08,5.269386904593887e-08
2006,1.6471560115860484e-08,8.276958984865246e-08
2007,1.5179022150313415e-08,6.191443446823541e-08
2008,2.7673358715674112e-08,6.130713359198126e-08
2009,1.9549589946876722e-08,6.246332162618273e-08
2010,2.5980861406704747e-08,8.455589262101881e-08
2011,2.60030094678676e-08,8.183299812780653e-08
2012,2.6893596294375044e-08,8.578716542695375e-08
2013,2.733342463479005e-08,9.53880743281843e-08
2014,2.988314418139737e-08,9.333069073136357e-08
2015,2.5047301677183498e-08,7.691516401564513e-08
2016,1.760639115055973e-08,9.321030092213078e-08
2017,2.2892063245016914e-08,7.571990440213838e-08
2018,2.6072814407474e-08,7.74439996575893e-08
2019,2.1683395301508313e-08,8.724378347535477e-08
