year,dernières_ADJ heures_NOUN,dernières_ADJ peurs_NOUN
1800,1.1947824418712116e-07,0.0
1801,8.572257570449437e-08,0.0
1802,1.6112448975036386e-07,0.0
1803,7.216254971353919e-08,0.0
1804,8.157108055684148e-08,0.0
1805,4.8328921309348516e-08,0.0
1806,1.5272846098923765e-07,0.0
1807,9.11025637151397e-08,0.0
1808,8.157866204783204e-08,0.0
1809,6.551188391767937e-08,0.0
1810,8.658469141664682e-08,0.0
1811,1.2033967777824728e-07,0.0
1812,8.001624962616916e-08,0.0
1813,6.901780125190271e-08,0.0
1814,1.038403456554704e-07,0.0
1815,1.537417375629957e-07,0.0
1816,1.8772591658944293e-07,0.0
1817,1.1832238233644432e-07,0.0
1818,1.2517236069875537e-07,0.0
1819,1.200721808647387e-07,0.0
1820,1.9223699609938194e-07,0.0
1821,1.4299158435093773e-07,0.0
1822,1.7043547018147365e-07,0.0
1823,1.3143972932283532e-07,0.0
1824,2.408438319889683e-07,0.0
1825,1.4440926676684285e-07,0.0
1826,1.444509365455815e-07,0.0
1827,1.8526718825739863e-07,0.0
1828,1.8803217471941025e-07,0.0
1829,1.783220682227693e-07,0.0
1830,2.6405195141521176e-07,0.0
1831,1.7773975002910447e-07,0.0
1832,2.0565553449092278e-07,0.0
1833,2.8264054208193556e-07,0.0
1834,2.025593204280085e-07,0.0
1835,2.2462371163101125e-07,0.0
1836,2.594209586592733e-07,0.0
1837,2.421345954850551e-07,0.0
1838,2.4743675441918356e-07,0.0
1839,2.4470162429679476e-07,0.0
1840,1.987342841403006e-07,0.0
1841,2.805779670822517e-07,0.0
1842,2.770513400918162e-07,0.0
1843,2.9298278125811095e-07,0.0
1844,2.2448215919457226e-07,0.0
1845,2.3157946316132438e-07,0.0
1846,2.1661655580373917e-07,0.0
1847,4.136602473892026e-07,0.0
1848,3.45944529911435e-07,0.0
1849,4.047257391448511e-07,0.0
1850,2.871745437005302e-07,0.0
1851,3.760022717624878e-07,0.0
1852,3.5287157618135723e-07,0.0
1853,3.075544896535831e-07,0.0
1854,2.592636523246483e-07,0.0
1855,3.767925349507095e-07,2.653468555990912e-09
1856,5.482643530285713e-07,0.0
1857,3.812458539975694e-07,2.4407544874094356e-09
1858,3.547915170543092e-07,0.0
1859,3.6154431448665036e-07,5.092173349652285e-10
1860,4.2018547841138343e-07,0.0
1861,4.34340272414957e-07,0.0
1862,4.459252527233559e-07,0.0
1863,4.5201317222520743e-07,1.4983863039219614e-09
1864,3.893319102665771e-07,4.794727948009836e-10
1865,4.961013715387708e-07,0.0
1866,4.340126817936607e-07,0.0
1867,4.251062915017201e-07,0.0
1868,4.60396258894491e-07,0.0
1869,4.102156125895817e-07,9.767038289254515e-10
1870,4.696185911257089e-07,5.734048791339319e-10
1871,4.3971674656972937e-07,0.0
1872,3.773539720697272e-07,0.0
1873,3.8310429717469674e-07,0.0
1874,4.63032194808477e-07,0.0
1875,4.6001078146673535e-07,0.0
1876,2.82953496189009e-07,0.0
1877,4.3417409312240807e-07,0.0
1878,3.5751405125239444e-07,0.0
1879,3.8733121954237504e-07,0.0
1880,3.9277218455424645e-07,0.0
1881,3.730291473491576e-07,0.0
1882,3.2677942196635e-07,0.0
1883,3.9053515471509925e-07,0.0
1884,4.3703234986480766e-07,0.0
1885,3.860935686716971e-07,0.0
1886,3.904345737826276e-07,0.0
1887,4.158924882258219e-07,0.0
1888,3.7790063611709e-07,0.0
1889,3.207750151612565e-07,0.0
1890,3.5197055536784205e-07,0.0
1891,3.5376920859420125e-07,1.2748440081367107e-09
1892,3.566783515207561e-07,0.0
1893,3.836693456271689e-07,0.0
1894,4.360665122327134e-07,0.0
1895,4.6403518272342126e-07,0.0
1896,3.968700408307768e-07,0.0
1897,4.480742745727184e-07,0.0
1898,3.972165263377292e-07,0.0
1899,4.1899044589399637e-07,0.0
1900,3.8984808181652397e-07,0.0
1901,3.722100005987272e-07,0.0
1902,3.7465466817820925e-07,0.0
1903,3.488542388296878e-07,0.0
1904,4.0417182844976196e-07,0.0
1905,3.6486565679894056e-07,0.0
1906,3.544343183392584e-07,0.0
1907,4.278845819882804e-07,0.0
1908,3.97331366919218e-07,4.911389073214423e-10
1909,4.1917495141596817e-07,0.0
1910,4.0562104253183406e-07,0.0
1911,3.931756569208744e-07,0.0
1912,3.922694176150543e-07,0.0
1913,3.6325480889942696e-07,0.0
1914,4.426547459690511e-07,0.0
1915,4.0290207037330106e-07,0.0
1916,5.05423281005335e-07,0.0
1917,5.187118690130887e-07,0.0
1918,5.685756150342058e-07,0.0
1919,5.395799291818548e-07,0.0
1920,3.982993947992952e-07,0.0
1921,4.255884025194945e-07,0.0
1922,3.2831812291078677e-07,0.0
1923,4.288843085120675e-07,0.0
1924,3.983511865923717e-07,0.0
1925,4.619234743596934e-07,0.0
1926,4.1909481685031835e-07,0.0
1927,4.0248701793643704e-07,0.0
1928,4.1590790877954475e-07,0.0
1929,4.2667757216285906e-07,0.0
1930,3.7392828211579854e-07,0.0
1931,3.649714059861253e-07,0.0
1932,4.24134068532922e-07,0.0
1933,4.347380988534155e-07,0.0
1934,4.313369004194101e-07,0.0
1935,3.9615020774874665e-07,0.0
1936,4.461894902441088e-07,0.0
1937,3.966202103411476e-07,0.0
1938,4.0710772242213977e-07,0.0
1939,4.5117449509746166e-07,0.0
1940,2.9922239264124073e-07,0.0
1941,5.076584206342716e-07,0.0
1942,4.3692649853710464e-07,0.0
1943,5.109693719251851e-07,0.0
1944,4.948306582264195e-07,0.0
1945,4.901634325094051e-07,4.357008087652048e-09
1946,5.49883615086344e-07,1.3921104269343232e-09
1947,5.40015473227129e-07,0.0
1948,4.055214064546675e-07,1.0871887834440486e-09
1949,4.093692425044537e-07,0.0
1950,4.881630957243033e-07,1.0635361480382244e-09
1951,4.3924976012021943e-07,0.0
1952,3.7644950268145294e-07,0.0
1953,4.621971956275672e-07,0.0
1954,4.622409619514656e-07,0.0
1955,4.270451654520002e-07,0.0
1956,4.4739456761533347e-07,0.0
1957,3.931591863182149e-07,0.0
1958,3.69769272978715e-07,8.272243445794913e-10
1959,3.867623240561002e-07,0.0
1960,4.069450072474723e-07,1.3841666701708277e-09
1961,4.30785886962326e-07,0.0
1962,4.6296280675761636e-07,0.0
1963,4.5391693692664603e-07,0.0
1964,4.283113645975334e-07,6.083968329129164e-10
1965,3.6224927990602396e-07,0.0
1966,3.905047751828761e-07,0.0
1967,3.8900347432146987e-07,2.465167847631733e-09
1968,4.2354052287585375e-07,4.4914158503495116e-10
1969,4.0058305117440796e-07,0.0
1970,3.6008015835697904e-07,9.197450023812337e-10
1971,3.422172840661375e-07,5.138397485282553e-10
1972,3.1293895119688386e-07,0.0
1973,2.9440507165467977e-07,5.513203782392395e-10
1974,2.964676180106096e-07,5.625571675160757e-10
1975,3.0156614228005196e-07,0.0
1976,3.1652937848569707e-07,0.0
1977,2.6739357306126976e-07,0.0
1978,2.607919498132105e-07,1.7821774056514528e-09
1979,3.288809011792182e-07,0.0
1980,3.18368445439976e-07,0.0
1981,3.35886683411335e-07,0.0
1982,3.2465237953527293e-07,0.0
1983,3.3029101942361194e-07,0.0
1984,3.206851668657862e-07,0.0
1985,3.254416878206712e-07,0.0
1986,3.7165811228589973e-07,0.0
1987,3.6542683634621653e-07,1.2221633705067347e-09
1988,3.4420219119368767e-07,0.0
1989,3.3477546246274414e-07,0.0
1990,3.4435474915994746e-07,2.724325431913144e-09
1991,3.7220303195084625e-07,1.7584396161396398e-09
1992,3.162708078763288e-07,0.0
1993,3.633719964923898e-07,1.1078414852150331e-09
1994,4.109167686117132e-07,1.0549853213248639e-09
1995,4.278313596728367e-07,3.253470381991974e-09
1996,3.7313263767657645e-07,1.067618438099771e-09
1997,3.8071463404065753e-07,4.79489448146353e-10
1998,3.976619833423456e-07,1.9072516899143466e-09
1999,3.605888583280148e-07,0.0
2000,4.267818496384024e-07,8.836062992401139e-10
2001,3.9387092742870777e-07,4.3812117822561447e-10
2002,4.205972654602874e-07,4.38122149670761e-10
2003,4.341933550477961e-07,2.5001538617175356e-09
2004,4.93336630214003e-07,1.7619165015858584e-09
2005,4.548786955993478e-07,4.5037495954858286e-10
2006,5.365610835639245e-07,4.1178899179428186e-10
2007,6.758659250039045e-07,2.3966877371606188e-09
2008,6.177545102126203e-07,2.554463751636149e-09
2009,7.881822350341849e-07,9.53638501499654e-10
2010,1.0321487864395351e-06,1.8895172093635892e-09
2011,1.140308478753127e-06,4.206369030868018e-09
2012,1.3940415213298252e-06,1.7021263287730903e-09
2013,1.3061472197151147e-06,4.462600067256517e-09
2014,1.4720696306369518e-06,2.815078836704288e-09
2015,1.4418822462669567e-06,2.881548111233201e-09
2016,1.468580091756877e-06,5.59261792432153e-09
2017,1.6200537342747623e-06,4.528100561174142e-09
2018,1.785600572290491e-06,4.64663996169179e-09
2019,1.6979374564130012e-06,3.5713827450933877e-09
