year,des_DET âges_NOUN,des_DET ages_NOUN,des_DET pages_NOUN
1905,3.4731907172513843e-07,9.289366387221776e-09,3.0845855647498865e-06
1906,3.786119856519221e-07,1.7490227210981146e-08,2.944016891603951e-06
1907,3.5382762630931097e-07,9.771402353919711e-09,3.1134774545193977e-06
1908,3.2120485471409665e-07,7.858222517143076e-09,3.3097851144248125e-06
1909,3.7351679410546623e-07,9.901770570142077e-09,3.6025942122819288e-06
1910,4.216534925660653e-07,8.550641084070776e-09,3.5485160552184425e-06
1911,3.15498193348418e-07,5.852411444351446e-09,3.22946713993133e-06
1912,3.8132964652604073e-07,6.772247651554153e-09,3.525215234390089e-06
1913,2.8901293358529756e-07,9.545381318698531e-09,3.656411358576861e-06
1914,3.7769634042561506e-07,1.1384464482233625e-08,3.6289655014343225e-06
1915,2.6035485234388034e-07,1.2958838002674611e-08,3.1796277397688755e-06
1916,2.8347653202587253e-07,6.592477230782379e-09,3.5456539393408093e-06
1917,3.761483471365068e-07,1.3159709322252411e-08,3.5355751890620013e-06
1918,3.411453679547094e-07,9.189101035644853e-09,3.826111836247037e-06
1919,3.5173981416392053e-07,8.287063535394878e-09,3.7973166655547175e-06
1920,3.47565449754228e-07,1.2115570768855832e-08,4.068559981362796e-06
1921,3.407736244298576e-07,4.5436484574779e-09,4.0635363731666985e-06
1922,3.1872682515476924e-07,5.902348332309515e-09,3.792258766566192e-06
1923,3.2378640835162287e-07,3.1847844361720945e-09,4.2707958840537685e-06
1924,3.9319455380493196e-07,1.2891624212585384e-08,4.031210913524319e-06
1925,3.5304151979609344e-07,5.499088961968823e-09,3.942846703353098e-06
1926,3.6224949173657706e-07,7.802296919656726e-09,4.010380465047092e-06
1927,4.058317810695655e-07,6.689534925996554e-09,4.039364270624901e-06
1928,3.5192205749545735e-07,0.0,3.995686512325847e-06
1929,3.21957735138767e-07,6.684243825105796e-09,3.879089490510523e-06
1930,3.613239645261501e-07,5.2518018822667045e-09,3.680462626221015e-06
1931,3.3759855355697255e-07,1.0264820993199919e-08,3.861853699049789e-06
1932,3.934473569167096e-07,5.479768305782784e-09,3.5377384648427324e-06
1933,3.257668148570758e-07,5.735331098932761e-09,3.5169050249805878e-06
1934,2.9354871422526685e-07,4.7926320689839486e-09,3.498621339304009e-06
1935,2.7646736544539863e-07,1.196828414151696e-08,3.5557772832817136e-06
1936,3.72228728728885e-07,6.0623572828433225e-09,3.7453243351137644e-06
1937,3.4877397103727503e-07,6.295559185076627e-09,3.504108178731258e-06
1938,3.202407965474663e-07,1.0372171899142302e-08,3.7223131528207887e-06
1939,3.945864932575205e-07,1.5294050470515685e-08,3.5176315975604666e-06
1940,4.0826105673907875e-07,1.01431314458722e-08,3.2280516037985763e-06
1941,3.3056829140676314e-07,5.9030051957620344e-09,3.140398867174099e-06
1942,4.09618593266714e-07,3.034211770724937e-09,3.4256250174280467e-06
1943,4.877435237915506e-07,0.0,4.0500131888165924e-06
1944,3.66303225973752e-07,1.6065930807940276e-08,3.4220432354459263e-06
1945,3.376681263489445e-07,8.714016175304096e-09,3.3505391172639065e-06
1946,4.2877001238394996e-07,4.1763312808029696e-09,3.5345684494814122e-06
1947,3.3616855454887684e-07,3.5762612871081956e-09,3.672820440669966e-06
1948,4.18567668525327e-07,6.523132700664291e-09,3.6246873378331657e-06
1949,4.0151565072754636e-07,8.83530737461058e-09,2.9097613634121444e-06
1950,4.2541446898525237e-07,6.381216888229346e-09,3.0310780658737713e-06
1951,4.872260674915196e-07,4.264560704569931e-09,3.0416980081326983e-06
1952,4.333914336296374e-07,1.687168627029223e-08,2.976798036513628e-06
1953,4.4172691504584805e-07,3.2321482157371406e-09,3.251541087934129e-06
1954,4.5930919156944583e-07,1.07497895029951e-08,3.4252739737894444e-06
1955,4.833587965435981e-07,7.508486277174597e-09,3.1347929336789093e-06
1956,4.779185491798899e-07,7.849027205963921e-09,3.123040727359694e-06
1957,4.823930681574495e-07,4.417518850718949e-09,3.1585258923882975e-06
1958,4.773084563147734e-07,7.4450192122377246e-09,2.9482275678560654e-06
1959,4.789962222417898e-07,7.750748154400355e-09,2.9476094454139457e-06
1960,4.75461239712871e-07,7.612916630428401e-09,3.071465926041128e-06
1961,4.988778501413549e-07,5.558527582660844e-09,2.8626417076793587e-06
1962,5.511160132698478e-07,3.805173953708163e-09,2.9325207435704215e-06
1963,4.784879434893696e-07,1.0992290189193454e-08,2.8922656127861046e-06
1964,5.195708929761622e-07,1.216793676928063e-08,2.860073436750099e-06
1965,5.203913504558955e-07,7.66086077907957e-09,3.088421237862349e-06
1966,5.649855978617779e-07,5.5390746434014204e-09,2.631614421488848e-06
1967,4.496466043946157e-07,7.395503209828291e-09,2.7979653509646596e-06
1968,5.120214208176321e-07,7.186265277292492e-09,3.4565935465025177e-06
1969,4.977766669966854e-07,7.2668123463071055e-09,2.633765390669396e-06
1970,4.3595913856719903e-07,4.1388523719376735e-09,2.7914259703720745e-06
1971,6.24315299901923e-07,6.166076871316761e-09,3.051180442525947e-06
1972,6.186957293152773e-07,7.182205385980467e-09,2.786695674217299e-06
1973,5.882588371974862e-07,9.923766808306311e-09,2.6364141376689076e-06
1974,5.653699677310442e-07,1.0688586071783135e-08,2.650769431511435e-06
1975,4.6662791675089466e-07,1.1422959911300268e-08,2.5336126796560166e-06
1976,6.239171250754794e-07,1.714058084356651e-08,2.380255367029349e-06
1977,6.993370149643852e-07,1.2928920212207373e-08,2.4788266728137387e-06
1978,5.661383726263125e-07,7.128709511583509e-09,2.5508899028636733e-06
1979,5.266775877643681e-07,6.437170685380522e-09,2.435591383687097e-06
1980,8.482244613361445e-07,1.3644361529507876e-08,2.596408435806552e-06
1981,5.579134603195257e-07,9.488324403950088e-09,2.6744422285673863e-06
1982,6.126804512618378e-07,6.828252518964462e-09,2.473068832387071e-06
1983,6.991054863902946e-07,1.0104505787644769e-08,2.7610560806579088e-06
1984,6.175944289310564e-07,5.2191077015706355e-09,2.4964730584997596e-06
1985,5.738842236979735e-07,2.4062232206745193e-09,2.4790115560335835e-06
1986,6.108380539160407e-07,1.3187867908825979e-08,2.565639832141642e-06
1987,5.304188768207041e-07,7.944061963804927e-09,2.642317312506748e-06
1988,5.864629439855662e-07,7.195864681897035e-09,2.490968483925826e-06
1989,5.444216952810166e-07,1.2073868793649467e-08,2.7204620636211985e-06
1990,5.290640325839036e-07,1.3621627437121475e-08,2.7275946905547244e-06
1991,5.187396574513059e-07,9.378344267840788e-09,2.7232367116880596e-06
1992,5.779931546712191e-07,8.815910834680807e-09,2.6767309293518338e-06
1993,5.566903613640761e-07,9.416652735350084e-09,2.775143016719994e-06
1994,6.034515811492724e-07,4.747433890450736e-09,2.7740838248746513e-06
1995,5.15132850154032e-07,9.218166452384935e-09,2.6174170599801982e-06
1996,4.6815069154604316e-07,5.33809241254346e-09,2.758726040497095e-06
1997,4.363353935943337e-07,6.233362603857984e-09,2.6769895242750863e-06
1998,5.311696016363499e-07,3.814503379828693e-09,2.9414590301257704e-06
1999,5.470530903828319e-07,4.1131810180061734e-09,2.804732403660637e-06
2000,4.3119988113460295e-07,2.2090157481002848e-09,2.9256203504246514e-06
2001,4.937625499579212e-07,3.5049694258049158e-09,2.9481173555723217e-06
2002,4.7010505888067655e-07,7.448076544402937e-09,2.9700299393198293e-06
2003,4.308598207103387e-07,3.333538389771462e-09,2.9468478572880485e-06
2004,4.770388866148778e-07,2.6428747801343633e-09,2.9723531440595252e-06
2005,5.652205476991412e-07,2.251874686720612e-09,3.2026162557485804e-06
2006,4.5832115258548356e-07,4.941468012553685e-09,3.3334319198274898e-06
2007,4.31803228728711e-07,1.5977918155218873e-09,3.1021128563679667e-06
2008,3.857240251647909e-07,2.9802077194940324e-09,3.1283667141224214e-06
2009,3.8765404219986976e-07,4.291373478793048e-09,3.0959874521840902e-06
2010,4.138042708490275e-07,0.0,2.869231778390713e-06
2011,3.8430918758436405e-07,7.64794394481072e-10,3.5398508799744377e-06
2012,3.577869631676833e-07,2.382976926895708e-09,3.240167828266749e-06
2013,3.168445954493393e-07,1.3945625210176615e-09,2.616199317628798e-06
2014,3.0532776129632566e-07,1.7323561474213989e-09,2.837599424765358e-06
2015,3.1342375672593903e-07,1.1082876977264178e-09,2.4193919614390325e-06
2016,3.044869969492936e-07,2.0713400716854125e-09,2.4075185010019595e-06
2017,3.041373997092478e-07,1.7609279590047322e-09,2.299771921343563e-06
2018,2.808635861661912e-07,1.8070266949443692e-09,2.3222874290240725e-06
2019,2.831596424002214e-07,5.1019755087367e-10,2.5277737876194806e-06
