year,derniers_ADJ airs_NOUN,derniers_ADJ pères_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,4.475680270843441e-09,2.0140561218795483e-08
1803,0.0,3.900678446910888e-09
1804,0.0,1.4831105232815389e-08
1805,0.0,0.0
1806,0.0,5.76333825108577e-09
1807,0.0,0.0
1808,6.798221985349073e-09,4.5321479902327155e-09
1809,0.0,1.581321384946932e-08
1810,9.360507036149102e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,3.4508900625951355e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,5.394447111228828e-09,1.6183340889597275e-08
1816,0.0,1.3905623319487859e-08
1817,0.0,0.0
1818,0.0,2.5034472050933232e-08
1819,0.0,0.0
1820,0.0,4.746592452420373e-09
1821,7.88919063410276e-09,2.9584463767662328e-09
1822,9.023054303725075e-09,5.012807946513931e-09
1823,1.2847492847356534e-08,9.882686891060644e-10
1824,2.5263338088166165e-09,0.0
1825,1.7610886082763955e-09,0.0
1826,2.642395191543301e-09,4.403992170942672e-09
1827,0.0,1.2904182167261524e-08
1828,4.586150570418113e-09,6.420610931812121e-09
1829,1.1145129263923081e-08,1.1145128930856174e-08
1830,1.5655253093882493e-08,7.305784865963005e-09
1831,0.0,4.677361609140007e-09
1832,2.705993873419743e-09,4.058990810129615e-09
1833,2.3167257001688313e-09,3.4750886612755494e-09
1834,9.334530925997342e-10,5.600718555598405e-09
1835,3.781543966852041e-09,3.025235173481633e-09
1836,2.688300027031687e-09,2.352262562510532e-08
1837,6.957890930081589e-10,2.0873671680021744e-09
1838,1.2624323808552163e-09,5.049729523420865e-09
1839,0.0,1.8876982643689644e-08
1840,2.5478754661634184e-09,1.0191502031187127e-08
1841,7.0626033910059505e-09,1.4125206782011901e-08
1842,1.341653010911159e-08,6.708265054555795e-09
1843,0.0,1.476727762295127e-08
1844,0.0,4.390849073221403e-09
1845,1.674068439427856e-09,2.4553003630245485e-08
1846,0.0,1.5221703009160592e-08
1847,0.0,8.089835468183537e-09
1848,0.0,7.240699373411985e-09
1849,4.1897072478036534e-09,2.011059585527164e-08
1850,3.394498016007219e-09,4.752297222410107e-09
1851,6.449438760824933e-10,4.514607132577453e-09
1852,0.0,1.3672145415810633e-08
1853,0.0,1.1346670714118545e-08
1854,0.0,1.1430461910322265e-08
1855,5.306937111981824e-10,1.326734277995456e-08
1856,0.0,1.50138483867579e-08
1857,1.4644527812635033e-09,1.903788460211331e-08
1858,3.4255731584664773e-09,4.404308473482388e-09
1859,0.0,2.0877910511529763e-08
1860,9.154367819341758e-10,8.696649400619094e-09
1861,3.3011746669586728e-09,9.903523778831413e-09
1862,4.517986262886353e-10,6.325180823552046e-09
1863,0.0,8.990317823531768e-09
1864,1.4384183844029508e-09,1.1507347075223606e-08
1865,0.0,1.6003270708608852e-08
1866,0.0,1.897589019250745e-08
1867,4.367530337390235e-09,9.220341823379385e-09
1868,2.9639244392143382e-09,2.469937032678615e-09
1869,0.0,0.0
1870,0.0,1.0321287824410774e-08
1871,0.0,5.310588635509816e-09
1872,3.0236697590169115e-09,7.861540751719076e-09
1873,0.0,8.979006316245375e-09
1874,6.572069999322139e-09,1.0754296453363565e-08
1875,0.0,6.293679799540541e-09
1876,4.232210137899983e-09,4.836811839936672e-09
1877,0.0,4.329371194877751e-09
1878,0.0,3.6234530931267273e-09
1879,2.443730107160036e-09,1.4051447894125602e-08
1880,1.0268554007097919e-08,6.417846032391594e-09
1881,0.0,1.5339516767909345e-08
1882,7.320923423037584e-09,1.3310770263785798e-09
1883,6.319338941018771e-10,6.951272890631799e-09
1884,6.601696966868076e-10,2.6406787867472303e-09
1885,0.0,1.2891271383708158e-09
1886,1.2906927748801422e-09,7.098810206329631e-09
1887,1.3057849246322917e-09,3.2644623670918804e-09
1888,3.1703073499755874e-09,1.014498351992188e-08
1889,5.012109394186837e-09,6.891650583540354e-09
1890,6.554386478008212e-10,1.3108772956016423e-09
1891,6.374220040683554e-10,3.824532135432435e-09
1892,0.0,5.014809900671935e-09
1893,0.0,1.2316833108982905e-09
1894,6.301539290376468e-10,2.520615716150587e-09
1895,4.213029924926559e-09,1.2037228991346183e-09
1896,7.66613794667137e-09,4.127920338881097e-09
1897,1.7480140668268973e-09,3.4960281336537946e-09
1898,3.960848538042683e-09,3.960848538042683e-09
1899,1.1055156790007459e-09,1.1055156790007459e-09
1900,1.038210628578895e-09,5.19105292084987e-09
1901,0.0,2.235495621949468e-09
1902,4.910283846193408e-10,5.4013122863239005e-09
1903,0.0,1.6200660812870638e-09
1904,5.374625189347171e-10,5.374625189347171e-09
1905,5.160759042333041e-10,5.160759042333041e-10
1906,1.0288369045596824e-09,5.144184633820714e-09
1907,2.057137349353866e-09,8.742833790265081e-09
1908,9.822778146428846e-10,1.964555629285769e-09
1909,5.500983557560346e-10,1.265226190483304e-08
1910,1.068830135508847e-09,5.878565967343263e-09
1911,1.5961122423746588e-09,4.2562992019767876e-09
1912,0.0,3.1256527366352316e-09
1913,0.0,5.30298971401777e-10
1914,1.3393487430235496e-09,0.0
1915,3.534228465440492e-09,4.712304768617059e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,9.189101035644853e-09,0.0
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,0.0,3.028892692213958e-09
1921,3.0290989716519334e-09,7.572747429129834e-10
1922,6.640141769764796e-09,7.377935484775833e-10
1923,5.307974060286824e-09,3.1847844361720945e-09
1924,3.867487219366694e-09,1.2891624656674594e-08
1925,8.798542339150117e-09,8.798542339150117e-09
1926,5.57306911730393e-09,6.6876830739914794e-09
1927,5.574612327308159e-09,7.804457524684949e-09
1928,0.0,1.2568645679778001e-08
1929,2.2280812750352652e-09,1.4482528509773829e-08
1930,3.1510811737689437e-09,7.352522590764465e-09
1931,4.5621426636444085e-09,0.0
1932,4.383814644626227e-09,4.383814644626227e-09
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,0.0
1936,1.576212937948185e-08,7.274828739411987e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,3.889564337278273e-09
1939,1.5294050470515685e-09,1.5294050470515685e-08
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,1.1136883415474585e-08,6.960552134671616e-09
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,8.697510267552389e-09,6.523132922708896e-09
1949,9.817008317369869e-10,9.817008317369869e-10
1950,3.190608444114673e-09,5.317680518146517e-09
1951,8.529121409139861e-09,3.198420528427448e-09
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,3.232148326759443e-09,0.0
1954,2.9317608341017376e-09,4.886268056836229e-09
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,8.72114158667614e-10
1957,4.417518795207798e-09,1.7670075402875796e-09
1958,5.790570245522986e-09,8.272243445794913e-10
1959,1.5501495642666896e-09,7.750747599288843e-09
1960,2.076250060767393e-09,4.152500121534786e-09
1961,4.16889545107324e-09,1.3896318540318475e-09
1962,1.2683912808952869e-09,1.9025869768540815e-09
1963,3.879631726988464e-09,1.9398159745165344e-09
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,6.0192477668863376e-09,4.377634699181954e-09
1966,3.8773522170743036e-09,1.1078149508847446e-09
1967,4.437302081328198e-09,4.437301859283593e-09
1968,3.1439910674890825e-09,6.287982079467014e-09
1969,2.2708788183223305e-09,2.2708788738334817e-09
1970,4.598724956395017e-09,3.2191074805787423e-09
1971,5.138397263237948e-09,2.5691987426412766e-09
1972,3.5911027485013847e-09,1.5390440033513642e-09
1973,3.859242703185828e-09,1.102640756478479e-09
1974,5.06301445213353e-09,6.188128787165681e-09
1975,2.2845920710778955e-09,7.4249242310031605e-09
1976,1.142705374768127e-09,2.8567633814091664e-09
1977,5.876781727920388e-09,3.5260691033656144e-09
1978,2.970295565063452e-09,3.5643548113029055e-09
1979,1.1703946700691858e-09,8.192762801506603e-09
1980,2.8425752862659692e-09,2.8425753972882717e-09
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,6.315316269933646e-09,6.315315825844436e-09
1984,7.538710988796993e-09,4.639206796497319e-09
1985,5.414002135495366e-09,1.2031116103372597e-09
1986,7.792831269171074e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,3.6664902225425067e-09
1988,3.597932174415064e-09,2.9982768490199874e-09
1989,3.2928733073589456e-09,2.1952488715726304e-09
1990,2.724325431913144e-09,2.7243255429354463e-09
1991,9.96449056600568e-09,5.275318626374315e-09
1992,3.856960972825618e-09,6.060938473329003e-09
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,4.747434001473039e-09,1.5824779819872958e-09
1995,3.253470381991974e-09,5.964695848348356e-09
1996,6.4057106285986265e-09,3.2028553142993132e-09
1997,4.794894259418925e-09,6.7128522740489416e-09
1998,4.291316191284977e-09,2.86087753487152e-09
1999,4.570201106446348e-09,3.6561608462992723e-09
2000,5.743440834038438e-09,5.743440834038438e-09
2001,3.066848330846028e-09,3.066848275334877e-09
2002,7.448076377869484e-09,3.504977197366088e-09
2003,5.8336921959778465e-09,2.500153750695233e-09
2004,3.9643119897903034e-09,4.404791198453495e-09
2005,7.656374201303606e-09,3.15262471684008e-09
2006,4.529678854225949e-09,8.235779835885637e-10
2007,5.991719120856942e-09,3.1955835755326234e-09
2008,7.2376473703172906e-09,1.7029758436759579e-09
2009,4.291373478793048e-09,4.291373256748443e-09
2010,7.085689368580006e-09,2.834275814045384e-09
2011,8.030340836739924e-09,2.676780297417025e-09
2012,5.446804340891731e-09,5.1063790973415735e-09
2013,5.29933741333366e-09,3.068037490727704e-09
2014,4.7639794331644225e-09,4.330890313042346e-09
2015,4.654808538617772e-09,4.654808316573167e-09
2016,6.628288140575478e-09,1.8642060117812775e-09
2017,6.037467414898856e-09,4.276539344871821e-09
2018,4.130346731301415e-09,2.0651733656507076e-09
2019,4.591778068885333e-09,2.04079020349468e-09
