year,deux_DET oies_NOUN,deux_DET poids_NOUN
1800,3.458580932758082e-08,3.2384895298775973e-07
1801,5.23860170797974e-08,2.28593535211985e-07
1802,1.1860552717735118e-07,5.572221937200084e-07
1803,9.751696339321825e-09,2.6524614105127853e-07
1804,7.4155528384522995e-09,1.829169651301754e-07
1805,5.970043304159844e-08,1.478296449697325e-07
1806,5.76333825108577e-09,1.4696512096179504e-07
1807,0.0,2.1636859059981361e-07
1808,2.039466551195801e-08,1.7675377250725433e-07
1809,4.518061036407062e-09,1.8975857019043474e-07
1810,2.3401266702194334e-08,4.422839605666695e-07
1811,0.0,6.618682668602105e-07
1812,7.468182872116813e-08,1.9737341139247633e-07
1813,2.8757416448144113e-09,1.6391726842535093e-07
1814,9.440031423224582e-09,2.0453401816666883e-07
1815,2.697223555614414e-09,2.2117232756357907e-07
1816,1.622322720606917e-08,3.0128850880828395e-07
1817,7.784366928831332e-09,3.238296593099932e-07
1818,9.536941902865692e-09,2.7299497240562687e-07
1819,1.6561680027393777e-08,3.6746228149198146e-07
1820,3.322614805512103e-08,2.408895758421181e-07
1821,1.577838126820552e-08,3.3824903922230476e-07
1822,1.604098542884458e-08,2.747018896798181e-07
1823,3.95307486744656e-09,2.184073792932395e-07
1824,1.2631669044083083e-08,2.3915960145615145e-07
1825,1.1447076175841175e-08,2.500745892586309e-07
1826,1.8496766784892316e-08,2.836170871489685e-07
1827,9.217273166939322e-09,2.387273663195799e-07
1828,0.0,2.870930395637572e-07
1829,2.914879759785549e-08,2.391916185118248e-07
1830,1.982998831806526e-08,2.4526565467475336e-07
1831,6.236482441579483e-09,2.603731468209247e-07
1832,2.1647950210201827e-08,2.8277635089057895e-07
1833,2.548398292390175e-08,2.1313877063278142e-07
1834,1.7735608537350345e-08,2.940377168414443e-07
1835,2.2689263801112247e-09,2.193295500774184e-07
1836,4.099657546774438e-08,1.9759005542852037e-07
1837,1.5307360268224102e-08,1.9760409841751425e-07
1838,2.651107999795954e-08,1.8494634623777984e-07
1839,1.2584655206815398e-08,2.2302805868790188e-07
1840,1.2102408297742784e-08,2.3313060348861825e-07
1841,3.980740226339208e-08,2.3435001672567068e-07
1842,2.4149754196400863e-08,2.730263934935806e-07
1843,6.497602011990011e-09,3.1424765811749467e-07
1844,3.293136902060567e-08,2.3765470236192243e-07
1845,2.678509469777879e-08,2.823595210976748e-07
1846,8.781752214304106e-09,3.0853220778226387e-07
1847,2.8044763844548015e-08,3.322225641255727e-07
1848,8.84974404868899e-09,3.137636457317683e-07
1849,1.5920887941334172e-08,3.8210130703930645e-07
1850,5.431196825611551e-09,4.046241572908116e-07
1851,1.3543821175687754e-08,3.5987868818310176e-07
1852,1.5625309490729933e-08,3.3008466182593565e-07
1853,9.555090940693844e-09,2.4365481898769303e-07
1854,2.4419623212423858e-08,2.6549844989176563e-07
1855,2.1227748447927297e-08,3.4335883114522403e-07
1856,8.28350277259915e-09,2.2572545022025992e-07
1857,1.757343248698362e-08,2.221086701226227e-07
1858,1.4681027893370668e-08,4.0030270920254907e-07
1859,2.7497735644033128e-08,3.4066638709973063e-07
1860,3.4328881071132855e-08,3.689210152924005e-07
1861,1.6034276573151374e-08,2.966341288157537e-07
1862,3.388489855371546e-08,3.149036447158693e-07
1863,2.7969877358646755e-08,3.206546486111961e-07
1864,2.1096803748399395e-08,3.399462000786002e-07
1865,3.9066808454890634e-08,3.6901660127597324e-07
1866,2.6274310116480848e-08,3.0312767940188223e-07
1867,2.2808213984149006e-08,3.4649073121784113e-07
1868,2.321740799615668e-08,3.7296049804069753e-07
1869,1.0743742229202269e-08,3.2377732228638934e-07
1870,4.013834153937523e-09,3.8131423174547763e-07
1871,2.6552942955504477e-08,4.344061519390152e-07
1872,1.2699412743621963e-08,3.586072194750045e-07
1873,2.514121905106137e-08,3.1007503142888027e-07
1874,1.732636678575261e-08,2.670650234293248e-07
1875,1.2015207495608138e-08,3.204055101235781e-07
1876,3.023007311142578e-08,3.246710065241132e-07
1877,1.0514187187560253e-08,3.160440851246449e-07
1878,2.1136809524868738e-08,2.8806453578056335e-07
1879,3.299035578052667e-08,3.134083987887948e-07
1880,1.7969970178555172e-08,3.0356412850096604e-07
1881,2.6495528548942104e-08,3.249188562648442e-07
1882,2.5956002014382307e-08,2.1763108737360426e-07
1883,5.2450515042323786e-08,2.8626605352854995e-07
1884,1.3203393933736152e-08,2.673687280463355e-07
1885,2.2559724921489277e-08,3.074568253325083e-07
1886,1.097088819790315e-08,2.639466787357492e-07
1887,1.566941915109865e-08,2.5005781889575474e-07
1888,2.4094334971636044e-08,3.6648752654855343e-07
1889,2.380751940034287e-08,2.512319783321004e-07
1890,6.554386366985909e-09,3.015017728813518e-07
1891,2.7409145841872373e-08,2.9640123688778885e-07
1892,2.4447198931909497e-08,2.3381551450540883e-07
1893,1.8475249941030114e-08,2.3278813987559488e-07
1894,2.3315695596437536e-08,2.7663758039864206e-07
1895,4.032471756509892e-08,2.876897822190472e-07
1896,2.5357223876198987e-08,2.364708611146682e-07
1897,4.4283022804236793e-08,2.790995710100219e-07
1898,1.867257115595322e-08,2.585868275062353e-07
1899,8.291367592505594e-09,2.60348938851962e-07
1900,2.3359739032002835e-08,2.112758572536677e-07
1901,2.0678334156087885e-08,2.7664258483994786e-07
1902,1.8659078282468045e-08,2.298012873325206e-07
1903,1.8360748255119574e-08,2.2140902977696442e-07
1904,3.815983884436491e-08,2.2842156255364898e-07
1905,7.741138396966107e-09,4.0666781941922636e-07
1906,3.3951617239846854e-08,3.2974223351800447e-07
1907,2.1085658274966335e-08,2.612564315995769e-07
1908,2.4065805792616857e-08,2.701263923654551e-07
1909,3.960708327976903e-08,2.2939101640417903e-07
1910,1.2825962070195374e-08,1.955959105792715e-07
1911,2.128149700908466e-08,2.3835276508066272e-07
1912,2.9693701220079305e-08,2.0264648048495815e-07
1913,1.8560464554173706e-08,2.3651334579710692e-07
1914,3.683208982252495e-08,2.0425067859264345e-07
1915,2.4739600035239562e-08,2.650671389048398e-07
1916,1.8678685265172135e-08,2.4611915705463616e-07
1917,3.728584163642523e-08,2.577109636803243e-07
1918,1.722956533001252e-08,1.7229563908927048e-07
1919,1.0128633542993981e-08,1.915232461513483e-07
1920,8.329454903588385e-09,1.8400523060790874e-07
1921,8.330022005509363e-09,1.711440988927393e-07
1922,1.7707045385506603e-08,2.006798478504379e-07
1923,1.0615948120573648e-08,1.9957982377860617e-07
1924,2.1915761205804074e-08,1.920852019665631e-07
1925,2.3096173862313663e-08,1.407766743177774e-07
1926,3.343841470382358e-08,1.749943780993135e-07
1927,2.2298449531277242e-08,1.7615774750012747e-07
1928,2.5137290915466792e-08,1.4853853391727512e-07
1929,1.1140406153131721e-08,1.5262356356515738e-07
1930,1.575540586884472e-08,1.7751090608530973e-07
1931,9.124285327288817e-09,1.9959373709355077e-07
1932,1.5343351700281005e-08,1.4466588105221945e-07
1933,1.7205993074753678e-08,1.9729538536239488e-07
1934,2.3963160344919743e-08,1.4258079872320195e-07
1935,2.752705441366743e-08,1.8790205835728102e-07
1936,1.333718646634452e-08,1.9157048392060005e-07
1937,2.0145789370040745e-08,1.775347726606924e-07
1938,6.4826072287971215e-09,1.581756130519807e-07
1939,1.5294050470515685e-08,1.6670514302319361e-07
1940,2.0286263113789005e-08,1.4707540341163394e-07
1941,2.6563524713196784e-08,1.4167212647464567e-07
1942,2.1239482617119165e-08,8.192372069615317e-08
1943,2.0322646676618206e-08,1.422585289567735e-07
1944,1.927911696952833e-08,1.1246151743193877e-07
1945,1.089252066321933e-08,1.4378126600433916e-07
1946,1.1136883415474585e-08,1.9489545977080525e-07
1947,3.5762612871081956e-09,2.0980733062003765e-07
1948,5.435944139264848e-09,2.2830964763187467e-07
1949,1.079870937115146e-08,1.884865605816799e-07
1950,1.4889506294579746e-08,1.8824590508614847e-07
1951,1.4925962910083967e-08,1.6845015071709213e-07
1952,8.43584291310151e-09,1.5395413954788495e-07
1953,1.4005975490505307e-08,1.66994317041258e-07
1954,1.9545072449389522e-08,1.6515586409582284e-07
1955,2.9095383879962355e-08,1.7081805836483e-07
1956,1.2209597999301991e-08,1.5261997798887705e-07
1957,1.7670074847764283e-08,2.1910892833432172e-07
1958,1.9026159758794847e-08,1.1167528635169788e-07
1959,1.860179499324488e-08,1.5501496175573948e-07
1960,2.2838750723952472e-08,1.6679207703873544e-07
1961,1.5980766210343944e-08,1.966329081781737e-07
1962,1.3318108227355907e-08,1.9786903848739712e-07
1963,1.9398159301076134e-08,1.3255408948253944e-07
1964,1.64267148772268e-08,1.879946172067548e-07
1965,1.8604947471523303e-08,1.8495506637350445e-07
1966,1.9386760863326913e-08,1.7115741357542902e-07
1967,1.0353704338328384e-08,1.7551995412645738e-07
1968,1.706738025908372e-08,1.9178346333248442e-07
1969,3.451735930415367e-08,2.189127226159826e-07
1970,1.1036939917552502e-08,1.8486873898382328e-07
1971,1.592903242642052e-08,2.2763100915312862e-07
1972,1.6929484925043425e-08,1.5954756804603676e-07
1973,1.6539610570021068e-08,2.3210588651068065e-07
1974,2.137717214356627e-08,2.1995985477474278e-07
1975,1.599214494163448e-08,2.507339793567098e-07
1976,2.1140049488721502e-08,2.256843050219004e-07
1977,2.4094805706198485e-08,2.509385836901856e-07
1978,2.198018778098998e-08,2.388117685825364e-07
1979,1.755592016206009e-08,3.224437321591722e-07
1980,1.5349906457018392e-08,2.3536523841016788e-07
1981,1.644642921849737e-08,2.1127335259052415e-07
1982,1.738100685599875e-08,2.389888322795741e-07
1983,8.841442022955448e-09,3.012405755953296e-07
1984,1.1018116474748041e-08,2.3254023417962344e-07
1985,1.0828004493035337e-08,2.1896631707818415e-07
1986,1.9781802029772422e-08,2.259920997005338e-07
1987,1.1610552075325131e-08,2.450437612822043e-07
1988,1.2592763276586538e-08,2.3266629156637464e-07
1989,5.488122178931576e-09,2.853823595216909e-07
1990,2.0160008995517842e-08,3.634250234085812e-07
1991,1.6412102732399347e-08,4.4078217342757853e-07
1992,1.4325855057784054e-08,3.1131185806998474e-07
1993,2.437251223064152e-08,4.2873466910009483e-07
1994,1.582477948680605e-08,3.592224935289323e-07
1995,1.3013882305124014e-08,3.1233316732937055e-07
1996,1.3345230476247139e-08,2.893245856228077e-07
1997,8.630809844589749e-09,2.8337827018276585e-07
1998,1.4304387785379902e-08,3.0229938374759513e-07
1999,1.7823783837744855e-08,3.820688299072117e-07
2000,8.836062770356534e-09,3.384211986201535e-07
2001,1.0076786682855499e-08,3.9562343090437935e-07
2002,1.3143664601145133e-08,4.1402542905188966e-07
2003,2.0001230061073016e-08,4.1002521200539377e-07
2004,1.673820693159911e-08,3.9643122207166925e-07
2005,1.666387328125296e-08,3.557962067191056e-07
2006,1.0706514064207084e-08,4.2331909710924265e-07
2007,1.5179021789490932e-08,3.974507194470789e-07
2008,1.362380658287421e-08,3.8572402871750455e-07
2009,1.668867311011013e-08,3.781176687311927e-07
2010,1.7478034408657805e-08,3.6278731485595017e-07
2011,2.5620612964516454e-08,2.703548140914336e-07
2012,2.7574446503919603e-08,2.668934122596056e-07
2013,2.5102124379117186e-08,2.8979008348528623e-07
2014,2.252062950014455e-08,2.7024755056004324e-07
2015,1.662431570181866e-08,2.78845188717014e-07
2016,2.1334802369210593e-08,2.4400385711942363e-07
2017,2.037645163710522e-08,2.558376763772685e-07
2018,2.297505452553139e-08,2.457556256274529e-07
2019,2.1683395745597522e-08,2.1096669300391113e-07
