year,autres_ADJ oies_NOUN,autres_ADJ poids_NOUN
2002,4.81934359086722e-09,1.7086764003693133e-08
2003,3.333538334260311e-09,2.0417921575699438e-08
2004,5.726228602398464e-09,2.3785873548565206e-08
2005,6.3052495447024626e-09,2.9274373147814003e-08
2006,5.353256948836815e-09,2.84134404893166e-08
2007,2.7961355453243186e-09,1.4779574009082808e-08
2008,5.108927725316903e-09,1.4049550856043425e-08
2009,2.860915504498962e-09,1.4781396551200032e-08
2010,6.140930985942816e-09,1.7005655550406118e-08
2011,1.7207874236646603e-08,1.5678285336662157e-08
2012,1.0553183549255607e-08,1.6680838044180746e-08
2013,1.0319762933086452e-08,1.840822605458925e-08
2014,7.57905826986871e-09,1.6240838007774983e-08
2015,7.314698624583116e-09,1.440773989003219e-08
2016,1.2428039930512114e-08,1.532791671365885e-08
2017,5.7859059765519305e-09,1.7106156491308866e-08
2018,4.904786798931582e-09,2.0393587263356494e-08
2019,6.377469219387422e-09,1.3265136544760026e-08
