year,autres_ADJ oies_NOUN,autres_ADJ poids_NOUN
1800,1.5720821977538435e-08,7.231578269539796e-08
1801,4.7623651688866175e-09,1.8096987730586989e-07
1802,4.475680270843441e-09,1.6336232988578558e-07
1803,0.0,2.3404069793286908e-08
1804,4.943701892301533e-09,2.9662210465630778e-08
1805,0.0,4.8328921309348516e-08
1806,1.152667650217154e-08,3.1698359492793315e-08
1807,0.0,1.1387820464392462e-07
1808,4.5321479902327155e-09,5.21197005554086e-08
1809,0.0,5.647576473144511e-08
1810,0.0,1.6380887757350138e-07
1811,0.0,1.8050953087822563e-07
1812,0.0,8.535066475801045e-08
1813,0.0,1.00650957790549e-07
1814,0.0,1.195737269199526e-07
1815,1.0788894222457657e-08,2.6972236000233352e-08
1816,0.0,4.1716868182106737e-08
1817,0.0,2.6466848268569265e-08
1818,2.026600220972341e-08,3.099506074022429e-08
1819,0.0,2.794783426907088e-08
1820,4.746592452420373e-09,3.322614716694261e-08
1821,2.9584463767662328e-09,2.7612166775270452e-08
1822,1.0025615893027862e-09,6.51665033046811e-08
1823,1.8777105759149038e-08,4.743689852038102e-08
1824,0.0,6.652679207519441e-08
1825,2.905796137042671e-08,7.22046322731984e-08
1826,0.0,2.9947145208097936e-08
1827,0.0,9.585964022562621e-08
1828,5.503380862137419e-09,3.118582370120748e-08
1829,8.57317605795771e-10,7.887321951116633e-08
1830,2.0873671680021744e-09,5.114049628218709e-08
1831,1.5591206103948707e-09,3.741889287312006e-08
1832,0.0,1.055337577327009e-07
1833,0.0,5.90765054653275e-08
1834,5.600718555598405e-09,4.1071935186209885e-08
1835,2.2689263801112247e-09,4.61348363955949e-08
1836,2.688300027031687e-09,4.973355061110851e-08
1837,1.3915781860163179e-09,5.0792603900617905e-08
1838,1.8936485712828244e-09,3.471689069556305e-08
1839,1.3982950353153e-09,9.927894462080644e-08
1840,3.821813199245128e-09,7.834717052901397e-08
1841,6.420548537278137e-10,3.9165346521485844e-08
1842,2.683306021822318e-09,5.970355942963579e-08
1843,0.0,6.792947715439368e-08
1844,1.2074834465636286e-08,3.951764071530306e-08
1845,2.2878934136105755e-08,4.0177642546268544e-08
1846,1.1709002656346001e-09,3.102885770545072e-08
1847,3.235934187273415e-09,4.260646591092154e-08
1848,2.413566457803995e-09,3.137636639394259e-08
1849,8.379414939696517e-10,2.011059585527164e-08
1850,6.788996032014438e-10,2.4440385715251978e-08
1851,6.449438760824933e-09,5.546517201082679e-08
1852,6.510545436100301e-10,7.487127051675202e-08
1853,1.1943863675867306e-09,3.762317035693741e-08
1854,3.63696517347023e-09,3.013485283531736e-08
1855,2.653468555990912e-09,5.890700194299825e-08
1856,5.177189232874468e-10,3.158085348786699e-08
1857,9.763018171682347e-10,2.0990489346672803e-08
1858,4.893676019968041e-10,1.8106601495926355e-08
1859,0.0,6.670747154657874e-08
1860,1.3731551729012637e-09,4.668727626722102e-08
1861,3.7727710400226044e-09,3.159695793897299e-08
1862,1.355395878865906e-09,3.027050965442868e-08
1863,6.992469381295052e-09,3.9457503930862003e-08
1864,4.794727948009836e-10,4.6029388300894425e-08
1865,0.0,4.6127073716206723e-08
1866,2.919367692033603e-09,2.4814625021463144e-08
1867,0.0,3.4454963326879806e-08
1868,9.87974813071446e-10,4.742279102742941e-08
1869,9.278686263769487e-09,3.41846337903462e-08
1870,3.4404292748035914e-09,1.3188312664169644e-08
1871,1.0621177271019633e-09,3.504988654867702e-08
1872,5.442605477412599e-09,3.507456725060365e-08
1873,1.1972008939764578e-09,3.292302608315367e-08
1874,1.0156835372754358e-08,2.9275584623178474e-08
1875,5.149374260327022e-09,3.833423178889461e-08
1876,1.209202959984168e-09,4.0508300713781864e-08
1877,5.566334504436554e-09,2.5976227391311113e-08
1878,3.0195443923020093e-09,5.254007007238215e-08
1879,7.331190321480108e-09,2.871382953628654e-08
1880,2.5671385017744797e-09,2.8238524407697696e-08
1881,2.7890030285249168e-09,2.5798277292210514e-08
1882,6.655385131892899e-10,2.728707926280549e-08
1883,2.5277355764075082e-09,1.8326083761621703e-08
1884,1.9805090900604227e-09,3.1027976632458376e-08
1885,1.2891271383708158e-09,2.707166935067562e-08
1886,5.808117542471791e-09,4.38835527916126e-08
1887,3.9173548849191775e-09,6.528924956228366e-08
1888,3.804368819970705e-09,3.23371354138402e-08
1889,1.2530273485467092e-09,6.077182712616036e-08
1890,2.6217545912032847e-09,5.2435090935887274e-08
1891,2.549687905251119e-09,3.4420789774003424e-08
1892,9.402768341715273e-09,2.1939793315439715e-08
1893,1.539604183031784e-08,4.8035648347877213e-08
1894,1.8904617871129403e-09,4.6631390526741257e-08
1895,4.213030146971164e-09,3.671354775747204e-08
1896,1.5332275227208925e-08,4.0689499769541726e-08
1897,1.1653427112179315e-09,2.5054867736074016e-08
1898,5.6583546736987955e-09,3.168678830434146e-08
1899,5.527578395003729e-10,4.698441813388854e-08
1900,1.1939421895590385e-08,5.139142500443228e-08
1901,1.676621730339889e-09,3.24146860464225e-08
1902,9.820567692386817e-10,3.289890315727462e-08
1903,1.6200660812870638e-09,1.9980815224585058e-08
1904,4.837162670412454e-09,1.0749250378694342e-08
1905,5.160759042333041e-10,4.902721073563043e-08
1906,0.0,5.349951948119269e-08
1907,1.028568674676933e-09,3.548562038657721e-08
1908,1.4734167219643268e-09,5.402527847309102e-08
1909,2.7504918342913243e-09,4.455796798197298e-08
1910,2.137660271017694e-09,1.870452770447173e-08
1911,4.788336838146279e-09,4.4691141454222816e-08
1912,5.2094213387476884e-09,3.959160171929099e-08
1913,6.3635876568213234e-09,4.931780495098792e-08
1914,7.366418253162976e-09,3.8171439342704616e-08
1915,1.1780761921542648e-09,3.652036184575991e-08
1916,3.2962386153911893e-09,1.7579939282086343e-08
1917,0.0,2.8512703309502285e-08
1918,0.0,2.067547733020092e-08
1919,1.8415696745321952e-09,1.8415697411455767e-08
1920,0.0,1.817335615328375e-08
1921,0.0,1.8174593885422752e-08
1922,0.0,2.6560568577860266e-08
1923,1.0615948120573648e-09,2.0170300985000722e-08
1924,0.0,2.9650736976805092e-08
1925,2.1996355847875293e-09,2.1996356736053713e-08
1926,3.343841648018042e-09,1.4489979882625903e-08
1927,5.574612549352764e-09,1.1149224654616319e-08
1928,4.5704163786908225e-09,1.0283437212876834e-08
1929,1.1140406375176326e-09,2.1166771446701205e-08
1930,3.1510811737689437e-09,2.520864939015155e-08
1931,3.4216069977333063e-09,1.1405356659111021e-08
1932,1.0959536611565568e-09,1.4247397928102146e-08
1933,5.735331098932761e-09,2.982372038218273e-08
1934,0.0,1.677421224144382e-08
1935,3.590485242455088e-09,1.9149254626427137e-08
1936,3.6374143697059935e-09,1.8187072292619177e-08
1937,0.0,2.392312481447334e-08
1938,1.2965214457594243e-09,1.0372171566075394e-08
1939,3.058810094103137e-09,2.141167065872196e-08
1940,0.0,2.028626333583361e-08
1941,3.836953510472085e-08,1.7709016475464523e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,0.0
1945,0.0,1.5249528306782167e-08
1946,4.1763312808029696e-09,3.201854070766785e-08
1947,1.1920870957027319e-09,1.0728784083369192e-08
1948,2.174377566888097e-09,1.522064252412747e-08
1949,0.0,1.1780409536754632e-08
1950,2.1270722960764488e-09,2.2334258886758107e-08
1951,6.396841056854896e-09,1.1727541604500402e-08
1952,0.0,1.4762725264461096e-08
1953,2.1547654771580937e-09,1.723812381726475e-08
1954,5.86352189024808e-09,2.14995790059902e-08
1955,1.8771215692936494e-09,1.1262728971672686e-08
1956,8.72114158667614e-10,1.744228228517386e-08
1957,3.5340151360863103e-09,1.325255621908994e-08
1958,4.963346011965797e-09,2.1507833736222892e-08
1959,5.425523585955716e-09,1.007597205671118e-08
1960,3.460416619915918e-09,2.0070416439921246e-08
1961,2.08444772553662e-09,1.528595028332802e-08
1962,6.341956404476434e-10,1.1415521861124489e-08
1963,3.879631726988464e-09,2.0044765847160306e-08
1964,6.083968218106861e-09,1.3993127490063983e-08
1965,0.0,1.641613067704384e-08
1966,5.539074754423723e-10,2.1602390987141007e-08
1967,4.930335584241163e-10,2.070740912074598e-08
1968,1.796566312384229e-09,1.8863946849023705e-08
1969,9.99186730576973e-09,1.7258680234943924e-08
1970,6.898087545614828e-09,2.1154135110279526e-08
1971,1.0276794970565106e-09,3.596878173084406e-08
1972,8.721249833421041e-09,4.463227831763561e-08
1973,3.859242647674677e-09,2.7014698922300795e-08
1974,3.375343005096454e-09,1.6314158024499648e-08
1975,2.2845920710778955e-09,1.8847884586392638e-08
1976,4.570821499072508e-09,1.71405803994773e-08
1977,6.464460078348111e-09,1.1165885105413054e-08
1978,3.5643548113029055e-09,1.2475241506493262e-08
1979,4.0963813452421505e-09,1.2289143924704149e-08
1980,5.116635559687666e-09,1.0801786132219604e-08
1981,6.325549528618524e-10,6.958104314946922e-09
1982,8.069752865935698e-09,1.2415004135846175e-08
1983,5.683784221055532e-09,2.77873913878679e-08
1984,2.319603453759811e-09,1.5657322549600394e-08
1985,1.8046674155058895e-09,1.6242006850575308e-08
1986,4.795588481876223e-09,1.9781802029772422e-08
1987,5.499735000746853e-09,1.283271516827611e-08
1988,1.7989661427186832e-09,1.9788627625416666e-08
1989,2.7440609784434855e-09,1.4269117443177493e-08
1990,8.717841448735442e-09,8.717841559757744e-09
1991,7.033758298025106e-09,8.7921980806982e-09
1992,3.305966445044106e-09,1.5427843891302473e-08
1993,3.3235245111562506e-09,1.4401939196773128e-08
1994,6.8574046441227665e-09,1.3714808788645172e-08
1995,7.591431261388948e-09,1.9520822291951845e-08
1996,2.135236876199542e-09,1.7615704450690828e-08
1997,5.753873377756236e-09,1.917957803687642e-08
1998,5.244942036242151e-09,2.2410207023426665e-08
1999,9.140402212892695e-09,2.0565905339831048e-08
2000,4.4180314962005696e-09,2.960081080249921e-08
2001,1.7524847129024579e-09,2.9354119801539014e-08
