year,trois_DET ailes_NOUN,trois_DET pelles_NOUN
1879,2.077170657699412e-08,1.9549840191146473e-08
1880,2.9522093214495726e-08,5.134277003548959e-09
1881,2.5798277292210514e-08,3.4862537301449947e-09
1882,2.994923242738423e-08,0.0
1883,3.5388296737437486e-08,1.4534479397809719e-08
1884,5.41339142401398e-08,6.601696966868076e-10
1885,4.769770578505472e-08,1.2891271383708158e-09
1886,6.195325141788999e-08,6.453463874400711e-10
1887,3.852065688647599e-08,1.3057849246322917e-09
1888,5.706553252160518e-08,6.340614699951175e-09
1889,4.1976415676714396e-08,0.0
1890,3.9326319978272295e-08,2.6217545912032847e-09
1891,3.952016447428264e-08,6.374220040683554e-10
1892,5.578975859066304e-08,6.268512375839919e-10
1893,6.343169189904074e-08,6.158416554491453e-10
1894,5.797416080532969e-08,1.2603078580752936e-09
1895,4.2130302579934664e-08,3.0093072478365457e-09
1896,9.081424895418522e-08,5.89702897624278e-10
1897,6.176316347250577e-08,1.7480140668268973e-09
1898,6.054439438685222e-08,1.6975064687230201e-09
1899,5.140648084989152e-08,2.2110313580014918e-09
1900,5.8139793979172794e-08,5.191053142894475e-10
1901,9.277306434185562e-08,6.147612863216523e-09
1902,7.26722014232628e-08,1.9641135384773634e-09
1903,2.6461078661554893e-08,2.1600881083827517e-09
1904,6.180818878931404e-08,5.374625189347171e-10
1905,3.973784501454247e-08,4.64468330463319e-09
1906,4.629765992802959e-08,4.115347562727578e-09
1907,4.731416031189539e-08,6.685696440911215e-09
1908,4.2237945585554826e-08,8.349361646509124e-09
1909,4.125737590454648e-08,6.0510818578052294e-09
1910,3.794347047669788e-08,5.344150677544235e-10
1911,3.724261965487585e-08,3.7242617878519013e-09
1912,3.438217888174222e-08,4.167536982180309e-09
1913,5.886318477088537e-08,7.42418571064718e-09
1914,2.343860217024485e-08,6.027069510139427e-09
1915,2.0027295377644805e-08,3.534228465440492e-09
1916,1.538244731591476e-08,4.394984820521586e-09
1917,8.773139548168274e-09,1.0966424435210342e-09
1918,4.2499593178035866e-08,5.743188147278033e-09
1919,1.9336480860943084e-08,0.0
1920,3.9375606775138294e-08,3.028892692213958e-09
1921,1.9689142760626055e-08,1.5145494858259667e-09
1922,3.9103056792555435e-08,0.0
1923,4.0340601970001444e-08,4.246379248229459e-09
1924,3.9964035636330664e-08,0.0
1925,1.5397448649423495e-08,1.0998177923937646e-09
1926,4.458455293843144e-08,4.458455382660986e-09
1927,3.9022287179335535e-08,4.4596899506643695e-09
1928,3.085031208271971e-08,1.1426041224282812e-09
1929,2.785101571589621e-08,1.1140406375176326e-09
1930,3.4661891690213054e-08,2.100720708497761e-09
1931,2.5091784650044247e-08,1.1405356659111021e-09
1932,1.6439305028370654e-08,5.479768305782784e-09
1933,3.785318369864399e-08,5.735331320977366e-09
1934,2.875579241390369e-08,8.38710612072191e-09
1935,2.5133395809007197e-08,0.0
1936,3.273672799508631e-08,2.424942913137329e-09
1937,2.6441348666139675e-08,3.777335333410292e-09
1938,2.3337385357535823e-08,1.2965214457594243e-09
1939,2.141167065872196e-08,3.058810094103137e-09
1940,5.325144059042941e-08,0.0
1941,4.132103725851266e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,3.1935586841669306e-08,0.0
1944,3.855823393905666e-08,0.0
1945,1.74280327946974e-08,2.178504043826024e-09
1946,2.227376771912759e-08,2.7842208538686464e-09
1947,1.3112957830685446e-08,2.3841741914054637e-09
1948,5.65338156288675e-08,0.0
1949,2.9451024730065e-08,3.9268033269479474e-09
1950,2.6588403478911005e-08,4.2541445921528975e-09
1951,1.5992102864181845e-08,8.529121520162164e-09
1952,3.0579932142060784e-08,2.1089607837865287e-09
1953,2.2625037843226892e-08,0.0
1954,3.5181128898997827e-08,2.9317608341017376e-09
1955,2.4402580400817442e-08,3.754243138587299e-09
1956,1.744228228517386e-08,4.360570571293465e-09
1957,2.0320586824329467e-08,3.5340151360863103e-09
1958,2.9780076182817083e-08,7.445019045704271e-09
1959,1.7051645984089703e-08,2.3252243464000344e-09
1960,2.6991250123842292e-08,1.3841666701708277e-09
1961,1.5980766210343944e-08,2.0844477810477713e-09
1962,2.6002021535909137e-08,3.805173953708163e-09
1963,3.2330266463986845e-08,6.466053248388448e-10
1964,3.589541280879516e-08,2.4335873316516654e-09
1965,2.6813013420667886e-08,3.830430195250756e-09
1966,3.821961513938987e-08,2.215629901769489e-09
1967,3.3033247026637014e-08,1.4791006197611978e-09
1968,2.155879605392208e-08,5.3896989093971115e-09
1969,3.1338128952951294e-08,1.8167031212712459e-09
1970,2.6672605901723045e-08,2.7592350626548523e-09
1971,3.1858063742618015e-08,1.541519245584766e-09
1972,4.052815893995643e-08,3.5911027485013847e-09
1973,3.30792239155997e-08,2.205281512956958e-09
1974,2.1377172976233538e-08,3.3753429495853027e-09
1975,2.8557401776652114e-08,4.569184142155791e-09
1976,2.171140245366132e-08,1.7140580066410394e-09
1977,2.5270162185009326e-08,4.11374712072643e-09
1978,3.623760613802318e-08,1.1881182704343018e-09
1979,1.9311512389208474e-08,2.3407893401383717e-09
1980,4.3775660651945714e-08,3.97960553399912e-09
1981,3.4790523462113754e-08,4.427884781055269e-09
1982,1.8001757084995518e-08,3.7245013739806154e-09
1983,2.715585867285597e-08,3.157658134966823e-09
1984,2.7835240168361253e-08,2.3196033982486597e-09
1985,3.849957019852468e-08,2.4062232206745193e-09
1986,3.237022050406324e-08,2.3977942409381114e-09
1987,4.827545296848257e-08,1.2221633705067347e-09
1988,2.6384837426007834e-08,2.9982769045311386e-09
1989,4.939309894425037e-08,1.6464366536794728e-09
1990,3.3781636821217376e-08,1.089730194969718e-09
1991,3.634108436401107e-08,0.0
1992,3.361066092111287e-08,3.8569610283367695e-09
1993,3.157348393845183e-08,3.3235244556450994e-09
1994,4.11444278647366e-08,2.1099706426497278e-09
1995,3.795715630694474e-08,2.168980273165033e-09
1996,3.896807143632941e-08,3.736664311304594e-09
1997,2.8289877107567918e-08,3.3564261370244708e-09
1998,3.051602637249573e-08,2.86087753487152e-09
1999,4.707307321716314e-08,2.7421207526856506e-09
2000,2.2090157703047453e-08,2.6508188977203417e-09
2001,3.329721010025821e-08,4.381211921034023e-09
2002,2.6287329091267964e-08,3.504977197366088e-09
2003,3.79189990518114e-08,2.5001538617175356e-09
2004,2.6428746663365033e-08,2.642874807889939e-09
2005,2.972474733020647e-08,4.503749373441224e-09
2006,2.800165077587735e-08,1.2353669198716943e-09
2007,3.23552832581786e-08,1.5977917877663117e-09
2008,2.554463884862912e-08,2.554463751636149e-09
2009,2.8609154822945015e-08,2.384096253749135e-09
2010,2.5508482270897304e-08,1.8895172093635892e-09
2011,2.982698177333987e-08,4.971163480860241e-09
2012,3.302125151094515e-08,3.4042526575461807e-09
2013,2.67756004035391e-08,3.904775169871755e-09
2014,2.1654452286856696e-08,3.4647122948427977e-09
2015,2.393901504804674e-08,4.211493209727024e-09
2016,2.4234678819290423e-08,4.9712160221648816e-09
2017,1.5345229670282734e-08,2.7671724078803805e-09
2018,2.1684320561377035e-08,4.646640239247546e-09
2019,2.346908778427803e-08,3.826481798085979e-09
