year,plusieurs_DET îles_NOUN,plusieurs_DET iles_NOUN,plusieurs_DET piles_NOUN
1852,2.311243592068024e-07,4.882909210301989e-08,1.2370036550635177e-08
1853,3.613018861869932e-07,6.808002450675588e-08,3.2845626662947325e-08
1854,3.112202895394489e-07,4.98783807589831e-08,2.8576154775805662e-08
1855,2.642854752821222e-07,4.139410947345823e-08,2.3350523292720027e-08
1856,2.5627086230883833e-07,3.20985731327994e-08,3.1063134287023786e-08
1857,2.10393044319801e-07,2.782460128969433e-08,2.880090393952983e-08
1858,2.0455566129840008e-07,2.8383320527236577e-08,2.7893952481150563e-08
1859,2.3423997053129142e-07,2.291478007343528e-08,2.5460866304172214e-08
1860,2.489988091269879e-07,2.1512764236675253e-08,4.2567808833382514e-08
1861,1.7260427132015366e-07,2.735258886055192e-08,1.8863854756023812e-08
1862,2.5300722406029763e-07,2.3945328053720516e-08,1.490935469528054e-08
1863,2.3175041352629933e-07,2.347471755870245e-08,2.2975255753454604e-08
1864,1.9418648466995592e-07,2.397363974004918e-08,2.445311186871635e-08
1865,2.0757183882835761e-07,1.7415324904401785e-08,8.001635798393636e-09
1866,1.3672372256579024e-07,2.773399376820862e-08,1.8002767276925624e-08
1867,1.9023021202713153e-07,1.4073153309368536e-08,2.91168689159349e-08
1868,1.8326932815782015e-07,1.7783546413241424e-08,2.222943251695142e-08
1869,1.6262118052168262e-07,1.3185502134582805e-08,2.2464188176307687e-08
1870,1.605533643811441e-07,1.548193129252695e-08,2.752343419842873e-08
1871,1.1046024583905023e-07,1.5931766128574054e-08,1.1683295220166201e-08
1872,1.3062252612883185e-07,1.5723081503438152e-08,1.4513614310374123e-08
1873,1.5683332232896419e-07,1.855661307947898e-08,2.573981916498269e-08
1874,1.2247948610877302e-07,1.5533983432902687e-08,2.031367141164253e-08
1875,1.556255426748976e-07,1.2587359599081083e-08,1.3159512313176691e-08
1876,2.06773700384133e-07,1.3301232337781244e-08,2.2974855795609983e-08
1877,1.9915106985735065e-07,1.6699003069220453e-08,2.72131899237138e-08
1878,2.1197200572586894e-07,1.872117438850296e-08,2.5968081018845623e-08
1879,2.1627010937663727e-07,1.7106110861142554e-08,1.710611030603104e-08
1880,1.6493864229971678e-07,1.1552123257985158e-08,2.5029600170256572e-08
1881,1.903494606381173e-07,1.95230204225183e-08,3.9046041566681566e-08
1882,2.0232370268047362e-07,1.2645231750596508e-08,1.7969540522244642e-08
1883,1.914759657495324e-07,1.958995032858013e-08,1.9589950994713945e-08
1884,2.2775854979784071e-07,1.3203393933736152e-08,9.902545450302114e-09
1885,1.4824962679682585e-07,1.1602144245337342e-08,3.480643329112354e-08
1886,9.034849512978838e-08,2.452316216761119e-08,1.7424353015993432e-08
1887,1.2209088762205056e-07,2.0239666442822823e-08,2.6115697659978565e-08
1888,1.1920355547090367e-07,1.394935211784798e-08,2.4728397107764977e-08
1889,1.553753845584538e-07,1.5662841745811562e-08,9.397704836544563e-09
1890,1.638596671682535e-07,1.1797895993481688e-08,2.4251230357208442e-08
1891,1.2812182248467252e-07,1.72103943318902e-08,2.995883363610119e-08
1892,1.3477302052145035e-07,1.567128071755519e-08,2.2566645441202127e-08
1893,1.3179011748576386e-07,1.4780199342201428e-08,1.2932674486876294e-08
1894,1.0019447560516426e-07,1.3233232509790582e-08,1.8904618315218613e-08
1895,7.703826732097241e-08,4.213030146971164e-09,1.2639090662958097e-08
1896,7.371286536717037e-08,2.181900704556483e-08,7.66613794667137e-09
1897,1.0021947227656369e-07,2.0976169134989675e-08,2.155884004650943e-08
1898,7.299278004246901e-08,1.1316709569442196e-08,2.9423445013776472e-08
1899,9.120504707027521e-08,1.326618814800895e-08,1.2160672469008205e-08
1900,9.447716653454563e-08,1.3496738171525635e-08,9.863001082521805e-09
1901,6.371162108997908e-08,8.383108651699445e-09,1.117747761014698e-08
1902,9.182230531479263e-08,1.1784681341886483e-08,2.7988617645746672e-08
1903,9.396382960602523e-08,1.1340462346964841e-08,1.8900770726304472e-08
1904,8.438161280821532e-08,1.289910045443321e-08,1.5048950530172078e-08
1905,7.689530923116195e-08,1.445012559608827e-08,1.4450125540577119e-08
1906,4.681207843582058e-08,9.259532418592897e-09,9.773950537805831e-09
1907,5.4514140201966654e-08,1.388567694160514e-08,1.542852956504248e-08
1908,6.630375515292997e-08,3.437972351250096e-09,1.080505640516094e-08
1909,6.601180091436731e-08,1.0451868481808901e-08,5.500983391026892e-09
1910,7.749018138270003e-08,5.344150788566537e-09,8.01622590529405e-09
1911,8.991432487448492e-08,1.1172785918667216e-08,1.649315961582687e-08
1912,7.032718496446932e-08,3.125652625612929e-09,1.3544495303108306e-08
1913,7.795394640908171e-08,4.242391882236518e-09,5.302989602995467e-09
1914,1.0312984954907733e-07,6.027069343605973e-09,1.406316130214691e-08
1915,1.0838300834592474e-07,1.1780761588475741e-08,1.5314990164938536e-08
1916,1.087758718654186e-07,1.3184954461564757e-08,2.197492410260793e-09
1917,5.4832123286274737e-08,1.4256351876795748e-08,3.289927441585405e-09
1918,7.006689273225675e-08,3.44591288836682e-09,6.89182577673364e-09
1919,5.616787523976541e-08,1.8415696745321952e-09,9.207848705727883e-09
1920,7.496509724091993e-08,2.2716695191604686e-09,2.2716695191604686e-09
1921,6.815472475274476e-08,3.786373714564917e-09,9.844571380313027e-09
1922,7.820611802600297e-08,1.2542490324118916e-08,4.426761179843197e-09
1923,6.263409479956294e-08,5.307974060286824e-09,1.2739137744688378e-08
1924,5.414482329157977e-08,7.734974771800296e-09,1.933743654092268e-08
1925,6.268961660893524e-08,5.499089184013428e-09,3.299453377181294e-09
1926,7.802297052883489e-08,5.573069228326233e-09,3.343841648018042e-09
1927,6.578042488492031e-08,7.804457302640344e-09,7.804457524684949e-09
1928,6.96988489146122e-08,4.5704163786908225e-09,6.85562484559199e-09
1929,7.686880376667204e-08,7.798284240578823e-09,4.4561625500705304e-09
1930,7.667630308461071e-08,1.4705044848462023e-08,1.0503603542488804e-09
1931,1.2431839291338065e-07,6.843213995466613e-09,6.843213995466613e-09
1932,9.534796963084347e-08,4.383814644626227e-09,7.6716757391182e-09
1933,9.405943357521096e-08,1.1470662197865522e-09,3.4411986593596566e-09
1934,1.0304159303586857e-07,8.38710612072191e-09,1.3179738189705859e-08
1935,1.7114646500004937e-07,1.3165112555668657e-08,5.98414207075848e-09
1936,6.668593321990102e-08,1.576212937948185e-08,1.576212849130343e-08
1937,6.925115225708822e-08,3.777335333410292e-09,2.5182236296217297e-09
1938,8.945998319909165e-08,5.186085783037697e-09,6.482607339819424e-09
1939,5.04703683290586e-08,0.0,2.4470480752825097e-08
1940,9.63597486247636e-08,1.01431314458722e-08,1.2678914806940611e-08
1941,7.37875680556499e-08,1.1806010835613279e-08,5.9030051957620344e-09
1942,4.551317789314169e-08,0.0,3.034211770724937e-09
1943,5.8064703267746154e-08,1.4516176261025748e-08,1.7419411690866582e-08
1944,8.032965581605822e-08,3.2131861615880553e-09,1.927911696952833e-08
1945,1.0238968695119866e-07,1.3071024262956144e-08,4.357008087652048e-09
1946,8.909506910015352e-08,8.352662561605939e-09,6.960552134671616e-09
1947,5.1259746669529704e-08,8.344609669919123e-09,2.3841741914054637e-09
1948,9.132385669907706e-08,1.522064341230589e-08,1.3046265401328583e-08
1949,7.362756315743013e-08,3.9268033269479474e-09,1.0798709482173763e-08
1950,6.806631214217873e-08,5.317680740191122e-09,1.9143651330821854e-08
1951,8.102665249865026e-08,2.1322803522849654e-09,1.3859822178829972e-08
1952,6.432330224015459e-08,2.1089607837865287e-09,2.2144087452602434e-08
1953,8.72680021579697e-08,5.386913803917537e-09,1.6160740301529586e-08
1954,5.4726201570431954e-08,5.863521668203475e-09,8.795282724349818e-09
1955,1.0042600528947787e-07,2.815682353940474e-09,1.407841176970237e-08
1956,6.802490415402929e-08,5.232684952005684e-09,1.1337484284723587e-08
1957,5.124321877936211e-08,5.301022620862739e-09,1.6786571688243157e-08
1958,8.02407632005675e-08,4.9633461784992505e-09,1.4890038535497752e-08
1959,6.6656428820977e-08,5.425523585955716e-09,1.5501495198577686e-08
1960,5.951916537405566e-08,6.920833239831836e-09,7.612916519406099e-09
1961,5.5585272551450515e-08,5.558527305105088e-09,1.1811870759270704e-08
1962,4.9467259843893885e-08,5.0735651235811474e-09,8.244543714397423e-09
1963,5.948768944108451e-08,1.9398159745165344e-09,2.5864213659687607e-08
1964,7.057403506038895e-08,6.083968384640315e-09,1.0951142881410192e-08
1965,5.143720693823184e-08,6.0192477668863376e-09,1.422731321643056e-08
1966,6.425326981585044e-08,7.200797402795445e-09,9.416427082520329e-09
1967,6.11361601343674e-08,2.958201350544698e-09,1.3804939413830652e-08
1968,6.287982087793687e-08,6.737123747768692e-09,4.042274071025531e-09
1969,5.904285227398276e-08,4.5417577476669635e-09,9.991866889436096e-09
1970,8.323692179956765e-08,5.978342487722443e-09,6.898087351325799e-09
1971,6.78268470277743e-08,3.083038491169532e-09,5.6522372338108084e-09
1972,6.823095466401696e-08,4.617132176587546e-09,8.208234980600082e-09
1973,4.851619350709768e-08,5.513203726881244e-09,5.513203671370093e-09
1974,7.256987677450866e-08,1.1251143461343815e-08,1.5751600912494723e-08
1975,7.482039166006871e-08,7.996072248772634e-09,1.4278700888326057e-08
1976,7.998937490150126e-08,1.1427053525636666e-08,1.0284348483935446e-08
1977,8.109959148683288e-08,7.639816779203557e-09,6.4644601893704134e-09
1978,9.683164092777474e-08,3.5643548113029055e-09,8.31682822610702e-09
1979,7.13940779828448e-08,4.681578680276743e-09,7.022368020415115e-09
1980,7.163289966749531e-08,2.8425753972882717e-09,7.390696055153967e-09
1981,5.8195057273113804e-08,5.060439622894819e-09,6.958104314946922e-09
1982,9.311253745813985e-08,4.345251602977385e-09,8.069752865935698e-09
1983,7.830991588519964e-08,6.9468474306333405e-09,6.315316269933646e-09
1984,6.958810061519216e-08,9.278413592994639e-09,8.118611560803402e-09
1985,6.316336031986225e-08,3.007779025843149e-09,7.820225356169885e-09
1986,8.811893659199654e-08,4.795588481876223e-09,1.138952232526691e-08
1987,8.310711141490401e-08,5.499735167280306e-09,9.166225556356267e-09
1988,6.356346909930366e-08,2.99827696004229e-09,6.596209300990807e-09
1989,6.530865703791022e-08,2.744061089465788e-09,9.878619700032232e-09
1990,8.118489835950982e-08,2.179460389939436e-09,8.172976073694826e-09
1991,6.33038248487594e-08,2.930732601047481e-09,1.2309077312977479e-08
1992,9.091407582317856e-08,2.754972139307199e-09,8.815910890191958e-09
1993,6.757833281856307e-08,5.539207426075166e-10,9.970573366935298e-09
1994,8.439882703825674e-08,4.2199412852994556e-09,7.384897027229442e-09
1995,9.923084753893363e-08,3.795715741716776e-09,5.9646960148818096e-09
1996,8.434185505556968e-08,2.135236876199542e-09,9.60856638698715e-09
1997,8.726707978468085e-08,2.397447240731765e-09,4.794894259418925e-09
1998,9.72698375178993e-08,1.9072516899143466e-09,4.291316191284977e-09
1999,8.911892468432825e-08,1.3710603485872497e-09,9.597422412355172e-09
2000,1.1089259199792423e-07,1.7672125984802278e-09,5.3016377954406835e-09
2001,9.813914259027001e-08,4.8193330159929104e-09,7.886181485616817e-09
2002,9.025316005661921e-08,2.190610692842654e-09,1.1829297874577094e-08
2003,5.3336615124521813e-08,1.2500768753476166e-09,7.917153710401692e-09
2004,7.223857867444394e-08,8.809582507929292e-10,8.809582618951595e-09
2005,8.827349295970066e-08,1.8014998381943315e-09,1.0808999251210594e-08
2006,8.441674292924972e-08,8.235779835885637e-10,9.882935358973555e-09
2007,1.0225867086433027e-07,1.1983438685803094e-09,1.3181782249072072e-08
2008,1.0217855228589201e-07,1.7029758436759579e-09,1.6604014330123817e-08
2009,9.488702890081413e-08,2.860915504498962e-09,1.3350939465084366e-08
2010,8.030448261919787e-08,4.723793023408973e-10,3.259417202805537e-08
2011,1.2886785594190542e-07,0.0,2.638540574917414e-08
2012,1.450211710718463e-07,0.0,3.029784917396583e-08
2013,1.1156499901687766e-07,5.578250084070646e-10,3.4306238960724045e-08
2014,1.0285864782133558e-07,1.5158115873603606e-09,3.443057716712161e-08
2015,1.4784558022284955e-07,1.551602762939197e-09,2.9923767796979917e-08
2016,1.1413083944589175e-07,6.21402013178951e-10,3.624845246186226e-08
2017,1.0288850216255696e-07,2.012489092040326e-09,3.2199825472645216e-08
2018,1.0300051833667112e-07,0.0,3.9238295279631075e-08
2019,1.33671751889608e-07,2.806086529805185e-09,3.6224027555320504e-08
