year,grandes_ADJ îles_NOUN,grandes_ADJ iles_NOUN,grandes_ADJ piles_NOUN
1800,3.6472309261625924e-07,3.144164395507687e-08,1.5720821977538435e-08
1801,4.381375902084983e-07,9.52473055981784e-09,1.1905912700171939e-08
1802,2.886813774694019e-07,7.161088433349505e-08,0.0
1803,2.5354410126965377e-07,1.1702034896643454e-08,5.655983770225248e-08
1804,6.896464128658408e-07,3.213406163382615e-08,5.6852570651244605e-08
1805,1.5635826855486812e-07,8.528633133053631e-09,1.7057265822018053e-08
1806,1.7001848107156547e-07,0.0,8.35684019762084e-08
1807,3.7295112065294234e-07,2.8469551160981155e-09,5.693910232196231e-09
1808,4.169576186541235e-07,1.3596443970698147e-08,1.3596443970698147e-08
1809,2.1234886560250743e-07,2.0331275329965592e-08,4.0662548883574345e-08
1810,1.942305232205399e-07,1.4040760554223652e-08,7.020380277111826e-09
1811,2.6575014544505393e-07,2.2563690471599784e-08,0.0
1812,3.2273220540446346e-07,2.1337664968257286e-08,2.1337665856435706e-08
1813,3.8822511783109803e-07,4.026038258331255e-08,2.8757416004054903e-08
1814,7.237357380063258e-08,6.293354282149721e-09,0.0
1815,5.016835871174408e-07,0.0,2.1577788444915313e-08
1816,5.539073413274309e-07,1.1588019432906549e-08,8.806894413737609e-08
1817,3.3161404644488357e-07,7.784366928831332e-09,1.8682481339737933e-08
1818,2.2173389879753813e-07,1.3113295116440327e-08,4.768470951432846e-09
1819,1.9874016743415268e-07,3.105315005136333e-09,2.4842520929269085e-08
1820,4.782191922458878e-07,7.119888678630559e-09,2.966620371580575e-08
1821,2.780939780677727e-07,9.861488514673056e-09,9.861488514673056e-09
1822,2.546506436829077e-07,6.015369535816717e-09,5.012807946513931e-09
1823,4.5855668417971174e-07,9.882687224127551e-09,8.894418535021487e-09
1824,2.223173680704349e-07,2.0210669582354512e-08,6.736890156844311e-09
1825,2.729687480496068e-07,2.0252518551089338e-08,1.937197424695114e-08
1826,3.7433932220665156e-07,2.3781557056956615e-08,2.642395191543301e-09
1827,4.129338435632235e-07,2.488663675137559e-08,1.013900075008678e-08
1828,3.155271599553089e-07,1.2841221974646544e-08,3.118582370120748e-08
1829,3.7036119238109677e-07,4.6295149935815516e-08,2.1432940755516938e-08
1830,3.997308226644236e-07,3.1310507075943406e-08,2.1917355041978226e-08
1831,3.0091027269918413e-07,1.5591206548037917e-08,0.0
1832,4.843728902415023e-07,2.570694235259907e-08,8.117981842303834e-09
1833,8.004287224139262e-07,9.035230341680744e-08,2.3167257001688313e-09
1834,3.7804849739586643e-07,4.4805747334564217e-08,1.3068342852307069e-08
1835,3.9403687424055533e-07,2.571449897459388e-08,1.2100940693926532e-08
1836,4.415532828261348e-07,2.2850549452613222e-08,4.032449929525228e-09
1837,3.8268399293883704e-07,4.244313345225237e-08,1.3219993100221927e-08
1838,3.1371445174954715e-07,5.996554008902422e-08,6.312161904276081e-09
1839,2.9713768867623003e-07,2.936419518650979e-08,1.8177836125232716e-08
1840,2.9109477850397525e-07,3.821813177040667e-08,8.917564464638872e-09
1841,3.8908524402359035e-07,3.467096343356957e-08,1.2841097074556274e-09
1842,2.991886276504374e-07,1.677066263638949e-08,8.049918065466954e-09
1843,3.0893144753463275e-07,3.189731900832271e-08,2.1855571574747046e-08
1844,2.6454864610059303e-07,2.195424420037284e-08,1.3172547497219966e-08
1845,2.9128790401955484e-07,4.408380149811819e-08,1.0044410636567136e-08
1846,3.2726663334869954e-07,4.0981511517657054e-08,8.196302303531411e-09
1847,3.30065290654602e-07,4.1527822958187244e-08,1.240441438454809e-08
1848,4.103063133698015e-07,5.470750608083108e-08,6.43617736884039e-09
1849,4.156189845616609e-07,5.1952373070207614e-08,8.379414939696517e-10
1850,1.7515610295504302e-07,4.209177539848952e-08,1.0862393651223101e-08
1851,1.850988979867907e-07,2.1283148132766883e-08,2.3217978650791338e-08
1852,2.317754166369923e-07,4.492276417522589e-08,1.0416872697760482e-08
1853,3.475664414054336e-07,4.777545470346922e-08,3.4637203327747557e-08
1854,2.5822453153523384e-07,3.585008512274612e-08,1.506742641765868e-08
1855,2.4518050167898764e-07,3.078023524949458e-08,3.1841622671890946e-09
1856,2.0087493624032504e-07,2.692138423299184e-08,1.3978410429160704e-08
1857,2.450517513352679e-07,2.4407545318183566e-08,1.1715621806018817e-08
1858,2.6034356892523647e-07,1.5659762986341974e-08,4.893676130990343e-09
1859,2.9687370783904043e-07,1.5785737161877478e-08,9.675129142294736e-09
1860,2.2657060583242128e-07,1.9224172476128842e-08,1.0527523075509748e-08
1861,2.174059261506045e-07,3.4898130885085976e-08,9.903524222920623e-09
1862,1.9833959186144057e-07,2.1234535907410645e-08,2.710791813242963e-09
1863,2.647149131007609e-07,1.7980634758885117e-08,3.795911851511846e-08
1864,3.7446824308062787e-07,1.8699438775193755e-08,4.2193605054308136e-08
1865,2.649953501077107e-07,1.1767111118832219e-08,2.7770381549885315e-08
1866,2.8171899657536414e-07,2.4328064229806046e-08,1.216403244796993e-08
1867,2.926245201706479e-07,2.6690463172940326e-08,2.0867089389753346e-08
1868,2.4896965555853967e-07,2.815728250560312e-08,1.432563490055827e-08
1869,2.392924329797097e-07,1.6115613732381462e-08,2.9301114867763545e-09
1870,2.6720667278823385e-07,9.747882501187632e-09,2.465641024684828e-08
1871,2.187962451216663e-07,9.559059321873065e-09,7.434823867669138e-09
1872,2.5156930405501043e-07,1.3304146784243187e-08,3.5679301291224874e-08
1873,2.687716005311813e-07,1.975381508367846e-08,2.7535620006347017e-08
1874,2.419716622625856e-07,1.6728905372076497e-08,3.047050678439689e-08
1875,3.164004453992675e-07,2.6319024737375685e-08,3.661777503438657e-08
1876,3.337400187319872e-07,2.1765653723804235e-08,1.3905833817773328e-08
1877,3.8964341797509405e-07,1.6699003069220453e-08,1.4843558382438005e-08
1878,3.4845541563299776e-07,1.570163088437937e-08,1.9325083755461492e-08
1879,3.3906755447787873e-07,2.260450293611882e-08,1.038585284440785e-08
1880,3.324444435293117e-07,1.6044615858135103e-08,3.2731017229892245e-08
1881,2.7541403824216104e-07,2.30092743747079e-08,6.693607446095484e-08
1882,4.033163349959068e-07,2.8618154956916442e-08,1.3976308554930483e-08
1883,2.2686427314511093e-07,1.7062215473817588e-08,2.5909290046755018e-08
1884,3.5517129504114564e-07,2.178559999066465e-08,2.9047466654219534e-08
1885,2.79096013855451e-07,1.6758653242909816e-08,4.060750313783501e-08
1886,2.4910369234021346e-07,5.679048165063705e-08,3.291266537086557e-08
1887,2.970660659684654e-07,2.8074375935105422e-08,1.8933881129612473e-08
1888,1.864140699581185e-07,2.4094335415725254e-08,1.3759134276369878e-07
1889,3.182689454206411e-07,3.2578710396080623e-08,7.07960445822664e-08
1890,2.307144058022459e-07,2.0974037007182034e-08,8.717333904728619e-08
1891,1.6636714406104147e-07,2.5496879274555795e-08,2.1672348138324082e-08
1892,2.093683093562504e-07,1.4417578686476418e-08,2.4447198043731078e-08
1893,2.407940939974651e-07,1.4780199564246033e-08,9.23762488724833e-09
1894,1.9912863535864744e-07,2.2685542333533704e-08,1.1972924873759894e-08
1895,2.2389245657450374e-07,1.9861426947542782e-08,1.6852120587884656e-08
1896,1.7809027497150964e-07,2.594692660728981e-08,2.5357224764377406e-08
1897,2.0102162068269536e-07,1.3984112090525969e-08,1.3401441401050818e-08
1898,1.7767234794519027e-07,1.5843393486036916e-08,1.9804241913057297e-08
1899,1.5587771429181885e-07,2.4874102777516782e-08,1.7688250864011934e-08
1900,2.2944455224660487e-07,2.180242297811219e-08,1.0901211489056095e-08
1901,1.1233365171392506e-07,1.173635155726771e-08,2.6825947685438223e-08
1902,1.6744067465879198e-07,2.0623192598101525e-08,1.2275710059572731e-08
1903,1.6092656096589053e-07,1.8900771170393682e-08,2.808114629715419e-08
1904,1.3060339654202835e-07,1.6123875568041512e-08,1.1286712897629059e-08
1905,2.0126960009747563e-07,2.0643036169332163e-08,2.6835946798087207e-08
1906,1.8107529342614725e-07,2.0062319583402655e-08,7.716276506641861e-09
1907,1.6097099830858497e-07,1.9028519815389444e-08,2.0057089322733646e-08
1908,1.753365950207808e-07,1.817213934884876e-08,2.0627833663411366e-08
1909,1.4302557360679202e-07,8.251475058784763e-09,2.8055016088046614e-08
1910,1.7742580382673623e-07,1.923894221711464e-08,2.511750851752481e-08
1911,2.1494311397418642e-07,2.1813533979120336e-08,1.649316017093838e-08
1912,9.84580594831641e-08,1.1460726367928942e-08,1.1460727034062757e-08
1913,1.3416564570434275e-07,2.4393753017548647e-08,2.9166442594430464e-08
1914,1.332652033170234e-07,2.4108278040557707e-08,8.705766774141921e-09
