year,grandes_ADJ îles_NOUN,grandes_ADJ iles_NOUN,grandes_ADJ piles_NOUN
1915,1.4136914217033336e-07,1.2958838335741518e-08,4.358881966481931e-08
1916,1.6700941785074974e-07,2.0876178119522137e-08,2.0876178119522137e-08
1917,2.1603855770990776e-07,3.399591652630818e-08,1.0966424213165737e-08
1918,1.8952520974835352e-07,1.722956533001252e-08,1.72295644418341e-08
1919,1.3075144522645132e-07,1.1970203106503874e-08,1.1049418047193171e-08
1920,1.2797072201919946e-07,1.1358347595802343e-08,3.104615053928228e-08
1921,1.3252308406208613e-07,1.5902770267306465e-08,9.087297248022708e-09
1922,1.9772866721723403e-07,2.2871600169338535e-08,6.640141769764796e-09
1923,1.3800732290292217e-07,1.8047111804975202e-08,9.554353752605493e-09
1924,1.8048274341708748e-07,1.2891624212585384e-08,1.5469949321555987e-08
1925,1.7817048103552224e-07,1.4297631523163545e-08,1.53974488714681e-08
1926,1.8168205428992223e-07,1.1146138456652466e-08,1.7833821530643945e-08
1927,1.7504282823210815e-07,2.341337135280952e-08,6.689535148041159e-09
1928,1.6567759075769573e-07,1.1426041002238208e-08,2.399468668201621e-08
1929,1.4928144764780882e-07,1.2254447012693959e-08,2.0052731475317387e-08
1930,1.6700730043339718e-07,1.4705045403573536e-08,1.575540586884472e-08
1931,1.4142642612569034e-07,1.3686427990933225e-08,1.3686427990933225e-08
1932,1.358982473220749e-07,1.8631211906594558e-08,5.4797681947604815e-09
1933,2.1679551309716771e-07,2.0647192622291755e-08,1.4911860191091364e-08
1934,1.605531707582486e-07,3.1152108448395666e-08,1.1981580172459871e-08
1935,1.7713060174173734e-07,9.574627313213568e-09,9.574627313213568e-09
1936,1.2367209478725272e-07,1.576212849130343e-08,1.333718602225531e-08
1937,1.2968851592631836e-07,1.0072894296442314e-08,6.295559074054324e-09
1938,1.5558256905023882e-07,1.9447822019458272e-08,2.5930428915188486e-09
1939,1.4682288451695058e-07,1.3764645423464117e-08,3.517631519400766e-08
1940,1.2678914629304927e-07,7.607348750937604e-09,7.607348528892999e-09
1941,1.741386483899987e-07,1.7709015143196893e-08,1.4757512545315876e-08
1942,1.5777901296587515e-07,3.034211726316016e-08,3.337632992206352e-08
1943,1.219358836124229e-07,8.709705623388686e-09,1.7419411690866582e-08
1944,1.767252371109862e-07,6.4263723231761105e-09,5.7837350908584995e-08
1945,1.6556630555442098e-07,8.714016175304096e-09,1.089252021913012e-08
1946,1.252899437531596e-07,2.3665877257883494e-08,2.0881656404014848e-08
1947,1.1801662225252585e-07,8.344609669919123e-09,1.5497132244135514e-08
1948,1.4024735150997003e-07,1.0871887834440486e-08,2.3918153901902883e-08
1949,1.6787083723102114e-07,1.1780409980843842e-08,4.319483593029361e-08
1950,1.2868787280240213e-07,1.8080113850516e-08,2.3397794812751727e-08
1951,1.2900295587314758e-07,8.529121631184466e-09,2.132280330080505e-08
1952,1.3286452826832829e-07,1.2653764924763777e-08,2.5307528517259925e-08
1953,1.7453599809869047e-07,9.696444647211422e-09,2.1547655659759357e-08
1954,1.348609970364123e-07,8.795282724349818e-09,2.3454086006680086e-08
1955,1.398455538037524e-07,1.3139850985055546e-08,3.472675080828935e-08
1956,1.2732866139231191e-07,2.0058625871399727e-08,1.6570168570595456e-08
1957,1.2369052626581833e-07,9.718541527092839e-09,4.1524676586135456e-08
1958,1.53863723539871e-07,4.136121778408608e-09,2.1507833292133682e-08
1959,1.3408794075076003e-07,1.0851047171911432e-08,3.410329085795638e-08
1960,1.2388291281695274e-07,1.1765416640940884e-08,2.6299166511201122e-08
1961,1.771780659964861e-07,1.2506686575264325e-08,3.474079512955086e-08
1962,1.1669200006281244e-07,1.331810883797857e-08,4.693047905846015e-08
1963,1.3578711843820201e-07,1.4225317035432283e-08,2.4571002787965313e-08
1964,1.1437860791829735e-07,1.0951143103454797e-08,1.0342746104008427e-08
1965,1.0506323633308057e-07,1.0944086969999489e-08,1.641613023295463e-08
1966,1.7946602781648835e-07,1.440159436150168e-08,1.3847686664014702e-08
1967,1.074813127388552e-07,1.0353704837928746e-08,1.7256174267288316e-08
1968,1.0779397996429907e-07,1.2126822629410228e-08,5.389698798374809e-09
1969,1.2353581269053393e-07,1.0900218561094022e-08,4.995933389206897e-09
1970,9.979233084322914e-08,8.737577467110569e-09,1.0577067943717822e-08
1971,1.0328179200769227e-07,1.1304474467621617e-08,9.762955111014548e-09
1972,1.421050654926148e-07,6.1561762354500615e-09,7.182205663536223e-09
1973,1.0861011645602048e-07,7.1671650836435674e-09,7.718485461882807e-09
1974,1.3613883709240326e-07,1.406392913239074e-08,8.438357568252286e-09
1975,8.452990840623897e-08,9.709516302081056e-09,9.709516746170266e-09
1976,1.028434866157113e-07,1.942599137105816e-08,1.3141112087389217e-08
1977,1.1459724902351809e-07,1.4104276857551667e-08,4.11374712072643e-09
1978,1.0336628974982887e-07,7.128709622605811e-09,1.3663360332039076e-08
1979,9.246117826933187e-08,9.948354584565777e-09,1.345953881681794e-08
1980,8.414023255909342e-08,9.664756106531058e-09,1.30758464056413e-08
1981,8.539491602732596e-08,3.162774819820413e-09,1.5181319312773667e-08
1982,1.2104629831810598e-07,1.6139505842893698e-08,9.9320033308814e-09
1983,1.1493875007317911e-07,1.452522668810019e-08,9.47297440490047e-09
1984,1.2293898521420488e-07,8.69851302098823e-09,6.958810083723677e-09
1985,1.1970961111273937e-07,7.82022557821449e-09,9.624892882698077e-09
1986,1.4206931098215136e-07,1.3787316621716172e-08,9.591176852730143e-09
1987,1.5032608757792332e-07,6.110816963555976e-09,7.3329800009958035e-09
1988,1.900907591334544e-07,6.596209245479656e-09,7.795519729736355e-09
1989,9.165164271962567e-08,5.488122178931576e-09,8.232182935330457e-09
1990,1.5855574986289867e-07,5.448651141382044e-09,1.0897302227252936e-08
1991,1.324691112358778e-07,7.033758187002803e-09,7.6199047072123e-09
1992,1.5923738772016804e-07,5.509944167592096e-09,1.2121876835635703e-08
1993,1.0801454664033372e-07,5.5392074260751656e-09,1.4955860105914098e-08
1994,1.123559343341185e-07,1.2659823855898367e-08,6.329911927949183e-09
1995,1.312233166572696e-07,3.2534704930142766e-09,1.2471636501310002e-08
1996,1.5106800788089458e-07,3.2028553142993132e-09,6.939519625603907e-09
1997,1.414493908669101e-07,8.630810066634353e-09,9.110299403758404e-09
1998,9.965390290744836e-08,1.9072516899143466e-09,4.7681290027412615e-09
1999,9.688826452247667e-08,1.3710603485872497e-09,1.051146258923552e-08
2000,1.3342454963094497e-07,1.7672125984802278e-09,8.394259953803385e-09
2001,1.174164765416208e-07,3.0668482198237257e-09,1.0953029233595757e-08
2002,1.209217117548178e-07,3.943099347036849e-09,5.257465740537981e-09
2003,1.150070758626498e-07,2.0834614589126943e-09,8.333845613606172e-09
2004,1.171674455235916e-07,8.809582507929292e-10,9.690540481166465e-09
2005,1.1169299085622697e-07,2.702249757291497e-09,9.007498746882447e-09
2006,1.1283018608310158e-07,1.6471559671771274e-09,1.0706513675629026e-08
2007,1.4180402274632797e-07,1.1983438685803094e-09,8.388407080062166e-09
2008,9.877260254143039e-08,0.0,1.0643599057669206e-08
2009,1.339862052418539e-07,2.860915504498962e-09,9.53638501499654e-09
2010,1.01561546728135e-07,1.4171379625338432e-09,4.723792912386671e-09
2011,1.124247788197863e-07,3.82397197240536e-10,1.0324724186716594e-08
2012,1.4842541418147448e-07,1.0212758416727752e-09,1.4978711604385353e-08
2013,1.0570784070296213e-07,1.1156500168141292e-09,1.4782362889320666e-08
2014,1.0220901458524168e-07,1.5158116151159362e-09,8.661780626084692e-09
2015,1.309996093823429e-07,1.5516027768169849e-09,1.4629397609988715e-08
2016,1.6115025402996253e-07,2.278474076078396e-09,1.0770968256190727e-08
2017,9.584478988244882e-08,2.0124891197959016e-09,7.043711947041231e-09
2018,1.2132893800753664e-07,1.0325866828253538e-09,1.264918714216634e-08
2019,1.2984527586468175e-07,7.65296326310505e-10,1.1734544003161318e-08
