year,autres_ADJ ailes_NOUN,autres_ADJ pelles_NOUN
1800,2.515331631869344e-08,0.0
1801,3.095537337571841e-08,0.0
1802,2.0140561218795483e-08,0.0
1803,5.26591594773862e-08,0.0
1804,1.730295728918918e-08,0.0
1805,1.7057265822018053e-08,0.0
1806,2.881669125542885e-08,0.0
1807,8.540865792383556e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,7.020380277111826e-09,0.0
1811,3.259199843341776e-08,0.0
1812,8.00162425207418e-09,0.0
1813,1.1502966579257645e-08,0.0
1814,5.349351184236184e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,3.476405652236281e-08,0.0
1817,2.80237220096069e-08,0.0
1818,3.695565098382758e-08,0.0
1819,2.3807414706311647e-08,0.0
1820,1.0679833017945839e-08,0.0
1821,2.6626018723163725e-08,0.0
1822,8.02049271442229e-09,0.0
1823,3.063632902922109e-08,1.9765373782121287e-09
1824,2.3579115548955087e-08,2.5263338088166165e-09
1825,1.584979791857677e-08,0.0
1826,3.787433300317389e-08,2.642395191543301e-09
1827,1.3825909306319772e-08,0.0
1828,1.559291185060374e-08,0.0
1829,5.143905745796928e-09,0.0
1830,3.5485243188304594e-08,0.0
1831,2.3386808933878456e-08,0.0
1832,1.488296597074168e-08,1.3529969367098715e-09
1833,3.01174338801502e-08,2.3167257001688313e-09
1834,7.467624740797874e-09,0.0
1835,2.8739734148075513e-08,1.5126175867408165e-09
1836,3.360374944971767e-08,2.688300027031687e-09
1837,1.948209416013924e-08,6.957890930081589e-10
1838,2.7142295522253335e-08,0.0
1839,3.8453112694014635e-08,0.0
1840,1.7198159341091923e-08,0.0
1841,4.55858959469424e-08,0.0
1842,2.683306021822318e-08,0.0
1843,5.847842032835615e-08,2.953455480181333e-09
1844,2.4698525891153622e-08,5.488561272137815e-10
1845,1.562463758375543e-08,0.0
1846,1.3465353276842507e-08,5.854501328173001e-10
1847,2.480882876909618e-08,5.393223645455691e-10
1848,9.65426583121598e-09,1.045878850192139e-08
1849,3.351765798242923e-08,1.6758829879393033e-09
1850,1.2220192857625989e-08,6.788996032014438e-10
1851,1.2253933867611977e-08,6.449438760824933e-10
1852,2.018269107395554e-08,6.510545436100301e-10
1853,4.478948767427937e-08,5.971931837933653e-10
1854,2.3900057044556888e-08,5.195664454227256e-10
1855,3.449509122788186e-08,0.0
1856,4.659470143053568e-09,1.0354378465748937e-09
1857,2.0502337605421417e-08,0.0
1858,2.495774786837046e-08,0.0
1859,2.6988518087023294e-08,1.018434669930457e-09
1860,1.9224172476128842e-08,0.0
1861,8.960331143725853e-09,1.4147891747029462e-09
1862,1.400575744270327e-08,0.0
1863,1.6981710260211003e-08,4.994620828036034e-10
1864,3.068625886726295e-08,0.0
1865,2.165148416111151e-08,4.706844358715045e-10
1866,1.8489329178805747e-08,0.0
1867,3.882249366427004e-08,0.0
1868,3.309715523869272e-08,0.0
1869,1.6115613732381462e-08,0.0
1870,2.8670243512607385e-08,4.013834153937523e-09
1871,1.5931766128574054e-08,0.0
1872,7.861540751719076e-09,0.0
1873,1.0774807712721213e-08,0.0
1874,3.1665429389704514e-08,0.0
1875,1.7736734747586524e-08,1.1443054281912168e-09
1876,1.6928840551599933e-08,0.0
1877,3.5253449937044934e-08,0.0
1878,2.0532901601200138e-08,6.039088673581716e-10
1879,1.2829582729523281e-08,0.0
1880,1.8611753915820373e-08,0.0
1881,1.9523021421719022e-08,0.0
1882,3.660461800336634e-08,0.0
1883,8.847074184359371e-09,0.0
1884,1.2543224237049344e-08,0.0
1885,2.0626034213933053e-08,1.933690763067375e-09
1886,2.2587123282846733e-08,0.0
1887,2.546280519766242e-08,0.0
1888,1.2047167707862627e-08,0.0
1889,2.6313573542324775e-08,0.0
1890,9.176140736144589e-09,0.0
1891,2.42220359325529e-08,0.0
1892,1.1910173958185055e-08,6.268512375839919e-10
1893,2.0322774629821794e-08,0.0
1894,2.9617234886814003e-08,0.0
1895,1.5046536461227333e-08,0.0
1896,5.307326134129653e-09,1.7691086373616827e-09
1897,1.5732126712464378e-08,0.0
1898,1.1316709347397591e-08,0.0
1899,3.0954439012020885e-08,5.527578395003729e-10
1900,8.30568502863116e-09,0.0
1901,2.5708198236884527e-08,5.588738916095792e-10
1902,3.535404502486017e-08,1.4730852093691738e-09
1903,6.480264325148255e-09,0.0
1904,8.061937784020756e-09,0.0
1905,1.186974607492175e-08,0.0
1906,1.0802787109298606e-08,5.144184522798412e-10
1907,1.07999713061524e-08,5.142843373384665e-10
1908,7.858222517143076e-09,0.0
1909,1.7053048750881317e-08,0.0
1910,2.137660359835536e-08,0.0
1911,3.085817112946643e-08,0.0
1912,2.135862686714063e-08,0.0
1913,2.1211958411981868e-08,1.590896969716482e-09
1914,1.808120764223986e-08,6.696743715117748e-10
1915,1.295883844676382e-08,3.534228465440492e-09
1916,8.789969641043172e-09,0.0
1917,1.315970976634162e-08,0.0
1918,2.2972752589112133e-09,0.0
1919,2.1178051312631396e-08,0.0
1920,1.817335615328375e-08,0.0
1921,9.844571380313027e-09,0.0
1922,2.2133805899215986e-08,0.0
1923,3.078624999375279e-08,3.1847844361720945e-09
