year,elles_PRON osent_VERB,elles_PRON posent_VERB
1800,3.458580977167003e-08,3.772997292372793e-08
1801,2.8574191901498125e-08,5.238601596957437e-08
1802,5.370816325012129e-08,6.265952379180817e-08
1803,8.386458461018265e-08,1.1507001573818343e-07
1804,6.426812149129546e-08,3.707776485839531e-08
1805,3.695740957709859e-08,8.528632911009026e-09
1806,2.5935023018064385e-08,3.1698359492793315e-08
1807,5.4092147649953404e-08,5.124519120158766e-08
1808,6.118399697996324e-08,5.4385776326881796e-08
1809,9.036122072814123e-09,9.262025457701384e-08
1810,3.978215623590131e-08,3.744202725641799e-08
1811,1.7549536934780008e-08,2.2563690915688994e-08
1812,5.067695596494559e-08,1.2535878246566767e-07
1813,2.8757416004054903e-08,0.0
1814,3.4613449884091096e-08,1.4474714760126517e-07
1815,2.157778822287071e-08,2.966945888971395e-08
1816,9.270415546325239e-09,1.8540831092650478e-08
1817,5.7604317760251433e-08,7.005929991699134e-08
1818,2.384235475716423e-09,3.5763532579835555e-08
1819,3.001804671498576e-08,1.8631890030818e-08
1820,2.0173018810965004e-08,3.2039499942015937e-08
1821,5.226588628559625e-08,1.9722976141167692e-08
1822,3.208197085768916e-08,2.7069162911175226e-08
1823,2.569498569471307e-08,2.075364236020505e-08
1824,4.21055617039201e-08,1.3473780313688621e-08
1825,2.1133063299316746e-08,7.396572243578703e-08
1826,1.3211976401805714e-08,1.2331177745572575e-08
1827,3.1338728390117865e-08,1.2904182611350734e-08
1828,1.4675682002973645e-08,3.485474397990629e-08
1829,2.4004893184326193e-08,1.7146351893870815e-08
1830,2.817945699007396e-08,5.114049628218709e-08
1831,2.3386808933878456e-08,3.585977470521584e-08
1832,1.0823975493678972e-08,8.11798166466815e-08
1833,1.3900354645102198e-08,3.1275797063301525e-08
1834,1.3068343296396279e-08,2.333632709294875e-08
1835,9.075705520444899e-09,3.857174846189082e-08
1836,2.2850549896702432e-08,2.352262562510532e-08
1837,1.6698938232195815e-08,1.948209416013924e-08
1838,2.2723781967215473e-08,1.830526930035603e-08
1839,4.894032512581248e-09,4.474543979782197e-08
1840,2.0383003285218138e-08,4.522478791457729e-08
1841,5.1364388298225094e-09,2.8250414008113012e-08
1842,1.8112315647300647e-08,1.8783141708667017e-08
1843,3.2488010948128476e-08,2.3627645173718292e-08
1844,4.3359632440065354e-08,4.555505705994278e-08
1845,2.2320911785556063e-08,2.734311665975042e-08
1846,3.2785208325947224e-08,5.620321141819318e-08
1847,3.66739207890987e-08,3.829188788273541e-08
1848,2.333114274000181e-08,3.5398974640443726e-08
1849,3.351765798242923e-08,5.2790315008266475e-08
1850,3.4623877986916796e-08,4.95596710337054e-08
1851,7.739326512989919e-09,2.579775504329973e-08
1852,3.2552726736412296e-08,4.101643757969953e-08
1853,4.12063294596976e-08,4.001194398028929e-08
1854,2.4939190268469247e-08,3.896748301812636e-08
1855,1.1144567935161831e-08,3.555647865027822e-08
1856,1.6049285789243584e-08,3.9346637947801355e-08
1857,2.39193944651106e-08,3.0753508184488965e-08
1858,2.300027768242785e-08,4.159624733546252e-08
1859,2.342399785248972e-08,2.5970083861182047e-08
1860,1.8766454390473086e-08,3.204028775627421e-08
1861,3.1125361177331e-08,4.998921632193287e-08
1862,9.939570083661309e-09,5.82820236516568e-08
1863,2.1476870060155306e-08,4.195481473345808e-08
1864,2.349416616809208e-08,4.9865168882945454e-08
1865,2.2122168596983016e-08,3.0594488720225854e-08
1866,1.3137155363551756e-08,3.843834228689502e-08
1867,2.523461972714358e-08,2.8631587767335986e-08
1868,1.8277533708754845e-08,2.420538292025043e-08
1869,2.148748501351605e-08,2.5882652465725187e-08
1870,1.3761717543303575e-08,3.956493710433051e-08
1871,7.434824311758348e-09,1.9118119309879944e-08
1872,2.600355819559752e-08,2.9027228620748247e-08
1873,1.0176207765333345e-08,2.0352415308622085e-08
1874,2.0313670301419506e-08,2.1508592684682526e-08
1875,2.0597497651930752e-08,2.7463329388410784e-08
1876,9.673623679873344e-09,3.143927740367758e-08
1877,1.3606595405946109e-08,2.845015445451793e-08
1878,1.7513357430942733e-08,3.200716935936043e-08
1879,1.9549840191146473e-08,2.6270099429126503e-08
1880,1.2193908105473383e-08,3.4656371106223105e-08
1881,2.091752193678076e-08,4.6018548971460405e-08
1882,2.861815673327328e-08,1.9300616882489408e-08
1883,1.3270612164717477e-08,2.2117686793166058e-08
1884,1.8484751507230612e-08,4.027035060971684e-08
1885,1.546952527187173e-08,3.2228177904158883e-08
1886,1.4197620856748472e-08,3.6784744139595205e-08
1887,1.4363634059932906e-08,1.8280989388941293e-08
1888,1.3315290869897467e-08,3.043495055976564e-08
1889,1.1277245803853475e-08,2.8819629349641218e-08
1890,1.3764211659328396e-08,3.080561672419435e-08
1891,1.529812809764053e-08,3.633305478700777e-08
1892,7.522214628963297e-09,2.2566644553023707e-08
1893,1.231683333102751e-08,4.741980763611764e-08
1894,1.3233232287745977e-08,1.6384002154978816e-08
1895,1.8657704714541978e-08,3.069493459406658e-08
1896,1.356316647882494e-08,2.7126332735605274e-08
1897,1.0488084400961384e-08,3.146425253675034e-08
1898,7.921696631996156e-09,3.508180013156448e-08
1899,1.326618814800895e-08,3.6482017407024614e-08
1900,1.5573159539705728e-08,3.529916092759322e-08
1901,7.265360424391076e-09,2.3472703780669235e-08
1902,7.365426046845869e-09,3.191684516679061e-08
1903,3.2401321625741275e-09,4.752193838442054e-08
1904,1.4511488011237361e-08,2.9022976910653142e-08
1905,9.805442346966231e-09,6.605771396550608e-08
1906,1.9547901519700872e-08,4.578324297455083e-08
1907,2.1599941391059474e-08,7.765693332828505e-08
1908,1.178733399775922e-08,6.286578191350145e-08
1909,7.701377036095636e-09,5.170924666231258e-08
1910,1.336037680488289e-08,4.4890864803193153e-08
1911,6.916486494645824e-09,5.639596523110413e-08
1912,1.7712031841199405e-08,3.9070658708340034e-08
1913,1.7499866444836698e-08,5.037840367094759e-08
1914,1.5402511266415786e-08,5.156492477453867e-08
1915,8.246533456102156e-09,6.243803962746597e-08
1916,2.8567400889301098e-08,7.031975712834537e-08
1917,5.2638837289009643e-08,6.031533672512523e-08
1918,1.1486376294556067e-08,8.959373687389416e-08
1919,2.1178051312631396e-08,5.4326305232166305e-08
1920,9.086677632552664e-09,4.997672853335189e-08
1921,9.087296748422347e-09,6.891199966219119e-08
1922,5.164555005876537e-09,9.73887530619777e-08
1923,1.6985516992917837e-08,9.660512745313099e-08
1924,6.4458122173149945e-09,6.316895984070925e-08
1925,6.598906754362588e-09,6.488924952918751e-08
1926,5.573069228326233e-09,7.022067194384363e-08
1927,1.0034302722061739e-08,6.020581544419201e-08
1928,1.7139061281312706e-08,5.9415415698538254e-08
1929,6.684243825105796e-09,7.352668163207454e-08
1930,4.201441416995522e-09,7.667630619323518e-08
1931,1.0264820993199919e-08,7.185374606422101e-08
1932,8.767629400274757e-09,7.671675561482516e-08
1933,3.4411986593596566e-09,8.947116469926186e-08
1934,1.1981580172459871e-08,6.709684896577528e-08
1935,9.574627313213568e-09,9.215578877785902e-08
1936,1.4549657034734764e-08,8.608547474864281e-08
1937,1.3850230184964119e-08,9.695160940736969e-08
1938,7.779128674556546e-09,1.1798345411762057e-07
1939,7.647025235257843e-09,1.3458764414053803e-07
1940,5.0715658339584024e-09,1.0650288118085882e-07
1941,5.9030051957620344e-09,1.0625409174735978e-07
1942,2.730790527039062e-08,9.406056733496371e-08
1943,1.161294105322952e-08,1.2193588005970923e-07
1944,1.2852744646352221e-08,1.574461165887442e-07
1945,1.9606536394434215e-08,9.803268063990345e-08
1946,1.2528993842408909e-08,1.531321487391324e-07
1947,1.3112958274774655e-08,1.1801661869981217e-07
1948,2.391815279167986e-08,1.119804444726924e-07
1949,6.871905600114303e-09,1.315479138952469e-07
1950,9.571825110299415e-09,1.0529008065418566e-07
1951,6.396840945832594e-09,1.449950666199129e-07
1952,1.1599284199803606e-08,1.318100473213235e-07
1953,3.232148326759443e-09,1.4652405155857195e-07
1954,5.863521668203475e-09,1.8958719749662123e-07
1955,1.6894094567732054e-08,1.4923116964382643e-07
1956,5.232684952005684e-09,1.4477095078291313e-07
1957,0.0,1.360595796029429e-07
1958,4.963346067476948e-09,1.8695269687896143e-07
1959,1.0851047171911432e-08,1.511395808506677e-07
1960,8.305000243069571e-09,1.5018208188166682e-07
1961,1.3201502446769098e-08,1.3479428773166546e-07
1962,1.0781326054143392e-08,1.458649983021587e-07
1963,1.422531736849919e-08,1.4677940640694942e-07
1964,6.692365273064382e-09,1.4662363412298873e-07
1965,7.660860668057268e-09,1.5814205056585706e-07
1966,7.200797402795445e-09,1.473393922424293e-07
1967,6.902469928959931e-09,1.735478143416458e-07
1968,1.122853943158475e-08,1.5360642180439754e-07
1969,8.629339798282842e-09,1.6123239987564375e-07
1970,9.657322497247378e-09,1.572763999035942e-07
1971,7.193756701440179e-09,1.72136314091631e-07
1972,7.695220183290274e-09,2.2418741707497247e-07
1973,7.718485517393958e-09,1.7807648333700854e-07
1974,1.1813700462326437e-08,2.0983382853501098e-07
1975,1.1422960799478687e-08,1.8847884319939112e-07
1976,1.2569759011427095e-08,1.3826734956978726e-07
1977,1.3516598340590491e-08,1.76303458943039e-07
1978,1.3069301196821925e-08,2.0495039620982425e-07
1979,1.462993282075331e-08,1.9838189047050037e-07
1980,1.193881615790815e-08,1.6373234501543266e-07
1981,8.223214220670627e-09,1.7774794258684778e-07
1982,1.6760255849845862e-08,1.7008556341124859e-07
1983,1.1999100157922271e-08,1.7303965904602592e-07
1984,8.698512798943625e-09,1.9832609154946113e-07
1985,1.3835783185811579e-08,1.852791839951351e-07
1986,1.6784559075944117e-08,1.966191263136352e-07
1987,9.166225112267057e-09,1.723250306895352e-07
1988,1.2592763165564236e-08,1.8649281940952278e-07
1989,2.140367572067703e-08,1.8494971953941786e-07
1990,1.3076762339636616e-08,1.9015791963283846e-07
1991,1.875668864670388e-08,1.9870367395924404e-07
1992,1.5978838030505926e-08,1.9780700455385158e-07
1993,1.827938511667071e-08,1.794703266000397e-07
1994,1.1604838812129259e-08,2.2734933935453228e-07
1995,1.138714678106112e-08,2.1147558015854884e-07
1996,1.4946658133396795e-08,1.9430655129326624e-07
1997,1.7261620133268707e-08,2.028240402296433e-07
1998,2.5747898035888284e-08,2.0026142522056034e-07
1999,2.7421206638678086e-08,2.102292597783162e-07
2000,2.164835422036049e-08,1.9306797582885338e-07
2001,2.10298167768741e-08,2.133650198743453e-07
2002,1.62105191492401e-08,2.2563290258403867e-07
2003,2.416815236827574e-08,1.9542868301414273e-07
2004,2.642874763481018e-08,2.070251881036711e-07
2005,2.0266873068663926e-08,2.16630361649095e-07
2006,2.7178074013534115e-08,2.1701279706576315e-07
2007,2.7961356785510816e-08,2.0212065976465965e-07
2008,2.7673356939317273e-08,1.9924817706851172e-07
2009,2.813233557219519e-08,1.9168133746916283e-07
2010,2.1729447352569764e-08,2.0973641312593827e-07
2011,2.4091022954308983e-08,1.6404839442429875e-07
2012,2.7574446725964208e-08,1.7191476331390732e-07
2013,2.0918437426686864e-08,1.4893927868797618e-07
2014,2.533570953033859e-08,1.2278074024152374e-07
2015,2.3939014326401775e-08,1.150402582084098e-07
2016,2.4856080749202647e-08,1.1889491702277155e-07
2017,2.1131135063967577e-08,1.3005710641778023e-07
2018,3.3300920243561904e-08,1.2391040016268562e-07
2019,2.397928433595098e-08,1.1887603079685505e-07
