year,serons_VERB à_ADP,serons_VERB a_ADP,serons_VERB pas_ADV
1853,3.7085698068040074e-07,2.9859659189668264e-09,4.783517510986712e-07
1854,2.7381150857763714e-07,1.558699391779328e-09,5.497013262356631e-07
1855,3.3858259484986775e-07,3.714855978387277e-09,4.866461154051649e-07
1856,2.65589818582157e-07,2.0708756931497874e-09,5.254847224023251e-07
1857,2.9435500437102746e-07,5.3696598834029885e-09,4.6276704779302236e-07
1858,3.366849057329091e-07,3.4255731584664773e-09,5.241126928012818e-07
1859,3.2131615057551244e-07,3.5645213447565993e-09,4.593140374709037e-07
1860,3.5061228231825226e-07,2.746310373558103e-09,5.968647656118264e-07
1861,3.013500702309102e-07,2.3579818653196583e-09,5.58370118142193e-07
1862,3.153554359869304e-07,4.9697850279528666e-09,5.624892764899414e-07
1863,2.687106075427437e-07,1.4983863039219614e-09,5.524050834537775e-07
1864,3.38028314672556e-07,2.8768367688059016e-09,5.758468546446238e-07
1865,4.090247784915846e-07,3.765475486972036e-09,6.33541276329197e-07
1866,2.9680239777007955e-07,2.432806400776144e-09,5.717095064028399e-07
1867,3.02815436725723e-07,2.426405742994575e-09,5.546763759411988e-07
1868,3.3689940437398036e-07,1.4819622196071691e-09,5.458560963234049e-07
1869,3.491716142889345e-07,6.348574776993132e-09,5.435356911220879e-07
1870,4.0310362692252966e-07,2.8670243956696595e-09,6.370528353727423e-07
1871,3.228837783808558e-07,3.18635318130589e-09,7.477308940906369e-07
1872,3.7493504123631283e-07,3.023669647994609e-09,6.712546678500075e-07
1873,3.6873788644697925e-07,2.3944017879529156e-09,5.991990406073455e-07
1874,3.602689275794546e-07,3.5847653734322193e-09,5.377148113439034e-07
1875,4.39985427647116e-07,1.716458086775674e-09,5.881730089640769e-07
1876,3.4885505328929867e-07,6.04601479992084e-10,4.80053586215945e-07
1877,3.5315298418936436e-07,4.329371083855449e-09,5.566334380091575e-07
1878,2.5303782535957e-07,6.039088673581716e-10,5.344593319023261e-07
1879,3.2745984412940743e-07,7.33119043250241e-09,6.023794867360266e-07
1880,3.3180265290866373e-07,1.2835692508872398e-09,5.115023213875247e-07
1881,3.6466215647124045e-07,6.972507571312292e-10,5.466445713864232e-07
1882,3.4408341775815643e-07,1.3310770263785798e-09,5.071403279544029e-07
1883,3.500913692278118e-07,1.8958017378167824e-09,4.922765128867468e-07
1884,3.5517129504114564e-07,4.621187876807653e-09,5.301162673276849e-07
1885,3.139024613574293e-07,1.933690763067375e-09,4.660194576899812e-07
1886,2.633013309605303e-07,5.808117542471791e-09,4.76265626048189e-07
1887,3.3428094070586667e-07,1.3057849246322917e-09,5.09256096847821e-07
1888,3.259075924688659e-07,2.53624587998047e-09,3.994587132183369e-07
1889,3.101242782577174e-07,3.759081934617825e-09,5.362957153920433e-07
1890,3.224758131636918e-07,2.6217545912032847e-09,5.191074023969122e-07
1891,3.3592138493077073e-07,2.5496880162734215e-09,4.984640327165835e-07
1892,3.222015436676884e-07,3.761107425503951e-09,4.644967646072473e-07
1893,2.999148875915125e-07,1.847525021858587e-09,4.7604561359548825e-07
1894,3.308308009764005e-07,1.8904617871129403e-09,4.940407052345108e-07
1895,2.8768977244908456e-07,1.8055843487019274e-09,5.705646799469832e-07
1896,2.506237422039703e-07,5.89702897624278e-10,4.5289181116459076e-07
1897,3.0823315455563716e-07,1.1653427112179315e-09,4.830345687878435e-07
1898,3.468571492248884e-07,2.8291773368493978e-09,5.250953449831286e-07
1899,2.973837069930596e-07,1.6582735185011188e-09,4.455228292954416e-07
1900,3.078294525948877e-07,4.15284251431558e-09,4.3189561438339297e-07
1901,3.057040203202632e-07,4.470991132876634e-09,4.5659996317226614e-07
1902,2.1605248434752866e-07,1.9641135384773634e-09,4.1835619413177483e-07
1903,3.234731877910235e-07,5.940242076007962e-09,4.822396704184939e-07
1904,2.590569465610315e-07,1.6123875568041512e-09,4.821038714908354e-07
1905,2.833256758094649e-07,2.0643036169332163e-09,4.639522330762702e-07
1906,3.09679904830773e-07,1.5432553013283723e-09,4.5937568415865826e-07
1907,2.72570702009034e-07,5.142843373384665e-10,4.2839886305046093e-07
1908,3.094175156093115e-07,1.4734167219643268e-09,5.098021915728168e-07
1909,3.328094919652358e-07,5.500983557560346e-10,5.247938474894909e-07
1910,3.3294060131083825e-07,1.068830135508847e-09,5.392247999225219e-07
1911,2.8410798336153675e-07,1.5961122423746588e-09,4.4052697489860293e-07
1912,3.198584579422459e-07,5.209421227725386e-10,4.396751478452643e-07
1913,2.68861583663238e-07,2.121195885607108e-09,5.04314300542319e-07
1914,2.8929932227583777e-07,0.0,4.7412945036739984e-07
1915,3.887651303102757e-07,1.1780761921542648e-09,7.739960778962995e-07
1916,4.625721601314581e-07,2.197492410260793e-09,7.449499435097096e-07
1917,4.4852674818685045e-07,1.0966424435210342e-09,6.382459218912118e-07
1918,3.388481104593666e-07,1.1486376294556067e-09,7.397226227112697e-07
1919,4.3276887140564213e-07,1.8415696745321952e-09,5.220849743636791e-07
1920,2.991031635701802e-07,0.0,5.436862124952313e-07
1921,3.0972537956586166e-07,7.572747429129834e-10,4.392193488911289e-07
1922,3.0249535143411777e-07,0.0,5.961371698504081e-07
1923,2.65398711007947e-07,2.1231896241147297e-09,4.533009985152603e-07
1924,3.3776055374801217e-07,5.156649662829693e-09,4.6409849119299906e-07
1925,3.134480834887654e-07,6.598906976407193e-09,5.147147135176056e-07
1926,3.7339563618843385e-07,0.0,4.5699167117163597e-07
1927,3.857631725168176e-07,1.1149224876660924e-09,5.117494197293126e-07
1928,3.199291427335993e-07,1.1426041224282812e-09,3.9191320411191555e-07
1929,3.7877381942053034e-07,1.1140406375176326e-09,4.4338815996525227e-07
1930,3.445181846473133e-07,0.0,4.5060460251988843e-07
1931,3.4672285664782976e-07,4.5621426636444085e-09,4.448089043762593e-07
1932,3.002913047112088e-07,2.1919073223131136e-09,4.7345199050141673e-07
1933,2.661193718722643e-07,0.0,4.427675719398394e-07
1934,2.576039719315304e-07,1.1981580172459871e-09,4.624889982096647e-07
1935,2.9202612950030016e-07,5.98414207075848e-09,4.811250278180523e-07
1936,2.400693404069898e-07,1.2124714565686645e-09,3.7707863498326333e-07
1937,2.4049035118878237e-07,1.2591118148108649e-09,4.4320736947156547e-07
1938,2.6060081381729105e-07,0.0,4.2136946376558626e-07
1939,2.61528271039424e-07,0.0,5.719974751627888e-07
1940,2.687930020783824e-07,2.5357829169792012e-09,3.7529588325924124e-07
1941,2.8924725370416127e-07,1.1806010391524069e-08,3.571318245576549e-07
1942,3.1859224236541195e-07,0.0,4.945765113006928e-07
1943,2.816138078287622e-07,0.0,4.5000146542406583e-07
1944,3.084658715124533e-07,0.0,5.944394274592923e-07
1945,3.2024010465647734e-07,2.178504043826024e-09,6.099811571402824e-07
1946,2.9791164024572936e-07,1.3921104269343232e-09,5.248256229606341e-07
1947,5.090211629976693e-07,1.1920870957027319e-09,6.05580225965241e-07
1948,2.837562647073355e-07,1.0871887834440486e-09,4.783630629390245e-07
1949,2.729128425471572e-07,9.817008317369869e-10,4.594359950260696e-07
1950,3.094890246302384e-07,1.0635361480382244e-09,4.4136749011158827e-07
1951,3.560908226063475e-07,2.1322803522849654e-09,5.93840070450824e-07
1952,2.6045665890706005e-07,0.0,4.365548704754474e-07
1953,2.9951240776426857e-07,0.0,4.6219719251894276e-07
1954,2.765627584722097e-07,1.9545072227344917e-09,4.944903366776998e-07
1955,3.303733819848276e-07,6.569925492527773e-09,4.35492211181554e-07
1956,2.7820442483061925e-07,3.488456634670456e-09,4.186148032658821e-07
1957,2.6770163685796433e-07,8.835037701437898e-10,4.037612200136209e-07
1958,2.746384950569336e-07,3.3088973783179654e-09,4.607639709774958e-07
1959,2.619752876853454e-07,5.425523585955716e-09,3.418079757011583e-07
1960,2.9275125257299806e-07,1.3841666701708277e-09,4.194025109427457e-07
1961,3.2934275395746226e-07,1.32015025577914e-08,5.273652732284972e-07
1962,2.828512606356526e-07,1.2683912808952869e-09,4.31887229979111e-07
1963,2.7092764298686234e-07,6.466053248388448e-10,4.215866624690534e-07
1964,2.8655492201323796e-07,1.2167936658258327e-09,4.556892179152783e-07
1965,2.4022270395107626e-07,3.2832261354087677e-09,4.372162720756023e-07
1966,2.885857952605875e-07,5.539074754423723e-10,4.043524484131922e-07
1967,3.199787670382648e-07,9.860671168482327e-10,4.0724572158978845e-07
1968,2.712815216909803e-07,2.245707925174756e-09,4.698021029980737e-07
1969,2.7114293743579765e-07,1.8167031212712459e-09,4.1012071960722096e-07
1970,2.460317887198471e-07,1.8394900047624674e-09,3.9043175092956517e-07
1971,2.6719666834651434e-07,5.138397485282553e-10,3.9771197180016316e-07
1972,2.447080191814166e-07,4.104117490300041e-09,3.775788002258196e-07
1973,2.4533756004530005e-07,1.6539611347177186e-09,3.7544918995990884e-07
1974,2.407744545962487e-07,2.2502286700643026e-09,3.6116171031608246e-07
1975,2.181785418997606e-07,5.711480177694739e-10,3.0956223895373114e-07
1976,2.1311454645456251e-07,1.142705374768127e-09,3.6966520156056504e-07
1977,1.97459868900296e-07,5.876781838942691e-10,3.625974329679593e-07
1978,2.1089098822812957e-07,5.940591352171509e-10,3.784156774599978e-07
1979,2.3290853334856365e-07,2.925986564150662e-09,3.429256310027995e-07
1980,2.5526327362968004e-07,1.7055452050662723e-09,3.5361637173991767e-07
1981,2.485940910901263e-07,1.2651099057237047e-09,3.6498420286079636e-07
1982,2.247115844511427e-07,3.103751144983846e-09,3.004431050612766e-07
1983,2.3177210550784366e-07,1.89459470334441e-09,3.182919385835703e-07
1984,2.2442162617153372e-07,1.1598016991243298e-09,3.183655792327045e-07
1985,2.3520831859968894e-07,4.812446552371341e-09,3.3626969297984033e-07
1986,2.164009202942907e-07,1.1988970927134801e-09,3.452823591487686e-07
1987,2.2121156462162617e-07,1.8332451112712533e-09,3.3365060403411917e-07
1988,1.7390006235018518e-07,5.996553809062277e-10,3.34607705099188e-07
1989,1.9921883165352483e-07,5.488122178931576e-10,3.435564508436073e-07
1990,1.961514328741032e-07,1.634595292454577e-09,3.1820121648706845e-07
1991,2.356309067863549e-07,5.861465202094962e-10,3.2706975616747513e-07
1992,1.9395002937017125e-07,1.1019888335184191e-09,2.3747858790557075e-07
1993,2.187986893886773e-07,1.1078414852150331e-09,3.450926158166112e-07
1994,2.4264662101813883e-07,5.274926606624319e-10,3.3284786127296684e-07
1995,2.8467866286518984e-07,3.795715741716776e-09,2.911856142873148e-07
1996,2.2740272243026993e-07,2.6690460952494277e-09,2.8505411364676547e-07
1997,2.1529076832393912e-07,9.58978896292706e-10,3.039963019091374e-07
1998,2.2791657272591692e-07,4.768129224785866e-10,2.8418051556400314e-07
1999,2.28053039563747e-07,9.140402323914998e-10,3.075745382830064e-07
2000,1.9704420139987633e-07,4.4180314962005696e-10,3.145638345358748e-07
2001,2.1906059544107848e-07,4.3812117822561447e-10,2.895980912853702e-07
2002,2.1424173723971762e-07,1.3143663935011318e-09,3.150098280002567e-07
2003,2.3334767718097282e-07,4.1669229178253886e-10,2.7543359237824916e-07
2004,2.7970423843726167e-07,2.642874724623212e-09,3.3432365853514057e-07
2005,2.2879048344748298e-07,2.251874686720612e-09,2.958963420951477e-07
2006,2.1289490348408435e-07,2.4707338397433887e-09,2.960762799375516e-07
2007,2.860047345620842e-07,3.994479469415779e-10,3.678915732052701e-07
2008,3.001495088028605e-07,4.257439678578834e-10,3.84446792622839e-07
2009,3.170848117406422e-07,0.0,3.986208980677475e-07
2010,3.755415320938482e-07,4.723793023408973e-10,4.7426883043044654e-07
2011,4.149009669163206e-07,3.82397197240536e-10,4.818204502043955e-07
2012,5.314038276083011e-07,1.3617010852229328e-09,5.804250804430922e-07
2013,5.840427661496506e-07,0.0,5.904577733417682e-07
2014,6.16718807577854e-07,2.1654451842767486e-10,6.825483183092729e-07
2015,6.501215352727741e-07,4.433150790905671e-10,6.762771249668731e-07
2016,6.54750579087704e-07,2.0713400439298368e-10,7.08605455201905e-07
2017,5.466423544930876e-07,2.515611330355938e-10,7.036164788587485e-07
2018,6.79958304772299e-07,1.0325866828253538e-09,7.292643431355827e-07
2019,6.862156851639156e-07,0.0,7.229499487948488e-07
