year,cents_ADJ airs_NOUN,cents_ADJ paires_NOUN
1948,0.0,7.610321262063735e-09
1949,0.0,8.835307596655184e-09
1950,0.0,1.808011518278363e-08
1951,0.0,3.6248767543156646e-08
1952,0.0,2.4253049346611988e-08
1953,0.0,1.1851209791302608e-08
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,0.0,1.783265446420046e-08
1956,0.0,1.3953826538681824e-08
1957,1.7670075402875796e-09,1.236905244894615e-08
1958,0.0,1.4062814024384807e-08
1959,0.0,1.8601795659378695e-08
1960,0.0,2.8375417571169237e-08
1961,0.0,8.33779090214648e-09
1962,0.0,2.2831043722248978e-08
1963,0.0,2.0044765847160306e-08
1964,0.0,2.251068309533366e-08
1965,0.0,9.302473458205895e-09
1966,0.0,1.606331601067268e-08
1967,0.0,2.1200442290592036e-08
1968,0.0,1.257596426995633e-08
1969,0.0,2.5433843475752838e-08
1970,0.0,1.4715920038099739e-08
1971,0.0,1.3359833239690033e-08
1972,0.0,1.1799337507056862e-08
1973,5.513203782392395e-10,1.3231689521830958e-08
1974,5.625571675160757e-10,1.6876715136504572e-08
1975,1.1422960355389478e-09,2.6843956391076063e-08
1976,0.0,1.5997875024709174e-08
1977,0.0,1.1165885105413054e-08
1978,0.0,1.900989232694883e-08
1979,0.0,1.521513048885481e-08
1980,0.0,1.591842213599648e-08
1981,0.0,2.4669642328944974e-08
1982,1.2415004579935385e-09,1.3656505259973528e-08
1983,0.0,1.0736036948344463e-08
1984,0.0,1.4497521405587577e-08
1985,0.0,1.2031115659283387e-08
1986,0.0,1.1988970705090196e-08
1987,0.0,1.5277041853778428e-08
1988,0.0,1.5591039570495013e-08
1989,0.0,1.0976243913773942e-08
1990,0.0,2.0160008773473237e-08
1991,0.0,7.6199047072123e-09
1992,5.509944167592096e-10,1.5427843891302473e-08
1993,0.0,1.827938511667071e-08
1994,0.0,1.476979427650349e-08
1995,0.0,1.7894087989134277e-08
1996,0.0,2.1352368761995422e-08
1997,0.0,1.4384683666435194e-08
1998,0.0,2.0026142522056034e-08
1999,0.0,1.4624643718263997e-08
2000,0.0,1.192868470667463e-08
2001,0.0,1.1391150245287918e-08
2002,0.0,1.927737436346888e-08
2003,0.0,8.750538071922165e-09
2004,4.404791253964646e-10,1.805964444656638e-08
2005,9.007499190971657e-10,9.007498746882447e-09
2006,4.1178899179428186e-10,9.471146533712727e-09
2007,0.0,1.2782334302130494e-08
2008,0.0,1.958422224390688e-08
2009,0.0,2.0503227560197956e-08
2010,0.0,9.919965293647692e-09
2011,3.82397197240536e-10,1.9502257586623273e-08
2012,0.0,3.063827591631707e-08
2013,0.0,2.7612337305527035e-08
2014,0.0,3.2265134564113396e-08
2015,0.0,2.5047301122071985e-08
2016,6.214020409345267e-10,3.231290435223855e-08
2017,0.0,4.024978039751659e-08
2018,0.0,1.6005094138904497e-08
2019,0.0,2.5509876877549686e-08
