year,cents_ADJ airs_NOUN,cents_ADJ paires_NOUN
1800,0.0,2.2009151834367913e-08
1801,0.0,5.2386017301842e-08
1802,0.0,5.594600338554301e-08
1803,0.0,7.606323038089613e-08
1804,0.0,9.887403784603066e-09
1805,0.0,8.24434565060983e-08
1806,0.0,1.2679343797117326e-07
1807,0.0,1.195721210933698e-07
1808,0.0,2.945896149242344e-08
1809,0.0,1.6490922405409947e-07
1810,0.0,1.1700633351097167e-08
1811,2.5070767684098882e-09,3.284270633230335e-07
1812,1.0668832928217853e-08,2.1337665856435706e-08
1813,0.0,5.463909147351842e-08
1814,0.0,3.1466772298927026e-08
1815,0.0,1.0788894222457657e-08
1816,0.0,9.733936678912869e-08
1817,0.0,6.85024303948012e-08
1818,0.0,3.695565098382758e-08
1819,0.0,9.419455437864599e-08
1820,0.0,4.2719332071783356e-08
1821,0.0,7.297501269931672e-08
1822,0.0,4.8122956286533736e-08
1823,0.0,7.313188632451784e-08
1824,0.0,6.905312233129735e-08
1825,0.0,1.1447075820569808e-07
1826,0.0,7.134467239211517e-08
1827,0.0,1.8618891317601083e-07
1828,1.8344602503717056e-09,7.521286704559316e-08
1829,0.0,3.3435387791769244e-08
1830,0.0,6.575206867864836e-08
1831,0.0,1.2472964883158966e-08
1832,1.3529969367098715e-09,4.058990654698391e-08
1833,0.0,4.9809603552830595e-08
1834,0.0,7.841006066655609e-08
1835,0.0,6.731148260996633e-08
1836,0.0,4.032450107160912e-08
1837,0.0,8.210311364109657e-08
1838,0.0,8.710783561127755e-08
1839,0.0,7.900366938429215e-08
1840,0.0,8.344292012907317e-08
1841,0.0,4.6227949468402585e-08
1842,1.341653010911159e-09,3.6895457355967665e-08
1843,5.906911071384968e-10,3.4260082770742883e-08
1844,0.0,2.9638231424655714e-08
1845,5.580227946389016e-10,4.0177642546268544e-08
1846,1.7563503984519002e-09,3.805426018743674e-08
1847,0.0,7.5505127483666e-08
1848,0.0,5.068489628001771e-08
1849,0.0,3.6869426622843093e-08
1850,0.0,3.4623880651452055e-08
1851,0.0,6.513933215046563e-08
1852,0.0,1.6927417689771573e-08
1853,0.0,5.4941772020811186e-08
1854,0.0,5.0397943596180994e-08
1855,5.306937111981824e-10,3.6087172361476405e-08
1856,0.0,3.209857268871019e-08
1857,0.0,3.270611159678083e-08
1858,4.893676019968041e-10,1.8302348792076373e-07
1859,0.0,7.078121200265741e-08
1860,0.0,4.073693560258107e-08
1861,0.0,4.2443673464731546e-08
1862,0.0,4.292087041335435e-08
1863,1.4983863039219614e-09,3.5461809488879226e-08
1864,0.0,2.349416661218129e-08
1865,0.0,4.565638889175716e-08
1866,5.838735717134114e-09,5.1088935748566655e-08
1867,0.0,5.726317553467197e-08
1868,0.0,3.210918109175509e-08
1869,4.883519144627257e-10,2.1487483792270723e-08
1870,0.0,2.752343419842873e-08
1871,0.0,4.6733180880664804e-08
1872,0.0,4.656451224605007e-08
1873,0.0,4.549363552541763e-08
1874,0.0,4.301718448118663e-08
1875,0.0,2.1169650921137873e-08
1876,0.0,1.209202959984168e-08
1877,0.0,3.710889728836264e-08
1878,1.8117265465633636e-09,3.925407554561389e-08
1879,0.0,3.237942536316041e-08
1880,0.0,1.6044616302224313e-08
1881,0.0,1.6036766581351003e-08
1882,0.0,2.5956001792337702e-08
1883,0.0,4.9922778799782463e-08
1884,6.601696966868076e-10,4.5551708183211304e-08
1885,0.0,2.900535989169839e-08
1886,3.2267319927115068e-09,2.452316216761119e-08
1887,6.528924623161458e-10,4.1785117588233334e-08
1888,0.0,2.789870379160675e-08
1889,0.0,3.3205225236088154e-08
1890,0.0,1.3764211992395303e-08
1891,0.0,2.8683990294098294e-08
1892,0.0,2.6954603882245465e-08
1893,0.0,2.7097032173628577e-08
1894,0.0,3.654892921645114e-08
1895,0.0,3.189865793729041e-08
1896,0.0,3.656158042986135e-08
1897,0.0,3.1464253424928756e-08
1898,0.0,1.3014216371232123e-08
1899,0.0,4.4220627160029835e-08
1900,0.0,4.256663643786851e-08
1901,0.0,3.129693837422565e-08
1902,0.0,1.3748794991386148e-08
1903,0.0,1.9440793863623185e-08
1904,2.1498500757388683e-09,2.1498500757388683e-08
1905,5.160759042333041e-10,2.631987072732045e-08
1906,0.0,2.1605574218597212e-08
1907,0.0,1.6457098794830927e-08
1908,0.0,3.1432890068572306e-08
1909,0.0,2.8055016088046614e-08
1910,0.0,1.336037680488289e-08
1911,0.0,1.702519725199636e-08
1912,0.0,2.9693701719679666e-08
1913,0.0,2.1742257771961704e-08
1914,0.0,1.6741859454327823e-08
1915,0.0,2.4739600590351074e-08
1916,0.0,9.888715624128963e-09
1917,0.0,3.838248474608008e-08
1918,0.0,4.2499593178035866e-08
1919,0.0,2.3940405213807026e-08
1920,0.0,1.8930579770426448e-08
1921,0.0,1.5902768879527684e-08
1922,0.0,1.8444838545406128e-08
1923,1.0615948120573648e-09,5.307974060286824e-09
1924,0.0,2.9650736976805092e-08
1925,0.0,2.639562701745035e-08
1926,0.0,1.3375366592072169e-08
1927,0.0,1.6723836537835268e-08
1928,0.0,1.82816659588525e-08
1929,0.0,2.0052731031228177e-08
1930,0.0,1.3654684494213143e-08
1931,0.0,1.8248570654577634e-08
1932,0.0,1.53433514782364e-08
1933,0.0,1.605892663292252e-08
1934,0.0,1.7972370258689807e-08
1935,0.0,2.393656828303392e-08
1936,0.0,2.0612015205756506e-08
1937,0.0,1.888667711114067e-08
1938,0.0,1.0372171566075394e-08
1939,0.0,1.070583532936098e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,2.066051862925633e-08
1942,0.0,9.102635090130207e-09
1943,0.0,2.6129116648121453e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,1.5249527862692958e-08
1946,0.0,1.6705325123211878e-08
1947,0.0,2.8610090296865565e-08
