year,ses_DET autos_NOUN,ses_DET poteaux_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,6.713520406265161e-09
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,2.842877711017877e-09
1806,0.0,1.4408345627714425e-08
1807,0.0,8.540865792383556e-09
1808,2.039466551195801e-08,0.0
1809,0.0,9.036122072814123e-09
1810,0.0,9.360507036149102e-09
1811,5.0141535368197765e-09,5.0141535368197765e-09
1812,1.3869482984318893e-07,5.3344164641089264e-09
1813,8.339650747757332e-08,5.751483289628823e-09
1814,0.0,0.0
1815,0.0,1.618334155573109e-08
1816,0.0,9.270415546325239e-09
1817,0.0,3.113746815941454e-09
1818,0.0,1.5497530370112145e-08
1819,1.0351049795076506e-08,6.210630232317271e-09
1820,0.0,4.746592452420373e-09
1821,5.9168927535324656e-09,3.94459531705138e-09
1822,0.0,1.4035862250239006e-08
1823,6.917880934764753e-09,2.9648061783404955e-09
1824,1.2631669044083083e-08,1.6842225392110777e-09
1825,5.283265824829186e-09,5.283265824829186e-09
1826,0.0,4.403992281964975e-09
1827,1.5669364195058932e-08,0.0
1828,9.172301251858528e-10,3.668920500743411e-09
1829,1.2859763920403111e-08,1.0287811491593857e-08
1830,1.0436835840010872e-09,8.349468672008697e-09
1831,1.870944643656003e-08,0.0
1832,2.1647950987357945e-08,2.705993873419743e-09
1833,1.6217079790159517e-08,1.853380560135065e-08
1834,1.3068342852307069e-08,3.733812370398937e-09
1835,1.5126175867408165e-08,8.31939672707449e-09
1836,2.016224964762614e-09,7.392825018825988e-09
1837,1.6698938676285024e-08,6.262101948095733e-09
1838,6.312161904276081e-10,5.680945491803868e-09
1839,1.3283802502428443e-08,9.088918062616358e-09
1840,1.9109065441114126e-09,1.9109065441114126e-09
1841,6.420548537278137e-09,1.0272877659645019e-08
1842,3.3541325272778977e-09,4.024959032733477e-09
1843,4.961805188941071e-08,1.4767278067040479e-08
1844,8.781698201953958e-09,5.488561272137815e-10
1845,1.3950569588416784e-08,8.37034175305007e-09
1846,1.4636253098387897e-08,6.439951683034906e-09
1847,1.7797638030003782e-08,2.7505439703645607e-08
1848,5.631655031201888e-09,9.65426583121598e-09
1849,2.513824481908955e-09,1.1731181359664333e-08
1850,6.788996032014438e-10,2.0366988096043315e-09
1851,5.159551008659946e-09,3.8696632564949596e-09
1852,1.3021090650155998e-08,7.812654301275757e-09
1853,2.9859659189668264e-09,8.360704129017904e-09
1854,1.0391329130499116e-08,3.63696517347023e-09
1855,2.812676669350367e-08,1.326734277995456e-08
1856,8.801221529353143e-09,6.212626857404757e-09
1857,4.881508974818871e-09,1.4644527368545823e-08
1858,3.914940760463281e-09,1.663849857891364e-08
1859,1.1202781369235026e-08,1.884104072757964e-08
1860,7.781212563173767e-09,2.7920821210614122e-08
1861,6.6023493339173456e-09,5.659156698811785e-09
1862,2.6204321379452722e-08,1.1294965851504912e-08
1863,3.995696662428827e-09,8.490855130105501e-09
1864,1.1986819981046892e-08,1.0068928801842958e-08
1865,6.589582324245669e-09,8.943004559114343e-09
1866,9.731225825149181e-10,1.1677471434268227e-08
1867,1.455843445796745e-09,1.6984840200962026e-08
1868,8.891773317643015e-09,1.975949570631741e-08
1869,2.2952540312815017e-08,1.660396442559886e-08
1870,6.76617730732687e-08,1.4335121534259088e-08
1871,1.4869647957382881e-08,1.911811864374613e-08
1872,7.861541195808286e-09,3.0236697590169115e-09
1873,3.591602570907071e-09,1.1972008939764578e-09
1874,7.169530746864439e-09,1.5533982988813477e-08
1875,5.149374315838173e-09,6.865832347102696e-09
1876,7.859819239897092e-09,1.0882827083946722e-08
1877,9.89570592135891e-09,1.7317484335421796e-08
1878,4.22736201599605e-09,2.6571990829893366e-08
1879,4.27652757650776e-09,1.7717043832021773e-08
1880,9.626769381654299e-09,7.059631101924424e-09
1881,2.0220272678450613e-08,4.8807553554297556e-09
1882,5.989846618703609e-09,2.3293848627758962e-08
1883,0.0,1.7694148368718743e-08
1884,1.0562715146988921e-08,2.178559910248623e-08
1885,3.2228178459270396e-09,3.867381359601296e-09
1886,7.0988103173519335e-09,1.8069698626277386e-08
1887,3.917354773896875e-09,1.5016526688782506e-08
1888,6.340614699951175e-10,1.9655905347804037e-08
1889,4.385595775424633e-09,2.6313573542324775e-08
1890,3.932631831293776e-09,2.1629475099871343e-08
1891,1.2748440081367107e-09,2.42220359325529e-08
1892,1.002961935725466e-08,1.817868522380195e-08
1893,1.2316833108982905e-09,1.1700991287000306e-08
1894,1.2603078136663726e-08,3.843938856107343e-08
1895,1.2639090662958097e-08,1.625025980445116e-08
1896,1.179405795248556e-09,2.181900704556483e-08
1897,5.826713445067355e-09,3.554295346930303e-08
1898,5.092519295146758e-09,2.8291774256672397e-08
1899,1.6582735185011188e-09,4.698441813388854e-08
1900,3.6337372000261325e-09,3.1665425836990835e-08
1901,1.6766216748287377e-09,3.353243371861936e-08
1902,4.910283846193408e-10,5.2049010434984666e-08
1903,9.1803746826713e-09,4.4281805111623385e-08
1904,5.374625189347171e-09,2.6335663427801137e-08
1905,6.708986699521802e-09,1.8062657147766004e-08
1906,2.5720922058880547e-09,2.0576738535282857e-08
1907,8.228549119859707e-09,2.6228502036929058e-08
1908,6.3848057951787496e-09,3.6835416494795936e-08
1909,1.1001967115120692e-08,4.015717891547865e-08
1910,1.3894791983659616e-08,2.9927242906069296e-08
1911,5.852411444351446e-09,3.724261787851901e-08
1912,5.2094213387476884e-09,2.8651816919023076e-08
1913,3.393913439175833e-08,2.6514948459066545e-08
1914,1.7411534103395354e-08,4.018046340092951e-08
1915,3.180805663305364e-08,2.9451904026700504e-08
1916,2.197492321442951e-08,1.9777431248257926e-08
1917,1.9739563983378616e-08,4.605898240583883e-08
1918,2.756730310693456e-08,2.1824114071478107e-08
1919,4.235610262526279e-08,1.5653341733923298e-08
1920,3.180337371233577e-08,2.5745588771997063e-08
1921,2.196096815509918e-08,1.3630945261411398e-08
1922,2.4347187377316004e-08,1.549366501762961e-08
1923,3.927900849021171e-08,2.7601466001669905e-08
1924,1.0313299547703991e-08,3.351822286390416e-08
1925,1.8696902470694e-08,2.969507972849783e-08
1926,2.6750731851876708e-08,2.7865345586519652e-08
1927,3.7907366134959375e-08,3.010290705596219e-08
1928,2.399468712610542e-08,2.399468712610542e-08
1929,1.4482528287729224e-08,1.3368487206122381e-08
1930,2.9410089141812534e-08,1.68057662230936e-08
1931,4.21998205268892e-08,1.710803587684495e-08
1932,2.8494795967226594e-08,1.8631212128639163e-08
1933,1.491186085722518e-08,2.523545639121494e-08
1934,2.6359476379411717e-08,9.585264137967897e-09
1935,2.154291145473053e-08,2.2739739868882225e-08
1936,2.5461901032031165e-08,1.091224310911798e-08
1937,3.021868266728234e-08,2.392312481447334e-08
1938,1.944782190843597e-08,5.186085871855539e-08
1939,1.3764645423464117e-08,3.6705721129237645e-08
1940,3.55009599495304e-08,2.5357829613881222e-08
1941,3.8369533328364014e-08,2.3612020783048138e-08
1942,1.2136847082899749e-08,1.2136847082899749e-08
1943,1.1612940831184915e-08,1.4516175816936538e-08
1944,1.6065930807940276e-08,5.1410978585408884e-08
1945,2.3963544037997053e-08,2.3963544037997053e-08
1946,2.645009811175214e-08,1.80974355501462e-08
1947,1.907339353124371e-08,7.152522574216391e-09
1948,3.152847538601122e-08,2.935409759707852e-08
1949,2.0615717133409817e-08,1.0798709482173763e-08
1950,3.08425480710639e-08,1.808011518278363e-08
1951,4.0513328247726577e-08,1.3859822622919182e-08
1952,1.1599284199803606e-08,2.9525450528922192e-08
1953,9.696444758233724e-09,2.693456835345387e-08
1954,2.149958033825783e-08,2.8340354063516315e-08
1955,2.9095383879962355e-08,1.3139851429144755e-08
1956,2.093073914188892e-08,1.9186511268642903e-08
1957,3.180613572517643e-08,2.3854601849393475e-08
1958,1.6544486503011768e-08,9.926692190465047e-09
1959,1.6276570535822543e-08,1.1626121398933265e-08
1960,1.591791587429725e-08,6.920833239831836e-09
1961,1.528595028332802e-08,1.389631876236308e-08
1962,1.5220695814832652e-08,1.5220695481765745e-08
1963,1.2932106829843804e-08,4.526237162849611e-09
1964,2.190228609588729e-08,2.251068309533366e-08
1965,8.755269065297e-09,1.0396882466068291e-08
1966,1.163205709531212e-08,5.539074976468328e-09
1967,2.021437550681071e-08,2.021437595089992e-08
1968,2.066051318916351e-08,1.0330256650092906e-08
1969,1.816703076862325e-08,1.725867981861029e-08
1970,1.3336302201460981e-08,1.103694025061941e-08
1971,9.762954888969944e-09,1.0276794526475896e-08
1972,1.6929484925043425e-08,9.234264020108185e-09
1973,8.821126218361286e-09,1.8193571760249938e-08
1974,1.4063929631991101e-08,1.7439272304020648e-08
1975,6.8537762132336866e-09,2.9699696924012642e-08
1976,9.71299568552908e-09,9.71299568552908e-09
1977,8.22749424145286e-09,2.468248327947009e-08
1978,1.3069301196821925e-08,8.31682822610702e-09
1979,9.36315702748658e-09,1.4629933375864823e-08
1980,1.2507331226263574e-08,1.1938816379952755e-08
1981,1.3916209073983055e-08,1.3916208629893845e-08
1982,1.2415004579935385e-08,1.4898005495922462e-08
1983,1.2630632539867293e-08,1.326216381158929e-08
1984,2.3775935886760635e-08,1.275781880138993e-08
1985,1.5038894574104233e-08,1.9249785432329247e-08
1986,5.994485352545098e-09,8.991728306373403e-09
1987,9.166225112267057e-09,1.955461359504085e-08
1988,1.3792074038398994e-08,1.0194141530917022e-08
1989,8.780995486290522e-09,1.3171493229435782e-08
1990,1.961514328741032e-08,1.471135746555774e-08
1991,4.68917216167597e-09,1.817054240405014e-08
1992,1.983579878128694e-08,7.162927639914329e-09
1993,1.2186256725943423e-08,1.550978012687665e-08
1994,1.3714809288245533e-08,2.7429617688312646e-08
1995,8.133675954979935e-09,1.4098372247417501e-08
1996,1.6014276127407356e-08,2.5622842514394506e-08
1997,1.1507746866534774e-08,7.671831059319345e-09
1998,1.0489884183506604e-08,2.0026142188989127e-08
1999,1.736676483177213e-08,1.2339542720951613e-08
2000,1.546311001465739e-08,1.767212509662386e-08
2001,1.1829271590046986e-08,1.0514908055370142e-08
2002,8.762443215459825e-09,1.3143664823189738e-08
2003,5.0003075569016175e-09,1.4167538253673229e-08
2004,1.4535810777260849e-08,1.7619165015858584e-08
2005,6.7556245042510454e-09,1.3060874270998113e-08
2006,1.7706926813687573e-08,1.4000825387938676e-08
2007,3.1955835755326234e-09,1.9173500842573077e-08
2008,8.089135583588813e-09,1.3198063170127838e-08
2009,1.1443662240040453e-08,1.6211854303449513e-08
2010,5.196172381261022e-09,2.0312309167991316e-08
2011,5.7359579308524644e-09,2.3326228726361364e-08
2012,1.6340413466764403e-08,3.199997491987183e-08
2013,1.5340187786705428e-08,3.319058688999732e-08
2014,1.559120557659277e-08,2.381989699928866e-08
2015,7.758013897962712e-09,3.191868569452083e-08
2016,6.006886099640951e-09,2.506321400419509e-08
2017,7.2952728302766445e-09,1.7081001435492738e-07
2018,6.711813549387102e-09,2.7363547872027993e-08
2019,1.0969247177250452e-08,1.9132408879407592e-08
