year,autres_ADJ eaux_NOUN,autres_ADJ peaux_NOUN
1800,3.6157891258881136e-07,1.1004575384276905e-07
1801,4.690929813477851e-07,1.2858386355674156e-07
1802,4.430923468135006e-07,5.147032311469957e-08
1803,4.661310697429144e-07,4.4857802805609026e-08
1804,3.1392505661642645e-07,7.415552616407695e-08
1805,3.5251684948889306e-07,5.401467717547348e-08
1806,2.507052272449073e-07,1.729001475325731e-08
1807,4.5551280436484376e-07,2.8469551160981155e-09
1808,3.7163613342272583e-07,1.1330369531492579e-08
1809,3.95330346236733e-07,6.09938268780752e-08
1810,4.0250179722534085e-07,4.680253340438867e-08
1811,3.93611060189869e-07,3.5099073869560016e-08
1812,2.0804223765935603e-07,8.268345652595599e-08
1813,2.3581081620704936e-07,8.627225156487839e-09
1814,3.8704129678990284e-07,2.5173417128598885e-08
1815,5.475363877849304e-07,2.966945977789237e-08
1816,3.221469455638726e-07,3.476405652236281e-08
1817,2.9424907665998035e-07,3.269434145636296e-08
1818,2.944530876902718e-07,9.536941902865692e-09
1819,1.418093802385556e-07,2.6912729822470283e-08
1820,2.75302369345809e-07,3.441279616822612e-08
1821,1.64686852599516e-07,2.7612166775270452e-08
1822,4.3811940031446284e-07,3.107940926838637e-08
1823,1.7492355652848346e-07,3.360113609574e-08
1824,1.4652735558229324e-07,7.66321237577472e-08
1825,1.6730341201309784e-07,1.0566531649658373e-08
1826,2.395771616647835e-07,2.025836387531399e-08
1827,2.497880871032976e-07,2.949527377893446e-08
1828,2.017906268747538e-07,1.4675682002973645e-08
1829,3.1720750826025323e-07,1.6289033955008136e-08
1830,2.6092089910889626e-07,3.861629238599562e-08
1831,3.2117884529725416e-07,5.924658252887127e-08
1832,2.3948047100930125e-07,4.058990932254147e-08
1833,4.888291300630954e-07,4.2859426230279496e-08
1834,2.3616362909706368e-07,5.0406466556296436e-08
1835,2.4201881387853064e-07,5.218530674255817e-08
1836,2.022945722046643e-07,4.704525125021064e-08
1837,3.4302402696084755e-07,9.045257876039159e-09
1838,2.745790368408052e-07,4.102905393210676e-08
1839,2.195323247633496e-07,2.307186808270245e-08
1840,1.745294753163762e-07,1.9109066329292546e-08
1841,3.1332277217188675e-07,3.146068650039524e-08
1842,2.2875184413351235e-07,3.152884442414461e-08
1843,1.8193286166479083e-07,1.0632439872981791e-08
1844,2.952845932213677e-07,2.9638231424655714e-08
1845,1.975400749643086e-07,2.4553003186156275e-08
1846,2.494017508070101e-07,2.5174355267054693e-08
1847,1.3213397664912918e-07,1.3483059113639229e-08
1848,2.156119478513574e-07,1.528592186161859e-08
1849,2.379753851755595e-07,4.189707469848258e-09
1850,1.4867900688386726e-07,2.3761485223872114e-08
1851,1.8703372006712016e-07,2.3862924081186065e-08
1852,2.070353417593651e-07,2.539112653465736e-08
1853,2.0125409605498135e-07,3.822036376277538e-08
1854,2.5043101459232275e-07,2.5978321716024766e-08
1855,2.3987354325072374e-07,3.8209947206269135e-08
1856,2.619657664126862e-07,9.3189408967298e-09
1857,2.260138671772438e-07,2.7336451102755177e-08
1858,2.0406629630542739e-07,1.8106601329392902e-08
1859,2.933091991508263e-07,1.985947650773312e-08
1860,2.7600418661677395e-07,1.5562425126347534e-08
1861,1.9288292207875202e-07,1.6034276684173676e-08
1862,1.8840002269371325e-07,1.53611532938136e-08
1863,1.62325179076106e-07,2.0977407033662132e-08
1864,3.509740906793013e-07,1.342523825442754e-08
1865,1.6897571697427338e-07,1.4591217845083548e-08
1866,2.228450739494292e-07,2.2868380966656332e-08
1867,1.4558435168510186e-07,2.0867089389753346e-08
1868,2.1834243568719103e-07,2.5687345583946808e-08
1869,1.802018516627868e-07,1.6603965202754978e-08
1870,1.9782468996254465e-07,1.2614907340946502e-08
1871,1.7524942563795776e-07,2.7615060460561835e-08
1872,1.5844028666833765e-07,1.0280476581137066e-08
1873,2.5141218884527916e-07,3.352162430969585e-08
1874,1.9357733549441036e-07,2.0313670301419506e-08
1875,1.6821289250401605e-07,1.8881040286800044e-08
1876,1.7956664066787198e-07,2.237025475970711e-08
1877,1.9667714923343738e-07,2.7831672744227376e-08
1878,1.2923649705953721e-07,4.468925718370542e-08
1879,1.3135048959611595e-07,1.5884245696540233e-08
1880,2.387438939877029e-07,3.914886193001621e-08
1881,1.6176217343399912e-07,1.812851935234505e-08
1882,1.6705016037121823e-07,1.1979692793318009e-08
1883,1.8262889511788671e-07,2.6541223441256534e-08
1884,1.577805619490391e-07,3.4328825115892414e-08
1885,2.6298192778995144e-07,2.3848851782304337e-08
1886,2.1619104018100188e-07,2.5168509498740832e-08
1887,1.730165024582675e-07,2.0239666165267067e-08
1888,2.1241059755539027e-07,2.599652049184442e-08
1889,1.5349584714385855e-07,2.8193115397812107e-08
1890,1.4419650540276052e-07,2.5562107097698572e-08
1891,1.2557212869523937e-07,1.9122659900006056e-08
1892,1.9495072933750635e-07,2.4447198265775683e-08
1893,1.9337427659138484e-07,2.3401982796045218e-08
1894,1.7203201707616245e-07,2.2055386850183822e-08
1895,1.474560491487864e-07,1.3240951890480801e-08
1896,1.9342255086485238e-07,1.3563166867402998e-08
1897,1.3692776690277242e-07,1.9228154624073568e-08
1898,1.9181823063263437e-07,1.8106736221490394e-08
1899,2.4542447363273823e-07,1.4371703827009696e-08
1900,1.4586859720111534e-07,1.6092265187062083e-08
1901,1.654266696959894e-07,1.1736351779312315e-08
1902,1.4436234607728693e-07,1.9150106722598537e-08
1903,1.657867585436179e-07,2.1600880861782912e-08
1904,1.6715084427687543e-07,2.9022976910653142e-08
1905,1.3882441862733685e-07,2.012696037612116e-08
1906,1.548399524153865e-07,2.5206503995178764e-08
1907,1.594281400230102e-07,4.474273818111385e-08
1908,1.2327586773608346e-07,2.3083528200018577e-08
1909,1.0671907801906855e-07,2.530452425375529e-08
1910,1.7101282878684287e-07,2.1911017333842153e-08
1911,1.4897047151407605e-07,3.4582432251184514e-08
1912,1.672224243520759e-07,1.7712032784888976e-08
1913,2.036348121237097e-07,1.8030165471749626e-08
1914,1.2857748288297444e-07,2.6117300766514973e-08
1915,1.2958838624399505e-07,2.8273829055791566e-08
1916,1.2415831918133335e-07,1.6481193076955947e-08
1917,1.6449637030291342e-07,1.0966424435210342e-08
1918,1.1256648946300629e-07,1.2635013924011673e-08
1919,1.1878124439590465e-07,1.4732557507279864e-08
1920,1.2191293308205786e-07,2.0445026116533427e-08
1921,1.2797943327313988e-07,2.7261891522023518e-08
1922,1.2321152098593302e-07,2.6560568022748754e-08
1923,1.2208340649522142e-07,2.229349105320466e-08
1924,1.3149457345207338e-07,3.867487330388997e-09
1925,1.033828738172815e-07,2.4195991654707427e-08
1926,9.808601930672012e-08,1.3375366481049866e-08
1927,1.1929670051813446e-07,3.2332751587205166e-08
1928,1.3254208397484035e-07,2.5137290138310675e-08
1929,1.4259720160225697e-07,3.6763341926260296e-08
1930,1.575540551357335e-07,3.4661891246123844e-08
1931,1.6651820544666407e-07,3.079446297959976e-08
1932,1.6658495383126137e-07,2.7398842084025432e-08
1933,1.2961848483428184e-07,3.5559053035427723e-08
1934,1.0783422510485252e-07,2.6359476379411717e-08
1935,8.976213194955562e-08,1.6755597798123745e-08
1936,9.093535879856063e-08,2.182448621823596e-08
1937,8.687871400070435e-08,3.5255130814704216e-08
1938,2.618973269363778e-07,4.6674772491428484e-08
1939,1.4223466848761745e-07,5.964679772318959e-08
1940,2.0539842182643042e-07,2.789361186472661e-08
1941,9.149658097840074e-08,2.6563523380929155e-08
1942,6.978687139280737e-08,1.517105863158008e-08
1943,1.3645205854118103e-07,1.161294105322952e-08
1944,9.318240046241044e-08,1.927911696952833e-08
1945,6.317661416233022e-08,2.178503999417103e-08
1946,7.79581839083221e-08,1.9489545977080525e-08
1947,9.894323227399582e-08,2.5033828343623554e-08
1948,5.544662684542345e-08,2.1743775890925576e-08
1949,9.031647607571358e-08,2.8469323454238804e-08
1950,8.933703554703243e-08,2.765194051512765e-08
1951,1.1194472193665206e-07,5.437315009348964e-08
1952,1.1810180211568877e-07,2.319856873267412e-08
1953,8.726799904934524e-08,2.5857186058964032e-08
1954,8.013479657620337e-08,1.4658804392553293e-08
1955,1.6800238711311977e-07,2.62797024142003e-08
1956,6.715278999536167e-08,2.0058626093444332e-08
1957,1.3075856486466364e-07,1.9437083331741434e-08
1958,1.1829308022015539e-07,1.3235589624294164e-08
1959,1.007597205671118e-07,2.6352543036622933e-08
1960,6.713208478004162e-08,2.3530833170859466e-08
1961,8.754680891343014e-08,4.863711478009236e-08
1962,1.179603899004178e-07,2.473363075461421e-08
1963,6.595374202333915e-08,2.3277791916243018e-08
1964,9.490990748872719e-08,3.102823775691377e-08
1965,1.0451602605598964e-07,2.0246560539227687e-08
1966,7.92087675449693e-08,1.9386761973549937e-08
1967,9.712761084301746e-08,2.662381204387998e-08
1968,6.871866276014771e-08,4.1770167991117546e-08
1969,1.3125679743097862e-07,5.7226148264533094e-08
1970,1.4026110761733435e-07,5.196559380027388e-08
1971,7.913131838677145e-08,6.063308810588808e-08
1972,8.516043692452513e-08,4.206720477517578e-08
1973,1.0530219185511669e-07,9.813502960254183e-08
1974,1.125114366118396e-07,6.469407259901416e-08
1975,1.1137386479731504e-07,3.998036035568475e-08
1976,8.798831174772204e-08,3.770927736734819e-08
1977,1.1812331734972759e-07,3.0559265784546596e-08
1978,9.029698588847168e-08,5.762373511686292e-08
1979,8.777959692451986e-08,5.969012961681841e-08
1980,1.5293055355414253e-07,1.478139149968527e-08
1981,8.982280519376218e-08,1.3916208740916147e-08
1982,6.642027727821187e-08,2.172625779284232e-08
1983,7.957298464589257e-08,2.5261264524623073e-08
1984,9.162433656229041e-08,1.7976926391938264e-08
1985,8.782714644439693e-08,2.2257564347150094e-08
1986,9.351397523005289e-08,1.0190625454598035e-08
1987,8.860684630462856e-08,2.6276512354872494e-08
1988,7.675588875599715e-08,1.6190695451001602e-08
1989,1.0043263642955935e-07,2.1952489270837816e-08
1990,7.519138023326377e-08,1.1987032033644596e-08
1991,6.388997064732393e-08,2.4618154625954958e-08
1992,7.107828281505135e-08,8.815910779169656e-09
1993,6.370088811991081e-08,2.658819592271655e-08
1994,7.226649501035354e-08,3.692448680148175e-08
1995,8.784370209014014e-08,2.2232048257908588e-08
1996,8.274042784250923e-08,3.8434263549547154e-08
1997,7.575933125281153e-08,2.2056514170643027e-08
1998,5.149579607177657e-08,3.051602670556264e-08
1999,6.718195777466462e-08,2.239398577685847e-08
2000,7.113030875416371e-08,1.8555731395863972e-08
2001,4.9945814595275806e-08,1.577236241612212e-08
2002,6.002273522653923e-08,1.9715497678873817e-08
2003,6.250384387840313e-08,2.7918383271874347e-08
2004,4.492887129003975e-08,1.4535811193594483e-08
2005,7.16096195674254e-08,1.936612359365597e-08
2006,4.570857825569874e-08,1.317724773741702e-08
2007,5.23276817432361e-08,2.756190806141312e-08
2008,5.364373834026992e-08,2.213868624534321e-08
2009,4.1483275481368764e-08,1.8119132416671846e-08
2010,5.0544585405987164e-08,1.7005655383872664e-08
2011,4.244608931003313e-08,2.753259883969683e-08
2012,5.855314810787604e-08,2.2808492483594733e-08
2013,4.267361219945087e-08,2.1755175216853218e-08
2014,4.850597079553154e-08,2.555225263323191e-08
2015,4.255824848087286e-08,2.3274041138776624e-08
2016,5.0126427453278666e-08,2.651315300639112e-08
2017,4.5029441508859236e-08,2.213737992917686e-08
2018,4.1561612817986315e-08,2.349134664569874e-08
2019,4.030560774026526e-08,2.1938494354500904e-08
