year,énormes_ADJ anneaux_NOUN,énormes_ADJ panneaux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,3.315576790896557e-08,0.0
1804,9.887403784603066e-09,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,6.798221985349073e-09,0.0
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,1.622322720606917e-08,0.0
1817,2.80237220096069e-08,0.0
1818,3.5763532135746345e-09,0.0
1819,5.175524897538253e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,1.2819934447350079e-08,0.0
1822,4.010246357211145e-09,0.0
1823,9.882686669016039e-09,0.0
1824,4.463189640091514e-08,0.0
1825,7.044354433105582e-09,0.0
1826,2.554315514657901e-08,0.0
1827,2.027800150017356e-08,1.013900075008678e-08
1828,5.503380862137419e-09,0.0
1829,3.429270423183084e-09,0.0
1830,9.39315203396518e-09,0.0
1831,7.795603274018958e-09,1.091384405071949e-08
1832,2.705993873419743e-09,5.411987746839486e-09
1833,1.2741991461950875e-08,0.0
1834,1.8669062740173104e-08,0.0
1835,1.2100940693926532e-08,7.563087933704082e-10
1836,8.064899859050456e-09,9.409050427677812e-09
1837,4.87052354003481e-09,4.87052354003481e-09
1838,1.2624323808552163e-09,0.0
1839,4.894032734625853e-09,6.9914751765765e-10
1840,1.592422194107712e-08,1.2739377330817092e-09
1841,1.5409316489467528e-08,1.2841097074556274e-09
1842,1.6770663080478698e-08,1.341653010911159e-09
1843,1.5357969118667825e-08,5.906911071384968e-10
1844,1.2074834465636286e-08,2.7442805805577564e-09
1845,1.9530798311961917e-08,5.580227946389016e-10
1846,1.2294452567118697e-08,1.7563503984519002e-09
1847,1.0786447290911383e-08,0.0
1848,8.84974404868899e-09,8.045221711050488e-10
1849,1.256912263158938e-08,0.0
1850,8.146795238417326e-09,2.7155984128057753e-09
1851,4.514607354622058e-09,0.0
1852,5.208436348880241e-09,0.0
1853,1.1346670270029335e-08,0.0
1854,6.754363734984281e-09,0.0
1855,1.5920811335945473e-08,0.0
1856,6.212626857404757e-09,0.0
1857,8.298565390418844e-09,1.4644527812635033e-09
1858,2.936205500958522e-09,1.9574704079872163e-09
1859,8.656694916453489e-09,1.5276520048956854e-09
1860,5.034902272882391e-09,1.373155145145688e-09
1861,1.8863854922557266e-09,9.431927461278633e-10
1862,9.035972858839614e-09,9.035972525772706e-10
1863,4.994620717013731e-09,0.0
1864,1.0068928801842958e-08,0.0
1865,1.1296426905005319e-08,9.41368871743009e-10
1866,6.3252967308358166e-09,4.865612912574591e-10
1867,9.220341823379385e-09,1.455843445796745e-09
1868,2.9639244392143382e-09,0.0
1869,1.70923168951731e-08,9.767038289254515e-10
1870,1.3188312664169644e-08,0.0
1871,4.248470908407853e-09,1.0621177271019633e-09
1872,1.2094679036067646e-08,1.8142017887967654e-09
1873,1.496501056408306e-08,5.387403856360606e-09
1874,5.377148060148329e-09,0.0
1875,1.0298748520654044e-08,1.1443054281912168e-09
1876,1.0278225381910033e-08,2.418405919968336e-09
1877,6.184816214727107e-09,6.184815992682502e-10
1878,4.22736201599605e-09,4.831270938865373e-09
1879,0.0,0.0
1880,1.0910338410496934e-08,5.134277003548959e-09
1881,6.9725074602899895e-09,0.0
1882,7.320923423037584e-09,6.655385131892899e-10
1883,1.2638677882037541e-09,0.0
1884,1.8484751507230612e-08,1.3203393933736152e-09
1885,1.933690763067375e-09,6.445635691854079e-10
1886,6.4534639854230136e-09,6.453463874400711e-10
1887,7.834709769838355e-09,0.0
1888,9.510921827882157e-09,2.53624587998047e-09
1889,5.012109394186837e-09,4.385595886446936e-09
1890,1.9663159989136147e-09,6.554386478008212e-10
1891,8.92390783491237e-09,0.0
1892,9.402768341715273e-09,6.268512375839919e-10
1893,6.15841644346915e-09,1.847525021858587e-09
1894,6.9316934414587195e-09,4.411077725308132e-09
1895,7.22233739480771e-09,0.0
1896,0.0,4.717623180994224e-09
1897,2.9133566670225264e-09,5.826713556089658e-10
1898,5.6583548957434e-10,1.13167097914868e-09
1899,3.3165470370022376e-09,1.6582735185011188e-09
1900,6.748368974740515e-09,9.34389543516545e-09
1901,5.58873880507349e-09,5.029864968975062e-09
1902,5.892340837476695e-09,3.437198747846537e-09
1903,4.320176216765503e-09,3.2401321625741275e-09
1904,1.666133897515465e-08,9.13686282189019e-09
1905,1.0837593933388234e-08,0.0
1906,2.0576738535282857e-08,3.600929110447737e-09
1907,4.6285588695127444e-09,1.5428529565042481e-09
1908,7.367083831866239e-09,2.9468334439286537e-09
1909,9.351672325408344e-09,2.2003934230241384e-09
1910,5.34415089958884e-09,1.6032452032632705e-09
1911,7.980561100850991e-09,4.25629931299909e-09
1912,3.125652625612929e-09,8.335073964360618e-09
1913,1.96210621083992e-08,0.0
1914,6.696743604095445e-09,6.696743715117748e-10
1915,1.1780762143587253e-08,0.0
1916,4.394984820521586e-09,9.888715624128963e-09
1917,5.483212106582869e-09,3.289927441585405e-09
1918,8.040463406189247e-09,0.0
1919,1.5653341733923298e-08,9.207848705727883e-09
1920,1.514446346106979e-09,4.543339038320937e-09
1921,9.844571380313027e-09,3.0290989716519334e-09
1922,9.591316185719734e-09,0.0
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,5.156649773851996e-09
1925,5.499089184013428e-09,2.1996355847875293e-09
1926,7.802296586589819e-09,3.343841648018042e-09
1927,7.804457524684949e-09,2.2298449753321847e-09
1928,0.0,3.4278122562625413e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,5.2518016602221e-09,5.2518016602221e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,3.287861094491973e-09,0.0
1933,4.588264879146209e-09,4.588264879146209e-09
1934,1.1981580172459871e-09,8.38710612072191e-09
1935,0.0,8.377798899061872e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,2.5182236296217297e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,9.102635090130207e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,7.152522574216391e-09,4.7683483828109274e-09
1948,2.174377566888097e-09,4.348755133776194e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,7.444753258312176e-09,7.444753258312176e-09
1951,3.1984206394497505e-09,5.330700769690111e-09
1952,0.0,7.381362632230548e-09
1953,2.1547654771580937e-09,1.0773827163745864e-08
1954,4.886268278880834e-09,9.772536113672459e-10
1955,4.6928039232341234e-09,7.508486277174597e-09
1956,4.360570571293465e-09,2.616342476002842e-09
1957,8.835037701437898e-10,9.718541527092839e-09
1958,8.272243445794913e-10,8.272243334772611e-09
1959,6.200598257066758e-09,5.425523585955716e-09
1960,2.076250060767393e-09,5.536666680683311e-09
1961,9.72742331128984e-09,7.64297514166401e-09
1962,3.170978146727066e-09,1.0781326054143392e-08
1963,0.0,1.1638896069143811e-08
1964,3.6503808864551957e-09,2.4335873316516654e-09
1965,5.47204326295514e-09,3.2832261354087677e-09
1966,2.215629901769489e-09,5.539074754423723e-10
1967,6.409436092980059e-09,4.437302081328198e-09
1968,9.431973424511852e-09,4.491415683816058e-09
1969,4.087581828571274e-09,5.450109252791435e-09
1970,4.598724956395017e-09,3.219107425067591e-09
1971,3.5968783507200897e-09,4.624557625731995e-09
1972,4.104117490300041e-09,5.130146973897354e-09
1973,4.9618833486420044e-09,6.615844760915479e-09
1974,2.2502286700643026e-09,7.313243344242437e-09
1975,1.7134440533084216e-09,3.4268881066168433e-09
1976,6.2848797277581525e-09,5.142174241967723e-09
1977,4.7014254711541525e-09,5.876781727920388e-09
1978,2.3762365408686037e-09,7.72276909088987e-09
1979,3.5111840102075575e-09,2.925986564150662e-09
1980,3.411090521154847e-09,2.8425752862659692e-09
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,3.7245013739806154e-09,3.7245013739806154e-09
1983,4.4207211225000265e-09,1.0104505676622466e-08
1984,5.219107812592938e-09,3.479405208395292e-09
1985,6.015557829641693e-09,6.617113967877231e-09
1986,7.792831269171074e-09,2.3977941854269602e-09
1987,3.0554083707556856e-09,1.099947066762752e-08
1988,2.99827696004229e-09,3.597932174415064e-09
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,5.448650863826288e-09,4.358920779878872e-09
1991,4.10302547493302e-09,3.5168792322792797e-09
1992,3.856960972825618e-09,5.509944056569793e-09
1993,3.323524566667402e-09,5.539207315052863e-09
1994,1.0549853213248639e-09,5.802419433820205e-09
1995,5.422450821690461e-10,3.795715741716776e-09
1996,5.3380921904988554e-09,1.6014276571496566e-09
1997,1.917957792585412e-09,4.794894259418925e-09
1998,2.3840645013706308e-09,5.72175506974304e-09
1999,3.656160929565999e-09,4.570201106446348e-09
2000,3.97622823555821e-09,5.3016377954406835e-09
2001,4.3812117822561447e-10,3.943090742808408e-09
2002,2.1906108038649563e-09,6.133709984368352e-09
2003,4.583615265119079e-09,2.5001538617175356e-09
2004,4.845270407116686e-09,6.166707589017051e-09
2005,3.602999676388663e-09,4.954124666056714e-09
2006,2.4707338397433887e-09,9.059357708451898e-09
2007,4.393927444112933e-09,7.589511241690161e-09
2008,4.6831836186811415e-09,5.5346713878634546e-09
2009,6.198650481792356e-09,4.291373478793048e-09
2010,6.140930874920514e-09,1.369900015646408e-08
2011,4.971163480860241e-09,8.412738061736036e-09
2012,5.446804340891731e-09,1.327658516458996e-08
2013,6.414987652192394e-09,1.4782362889320666e-08
2014,7.57905826986871e-09,9.311413862178597e-09
2015,9.531274436369586e-09,1.1969507163200888e-08
2016,1.2013772199281902e-08,5.59261792432153e-09
2017,6.037467414898856e-09,1.4590545660553289e-08
2018,8.26069346260283e-09,1.8328414341794996e-08
2019,9.438654302584837e-09,1.5305927192343916e-08
