year,plus_ADV heureux_ADJ,plus_ADV peureux_ADJ
1916,6.545231087784487e-06,9.888715624128963e-09
1917,6.3024042447068496e-06,3.618920207948406e-08
1918,6.430073568708394e-06,2.2972752589112133e-08
1919,6.6057103822458885e-06,1.6574126959767455e-08
1920,6.333414688697303e-06,4.543339038320937e-09
1921,5.8476754531966435e-06,1.060184651180407e-08
1922,6.31256148153625e-06,1.9920426197472807e-08
1923,6.656199445842503e-06,1.9108707505210987e-08
1924,6.5992226438993384e-06,2.836157442231979e-08
1925,6.518619954931637e-06,2.4195991654707427e-08
1926,6.372247156605226e-06,1.89484357093761e-08
1927,6.865692824931102e-06,2.6758140592164636e-08
1928,5.964393466229012e-06,2.170947865920425e-08
1929,6.146162320419535e-06,2.2280811862174232e-08
1930,6.425054380088113e-06,1.260432402894196e-08
1931,6.044839096830401e-06,1.710803587684495e-08
1932,5.605803195862791e-06,2.6302888755935783e-08
1933,5.4715059434329305e-06,1.1470662197865522e-08
1934,5.596595869405974e-06,1.677421224144382e-08
1935,5.4060737255667846e-06,1.4361940969820353e-08
1936,5.098442343864917e-06,2.0612015205756506e-08
1937,4.94579118992533e-06,1.1332006333297784e-08
1938,5.0408751945951735e-06,2.3337385357535823e-08
1939,5.056213055354419e-06,2.2941076593951948e-08
1940,4.957455573162406e-06,1.01431314458722e-08
1941,5.407152855241293e-06,2.066051862925633e-08
1942,5.470683788644237e-06,1.517105907566929e-08
1943,5.542276113601474e-06,4.064529335323641e-08
1944,5.1925087802828784e-06,2.2492303131116387e-08
1945,5.197910709853204e-06,3.267756198965799e-08
1946,5.362409481790564e-06,2.7842208538686464e-08
1947,5.296442864732853e-06,1.5497132244135514e-08
1948,4.857559531501465e-06,2.935409759707852e-08
1949,4.358751681365902e-06,1.7670614971265763e-08
1950,4.731672419211463e-06,2.6588404367089424e-08
1951,4.843474840754425e-06,1.8124383771578323e-08
1952,4.175742446932418e-06,4.323369751091377e-08
1953,4.036953072272809e-06,1.4005975934594517e-08
1954,4.373210046537679e-06,3.2249369175119114e-08
1955,4.041442593916145e-06,2.1586897602787758e-08
1956,4.1974856230808655e-06,1.9186511268642903e-08
1957,3.9068536352715455e-06,2.9155625025367726e-08
1958,3.7415357212466915e-06,1.9026160202884057e-08
1959,4.099370514154543e-06,1.3951345856355601e-08
1960,4.28676440833442e-06,2.353083417006019e-08
1961,4.178623086659172e-06,1.4591134855912458e-08
1962,4.33028772306443e-06,1.9025868880362395e-08
1963,4.131807941121224e-06,2.392439668597035e-08
1964,4.396275684825923e-06,1.8860301764789256e-08
1965,4.333310954507397e-06,1.9152151253809535e-08
1966,4.273396328358103e-06,1.9386760974349215e-08
1967,5.138395721360212e-06,1.2818872185960117e-08
1968,5.479527203533507e-06,1.4372531137452071e-08
1969,4.537670108106795e-06,1.816703121271246e-08
1970,4.468121304057604e-06,1.6555409487750694e-08
1971,4.407717412391321e-06,1.4387512625724241e-08
1972,4.712040052368138e-06,8.721249500354133e-09
1973,3.818444952230493e-06,1.92962140155295e-08
1974,3.1205046013838e-06,1.6314157136321228e-08
1975,3.221845929601841e-06,6.282628195464213e-09
1976,3.0367396277597436e-06,1.314111175432231e-08
1977,2.8690448417023617e-06,5.876781727920388e-09
1978,3.6267310719040324e-06,1.3069301196821925e-08
1979,3.584918857768571e-06,1.9311512389208474e-08
1980,3.019952117711e-06,1.1370301145063877e-08
1981,2.822460139384475e-06,2.024175771442316e-08
1982,2.785926916715198e-06,1.3035754697909852e-08
1983,2.5368624037014342e-06,1.7682884045910896e-08
1984,2.827596439658464e-06,4.059305780401701e-09
1985,2.5199172597467623e-06,1.0226449020933615e-08
1986,2.7856374131829398e-06,1.4386764723983703e-08
1987,2.6441504701324448e-06,1.649920555735207e-08
1988,2.41061464834047e-06,1.2592763276586538e-08
1989,2.8186994498469176e-06,1.0427432250992297e-08
1990,2.528718979988298e-06,1.2531897297662908e-08
1991,2.5808031907104123e-06,1.52398094144246e-08
1992,2.5031676571529715e-06,1.597883780846132e-08
1993,2.7009174843328765e-06,1.661762283333701e-08
1994,2.545152064215017e-06,1.635227242502424e-08
1995,2.7518938736648124e-06,1.4640617607142303e-08
1996,2.4427108940017206e-06,2.4021414191111035e-08
1997,2.287644164766789e-06,2.061804549313706e-08
1998,2.5228172120250747e-06,1.9072516010965046e-08
1999,2.7133283282410048e-06,1.416762351880152e-08
2000,2.438311490493561e-06,2.5624583344097118e-08
2001,2.5319023215786274e-06,3.373533025152753e-08
2002,2.55556638961707e-06,1.7963008858146168e-08
2003,2.6339118832652275e-06,2.0417921575699438e-08
2004,2.4428971912016095e-06,1.1011977996133737e-08
2005,2.483367449457319e-06,1.216012357474483e-08
2006,2.6523329630379067e-06,9.882935358973555e-09
2007,2.644744906632468e-06,1.8374605309512404e-08
2008,2.7830883198021183e-06,1.7029759269426847e-08
2009,3.0692856256564482e-06,1.4781396551200032e-08
2010,3.181474596658518e-06,2.692562084405381e-08
2011,3.1058300642428094e-06,2.256143447065817e-08
2012,3.9662946207386085e-06,2.655317032917992e-08
2013,4.304735760740641e-06,3.7374276729007505e-08
2014,4.608716800191814e-06,3.118241212463069e-08
2015,5.43282628484576e-06,3.169702794680873e-08
2016,6.3672992638430514e-06,3.00344303316713e-08
2017,4.116546364230089e-06,3.069045995118813e-08
2018,5.05967455666223e-06,3.9238294391452655e-08
2019,5.6463564703790325e-06,3.34179401373369e-08
