year,des_DET arts_NOUN,des_DET parts_NOUN
1908,1.4650673616500853e-06,3.6589847862700253e-07
1909,1.5028687272433672e-06,4.296268132364389e-07
1910,1.347260415673901e-06,3.7462494884010766e-07
1911,1.388085669518091e-06,4.1764936353771986e-07
1912,1.4211300936040061e-06,3.943531847738768e-07
1913,1.5771091064209486e-06,4.6348130045004154e-07
1914,1.661462101676392e-06,4.031439697627093e-07
1915,1.3571437839088318e-06,4.288197206214761e-07
1916,1.8403998949256817e-06,3.351176016685997e-07
1917,1.1021256476340113e-06,5.011655757058975e-07
1918,1.2393800083998485e-06,5.16886943913164e-07
1919,1.310276865673643e-06,5.718073607940966e-07
1920,1.4917296802252622e-06,5.209695270735892e-07
1921,1.3744536286885989e-06,4.929858725688518e-07
1922,1.3029434011713192e-06,3.5487868910166753e-07
1923,1.3737036916872114e-06,3.842973228529445e-07
1924,1.311078245080921e-06,4.782792704105532e-07
1925,1.4671569310564792e-06,5.455096010464899e-07
1926,1.4389665299319176e-06,5.272123617672264e-07
1927,1.549742258077913e-06,4.0360193609423334e-07
1928,1.2888574563163502e-06,5.541630256900021e-07
1929,1.3011994823841633e-06,8.734078802419276e-07
1930,1.3402598320055858e-06,3.9703622489728474e-07
1931,1.2762593923909549e-06,4.3568463503618204e-07
1932,1.3403513063892092e-06,3.8139186830932204e-07
1933,1.4040090672295946e-06,5.001208824850778e-07
1934,1.2173285366401387e-06,4.1336451062079504e-07
1935,1.3943051371256843e-06,4.308582388645732e-07
1936,1.2815823176026697e-06,5.262126090421759e-07
1937,1.4933066383449045e-06,3.7269709407539153e-07
1938,1.306893590680147e-06,3.876599001806369e-07
1939,1.2449357100763336e-06,6.698794194903712e-07
1940,1.4555394005633104e-06,3.6261695068873223e-07
1941,1.5583933796747829e-06,4.958524404408138e-07
1942,1.565653240831466e-06,5.309870658720683e-07
1943,1.3500043820613428e-06,6.125826106373466e-07
1944,1.2884876365859554e-06,3.8879553798665256e-07
1945,1.6404135081415916e-06,5.685895523299678e-07
1946,1.7888619101569248e-06,7.322500890083461e-07
1947,3.712159195146114e-06,5.114053571730892e-07
1948,1.6699219917981623e-06,4.2943956302110564e-07
1949,1.8122197236181137e-06,7.38239012587627e-07
1950,1.6080666576101521e-06,9.008151238276696e-07
1951,1.9830207822479906e-06,5.799802624828487e-07
1952,1.623899786196148e-06,7.70825193896485e-07
1953,1.6160740932136264e-06,6.001022003765399e-07
1954,1.6085594201076248e-06,5.668071088038573e-07
1955,1.608693179555587e-06,5.772148869986893e-07
1956,1.4756171555774245e-06,4.761743426229259e-07
1957,1.616811895921444e-06,5.318692943845349e-07
1958,1.4650142619032636e-06,6.8080563986328e-07
1959,1.5346480868316803e-06,4.991481503680006e-07
1960,1.5191229092437197e-06,4.429333440025829e-07
1961,1.6230899646529906e-06,5.933728162155205e-07
1962,1.8169704629755756e-06,6.373666039394266e-07
1963,1.7671723195888944e-06,4.4163144341524685e-07
1964,1.7710431476913868e-06,4.934098586928393e-07
1965,1.750506719133682e-06,5.53770817646182e-07
1966,1.590268341900014e-06,4.824534327596552e-07
1967,1.7749208200967814e-06,4.5950727223242893e-07
1968,1.676196325739454e-06,4.1096455505318374e-07
1969,1.787635831362877e-06,5.209396112260123e-07
1970,1.6261091015934426e-06,6.934877179176624e-07
1971,1.6602162329348857e-06,4.177517256565011e-07
1972,1.654472344903013e-06,5.06858523596776e-07
1973,1.5718143835385945e-06,4.91226469723216e-07
1974,1.5340934469421086e-06,5.659325061913023e-07
1975,1.6334833037312535e-06,4.900450218947583e-07
1976,1.6072151138857294e-06,5.21073661552407e-07
1977,1.5973093114851622e-06,5.436023315930072e-07
1978,1.6199992547427655e-06,5.489106225109452e-07
1979,1.768466381779632e-06,6.24405533500294e-07
1980,1.905093951037884e-06,5.628298951343425e-07
1981,1.7496469819633376e-06,5.857458655889047e-07
1982,1.916876746221874e-06,6.828252363533238e-07
1983,1.8207055791918947e-06,7.483649353545729e-07
1984,2.040091191979343e-06,7.173373783864179e-07
1985,2.4182544162698605e-06,8.024754647451005e-07
1986,1.857091625367957e-06,8.979739138936793e-07
1987,2.0727891083538452e-06,1.1023914012753266e-06
1988,1.8949109512611528e-06,1.1711269092273824e-06
1989,1.953771523233172e-06,1.2134237605820886e-06
1990,1.8519964974927916e-06,1.1120696692401566e-06
1991,1.7725070708962676e-06,1.1201259653148554e-06
1992,1.8513412936016493e-06,1.2210036803850244e-06
1993,1.7326641028603262e-06,1.2092089871629241e-06
1994,1.7549680384476574e-06,1.1388566019121527e-06
1995,1.92388549002942e-06,1.2265583562154347e-06
1996,1.7183319229729932e-06,1.1279388409946023e-06
1997,1.6494437318215205e-06,1.1838594642377132e-06
1998,1.8538486274977117e-06,1.3355529828729118e-06
1999,1.838591868974504e-06,1.2444657855326113e-06
2000,1.6576453667482838e-06,1.1451537260676048e-06
2001,1.743722320313168e-06,1.079968691808375e-06
2002,1.6284999801996491e-06,1.1128302288554437e-06
2003,1.6592686939986834e-06,1.1167353135554947e-06
2004,1.6218441896143077e-06,1.1981032779218026e-06
2005,1.7578134166029713e-06,1.0808998514022505e-06
2006,1.7554565090449614e-06,1.1229486318597992e-06
2007,1.6872681491975072e-06,1.0585370038285191e-06
2008,1.6327280736305738e-06,1.2248654499558143e-06
2009,1.5067488732256606e-06,1.1591475672645402e-06
2010,1.302349771137301e-06,1.343446781376656e-06
2011,1.0661233513786783e-06,1.3097104396564418e-06
2012,9.661269100291747e-07,1.1043395922172294e-06
2013,8.651865837094874e-07,1.2933172603979415e-06
2014,9.272436471974288e-07,1.1500679875098285e-06
2015,9.939124137048339e-07,1.1249120115408573e-06
2016,9.830580012248902e-07,1.0878677496606315e-06
2017,8.51282863756353e-07,1.2734024066318739e-06
2018,8.366533847947721e-07,1.0281981897009018e-06
2019,8.813662422113566e-07,1.0760066304627003e-06
