year,trois_DET oies_NOUN,trois_DET poids_NOUN
1800,1.2576657937302116e-08,1.8864987794131594e-08
1801,3.333655484993869e-08,2.6193008650921e-08
1802,3.5805442166747525e-08,5.147032311469957e-08
1803,5.655983681407406e-08,1.950339223455444e-09
1804,3.213406074564773e-08,4.943701892301533e-09
1805,3.127165526528586e-08,1.1371510844071508e-08
1806,8.645007376628655e-09,8.645007376628655e-09
1807,0.0,0.0
1808,4.5321479902327155e-09,2.2660739951163578e-09
1809,1.129515236897305e-08,0.0
1810,3.042164919975221e-08,1.1700633351097167e-08
1811,0.0,1.0028307073639553e-08
1812,3.467370746079723e-08,0.0
1813,3.163315653864629e-08,5.751483289628823e-09
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,0.0,0.0
1816,6.952811659743929e-09,1.3905623319487859e-08
1817,2.490997452753163e-08,1.556873407970727e-09
1818,5.960588467246453e-09,3.5763532135746345e-09
1819,4.140420006848444e-09,9.315945348475907e-09
1820,8.306536791735653e-09,8.306536791735653e-09
1821,8.875339574387908e-09,3.94459531705138e-09
1822,1.804610860745015e-08,7.017931125119503e-09
1823,1.9765373782121287e-09,9.882686669016039e-09
1824,3.3684450784221553e-09,1.6000115010683658e-08
1825,1.7610886082763955e-09,1.3208164340028361e-08
1826,0.0,6.1655889282974385e-09
1827,0.0,7.373818444733615e-09
1828,9.172301140836225e-09,1.2841221863624241e-08
1829,1.2002446148073886e-08,1.0287811491593857e-08
1830,0.0,2.2961039070068523e-08
1831,7.795603274018958e-09,0.0
1832,0.0,2.705993873419743e-09
1833,6.950177322551099e-09,2.3167257001688313e-09
1834,6.534171426153534e-09,1.4001796166951408e-08
1835,7.563087933704082e-09,2.7983425354705105e-08
1836,0.0,5.376600054063374e-09
1837,4.174734336004349e-09,6.262101948095733e-09
1838,2.5248647617104325e-09,2.5248647617104325e-09
1839,0.0,6.29232765891885e-09
1840,5.7327197988676915e-09,8.917564464638872e-09
1841,6.420548537278137e-10,1.0272877659645019e-08
1842,0.0,3.3541325272778977e-09
1843,1.7720733769266417e-09,4.7255288571079745e-09
1844,1.811225169845443e-08,9.879410178825765e-09
1845,6.138250796539069e-09,1.0602432709561072e-08
1846,5.854501328173001e-10,1.1123552745573306e-08
1847,8.089835468183537e-09,1.5640349459999925e-08
1848,0.0,2.494018680465615e-08
1849,8.379414495607307e-09,2.513824481908955e-09
1850,1.0183494048021657e-08,3.1229381747266416e-08
1851,8.384270167027807e-09,3.353708066811123e-08
1852,3.2552727180501506e-09,8.463708844885787e-09
1853,1.7915795513800958e-09,1.4332636411040767e-08
1854,3.1173986725363534e-09,1.4028294081924741e-08
1855,1.5920811335945473e-08,1.6451505047143655e-08
1856,3.624032518523279e-09,9.3189408967298e-09
1857,3.905207268672939e-09,7.810414537345878e-09
1858,9.787352039936081e-10,9.297984604472731e-09
1859,3.055304009791371e-09,1.1711998704200255e-08
1860,1.1900677859832953e-08,4.119465518703791e-09
1861,5.187560159214399e-09,9.431927461278633e-10
1862,1.1294966073549517e-08,4.9697850279528666e-09
1863,1.1987089820753027e-08,9.989241434027463e-09
1864,2.3973640850272204e-09,1.9178911792039344e-09
1865,7.060266649094871e-09,1.882737743486018e-09
1866,1.2650593461671633e-08,1.9949013108089275e-08
1867,7.76449837758264e-09,1.649955905236311e-08
1868,8.397785578040384e-09,1.1361710683388537e-08
1869,7.325278716940886e-09,8.30198221279943e-09
1870,1.0894693147633916e-08,2.408300403544672e-08
1871,1.6993883855676017e-08,1.0621177271019633e-09
1872,1.511834801792844e-08,9.071008832961525e-09
1873,1.5563611011071288e-08,1.7359413628792453e-08
1874,1.553398404352535e-08,4.779687312606029e-09
1875,5.721527140956084e-10,8.01013810836082e-09
1876,4.836811839936672e-09,1.0882826639857512e-08
1877,4.329371194877751e-09,1.6699003069220453e-08
1878,4.831270938865373e-09,1.9928993455486932e-08
1879,6.109325489944695e-09,1.8327975581655664e-08
1880,8.343199908722454e-09,1.9253538763308597e-09
1881,1.2550513517339823e-08,1.1156012114099667e-08
1882,6.655385131892899e-09,1.4641847512208983e-08
1883,3.159669414998234e-09,2.6541224329434954e-08
1884,5.281357573494461e-09,1.9805090900604227e-08
1885,3.2228177904158883e-09,1.6758653131887513e-08
1886,2.5813855497602844e-09,1.4842966855610484e-08
1887,3.9173548849191775e-09,1.697520485288706e-08
1888,7.60873763994141e-09,8.87686035788704e-09
1889,1.8795409673089125e-09,2.318100555953606e-08
1890,6.5543866445416654e-09,1.6385965917464773e-08
1891,1.211101841036566e-08,1.466070642663908e-08
1892,3.761107425503951e-09,2.4447198043731078e-08
1893,8.005941687372342e-09,8.005941687372342e-09
1894,8.822155450616265e-09,2.0164925729204697e-08
1895,1.8055843487019274e-09,7.824199066419624e-09
1896,9.435246750566506e-09,4.1279202278587945e-09
1897,1.1070755534525745e-08,1.5732126712464378e-08
1898,2.26334195829736e-09,1.923840653450526e-08
1899,7.738609753005221e-09,5.527578395003729e-09
1900,1.2458527431924438e-08,2.5955265714472375e-08
1901,1.1177477832191585e-09,2.0678333823020978e-08
1902,8.34748237199534e-09,9.820567303808758e-09
1903,1.1880484818149739e-08,1.4040572260398676e-08
1904,3.2247751136083025e-09,1.1286712897629059e-08
1905,4.64468330463319e-09,3.251278091198628e-08
1906,8.230695236477459e-09,1.388929771195535e-08
1907,1.2342824262656649e-08,1.23428243181678e-08
1908,8.349361424464519e-09,2.161011281032188e-08
1909,6.051082024338683e-09,1.1001967337165297e-08
1910,3.7409054742809644e-09,2.1911017888953666e-08
1911,6.384448969498635e-09,1.489704781754142e-08
1912,1.1981668712746085e-08,8.335073964360618e-09
1913,2.6514948014977335e-09,5.302989658506618e-09
1914,4.68772043404897e-09,1.4732836284281348e-08
1915,1.5314990164938536e-08,1.1780762143587253e-08
1916,4.394984820521586e-09,2.197492410260793e-09
1917,5.483212106582869e-09,1.315970976634162e-08
1918,2.2972752589112133e-09,2.1824114071478107e-08
1919,1.8415696745321952e-09,7.366278698128781e-09
1920,2.2716695191604686e-09,1.514446346106979e-09
1921,7.572747762196741e-09,4.543648568500203e-09
1922,1.254249004656316e-08,8.853522359686394e-09
1923,4.246379248229459e-09,4.246379248229459e-09
1924,3.867487219366694e-09,1.1602462102189293e-08
1925,5.499088961968823e-09,1.5397448649423495e-08
1926,1.114613823460786e-08,3.343841648018042e-09
1927,8.919379901328739e-09,7.804457635707251e-09
1928,4.5704163786908225e-09,4.570416489713125e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,9.453243521306831e-09,4.201441416995522e-09
1931,5.7026783295555106e-09,7.983749661377715e-09
1932,5.4797681947604815e-09,6.575722188983946e-09
1933,6.882397318719313e-09,8.029463538505865e-09
1934,3.5944740517379614e-09,1.7972370258689807e-08
1935,9.574627313213568e-09,1.3165112555668657e-08
1936,7.274828739411987e-09,2.424942913137329e-09
1937,6.295558963032022e-09,7.554670666820584e-09
1938,9.075650453382877e-09,1.4261735792331365e-08
1939,6.117620188206274e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.3612020338958928e-08,5.9030051957620344e-09
1942,9.102635312174812e-09,3.034211770724937e-09
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,0.0,0.0
1945,4.357008087652048e-09,1.089252066321933e-08
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,2.174377566888097e-09,5.435943917220243e-09
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,4.2541445921528975e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,1.0661401983469432e-08
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,7.541679392097933e-09,5.386913581872932e-09
1954,1.6613311615287785e-08,2.9317608341017376e-09
1955,6.569925492527773e-09,4.6928039232341234e-09
1956,3.488456634670456e-09,6.976913269340912e-09
1957,9.718541305048234e-09,8.835037590415595e-09
1958,4.1361216673863055e-09,1.1581140491045971e-08
1959,2.325224457422337e-09,2.3252243464000344e-09
1960,6.920833239831836e-09,6.920833239831836e-09
1961,9.727422756178328e-09,6.948159270159238e-10
1962,5.7077609305622445e-09,9.512934440181198e-09
1963,8.405868889838075e-09,4.526237051827309e-09
1964,6.692365273064382e-09,7.300761994954996e-09
1965,6.5664522708175355e-09,6.01924787790864e-09
1966,1.1078149397825143e-08,4.985167278981351e-09
1967,7.395503320850594e-09,7.3955032653394426e-09
1968,7.635406862327443e-09,7.635406973349745e-09
1969,7.266812374062681e-09,1.0446042475464878e-08
1970,3.219107425067591e-09,6.438215210957665e-09
