year,trois_DET oies_NOUN,trois_DET poids_NOUN
1971,6.679916619845017e-09,1.6442872285971077e-08
1972,7.695220349823728e-09,8.721249666887587e-09
1973,1.0475087075523248e-08,2.8117339123667762e-08
1974,7.875800456247362e-09,1.2376257574331362e-08
1975,9.138368284311582e-09,1.3707552426467373e-08
1976,6.856232359631065e-09,1.0855701115808358e-08
1977,8.227494963097826e-09,1.6454989204550685e-08
1978,1.3069300752732715e-08,9.504946163474415e-09
1979,7.0223681314374176e-09,8.192762912528906e-09
1980,8.527726136353664e-09,1.1938816268930452e-08
1981,8.85576917353248e-09,6.325549639640826e-09
1982,3.724501262958313e-09,5.586752171993226e-09
1983,4.420721011477724e-09,8.209910418166544e-09
1984,5.799008384599347e-09,7.538711210841598e-09
1985,7.218669662023558e-09,9.62489254963117e-09
1986,1.3187867742292525e-08,5.994485352545098e-09
1987,6.110816741511371e-09,2.4443267410134695e-09
1988,1.1393452181707175e-08,5.9965538645734284e-09
1989,7.134558721588746e-09,7.683370939481904e-09
1990,9.262706657242603e-09,5.448650863826288e-09
1991,1.055063725274863e-08,5.2753188484189195e-09
1992,1.1019888168650738e-08,1.4325855168806356e-08
1993,5.539207592608619e-09,6.647049133334804e-09
1994,6.85740436656701e-09,6.85740436656701e-09
1995,8.675921314704738e-09,1.3556127220759606e-08
1996,4.270473752399084e-09,5.871901187504136e-09
1997,6.7128524960935465e-09,1.53436625627279e-08
1998,4.768129113763564e-09,5.244941925219848e-09
1999,3.656160929565999e-09,1.2339543387085428e-08
2000,3.092622158362701e-09,1.1045078740501424e-08
2001,3.5049694258049158e-09,1.0514908055370142e-08
2002,7.4480765999140885e-09,1.3143663935011318e-08
2003,3.333538334260311e-09,7.083769126836614e-09
2004,4.404791115186768e-09,1.1452457648886138e-08
2005,8.106749049829887e-09,8.106749382896794e-09
2006,9.47114670024618e-09,1.5236192918433034e-08
2007,5.592271090648637e-09,1.078509459517818e-08
2008,3.405951742863067e-09,8.940623352771127e-09
2009,2.860915504498962e-09,5.721831008997924e-09
2010,5.196172492283324e-09,6.613310343794865e-09
2011,7.64794394481072e-09,1.911985902935953e-09
2012,6.127654716969744e-09,3.744677901096338e-09
2013,5.857162532763027e-09,6.136074981455408e-09
2014,8.012147278968484e-09,7.795602496862841e-09
2015,6.206411301556969e-09,6.428068521913133e-09
2016,7.871092000399926e-09,4.142680115615249e-09
2017,5.534344982294215e-09,6.289028520178874e-09
2018,1.2132893356664454e-08,5.6792266445171435e-09
2019,5.101975730781305e-09,3.3162841361900064e-09
