year,aux_ADP artisans_NOUN,aux_ADP partisans_NOUN
1800,1.477757329837459e-07,6.4140954236791e-07
1801,2.2621235018505104e-07,7.500725303088984e-07
1802,3.625301019383187e-07,5.214167231315514e-07
1803,3.4325969977544446e-07,5.480453069139912e-07
1804,1.8044511307380162e-07,6.402094125945723e-07
1805,1.2792949255491237e-07,6.396475100700627e-07
1806,1.901901622858304e-07,5.619255034616799e-07
1807,2.306033621835013e-07,5.352275707082299e-07
1808,2.1301096175818657e-07,5.846470685355598e-07
1809,1.784634093837667e-07,6.980404236855975e-07
1810,1.848700073026066e-07,5.920520962376941e-07
1811,1.8301660986708157e-07,6.919531734261852e-07
1812,9.068508077803017e-08,7.121445833035978e-07
1813,1.2653262615458516e-07,7.189353858905179e-07
1814,2.8634761761736627e-07,7.520558096274499e-07
1815,2.0498899644394442e-07,1.0654032527313007e-06
1816,1.8309070171085295e-07,8.876423081005669e-07
1817,1.7125607465473536e-07,8.251429335359717e-07
1818,1.728570777626004e-07,1.084827085495732e-06
1819,3.281282801026464e-07,9.088221757380666e-07
1820,2.397029126299799e-07,1.1095159910823327e-06
1821,2.3766187062790323e-07,1.174503251100134e-06
1822,2.656788069543836e-07,8.060595462211495e-07
1823,3.211873274011623e-07,7.263774604027162e-07
1824,2.11369926006455e-07,8.943221700974391e-07
1825,4.490776062127111e-07,8.928719461565038e-07
1826,3.479153676266833e-07,1.229594660756561e-06
1827,3.1338729389318587e-07,1.1853412607010227e-06
1828,1.8528047940336023e-07,7.154395120778645e-07
1829,2.1690136087215706e-07,1.0236372323113585e-06
1830,2.108240879650225e-07,9.424463016660667e-07
1831,2.588140191051025e-07,7.717647099170222e-07
1832,1.9077256574462353e-07,8.185631248380787e-07
1833,2.2819748757285652e-07,7.089180448227594e-07
1834,2.2869600790897948e-07,7.813002138590264e-07
1835,2.2311108693884307e-07,7.510146318168154e-07
1836,2.1506400749160548e-07,7.849836198836613e-07
1837,2.4839669698906164e-07,8.920016068003633e-07
1838,1.6285377135716317e-07,9.278877861618184e-07
1839,1.7408772556848362e-07,9.368576758816971e-07
1840,2.0510397291673144e-07,9.376181635545322e-07
1841,1.8748001551216475e-07,9.341898206116639e-07
1842,2.522307607222274e-07,9.841024404266818e-07
1843,3.3846601033005186e-07,1.032528080813222e-06
1844,3.3096024587564443e-07,1.0922237061450346e-06
1845,2.1316470943943955e-07,8.654933441043511e-07
1846,2.3535095827753594e-07,8.957387276353757e-07
1847,3.203574854282465e-07,9.599937884630094e-07
1848,4.263967579021255e-07,9.815170578519883e-07
1849,2.3294773954241066e-07,1.0038539386414413e-06
1850,2.892112327401719e-07,9.782943450886705e-07
1851,2.773258627186692e-07,9.0550121356614e-07
1852,3.2748043565788976e-07,8.313966448625365e-07
1853,2.8068079060972195e-07,8.826515038862226e-07
1854,2.473136291314404e-07,8.687150909736374e-07
1855,1.6345366660175387e-07,8.682149292837948e-07
1856,2.5419999971632024e-07,9.355181171954996e-07
1857,2.2943092048421931e-07,1.0182828233951113e-06
1858,2.1483237810926425e-07,1.0389274596178666e-06
1859,2.765050020059334e-07,1.130462514709052e-06
1860,1.9773434800640644e-07,9.634971895877698e-07
1861,2.3815616767564052e-07,9.384767594156074e-07
1862,2.3132089044253235e-07,9.794994122458434e-07
1863,1.6532195212803913e-07,9.859381098209496e-07
1864,2.2535221644304215e-07,8.913399422993962e-07
1865,2.3628357981309023e-07,9.00889990163023e-07
1866,1.6883676767776024e-07,9.366304709601536e-07
1867,2.0430336533650006e-07,7.701411597338392e-07
1868,2.1340255962343235e-07,8.970811276043378e-07
1869,1.9094560244070635e-07,9.537512628554623e-07
1870,1.7144805841695643e-07,1.0315553966577795e-06
1871,1.8374636567841662e-07,1.109913037034005e-06
1872,2.666876668389051e-07,9.742263475942536e-07
1873,1.7658713069579335e-07,9.362110890975828e-07
1874,2.204630709101707e-07,7.414489866519602e-07
1875,1.8652178823685972e-07,8.748215005738302e-07
1876,1.8561265324734677e-07,9.715945950006244e-07
1877,2.473926326018727e-07,8.065000152157609e-07
1878,2.2284237610747937e-07,8.031987812628927e-07
1879,2.663665803481763e-07,8.931833672676248e-07
1880,2.509377932113921e-07,9.21602730130644e-07
1881,1.875604489498528e-07,9.594170151672188e-07
1882,2.1230678881600795e-07,8.099603743261241e-07
1883,2.4519035424219737e-07,8.012922059208449e-07
1884,2.6604838243571294e-07,8.483180558016556e-07
1885,2.5266892761388604e-07,8.630706034296054e-07
1886,2.439409358956368e-07,8.963861466426692e-07
1887,3.173057478988994e-07,8.748759068311074e-07
1888,2.4284554456244223e-07,9.073419739991095e-07
1889,2.8882280034281393e-07,8.313836303841526e-07
1890,2.588982561668729e-07,8.527256873946953e-07
1891,2.409455119867232e-07,7.636315757508783e-07
1892,2.9963489289741574e-07,7.697732975486815e-07
1893,2.6542775799498486e-07,8.683367163087041e-07
1894,3.566671213928174e-07,8.904075166071834e-07
1895,3.1356980656482847e-07,8.751065401213509e-07
1896,3.443864864394186e-07,9.311408977197289e-07
1897,2.94249033583327e-07,8.839124507886709e-07
1898,2.5688931470924103e-07,9.047709461640352e-07
1899,2.404496548535917e-07,9.319497031867741e-07
1900,3.882907824159787e-07,8.020176949230517e-07
1901,3.7779876027599357e-07,8.438996044191072e-07
1902,2.464962591819386e-07,6.869486988136941e-07
1903,2.7541122449292743e-07,7.25789622180173e-07
1904,3.197902049834056e-07,8.029689766431147e-07
1905,3.261599639259316e-07,8.494609211595616e-07
1906,3.343719865434025e-07,7.788295164345982e-07
1907,2.9211350915936407e-07,7.019981413947107e-07
1908,3.045061269801863e-07,7.838577147367687e-07
1909,3.1245587778228057e-07,7.734382805324458e-07
1910,3.5057629022006154e-07,7.198570948219185e-07
1911,3.660417533524196e-07,8.374269118149869e-07
1912,3.0162548636525344e-07,7.913111002011419e-07
1913,3.054522159651185e-07,7.646911388548006e-07
1914,3.6430285743627167e-07,7.205696377354798e-07
1915,2.273687047527062e-07,4.78298938233479e-07
1916,4.5817717797547175e-07,6.065079318773314e-07
1917,3.0705987263957013e-07,7.084310311711306e-07
1918,2.676325596695506e-07,5.938456624221544e-07
1919,2.882056451269932e-07,6.381038888392254e-07
1920,3.081898354295731e-07,5.982062791787257e-07
1921,2.4005609278177076e-07,6.398971699184131e-07
1922,3.7627469895440413e-07,5.511317926476522e-07
1923,3.290944050604594e-07,6.199713844523558e-07
1924,3.5709800272343273e-07,7.206417880212257e-07
1925,3.343446053349908e-07,5.840032368809034e-07
1926,3.1320649862554006e-07,5.717969262519773e-07
1927,3.4897074074891066e-07,5.886790468423442e-07
1928,4.753233282528413e-07,5.701594618656713e-07
1929,3.7765977634052206e-07,6.060381139150195e-07
1930,4.1804341766038533e-07,6.984896145922903e-07
1931,4.607764205744047e-07,6.010623199159681e-07
1932,6.071583245059742e-07,6.718195884047873e-07
1933,4.244145097587193e-07,4.6685593790840585e-07
1934,4.780650382230078e-07,5.235950428783553e-07
1935,5.337854709352996e-07,5.79264973765703e-07
1936,7.2990781463389e-07,5.734990118355654e-07
1937,6.912523864421871e-07,5.137176426472934e-07
1938,6.638189601337885e-07,5.432424892148902e-07
1939,8.99290165001787e-07,5.689386615159719e-07
1940,5.477291376010385e-07,5.680153623011108e-07
1941,8.057602021160903e-07,4.338708770035282e-07
1942,6.311160660743553e-07,4.7030282734894513e-07
1943,9.87099951998971e-07,5.71937324167493e-07
1944,5.430284772955929e-07,5.655207768739956e-07
1945,4.422363133471663e-07,7.995109587710658e-07
1946,5.498835964345972e-07,5.902548458891488e-07
1947,6.306140964973395e-07,7.045234937663736e-07
1948,7.7407838716681e-07,8.556175679075295e-07
1949,6.489042245760857e-07,6.862089065862165e-07
1950,5.828177820355052e-07,6.306769426700498e-07
1951,5.554590201128917e-07,5.650542789226165e-07
1952,6.052717540505625e-07,4.987692516777997e-07
1953,6.065664717169739e-07,5.893283692159912e-07
1954,5.541027814359722e-07,5.560573175245054e-07
1955,6.541768406975734e-07,5.218397722828172e-07
1956,7.421691705644662e-07,5.319896407840474e-07
1957,5.124321882377103e-07,5.159662270770582e-07
1958,6.22899936963961e-07,5.53413106452183e-07
1959,5.820811548318261e-07,5.735553640917601e-07
1960,4.913791424865366e-07,5.633558277651218e-07
1961,5.704438681419788e-07,5.106896843187769e-07
1962,4.6613380400017945e-07,6.050226470932785e-07
1963,4.946530909322178e-07,5.994031546663336e-07
1964,5.19570910517686e-07,6.929640052888431e-07
1965,5.083528344940191e-07,7.141016755696228e-07
1966,4.985167194604401e-07,6.065286886069998e-07
1967,4.38306825945034e-07,6.246735004822312e-07
1968,4.82378075705725e-07,7.118894025381906e-07
1969,4.809721664278399e-07,6.222208153161546e-07
1970,4.2492220320156093e-07,6.493399684615042e-07
1971,4.033642060363718e-07,6.505211089802287e-07
1972,5.299441534489802e-07,6.263909142489865e-07
1973,6.814319837289418e-07,5.662060100775079e-07
1974,5.957480384566338e-07,5.783087893007632e-07
1975,5.69434598141072e-07,5.248850385441983e-07
1976,6.490566599737235e-07,5.542120913304416e-07
1977,5.85327478486164e-07,5.770999562670909e-07
1978,4.918809506371247e-07,5.875244806219371e-07
1979,5.354555869807598e-07,5.535966867142861e-07
1980,5.588503357856212e-07,5.622614036582263e-07
1981,4.921277592107032e-07,5.63606462833377e-07
1982,4.5873440857047143e-07,6.133012053766151e-07
1983,5.077514018125839e-07,5.803775282586798e-07
1984,4.7319909113330283e-07,5.770013267181184e-07
1985,4.938773423557308e-07,5.582438120654842e-07
1986,4.831555471263016e-07,6.13835295038001e-07
1987,4.992537370185346e-07,5.805276108716839e-07
1988,4.845215348936449e-07,5.80466433142135e-07
1989,4.368545178934369e-07,5.993029601469857e-07
1990,4.206358635294727e-07,6.293191949779953e-07
1991,4.6012502208370165e-07,5.62700652295689e-07
1992,4.2151074197693816e-07,6.826820868610639e-07
1993,4.447983634747743e-07,6.059893102872138e-07
1994,3.945645230540862e-07,6.176938978086355e-07
1995,4.3488055956331095e-07,6.398491869674672e-07
1996,4.217092939295952e-07,6.314962988085426e-07
1997,4.483226294649256e-07,7.067674712146754e-07
1998,4.424823831783442e-07,6.036451676294519e-07
1999,4.2411465789315983e-07,6.306877740058781e-07
2000,4.4047773783972843e-07,6.459161809857505e-07
2001,3.8817535807922354e-07,6.42723749777474e-07
2002,4.801818667132807e-07,6.405345640558835e-07
2003,3.6210560816485327e-07,6.829586762790996e-07
2004,4.008359966167774e-07,6.770164144853652e-07
2005,3.7110895600989124e-07,7.160962107732871e-07
2006,3.994353263703232e-07,6.423908027741732e-07
2007,4.7734030572677e-07,6.183454130948007e-07
2008,3.62733862946385e-07,5.862494374397897e-07
2009,3.2280663986306024e-07,5.554944513264104e-07
2010,2.659495447199234e-07,5.045011084447992e-07
2011,3.093593201608513e-07,4.298144600234366e-07
2012,2.478295981767076e-07,3.904677892130337e-07
2013,2.8309619581889933e-07,4.09443545734689e-07
2014,2.414471347300662e-07,4.1944674489258205e-07
2015,2.6576739542427674e-07,3.9543706353839525e-07
2016,2.3054015052537125e-07,3.925189400177942e-07
2017,2.248956481043507e-07,3.2803571503592366e-07
2018,1.9903108983143625e-07,3.1339005746033877e-07
2019,2.1785434800580816e-07,3.071389276243508e-07
